SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_1,adm2_7,adm2_2,adm2_4,adm2_10,adm2_9,adm2_3,adm2_5,adm2_6,adm2_11,adm2_8
9652,7552,1,21,26,104,188,8.08,7.68,0,5,0,0,0,0,0,0,0,1,0,0,0
9672,4517,2,65,23,12,76,11.17,7.46,0,11,0,0,0,0,0,0,0,0,0,1,0
9676,5001,2,30,12,74,155,11.829999999999997,7.239999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
9679,10669,2,22,20,67,114,7.529999999999999,6.489999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
9692,9416,2,35,25,65,162,11.63,8.540000000000001,0,2,0,0,1,0,0,0,0,0,0,0,0
9693,1355,2,35,22,90,113,7.630000000000001,6.77,0,2,0,0,1,0,0,0,0,0,0,0,0
9780,2320,2,35,3,17,154,12.5,8.879999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0
9781,9332,2,40,13,35,206,9.229999999999997,7.699999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
9820,3358,1,23,23,78,283,16.220000000000002,8.779999999999998,0,2,0,0,1,0,0,0,0,0,0,0,0
9823,2909,1,43,10,128,189,15.99,9.629999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
9843,519,1,32,24,3264,150,42.510000000000005,8.11,0,2,0,0,1,0,0,0,0,0,0,0,0
9847,6624,2,30,24,169,230,13.43,9.03,0,2,0,0,1,0,0,0,0,0,0,0,0
9889,3754,2,35,5,69,143,8.33,6.61,0,9,0,0,0,0,0,1,0,0,0,0,0
9895,4781,2,34,6,65,160,11.079999999999998,7.4,0,2,0,0,1,0,0,0,0,0,0,0,0
9907,3776,2,23,14,13,125,20.56,13.160000000000002,0,10,0,0,0,0,1,0,0,0,0,0,0
9954,7355,1,30,20,29,193,8.38,7.96,0,11,0,0,0,0,0,0,0,0,0,1,0
9956,6760,2,60,13,15,96,8.629999999999999,5.579999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
9961,10707,2,22,4,1657,90,25.62,5.879999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
9963,4945,1,43,26,39,158,7.76,7.449999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
9985,6533,1,51,10,4,79,8.870000000000001,6.369999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
9986,7169,2,60,20,1172,77,16.12,4.9799999999999995,0,8,0,0,0,0,0,0,0,0,0,0,1
9990,9573,2,25,18,35,152,14.409999999999997,9.57,0,4,0,0,0,1,0,0,0,0,0,0,0
10007,2967,1,40,17,80,230,7.89,7.64,0,4,0,0,0,1,0,0,0,0,0,0,0
10008,5563,2,62,30,237,196,9.41,5.41,0,3,0,0,0,0,0,0,1,0,0,0,0
10062,8851,1,50,12,784,141,12.67,3.84,0,3,0,0,0,0,0,0,1,0,0,0,0
10067,1621,1,37,27,96,198,8.66,7.81,0,5,0,0,0,0,0,0,0,1,0,0,0
10099,5050,1,30,25,14,129,7.75,7.3999999999999995,0,2,0,0,1,0,0,0,0,0,0,0,0
10126,7353,2,20,29,136,385,15.08,9.8,0,3,0,0,0,0,0,0,1,0,0,0,0
10144,474,1,60,22,614,363,17.759999999999998,9.360000000000001,0,11,0,0,0,0,0,0,0,0,0,1,0
10147,2383,2,40,12,1556,85,19.67,5.06,0,9,0,0,0,0,0,1,0,0,0,0,0
10176,2823,1,50,24,253,174,16.139999999999997,6.75,0,8,0,0,0,0,0,0,0,0,0,0,1
10177,3455,1,28,16,61,205,12.120000000000001,9.079999999999998,0,4,0,0,0,1,0,0,0,0,0,0,0
10189,6026,1,32,14,14,105,11.119999999999997,5.83,0,1,1,0,0,0,0,0,0,0,0,0,0
10234,10874,2,42,27,59,292,12.540000000000001,9.42,0,5,0,0,0,0,0,0,0,1,0,0,0
10277,5293,2,25,12,5175,147,14.18,6.859999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
10309,3032,2,38,6,3333,120,10.82,7.08,0,10,0,0,0,0,1,0,0,0,0,0,0
10310,1910,2,32,12,108,262,12.509999999999998,8.65,0,5,0,0,0,0,0,0,0,1,0,0,0
10344,4574,1,25,8,65,99,6.72,5.14,0,2,0,0,1,0,0,0,0,0,0,0,0
10370,465,1,35,23,91,221,16.639999999999997,8.610000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1
10373,9618,1,30,18,28,170,12.42,8.76,0,9,0,0,0,0,0,1,0,0,0,0,0
10376,10248,2,20,15,1592,158,27.2,6.820000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0
10379,2578,2,20,24,59,117,11.73,6.729999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
10394,5315,1,46,12,3165,292,15.979999999999999,9.21,0,9,0,0,0,0,0,1,0,0,0,0,0
10410,924,2,52,19,35,142,14.46,9.629999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
10414,11584,2,43,18,208,218,11.370000000000001,9.04,0,11,0,0,0,0,0,0,0,0,0,1,0
10435,4516,2,58,29,188,300,20.520000000000003,13.420000000000002,0,7,0,1,0,0,0,0,0,0,0,0,0
10447,10463,2,18,2,8,165,7.87,7.09,0,9,0,0,0,0,0,1,0,0,0,0,0
10467,1273,2,22,14,255,129,17.130000000000003,8.84,0,11,0,0,0,0,0,0,0,0,0,1,0
10509,2961,2,40,19,2,86,8.129999999999999,6.48,0,11,0,0,0,0,0,0,0,0,0,1,0
10514,823,1,32,11,53,84,7,5.209999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
10528,1130,2,42,3,2277,125,12.26,7.209999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
10531,4343,2,30,18,16,142,9.39,7.489999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
10561,377,1,40,21,109,165,7.04,7.1,0,5,0,0,0,0,0,0,0,1,0,0,0
10578,5368,1,35,25,26,131,8.200000000000001,8.64,0,5,0,0,0,0,0,0,0,1,0,0,0
10619,7471,1,22,6,156,184,9.72,7.99,0,2,0,0,1,0,0,0,0,0,0,0,0
10628,9575,1,50,22,85,80,6.710000000000001,6.26,0,8,0,0,0,0,0,0,0,0,0,0,1
10641,1972,2,32,8,22,181,8.98,8.6,0,3,0,0,0,0,0,0,1,0,0,0,0
10689,4477,2,60,31,1116,104,20.130000000000003,6.069999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
10702,6708,1,52,21,16,262,14.599999999999998,11.649999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
10716,11295,2,23,21,789,1077,19.350000000000005,8.41,0,1,1,0,0,0,0,0,0,0,0,0,0
10736,11840,1,68,19,11,102,6.35,5.41,0,4,0,0,0,1,0,0,0,0,0,0,0
10751,5482,1,30,17,2208,276,35.910000000000004,11.979999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
10772,10337,2,28,23,109,613,8,7.48,0,2,0,0,1,0,0,0,0,0,0,0,0
10804,11418,2,21,10,1307,208,13.21,6.760000000000001,0,9,0,0,0,0,0,1,0,0,0,0,0
10808,1415,2,23,25,39,119,12.26,6.999999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
10820,11574,2,56,19,60,96,5.959999999999999,4.96,0,4,0,0,0,1,0,0,0,0,0,0,0
10834,8889,1,45,25,163,246,13.200000000000001,8.99,0,2,0,0,1,0,0,0,0,0,0,0,0
10877,8587,1,70,19,91,107,4.28,2.7800000000000002,0,8,0,0,0,0,0,0,0,0,0,0,1
10879,3604,1,70,21,1310,3242,24.409999999999997,9.019999999999998,0,5,0,0,0,0,0,0,0,1,0,0,0
10926,4050,1,35,28,146,285,13.09,10.17,0,3,0,0,0,0,0,0,1,0,0,0,0
10939,6711,1,35,18,3,209,15.340000000000002,12.379999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
11014,68,2,40,11,42,118,7.219999999999999,6.4399999999999995,0,9,0,0,0,0,0,1,0,0,0,0,0
11017,3665,2,24,15,452,138,9.16,6.779999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0
11023,11336,2,24,2,62,141,11.96,6.769999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
11025,11285,2,32,13,57,123,5.94,6.33,0,1,1,0,0,0,0,0,0,0,0,0,0
11027,4104,2,29,22,1283,173,10.4,10.34,0,2,0,0,1,0,0,0,0,0,0,0,0
11072,7980,1,65,5,46,235,10.429999999999998,7.87,0,9,0,0,0,0,0,1,0,0,0,0,0
11075,8486,2,65,10,96,137,9.17,7.74,0,3,0,0,0,0,0,0,1,0,0,0,0
11102,9307,2,35,29,8,103,10.1,7.01,0,4,0,0,0,1,0,0,0,0,0,0,0
11158,6354,2,21,18,367,224,16.669999999999998,7.199999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
11164,2019,1,23,18,86,147,7.899999999999999,4.95,0,4,0,0,0,1,0,0,0,0,0,0,0
11179,4264,2,34,22,201,197,11.72,7.4399999999999995,0,1,1,0,0,0,0,0,0,0,0,0,0
11194,4981,2,52,12,1725,82,27.799999999999997,5.06,0,3,0,0,0,0,0,0,1,0,0,0,0
11211,9248,2,22,11,93,139,8.209999999999999,7.519999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
11220,6417,2,45,6,1960,111,9.2,5.64,0,10,0,0,0,0,1,0,0,0,0,0,0
11232,2919,1,21,19,80,121,8.409999999999998,5.439999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
11250,1621,2,30,27,96,177,7.609999999999999,6.38,0,5,0,0,0,0,0,0,0,1,0,0,0
11258,7517,2,45,18,0,83,6.659999999999999,6.29,0,4,0,0,0,1,0,0,0,0,0,0,0
11271,8111,2,62,24,144,237,16.680000000000003,9.17,0,6,0,0,0,0,0,0,0,0,1,0,0
11300,987,1,50,2,1834,261,23.87,5.9399999999999995,0,1,1,0,0,0,0,0,0,0,0,0,0
11307,1694,1,28,27,23,265,10,9.2,0,5,0,0,0,0,0,0,0,1,0,0,0
11315,6791,2,18,19,124,207,8.32,6.029999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
11322,7257,2,40,26,186,137,10.82,8.15,0,2,0,0,1,0,0,0,0,0,0,0,0
11347,8271,2,27,13,277,178,23.189999999999994,11.679999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
11348,5597,2,40,22,1441,84,30.520000000000003,6.09,0,2,0,0,1,0,0,0,0,0,0,0,0
11355,5853,2,20,25,196,400,13.07,6.66,0,11,0,0,0,0,0,0,0,0,0,1,0
11380,5374,2,23,13,6,114,6.95,7.09,0,11,0,0,0,0,0,0,0,0,0,1,0
11384,6341,2,32,28,9,196,11.350000000000001,6.269999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
11403,5685,2,38,25,355,263,11.170000000000002,9.21,0,5,0,0,0,0,0,0,0,1,0,0,0
11409,3649,1,45,7,1201,150,21.73,8.45,1,10,0,0,0,0,1,0,0,0,0,0,0
11431,6542,1,32,15,184,144,10.229999999999999,6.6499999999999995,0,10,0,0,0,0,1,0,0,0,0,0,0
11439,11219,1,64,31,106,215,9.02,5.39,0,7,0,1,0,0,0,0,0,0,0,0,0
11448,8195,2,34,25,127,236,16.87,10.950000000000001,0,6,0,0,0,0,0,0,0,0,1,0,0
11476,10998,2,70,16,266,58,8.459999999999997,4.459999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
11485,6947,1,40,3,1581,103,8.76,7.26,0,10,0,0,0,0,1,0,0,0,0,0,0
11514,1889,1,30,12,44,162,11.480000000000002,7.86,0,4,0,0,0,1,0,0,0,0,0,0,0
11525,9028,2,45,10,305,278,11.579999999999998,8.410000000000002,0,9,0,0,0,0,0,1,0,0,0,0,0
11546,10034,2,25,17,2108,262,32.42,8.35,0,4,0,0,0,1,0,0,0,0,0,0,0
11557,8078,2,40,19,16,124,8.81,6.709999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
11561,289,2,45,1,29,161,13.280000000000001,8.4,1,7,0,1,0,0,0,0,0,0,0,0,0
11564,2596,2,35,27,89,164,12.920000000000002,7.220000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0
11579,3200,2,50,17,187,186,9.440000000000001,7.300000000000001,0,4,0,0,0,1,0,0,0,0,0,0,0
11634,5725,2,43,30,104,217,15.04,9.84,0,7,0,1,0,0,0,0,0,0,0,0,0
11661,5819,2,45,18,45,192,8.75,8.12,0,8,0,0,0,0,0,0,0,0,0,0,1
11666,9661,2,33,25,13,112,6.530000000000001,6.299999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
11669,10024,2,45,19,44,145,14.040000000000001,8.19,0,4,0,0,0,1,0,0,0,0,0,0,0
11675,5608,2,32,11,12,203,10.2,7.22,0,9,0,0,0,0,0,1,0,0,0,0,0
11682,2076,1,52,25,11,152,9.27,9.29,0,5,0,0,0,0,0,0,0,1,0,0,0
11702,7257,1,26,26,215,174,13.45,10.070000000000002,0,2,0,0,1,0,0,0,0,0,0,0,0
11707,4348,2,30,2,156,218,12.67,7.839999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
11708,9733,2,23,21,2016,140,10.15,9.59,0,5,0,0,0,0,0,0,0,1,0,0,0
11750,5464,2,30,5,6,86,7.57,7.009999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0
11761,1457,2,22,9,205,223,14.350000000000001,10.74,0,1,1,0,0,0,0,0,0,0,0,0,0
11792,9986,1,36,11,1881,266,10.66,7.279999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
11798,10532,1,46,27,5,917,11.290000000000003,7.489999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
11801,3359,2,18,30,80,155,8.859999999999998,5.9399999999999995,0,4,0,0,0,1,0,0,0,0,0,0,0
11808,10116,2,20,12,29,318,10.379999999999999,8.799999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
11816,1251,2,25,25,480,210,10.819999999999999,8.28,0,8,0,0,0,0,0,0,0,0,0,0,1
11821,1602,1,25,23,348,172,18.180000000000003,8.879999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
11822,11336,2,47,2,62,141,11.959999999999999,6.769999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
11842,6358,1,56,22,25,159,13.69,7.629999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
11860,2978,2,70,13,285,293,14.860000000000001,10.070000000000002,0,5,0,0,0,0,0,0,0,1,0,0,0
11863,1056,1,55,2,4843,205,11.510000000000002,11.949999999999998,0,9,0,0,0,0,0,1,0,0,0,0,0
11866,10343,2,18,10,104,128,9.41,5.799999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
11901,5443,2,22,12,1,125,8.359999999999998,6.749999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
11942,4649,1,33,20,125,193,12.11,9.399999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
11974,7004,1,21,20,102,191,11.37,7.76,0,9,0,0,0,0,0,1,0,0,0,0,0
11977,9208,2,25,30,43,130,9.43,5.899999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
11980,7955,1,32,18,64,193,9.45,7.369999999999999,0,4,0,0,0,1,0,0,0,0,0,0,0
11983,1138,2,25,11,87,179,8.870000000000001,6.43,0,5,0,0,0,0,0,0,0,1,0,0,0
11989,7601,1,30,29,181,328,20.790000000000003,14.85,0,5,0,0,0,0,0,0,0,1,0,0,0
12034,2371,1,26,29,87,243,7.42,6.42,0,3,0,0,0,0,0,0,1,0,0,0,0
12035,1099,2,55,20,26,127,15.529999999999998,8.229999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
12042,2113,1,30,14,54,248,19.419999999999998,8.389999999999997,0,1,1,0,0,0,0,0,0,0,0,0,0
12066,5558,2,45,11,48,208,9.79,7.81,0,9,0,0,0,0,0,1,0,0,0,0,0
12070,4059,1,38,29,316,270,12.13,7.32,0,6,0,0,0,0,0,0,0,0,1,0,0
12077,2708,1,45,12,51,365,11.51,9,0,5,0,0,0,0,0,0,0,1,0,0,0
12084,1623,2,38,15,610,74,5.460000000000001,6.11,0,11,0,0,0,0,0,0,0,0,0,1,0
12086,9488,1,48,29,177,176,9.51,8.1,0,3,0,0,0,0,0,0,1,0,0,0,0
12092,7613,1,39,19,42,98,6.96,4.6899999999999995,0,8,0,0,0,0,0,0,0,0,0,0,1
12103,1824,2,60,29,21,108,9.530000000000001,7.34,0,4,0,0,0,1,0,0,0,0,0,0,0
12122,3486,2,40,12,21,151,11.26,8.37,0,4,0,0,0,1,0,0,0,0,0,0,0
12137,1889,2,50,12,35,143,10.48,6.48,0,4,0,0,0,1,0,0,0,0,0,0,0
12148,9407,1,55,22,290,236,17.55,7.589999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
12172,4140,1,43,26,86,400,17.419999999999998,11.149999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
12179,6830,2,23,24,87,120,9.540000000000001,6.029999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
12181,8990,2,35,29,811,152,15.969999999999999,6.849999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
12195,4866,2,52,20,17,94,36.09,5.72,0,1,1,0,0,0,0,0,0,0,0,0,0
12207,3744,1,30,22,71,164,11.84,9.370000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1
12210,6668,2,50,25,105,265,17.64,9.899999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
12221,1658,2,59,7,2,80,6.03,6.479999999999999,1,10,0,0,0,0,1,0,0,0,0,0,0
12226,10027,2,22,28,53,128,8.7,6.71,0,8,0,0,0,0,0,0,0,0,0,0,1
12271,1062,1,48,10,7,96,8.370000000000001,7.62,0,4,0,0,0,1,0,0,0,0,0,0,0
12281,4912,2,30,29,93,167,9.59,8.330000000000002,0,3,0,0,0,0,0,0,1,0,0,0,0
12291,6146,2,60,25,37,129,14.48,7.959999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
12305,11333,1,25,7,2525,148,13.92,9.150000000000002,1,10,0,0,0,0,1,0,0,0,0,0,0
12322,3603,1,20,24,1481,95,11.12,7.539999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
12409,517,2,36,29,175,113,14.650000000000002,6.159999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
12416,1378,1,53,26,1,87,7.1000000000000005,7.46,0,11,0,0,0,0,0,0,0,0,0,1,0
12436,1786,1,60,24,157,112,14.9,6.259999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
12443,5482,2,25,17,1702,223,25.390000000000004,7.6899999999999995,0,4,0,0,0,1,0,0,0,0,0,0,0
12448,11743,2,22,5,1,84,6.28,7.33,0,10,0,0,0,0,1,0,0,0,0,0,0
12451,330,2,32,23,343,179,15.249999999999996,7.3999999999999995,0,8,0,0,0,0,0,0,0,0,0,0,1
12457,8105,1,55,18,1680,208,8.94,7.0299999999999985,0,8,0,0,0,0,0,0,0,0,0,0,1
12459,8852,1,21,19,40,147,16.32,9.579999999999998,0,11,0,0,0,0,0,0,0,0,0,1,0
12471,1504,1,32,4,3360,150,15.17,8.33,0,10,0,0,0,0,1,0,0,0,0,0,0
12476,4080,2,42,7,1191,112,23.300000000000004,3.8499999999999996,1,2,0,0,1,0,0,0,0,0,0,0,0
12495,8416,2,18,13,86,154,9.299999999999999,9.370000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0
12544,793,1,36,25,116,92,6.2700000000000005,6.5200000000000005,0,2,0,0,1,0,0,0,0,0,0,0,0
12562,4952,1,60,28,252,306,10.95,8.38,0,5,0,0,0,0,0,0,0,1,0,0,0
12567,6834,2,36,23,75,175,8.919999999999998,7.17,0,2,0,0,1,0,0,0,0,0,0,0,0
12588,2897,2,35,30,103,200,11.05,6.53,0,3,0,0,0,0,0,0,1,0,0,0,0
12600,765,1,60,28,39,158,13.269999999999998,8.17,0,8,0,0,0,0,0,0,0,0,0,0,1
12630,9740,1,35,22,33,169,10.339999999999998,8.809999999999997,0,8,0,0,0,0,0,0,0,0,0,0,1
12631,3681,1,38,10,110,271,14.09,10.410000000000002,0,5,0,0,0,0,0,0,0,1,0,0,0
12634,2564,2,26,3,276,150,10.120000000000001,6.389999999999998,0,6,0,0,0,0,0,0,0,0,1,0,0
12662,11716,1,52,15,536,145,12.07,6.39,0,10,0,0,0,0,1,0,0,0,0,0,0
12663,3686,1,32,27,145,244,9.739999999999998,7.889999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
12672,1176,2,28,17,4,94,5.41,6.02,0,4,0,0,0,1,0,0,0,0,0,0,0
12673,5518,2,48,30,86,352,19.990000000000002,12.799999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
12707,8105,1,23,18,1680,208,8.94,7.029999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
12731,6953,1,70,27,249,250,11.05,7.100000000000001,0,5,0,0,0,0,0,0,0,1,0,0,0
12752,4569,2,25,19,26,210,11.229999999999999,8.209999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1
12753,7789,2,45,13,78,148,13.639999999999999,9.85,0,1,1,0,0,0,0,0,0,0,0,0,0
12755,2381,2,30,13,14,175,6.39,5.899999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
12760,1694,1,20,27,15,185,7.739999999999999,7.829999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
12763,380,2,18,22,496,154,16.8,6.43,0,8,0,0,0,0,0,0,0,0,0,0,1
12784,5479,2,29,24,102,109,10.330000000000004,6.959999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
12790,1423,2,18,25,169,220,10.46,9.45,0,5,0,0,0,0,0,0,0,1,0,0,0
12805,10572,1,32,25,150,150,7.199999999999999,7.72,0,2,0,0,1,0,0,0,0,0,0,0,0
12828,5264,2,40,6,58,140,7.710000000000001,8.389999999999999,0,2,0,0,1,0,0,0,0,0,0,0,0
12837,10465,1,18,25,133,188,12.23,8.31,0,8,0,0,0,0,0,0,0,0,0,0,1
12844,2445,2,55,17,11,145,10.02,6.290000000000001,0,4,0,0,0,1,0,0,0,0,0,0,0
12859,955,2,30,24,118,135,6.140000000000001,6.51,0,5,0,0,0,0,0,0,0,1,0,0,0
12864,3186,2,32,29,697,210,16.18,11.010000000000002,0,4,0,0,0,1,0,0,0,0,0,0,0
12935,7517,2,20,18,0,83,6.659999999999998,6.29,0,4,0,0,0,1,0,0,0,0,0,0,0
12938,4731,2,20,11,16,224,7.629999999999999,6.57,0,9,0,0,0,0,0,1,0,0,0,0,0
12955,3608,1,52,13,127,188,12.2,8.139999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
12962,5821,2,35,19,42,79,7.299999999999999,6.7299999999999995,0,8,0,0,0,0,0,0,0,0,0,0,1
13002,4062,2,55,25,183,176,17.25,11.120000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1
13010,359,2,42,18,572,112,16.740000000000002,7.31,0,4,0,0,0,1,0,0,0,0,0,0,0
13012,10156,2,26,28,33,242,11.2,8.96,0,5,0,0,0,0,0,0,0,1,0,0,0
13083,8108,1,56,20,9,113,15.309999999999999,8.540000000000001,0,1,1,0,0,0,0,0,0,0,0,0,0
13111,1251,1,30,25,507,285,13.680000000000001,9.16,0,8,0,0,0,0,0,0,0,0,0,0,1
13128,1861,2,37,20,303,212,19.450000000000003,9.94,0,11,0,0,0,0,0,0,0,0,0,1,0
13129,1806,2,40,21,91,177,7.36,7.66,0,5,0,0,0,0,0,0,0,1,0,0,0
13132,9575,2,45,22,85,80,6.71,6.26,0,8,0,0,0,0,0,0,0,0,0,0,1
13141,8394,1,50,30,25,150,13.29,7.999999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
13154,8219,2,30,16,2,123,8.739999999999998,8.120000000000001,0,11,0,0,0,0,0,0,0,0,0,1,0
13164,8991,1,56,18,239,195,15.320000000000002,8.319999999999999,0,9,0,0,0,0,0,1,0,0,0,0,0
13173,8027,2,50,12,83,165,9.07,8.29,0,5,0,0,0,0,0,0,0,1,0,0,0
13179,9326,2,62,19,1,71,12.49,7.05,0,8,0,0,0,0,0,0,0,0,0,0,1
13281,5247,1,29,3,8,126,10.7,8.71,0,7,0,1,0,0,0,0,0,0,0,0,0
13288,488,2,24,23,87,152,11.26,7.64,0,8,0,0,0,0,0,0,0,0,0,0,1
13308,11219,2,55,31,105,205,8.22,4.959999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
13316,2578,2,45,24,60,127,12.08,6.930000000000001,0,2,0,0,1,0,0,0,0,0,0,0,0
13329,1137,2,80,1,20,131,12.24,7.94,1,7,0,1,0,0,0,0,0,0,0,0,0
13341,10084,2,40,26,56,223,10.590000000000002,7.619999999999999,0,11,0,0,0,0,0,0,0,0,0,1,0
13350,6027,1,25,12,3165,157,11.620000000000001,7.1,0,9,0,0,0,0,0,1,0,0,0,0,0
13353,8127,2,35,30,373,98,11.72,5.609999999999999,0,1,1,0,0,0,0,0,0,0,0,0,0
13364,11173,2,35,28,9,59,8.36,6.429999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
13365,6399,2,35,29,150,288,15.620000000000001,8.54,0,3,0,0,0,0,0,0,1,0,0,0,0
13386,1623,1,40,15,610,74,5.46,6.11,0,11,0,0,0,0,0,0,0,0,0,1,0
13410,5195,2,29,13,3263,136,32.42000000000001,8.42,0,10,0,0,0,0,1,0,0,0,0,0,0
13420,7794,1,35,26,1775,115,27.52,6.78,0,8,0,0,0,0,0,0,0,0,0,0,1
13431,6790,1,28,8,141,223,11.26,8.56,0,3,0,0,0,0,0,0,1,0,0,0,0
13435,2093,2,55,29,23,209,11.479999999999999,6.789999999999999,0,6,0,0,0,0,0,0,0,0,1,0,0
13466,10894,1,30,26,41,437,25.45,16.08,0,3,0,0,0,0,0,0,1,0,0,0,0
13489,10154,2,23,21,2,80,5.22,3.4899999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
13497,3149,2,33,18,13,106,9.93,7.209999999999999,0,7,0,1,0,0,0,0,0,0,0,0,0
13521,8271,2,48,13,277,178,23.189999999999994,11.679999999999998,0,1,1,0,0,0,0,0,0,0,0,0,0
13525,1273,2,50,14,255,129,17.09,8.81,0,11,0,0,0,0,0,0,0,0,0,1,0
13528,1546,1,35,16,81,312,18.970000000000002,11.120000000000001,0,4,0,0,0,1,0,0,0,0,0,0,0
13529,5277,1,50,10,664,183,15.770000000000001,6.809999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
13530,1012,2,50,16,275,142,14.13,7.89,0,9,0,0,0,0,0,1,0,0,0,0,0
13562,10860,2,24,28,1658,118,31.059999999999995,7.62,0,3,0,0,0,0,0,0,1,0,0,0,0
13566,5974,1,37,6,81,197,14.66,8.749999999999998,0,2,0,0,1,0,0,0,0,0,0,0,0
13578,18,1,55,27,54,209,14.999999999999996,10.639999999999999,0,3,0,0,0,0,0,0,1,0,0,0,0
13581,4678,2,24,17,7,105,6.64,6.44,0,10,0,0,0,0,1,0,0,0,0,0,0
13603,11743,1,28,5,1,94,6.960000000000001,7.92,0,10,0,0,0,0,1,0,0,0,0,0,0
13623,5842,1,45,13,38,175,15.18,10.99,0,1,1,0,0,0,0,0,0,0,0,0,0
13645,11727,2,25,2,31,135,9.700000000000001,7.18,0,9,0,0,0,0,0,1,0,0,0,0,0
13652,5119,2,21,26,45,200,13.340000000000002,9.24,0,5,0,0,0,0,0,0,0,1,0,0,0
13655,2105,2,38,26,86,96,11.75,8.069999999999999,0,5,0,0,0,0,0,0,0,1,0,0,0
13663,865,1,42,15,105,260,12.559999999999999,9.589999999999998,0,11,0,0,0,0,0,0,0,0,0,1,0
13667,3321,1,19,26,73,83,10.1,5.9399999999999995,0,3,0,0,0,0,0,0,1,0,0,0,0
