SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,WEEK_DAY,PREG_LACT,BREASTFEEDING,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_7,adm2_9,adm2_5,adm2_4,adm2_6,adm2_1,adm2_8,adm2_2,adm2_3,adm2_10
8667,8603,2,35,8,4,1,NA,1639,0,7,1,0,0,0,0,0,0,0,0,0
8756,3100,2,65,22,3,0,NA,1202,0,4,0,0,0,1,0,0,0,0,0,0
8777,7748,2,50,1,5,0,NA,1222,0,1,0,0,0,0,0,1,0,0,0,0
8819,4223,2,65,5,2,0,NA,1833,0,1,0,0,0,0,0,1,0,0,0,0
8855,11871,2,36,9,2,1,NA,1250,0,10,0,0,0,0,0,0,0,0,0,1
8873,8779,2,35,29,3,1,NA,1332,0,1,0,0,0,0,0,1,0,0,0,0
8947,5000,2,32,6,6,1,NA,1428,0,5,0,0,1,0,0,0,0,0,0,0
8976,10229,2,60,27,4,0,NA,1491,0,5,0,0,1,0,0,0,0,0,0,0
8991,1359,2,25,11,4,1,NA,2549,0,10,0,0,0,0,0,0,0,0,0,1
8994,11112,2,50,1,1,0,NA,2436,1,8,0,0,0,0,0,0,1,0,0,0
9010,752,2,40,15,5,1,NA,909,0,8,0,0,0,0,0,0,1,0,0,0
9032,3676,2,70,7,6,0,NA,2451,0,5,0,0,1,0,0,0,0,0,0,0
9045,4824,2,45,3,6,1,NA,1530,0,2,0,0,0,0,0,0,0,1,0,0
9050,5371,2,55,21,4,0,NA,1338,0,4,0,0,0,1,0,0,0,0,0,0
9096,10332,2,35,16,7,1,NA,1742,1,3,0,0,0,0,0,0,0,0,1,0
9105,10597,2,58,3,2,0,NA,5,0,9,0,1,0,0,0,0,0,0,0,0
9105,10597,2,58,3,6,0,NA,891,0,9,0,1,0,0,0,0,0,0,0,0
9106,7865,2,65,2,6,0,NA,2266,0,1,0,0,0,0,0,1,0,0,0,0
9118,1356,2,56,26,7,0,NA,1730,1,1,0,0,0,0,0,1,0,0,0,0
9219,2236,2,21,4,4,1,NA,1012,0,5,0,0,1,0,0,0,0,0,0,0
9244,10335,2,38,18,5,1,NA,2251,0,1,0,0,0,0,0,1,0,0,0,0
9248,2333,2,40,26,5,1,NA,921,0,2,0,0,0,0,0,0,0,1,0,0
9266,8813,2,30,20,1,1,NA,1230,1,4,0,0,0,1,0,0,0,0,0,0
9281,3853,2,40,15,7,1,NA,1772,1,10,0,0,0,0,0,0,0,0,0,1
9300,10221,2,99,5,2,0,NA,1394,0,1,0,0,0,0,0,1,0,0,0,0
9321,1782,2,30,26,6,1,NA,780,0,1,0,0,0,0,0,1,0,0,0,0
9402,9828,2,42,3,3,1,NA,1928,0,5,0,0,1,0,0,0,0,0,0,0
9455,8341,2,65,5,5,0,NA,1506,0,5,0,0,1,0,0,0,0,0,0,0
9505,1017,2,44,30,2,1,NA,1428,0,2,0,0,0,0,0,0,0,1,0,0
9512,6041,2,75,21,1,0,NA,1381,1,1,0,0,0,0,0,1,0,0,0,0
9514,3370,2,45,8,5,1,NA,945,0,7,1,0,0,0,0,0,0,0,0,0
9527,2911,2,45,12,5,1,NA,2895,0,10,0,0,0,0,0,0,0,0,0,1
9528,1858,2,28,3,3,1,NA,1490,0,5,0,0,1,0,0,0,0,0,0,0
9560,10976,2,28,30,6,1,NA,2085,0,5,0,0,1,0,0,0,0,0,0,0
9576,4112,2,45,9,4,1,NA,1407,0,7,1,0,0,0,0,0,0,0,0,0
9577,2988,2,34,21,1,1,NA,2390,1,1,0,0,0,0,0,1,0,0,0,0
9582,676,2,20,18,2,1,NA,2750,0,3,0,0,0,0,0,0,0,0,1,0
