SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_8,adm2_9,adm2_2,adm2_1,adm2_6,adm2_3,adm2_7,adm2_4,adm2_5
19990,305,1,32,30,698,310,14.920000000000002,8.139999999999999,0,4,0,0,0,0,0,0,0,1,0
19992,10754,1,50,6,15,246,19.78,15.8,0,5,0,0,0,0,0,0,0,0,1
19996,7848,1,57,14,29,203,22.16,14.799999999999999,0,9,0,1,0,0,0,0,0,0,0
20009,4507,1,70,7,166,177,17.14,11.29,1,8,1,0,0,0,0,0,0,0,0
20057,4184,2,42,18,5,118,10.69,7.019999999999999,0,5,0,0,0,0,0,0,0,0,1
20069,6520,1,40,8,79,216,16.439999999999998,11.789999999999997,0,3,0,0,0,0,0,1,0,0,0
20081,2271,1,45,20,1039,117,11.690000000000001,9.520000000000001,0,5,0,0,0,0,0,0,0,0,1
20088,6771,2,24,4,63,114,10.42,8.32,0,8,1,0,0,0,0,0,0,0,0
20099,5401,1,48,31,40,304,39.43,27.730000000000004,0,7,0,0,0,0,0,0,1,0,0
20108,9675,2,29,19,2,241,18.95,12.93,0,9,0,1,0,0,0,0,0,0,0
20138,11122,2,25,3,2915,125,12.809999999999999,8.09,0,9,0,1,0,0,0,0,0,0,0
20144,2923,1,18,2,394,138,13.569999999999999,9.02,0,4,0,0,0,0,0,0,0,1,0
20149,1014,2,35,24,4,128,11.690000000000001,7.779999999999999,0,2,0,0,1,0,0,0,0,0,0
20158,7583,2,36,21,5,212,20.2,14.32,0,8,1,0,0,0,0,0,0,0,0
20200,8868,2,48,15,38,179,16.770000000000003,12.229999999999999,0,8,1,0,0,0,0,0,0,0,0
20211,3882,1,25,20,22,184,15.289999999999997,11.69,0,9,0,1,0,0,0,0,0,0,0
20232,10236,2,42,27,330,295,18.040000000000003,10.729999999999995,0,1,0,0,0,1,0,0,0,0,0
20235,4960,2,27,10,5,168,19.269999999999996,12.799999999999999,0,9,0,1,0,0,0,0,0,0,0
20259,8493,2,23,21,50,239,13.69,9.91,0,3,0,0,0,0,0,1,0,0,0
20281,8260,2,52,30,159,333,21.8,14.17,0,4,0,0,0,0,0,0,0,1,0
20308,10425,1,50,5,8,116,10.940000000000001,8.32,0,9,0,1,0,0,0,0,0,0,0
20345,7481,2,32,16,104,96,10.380000000000003,7.07,0,8,1,0,0,0,0,0,0,0,0
20366,11010,2,60,12,37,184,11.829999999999998,8.57,0,8,1,0,0,0,0,0,0,0,0
20390,6980,2,48,21,2,194,17.67,12.44,0,9,0,1,0,0,0,0,0,0,0
20458,3707,1,32,10,8,102,11.569999999999999,7.930000000000001,0,8,1,0,0,0,0,0,0,0,0
20461,10910,1,56,8,7,135,9.42,7.18,0,1,0,0,0,1,0,0,0,0,0
20467,1646,1,72,8,32,185,18.799999999999997,9.06,0,8,1,0,0,0,0,0,0,0,0
20485,6303,1,20,12,3,196,18.640000000000004,13.43,0,2,0,0,1,0,0,0,0,0,0
20493,10159,2,45,19,103,157,15.690000000000001,11.019999999999996,0,3,0,0,0,0,0,1,0,0,0
20522,10606,1,70,5,26,233,23.12,15.73,0,5,0,0,0,0,0,0,0,0,1
20524,3498,2,32,22,2,102,13.239999999999998,9.4,0,6,0,0,0,0,1,0,0,0,0
20551,4027,2,28,16,11,197,15.24,10.4,0,5,0,0,0,0,0,0,0,0,1
20554,1652,2,19,29,28,40,4.760000000000001,2.95,0,7,0,0,0,0,0,0,1,0,0
20567,10531,2,34,7,69,177,19.02,13.190000000000001,1,9,0,1,0,0,0,0,0,0,0
20612,11527,1,25,21,5,50,2.7199999999999998,3.1599999999999997,0,3,0,0,0,0,0,1,0,0,0
20646,11038,1,23,2,304,336,21.550000000000004,15.049999999999999,0,4,0,0,0,0,0,0,0,1,0
20662,10830,1,45,15,10,278,20.819999999999997,12.899999999999999,0,1,0,0,0,1,0,0,0,0,0
20672,1745,1,47,19,21,127,11.95,6.749999999999999,0,3,0,0,0,0,0,1,0,0,0
20674,2178,1,42,10,78,139,9.340000000000002,6.079999999999999,0,1,0,0,0,1,0,0,0,0,0
20694,3410,1,50,4,47,221,20,14.869999999999997,0,4,0,0,0,0,0,0,0,1,0
20739,3099,2,18,13,106,231,16.88,11.040000000000001,0,8,1,0,0,0,0,0,0,0,0
20741,9943,2,18,5,155,123,10.520000000000001,8.13,0,8,1,0,0,0,0,0,0,0,0
20749,8940,2,36,10,31,259,11.15,7.749999999999999,0,8,1,0,0,0,0,0,0,0,0
20750,5470,1,63,14,62,96,8.890000000000002,6.79,0,6,0,0,0,0,1,0,0,0,0
20768,3496,2,36,9,13,240,24.11,16.9,0,5,0,0,0,0,0,0,0,0,1
20771,9331,2,20,25,3,88,11.319999999999999,6.71,0,1,0,0,0,1,0,0,0,0,0
20779,8299,2,26,20,16,161,10.82,7.4499999999999975,0,4,0,0,0,0,0,0,0,1,0
20811,8352,2,36,27,71,215,21.970000000000002,14.179999999999996,0,7,0,0,0,0,0,0,1,0,0
20818,6578,1,20,29,12,106,31.769999999999996,9.97,0,7,0,0,0,0,0,0,1,0,0
20838,1748,2,50,21,3122,261,24.339999999999996,17.060000000000002,0,9,0,1,0,0,0,0,0,0,0
20849,4421,2,65,26,8,61,3.51,2.9,0,4,0,0,0,0,0,0,0,1,0
20876,2220,1,66,3,37,467,30.59,20.5,0,7,0,0,0,0,0,0,1,0,0
20883,6645,2,26,8,42,371,18.069999999999997,13,0,8,1,0,0,0,0,0,0,0,0
20888,4925,2,50,16,5,127,12.27,9.030000000000001,0,8,1,0,0,0,0,0,0,0,0
20894,11860,2,42,12,461,397,31.25,19.19,0,6,0,0,0,0,1,0,0,0,0
20899,8792,1,42,25,15,222,24.63,17.98,0,7,0,0,0,0,0,0,1,0,0
20926,8144,1,38,1,42,125,8.599999999999998,6.349999999999999,1,3,0,0,0,0,0,1,0,0,0
20939,6279,1,78,20,27,151,18.749999999999996,11.209999999999999,0,5,0,0,0,0,0,0,0,0,1
20950,5456,1,27,2,16,69,10.93,5.85,0,4,0,0,0,0,0,0,0,1,0
20963,163,1,28,7,4,156,13.629999999999997,11.19,1,9,0,1,0,0,0,0,0,0,0
20970,10134,2,32,12,96,137,12.32,7.199999999999999,0,8,1,0,0,0,0,0,0,0,0
20974,2585,2,36,30,22,207,19.23,14.399999999999999,0,1,0,0,0,1,0,0,0,0,0
20979,10347,2,25,30,78,177,7.71,6.83,0,4,0,0,0,0,0,0,0,1,0
21020,7254,2,18,13,65,325,26.5,19.21,0,1,0,0,0,1,0,0,0,0,0
21036,3714,1,18,30,43,171,16.54,12.139999999999999,0,1,0,0,0,1,0,0,0,0,0
21046,6005,2,23,13,9,183,16.76,12.169999999999998,0,8,1,0,0,0,0,0,0,0,0
21063,2222,2,28,27,415,227,30.930000000000003,19.959999999999997,0,1,0,0,0,1,0,0,0,0,0
21074,4084,2,27,4,27,88,8.51,6.39,0,3,0,0,0,0,0,1,0,0,0
21091,6194,1,40,26,15,221,19.470000000000002,13.54,0,2,0,0,1,0,0,0,0,0,0
21100,7604,2,60,6,14,122,8.68,6.159999999999998,0,8,1,0,0,0,0,0,0,0,0
21139,373,2,60,10,1,108,15.600000000000001,9.28,0,6,0,0,0,0,1,0,0,0,0
21162,4643,2,29,22,25,142,11.129999999999999,8.299999999999997,0,2,0,0,1,0,0,0,0,0,0
21177,59,1,48,10,52,261,9.75,6.75,0,1,0,0,0,1,0,0,0,0,0
21180,192,2,22,29,76,266,16.909999999999997,8.61,0,6,0,0,0,0,1,0,0,0,0
21182,2775,1,52,16,5,101,10.110000000000001,6.9799999999999995,0,5,0,0,0,0,0,0,0,0,1
21219,5501,1,60,18,395,389,25.169999999999998,15.539999999999996,0,8,1,0,0,0,0,0,0,0,0
21225,7718,2,65,29,59,136,13.790000000000001,7.28,0,7,0,0,0,0,0,0,1,0,0
21233,4754,1,32,6,99,208,8.93,6.02,0,4,0,0,0,0,0,0,0,1,0
21244,4035,2,59,9,49,117,11.899999999999999,8.089999999999998,0,8,1,0,0,0,0,0,0,0,0
21274,4202,1,28,24,416,203,16.830000000000002,9.51,0,4,0,0,0,0,0,0,0,1,0
21281,3521,2,30,21,191,307,19.52,13.629999999999999,0,3,0,0,0,0,0,1,0,0,0
21299,9792,2,65,22,145,207,11.670000000000002,6.220000000000001,0,3,0,0,0,0,0,1,0,0,0
21311,2717,1,75,10,21,267,16.249999999999996,12.19,0,9,0,1,0,0,0,0,0,0,0
21324,3707,2,72,10,17,185,9.31,6.369999999999998,0,8,1,0,0,0,0,0,0,0,0
21358,5302,1,75,16,3,128,11.52,7.26,0,5,0,0,0,0,0,0,0,0,1
21364,8891,1,23,25,17,110,8.45,6.25,0,6,0,0,0,0,1,0,0,0,0
21366,3237,1,32,22,9,317,32.1,23.819999999999997,0,2,0,0,1,0,0,0,0,0,0
21376,10370,1,38,19,159,254,29.39,19.240000000000002,0,3,0,0,0,0,0,1,0,0,0
21399,1142,1,18,3,2,104,38.87,8.91,0,8,1,0,0,0,0,0,0,0,0
21419,5857,2,20,27,29,213,57.47,19.04,0,7,0,0,0,0,0,0,1,0,0
21436,8306,1,68,22,4,100,7.8500000000000005,5.8100000000000005,0,2,0,0,1,0,0,0,0,0,0
21473,9116,2,65,29,18,227,12.719999999999999,9.389999999999999,0,6,0,0,0,0,1,0,0,0,0
21506,5185,2,29,5,30,109,7.1,6.549999999999999,0,9,0,1,0,0,0,0,0,0,0
21517,10751,2,30,23,103,135,8.53,7.239999999999999,0,9,0,1,0,0,0,0,0,0,0
21557,5753,1,22,5,26,232,19.83,12.78,0,7,0,0,0,0,0,0,1,0,0
21564,8630,1,50,22,63,149,18.34,12.42,0,4,0,0,0,0,0,0,0,1,0
21600,8584,2,60,7,171,184,10.580000000000002,5.740000000000001,1,4,0,0,0,0,0,0,0,1,0
21601,11400,1,29,10,34,226,17.64,12.240000000000002,0,1,0,0,0,1,0,0,0,0,0
21602,854,1,35,23,39,201,20.55,14.479999999999999,0,4,0,0,0,0,0,0,0,1,0
21630,11816,2,28,4,78,148,13.49,10.51,0,3,0,0,0,0,0,1,0,0,0
21631,9883,1,60,14,861,384,19.169999999999998,11.81,0,9,0,1,0,0,0,0,0,0,0
21637,7093,2,24,7,79,167,14.89,10.02,1,4,0,0,0,0,0,0,0,1,0
21640,3707,2,30,10,7,77,7.409999999999999,5.569999999999999,0,8,1,0,0,0,0,0,0,0,0
21658,9365,2,32,22,282,193,21.990000000000002,14.69,0,7,0,0,0,0,0,0,1,0,0
21664,8147,2,26,8,2548,292,25.92,9.559999999999999,0,4,0,0,0,0,0,0,0,1,0
21672,11701,1,24,22,23,142,12.569999999999999,8.98,0,5,0,0,0,0,0,0,0,0,1
21706,726,1,31,6,49,108,16.18,10.799999999999999,0,4,0,0,0,0,0,0,0,1,0
21708,2605,2,25,12,1117,314,27.97,15.18,0,4,0,0,0,0,0,0,0,1,0
21732,6858,1,32,22,37,275,32.19,23.350000000000005,0,6,0,0,0,0,1,0,0,0,0
21741,4422,1,18,24,4,106,15.430000000000001,6.869999999999999,0,2,0,0,1,0,0,0,0,0,0
21754,1474,1,50,5,55,212,22.749999999999996,14.809999999999999,0,8,1,0,0,0,0,0,0,0,0
21755,2898,2,27,24,49,162,12.149999999999999,7.77,0,2,0,0,1,0,0,0,0,0,0
21770,2940,2,30,8,9,153,11.680000000000001,8.16,0,3,0,0,0,0,0,1,0,0,0
21802,8147,1,28,8,2549,314,27.119999999999997,9.899999999999999,0,4,0,0,0,0,0,0,0,1,0
21876,6840,2,56,6,32,209,16.240000000000002,11.399999999999997,0,4,0,0,0,0,0,0,0,1,0
21912,428,1,40,26,26,190,16.720000000000002,11.089999999999998,0,2,0,0,1,0,0,0,0,0,0
21926,11508,2,56,16,5,112,8.76,7.909999999999999,0,8,1,0,0,0,0,0,0,0,0
21927,3931,1,62,27,7,179,16.39,12.65,0,3,0,0,0,0,0,1,0,0,0
21953,4739,1,30,6,35,327,36.599999999999994,26.35,0,5,0,0,0,0,0,0,0,0,1
21960,6550,2,28,5,133,248,20.520000000000003,14.54,0,8,1,0,0,0,0,0,0,0,0
22009,3232,1,47,9,11,179,16.97,11.759999999999998,0,8,1,0,0,0,0,0,0,0,0
22052,10606,1,32,5,23,157,14.709999999999999,12.420000000000002,0,5,0,0,0,0,0,0,0,0,1
22059,10226,2,36,14,12,91,7.819999999999997,6.149999999999999,0,6,0,0,0,0,1,0,0,0,0
22060,10510,2,33,25,29,337,41.00999999999999,25.94000000000001,0,3,0,0,0,0,0,1,0,0,0
22064,5961,2,52,1,138,216,13.780000000000001,10.339999999999996,1,1,0,0,0,1,0,0,0,0,0
22069,2418,2,25,8,6,135,12.32,8.569999999999999,0,4,0,0,0,0,0,0,0,1,0
22070,6289,2,60,12,40,176,10.44,7.0699999999999985,0,8,1,0,0,0,0,0,0,0,0
22100,5120,2,45,11,27,119,7.180000000000001,6.879999999999999,0,2,0,0,1,0,0,0,0,0,0
22110,8796,2,35,14,28,190,19.919999999999998,14.78,0,2,0,0,1,0,0,0,0,0,0
22112,2039,2,48,4,7,73,4.59,4.62,0,3,0,0,0,0,0,1,0,0,0
22119,10241,2,35,30,379,250,24.669999999999998,15.26,0,4,0,0,0,0,0,0,0,1,0
22127,4726,1,20,22,5,146,11.299999999999999,8.589999999999998,0,2,0,0,1,0,0,0,0,0,0
22128,7347,2,50,19,22,110,9.71,6.979999999999999,0,9,0,1,0,0,0,0,0,0,0
22145,10382,2,38,13,14,255,18.740000000000002,13.44,0,2,0,0,1,0,0,0,0,0,0
22195,8816,2,62,14,7,180,16.8,11.78,0,2,0,0,1,0,0,0,0,0,0
22206,5201,2,60,14,33,93,6.979999999999999,5.339999999999999,0,8,1,0,0,0,0,0,0,0,0
22226,762,2,50,12,27,151,14.689999999999998,11.049999999999999,0,4,0,0,0,0,0,0,0,1,0
22272,2880,2,40,6,4,126,11.44,8.54,0,8,1,0,0,0,0,0,0,0,0
22288,1297,2,18,11,5,89,8.45,5.849999999999999,0,2,0,0,1,0,0,0,0,0,0
22306,2920,2,39,24,19,126,13.589999999999996,8.679999999999998,0,3,0,0,0,0,0,1,0,0,0
22318,11775,1,75,27,892,70,42.69,4.620000000000001,0,3,0,0,0,0,0,1,0,0,0
22320,6303,1,26,12,3,197,18.65,13.44,0,2,0,0,1,0,0,0,0,0,0
22356,4992,2,35,29,32,121,10.95,7.43,0,7,0,0,0,0,0,0,1,0,0
22367,11579,2,30,8,51,95,9.290000000000001,5.95,0,3,0,0,0,0,0,1,0,0,0
22382,1808,2,32,17,1,98,13.68,9.67,0,6,0,0,0,0,1,0,0,0,0
22384,2533,2,45,16,33,203,17.49,10.940000000000001,0,8,1,0,0,0,0,0,0,0,0
22413,4937,2,35,4,7,205,15.42,12.66,0,8,1,0,0,0,0,0,0,0,0
22418,7009,2,25,3,2,50,3.9400000000000004,2.4399999999999995,0,9,0,1,0,0,0,0,0,0,0
22421,1180,2,19,20,300,117,11.16,7.5,0,6,0,0,0,0,1,0,0,0,0
22427,6102,1,47,21,79,176,20.79,15.280000000000001,0,4,0,0,0,0,0,0,0,1,0
22429,8300,2,40,28,32,219,38.35,17.12,0,6,0,0,0,0,1,0,0,0,0
22430,1526,2,32,8,13,333,29.82,21.009999999999998,0,3,0,0,0,0,0,1,0,0,0
22433,4018,1,40,22,8,234,22.08,15.739999999999998,0,2,0,0,1,0,0,0,0,0,0
22443,5573,1,60,24,590,198,21.42,11.419999999999996,0,5,0,0,0,0,0,0,0,0,1
22462,11733,2,21,8,5,109,10.36,6.19,0,4,0,0,0,0,0,0,0,1,0
22572,8119,2,55,27,70,177,88.89,15.339999999999998,0,7,0,0,0,0,0,0,1,0,0
22581,1419,1,24,19,41,364,24.229999999999997,17.55,0,1,0,0,0,1,0,0,0,0,0
22629,11247,1,31,25,20,306,30.41,19.629999999999995,0,7,0,0,0,0,0,0,1,0,0
22630,3925,2,19,13,101,212,11.619999999999997,11.499999999999998,0,1,0,0,0,1,0,0,0,0,0
22652,7026,1,26,25,376,235,16.74,10.36,0,4,0,0,0,0,0,0,0,1,0
22674,6278,2,60,3,7,68,4.6899999999999995,3.88,0,9,0,1,0,0,0,0,0,0,0
22690,7843,1,38,9,29,115,35.75999999999999,7.65,0,7,0,0,0,0,0,0,1,0,0
22719,2118,2,36,4,10,423,39.64,29.930000000000003,0,8,1,0,0,0,0,0,0,0,0
22765,887,2,35,1,15,168,10.13,6.75,1,3,0,0,0,0,0,1,0,0,0
22768,9214,1,38,14,1,146,12.57,9.309999999999997,0,9,0,1,0,0,0,0,0,0,0
22770,6092,2,48,27,272,161,11.889999999999999,7.39,0,7,0,0,0,0,0,0,1,0,0
22773,2568,1,65,12,2,102,10.8,8.250000000000002,0,8,1,0,0,0,0,0,0,0,0
22799,10863,2,60,12,2126,250,21.15,9.120000000000001,0,4,0,0,0,0,0,0,0,1,0
22816,11810,2,38,28,266,195,16.349999999999998,11.509999999999996,0,4,0,0,0,0,0,0,0,1,0
22830,1844,1,30,7,8,133,15.299999999999999,10.239999999999998,1,7,0,0,0,0,0,0,1,0,0
22841,2392,1,70,20,5,181,15.799999999999999,11.29,0,5,0,0,0,0,0,0,0,0,1
22872,10862,2,55,6,6,209,19.96,13.01,0,3,0,0,0,0,0,1,0,0,0
22938,2287,1,60,13,6,52,5.7299999999999995,3.34,0,2,0,0,1,0,0,0,0,0,0
22944,10766,1,68,16,2,69,6.8100000000000005,3.9899999999999998,0,9,0,1,0,0,0,0,0,0,0
22949,4022,2,50,26,69,212,18.650000000000006,13.120000000000001,0,2,0,0,1,0,0,0,0,0,0
22954,8241,2,22,22,455,192,10.759999999999998,7.829999999999999,0,4,0,0,0,0,0,0,0,1,0
22975,8776,1,30,17,1911,181,75,9.629999999999999,0,6,0,0,0,0,1,0,0,0,0
22987,2131,2,24,11,16,227,15.25,10.569999999999999,0,2,0,0,1,0,0,0,0,0,0
22995,10038,1,40,29,31,115,14.4,9.769999999999998,0,7,0,0,0,0,0,0,1,0,0
23003,11350,2,70,23,55,156,15.719999999999999,11.020000000000001,0,9,0,1,0,0,0,0,0,0,0
23007,125,2,50,12,34,196,17.66,13.26,0,8,1,0,0,0,0,0,0,0,0
23011,1480,1,20,3,39,171,38.879999999999995,10.739999999999997,0,7,0,0,0,0,0,0,1,0,0
23023,10374,1,80,28,30,105,12.15,8.11,0,6,0,0,0,0,1,0,0,0,0
23028,11184,1,40,3,8,107,14.06,9.379999999999997,0,8,1,0,0,0,0,0,0,0,0
23031,1734,2,43,29,40,136,15.12,10.239999999999997,0,7,0,0,0,0,0,0,1,0,0
23034,11082,2,32,19,155,170,14.66,9.139999999999999,0,9,0,1,0,0,0,0,0,0,0
23068,1616,2,80,13,36,182,19.199999999999996,13.229999999999999,0,2,0,0,1,0,0,0,0,0,0
23107,2217,2,25,23,2,111,13.48,9.729999999999999,0,1,0,0,0,1,0,0,0,0,0
23109,9421,2,29,27,300,366,35.43,23.26,0,7,0,0,0,0,0,0,1,0,0
23119,6594,2,38,9,39,92,6.819999999999999,4.569999999999999,0,8,1,0,0,0,0,0,0,0,0
23125,3438,2,33,17,2,142,14.579999999999998,10.760000000000002,0,6,0,0,0,0,1,0,0,0,0
23137,6150,2,55,18,18,166,15.359999999999998,9.639999999999997,0,5,0,0,0,0,0,0,0,0,1
23172,2944,2,35,29,323,96,8.499999999999998,6.150000000000001,0,7,0,0,0,0,0,0,1,0,0
23173,7090,2,27,8,51,167,9.030000000000001,6.57,0,1,0,0,0,1,0,0,0,0,0
23174,4229,1,65,1,752,282,19.689999999999998,12.789999999999997,1,1,0,0,0,1,0,0,0,0,0
23175,1523,1,18,26,702,677,25.93,12.709999999999999,0,4,0,0,0,0,0,0,0,1,0
23184,5320,1,22,7,53,340,27.169999999999998,18.389999999999997,1,7,0,0,0,0,0,0,1,0,0
23186,9410,2,20,1,76,220,76.86,19.570000000000004,1,7,0,0,0,0,0,0,1,0,0
23194,7720,1,42,18,367,464,30.689999999999994,18.440000000000005,0,8,1,0,0,0,0,0,0,0,0
23212,6348,2,50,19,30,123,12.920000000000002,10.56,0,9,0,1,0,0,0,0,0,0,0
23215,3849,1,56,13,17,104,9.250000000000002,6.52,0,8,1,0,0,0,0,0,0,0,0
23239,8621,1,40,12,92,227,23.990000000000002,13.850000000000001,0,6,0,0,0,0,1,0,0,0,0
23258,4575,2,35,12,14,49,6.37,4.039999999999999,0,6,0,0,0,0,1,0,0,0,0
23262,10814,1,28,8,91,119,7.53,6.54,0,4,0,0,0,0,0,0,0,1,0
23273,6852,1,40,2,295,163,13.84,9.66,0,4,0,0,0,0,0,0,0,1,0
23300,3118,1,33,23,370,80,19.42,6.18,0,7,0,0,0,0,0,0,1,0,0
23314,1652,1,50,29,27,117,13.28,8.71,0,7,0,0,0,0,0,0,1,0,0
23385,3099,2,52,13,92,167,11.38,7.06,0,8,1,0,0,0,0,0,0,0,0
23393,2131,2,18,11,14,174,6.97,6.369999999999999,0,2,0,0,1,0,0,0,0,0,0
23418,4380,2,35,24,6,87,7.529999999999999,5.180000000000001,0,2,0,0,1,0,0,0,0,0,0
23434,11182,2,19,22,35,191,9.609999999999998,5.719999999999999,0,2,0,0,1,0,0,0,0,0,0
23442,4529,1,38,30,40,97,9.99,8.179999999999998,0,4,0,0,0,0,0,0,0,1,0
23465,5456,2,58,2,19,85,10.379999999999999,6.18,0,4,0,0,0,0,0,0,0,1,0
23501,9011,2,35,14,20,236,17.639999999999997,11.809999999999999,0,1,0,0,0,1,0,0,0,0,0
23502,3133,2,60,14,294,320,16.649999999999995,11.009999999999998,0,8,1,0,0,0,0,0,0,0,0
23504,7461,2,80,14,258,188,11.76,8.030000000000001,0,8,1,0,0,0,0,0,0,0,0
23505,527,1,40,11,10,103,8.12,5.920000000000001,0,3,0,0,0,0,0,1,0,0,0
23532,6005,1,25,13,11,232,21.78,15.549999999999997,0,8,1,0,0,0,0,0,0,0,0
23544,6931,2,43,5,5,167,19.26,13.379999999999999,0,9,0,1,0,0,0,0,0,0,0
23546,711,1,53,6,3,116,8.31,8.68,0,3,0,0,0,0,0,1,0,0,0
23559,7461,2,52,14,258,188,11.760000000000002,8.030000000000001,0,8,1,0,0,0,0,0,0,0,0
23566,6578,2,48,29,13,175,54.11,17.2,0,7,0,0,0,0,0,0,1,0,0
23578,8822,2,25,16,514,133,12.12,7.6,0,8,1,0,0,0,0,0,0,0,0
23579,9283,1,65,12,16,370,32.949999999999996,24.230000000000004,0,2,0,0,1,0,0,0,0,0,0
23593,5984,2,27,23,90,350,12.950000000000001,7.9399999999999995,0,3,0,0,0,0,0,1,0,0,0
23611,5834,2,37,10,10,127,12.17,9.27,0,4,0,0,0,0,0,0,0,1,0
23612,3049,2,25,6,5,189,18.59,14.04,0,8,1,0,0,0,0,0,0,0,0
23633,7154,1,55,1,42,176,20.739999999999995,14.569999999999999,1,1,0,0,0,1,0,0,0,0,0
23653,10178,1,25,16,222,180,13.98,9.539999999999997,0,8,1,0,0,0,0,0,0,0,0
23668,345,2,20,11,7,114,5.930000000000001,6.170000000000001,0,2,0,0,1,0,0,0,0,0,0
23678,4719,1,52,21,83,287,27.469999999999995,19.470000000000002,0,6,0,0,0,0,1,0,0,0,0
23683,9743,1,19,21,105,218,27.400000000000002,18.67,0,7,0,0,0,0,0,0,1,0,0
23687,3288,1,65,8,70,232,11.8,7.679999999999999,0,8,1,0,0,0,0,0,0,0,0
23706,5645,1,65,22,95,141,15.960000000000003,10.520000000000001,0,4,0,0,0,0,0,0,0,1,0
23713,4248,1,50,18,15,162,12.410000000000002,8.679999999999998,0,5,0,0,0,0,0,0,0,0,1
23717,1587,2,18,26,23,188,24.500000000000004,17.06,0,4,0,0,0,0,0,0,0,1,0
23723,2874,1,18,25,330,277,24.92,16.580000000000002,0,6,0,0,0,0,1,0,0,0,0
23744,3483,1,26,21,115,175,9.77,6.35,0,8,1,0,0,0,0,0,0,0,0
23761,8071,2,24,24,31,464,31.33,19.51,0,3,0,0,0,0,0,1,0,0,0
23765,679,1,35,25,299,223,22.44,14.17,0,7,0,0,0,0,0,0,1,0,0
23769,1104,1,21,26,7,168,10.61,6.479999999999998,0,4,0,0,0,0,0,0,0,1,0
23811,5987,2,19,16,2,136,7.79,7.220000000000001,0,9,0,1,0,0,0,0,0,0,0
23815,931,2,36,13,14,295,12.889999999999999,7.64,0,2,0,0,1,0,0,0,0,0,0
23817,9261,1,70,29,101,241,11.780000000000001,7.679999999999999,0,7,0,0,0,0,0,0,1,0,0
23822,9219,2,18,6,7,79,8.35,6.269999999999999,0,4,0,0,0,0,0,0,0,1,0
23832,11615,1,53,22,9,178,24.639999999999997,16.52,0,6,0,0,0,0,1,0,0,0,0
23871,963,1,60,21,163,180,13.760000000000002,9.129999999999997,0,9,0,1,0,0,0,0,0,0,0
23901,2053,1,80,18,56,130,10.299999999999999,7.42,0,9,0,1,0,0,0,0,0,0,0
23907,8428,2,20,3,39,102,7.839999999999999,4.909999999999998,0,7,0,0,0,0,0,0,1,0,0
23924,8654,2,27,22,12,240,28.48,18.82,0,3,0,0,0,0,0,1,0,0,0
23962,6170,1,22,27,31,219,18.03,12.129999999999999,0,6,0,0,0,0,1,0,0,0,0
23970,4152,1,45,14,8,119,11.73,7.93,0,2,0,0,1,0,0,0,0,0,0
23982,2288,2,29,15,11,208,19.889999999999997,14.53,0,1,0,0,0,1,0,0,0,0,0
23992,5599,2,70,20,3,131,13.55,9.84,0,9,0,1,0,0,0,0,0,0,0
24025,7073,2,35,18,10,173,19.92,14.52,0,6,0,0,0,0,1,0,0,0,0
24059,1754,1,65,7,8,123,10.940000000000001,7.77,1,9,0,1,0,0,0,0,0,0,0
24063,10953,1,40,28,13,143,10.049999999999999,7.409999999999999,0,1,0,0,0,1,0,0,0,0,0
24073,8339,2,60,6,173,229,14.540000000000003,8.89,0,3,0,0,0,0,0,1,0,0,0
24100,345,1,24,11,10,242,21.47,17.08,0,2,0,0,1,0,0,0,0,0,0
24105,2218,1,20,8,652,672,13.540000000000001,9.419999999999998,0,9,0,1,0,0,0,0,0,0,0
24123,7461,1,20,14,285,240,19.07,13.2,0,8,1,0,0,0,0,0,0,0,0
24133,10593,2,26,4,2,137,15.129999999999999,9.45,0,4,0,0,0,0,0,0,0,1,0
24143,7469,1,20,27,0,117,11.29,8.09,0,3,0,0,0,0,0,1,0,0,0
24155,874,1,22,22,5996,534,52.120000000000005,35.720000000000006,0,3,0,0,0,0,0,1,0,0,0
24165,8702,2,65,29,30,304,44.260000000000005,10.499999999999998,0,6,0,0,0,0,1,0,0,0,0
24184,1978,1,35,10,37,238,18.15,11.94,0,8,1,0,0,0,0,0,0,0,0
24201,4577,2,20,26,327,168,10.38,6.219999999999999,0,4,0,0,0,0,0,0,0,1,0
24236,1884,2,38,22,55,177,17.02,10.34,0,6,0,0,0,0,1,0,0,0,0
24267,4380,1,45,24,5,93,8.86,6.129999999999999,0,2,0,0,1,0,0,0,0,0,0
24279,9054,2,42,24,18,238,15.459999999999996,10.479999999999997,0,5,0,0,0,0,0,0,0,0,1
24288,4635,2,18,27,114,225,21.48,14.56,0,7,0,0,0,0,0,0,1,0,0
24293,3241,2,33,8,28,163,12.619999999999997,9.71,0,9,0,1,0,0,0,0,0,0,0
24294,9892,2,45,26,382,250,11.36,6.869999999999999,0,4,0,0,0,0,0,0,0,1,0
24302,1909,2,50,3,76,166,15.52,10.84,0,9,0,1,0,0,0,0,0,0,0
24309,5398,1,45,27,32,68,7.029999999999999,4.85,0,4,0,0,0,0,0,0,0,1,0
24317,1434,2,39,12,52,221,15.309999999999999,9.98,0,8,1,0,0,0,0,0,0,0,0
