SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_5,adm2_9,adm2_1,adm2_11,adm2_10,adm2_4,adm2_6,adm2_12,adm2_3,adm2_7,adm2_8,adm2_2
7930,11544,2,67,14,26,135,27.46,9.8,0,4,0,0,0,0,0,1,0,0,0,0,0,0
7932,198,1,23,18,225,316,17.779999999999998,13.659999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
7936,8643,1,36,6,203,251,15.5,12.609999999999996,0,9,0,1,0,0,0,0,0,0,0,0,0,0
7942,6073,1,75,21,420,273,13.369999999999996,8.690000000000001,0,12,0,0,0,0,0,0,0,1,0,0,0,0
7947,8383,2,34,6,475,520,30.83,22.94000000000001,0,9,0,1,0,0,0,0,0,0,0,0,0,0
7958,8631,2,36,1,326,94,12.520000000000001,6.88,1,7,0,0,0,0,0,0,0,0,0,1,0,0
7961,7617,2,38,18,179,135,12.569999999999997,6.98,0,4,0,0,0,0,0,1,0,0,0,0,0,0
7967,7488,2,38,11,208,147,7.819999999999999,7.369999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
7982,9489,2,20,1,290,140,15.849999999999998,7.699999999999999,1,6,0,0,0,0,0,0,1,0,0,0,0,0
7997,436,1,42,20,414,142,13.219999999999999,9.03,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8010,2891,2,32,15,1267,285,25.929999999999993,16.7,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8048,3989,1,34,13,53,297,25.62,13.479999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
8053,7514,1,22,6,60,196,14.82,9.069999999999997,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8055,11861,1,45,20,8,207,5.360000000000001,6.539999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
8061,9342,2,25,18,555,261,19.88,10.519999999999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8062,1539,1,65,19,348,317,11.68,9.8,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8064,11832,2,65,4,35,109,7.550000000000001,6.539999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8079,4817,1,19,17,10,97,7.349999999999999,5.03,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8086,6944,1,24,6,134,302,21.45,12.519999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8088,5208,2,42,26,4149,153,11.709999999999997,8.569999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8099,10239,1,21,2,32,108,9.76,5.4,0,6,0,0,0,0,0,0,1,0,0,0,0,0
8117,1367,1,22,21,45,201,27.750000000000004,14.639999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8134,6574,2,27,17,443,155,15.549999999999999,8.93,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8161,4906,1,68,20,66,317,27.250000000000007,14.280000000000001,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8172,7332,2,20,8,43,128,12.089999999999998,6.999999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8188,11598,1,27,15,1024,793,20.040000000000003,12.950000000000001,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8189,8708,2,24,23,401,146,18.37,9.02,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8196,1962,2,49,21,77,106,8.22,5.789999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8215,9779,1,72,25,211,287,14.85,9.37,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8228,4286,2,70,23,25,145,11.189999999999998,8.66,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8230,11485,1,64,20,114,174,15.9,9.11,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8241,5003,1,25,8,6727,194,14.59,12.620000000000001,0,8,0,0,0,0,0,0,0,0,0,0,1,0
8255,8173,1,42,13,180,201,12.260000000000002,8.04,0,8,0,0,0,0,0,0,0,0,0,0,1,0
8263,7522,2,32,9,199,187,10.12,9.540000000000001,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8269,3755,1,54,18,76,224,17.009999999999998,10.129999999999997,0,10,0,0,0,0,1,0,0,0,0,0,0,0
8271,11464,1,30,20,75,222,21.38,12.309999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8281,5808,2,40,8,155,79,6.54,5.569999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8282,5881,1,20,27,80,253,21.49,13.739999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8303,1903,2,67,6,19,104,7.55,6.109999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8330,5254,1,18,22,44,126,4.830000000000001,5.499999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8340,263,2,70,17,13,46,2.5500000000000003,2.63,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8392,11162,2,33,6,152,279,18.72,12.409999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8404,11034,2,43,24,47,86,7.22,5.34,0,12,0,0,0,0,0,0,0,1,0,0,0,0
8405,4688,2,45,19,131,194,25.489999999999995,17.509999999999998,0,5,1,0,0,0,0,0,0,0,0,0,0,0
8425,7470,1,60,10,76,217,12.3,9.45,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8429,4519,2,26,20,5,152,3.75,4.24,0,6,0,0,0,0,0,0,1,0,0,0,0,0
8443,11124,2,48,28,63,124,5.629999999999999,5.839999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
8457,1611,2,20,15,101,161,9.45,6.969999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8482,604,1,32,29,76,262,19.82,11.67,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8495,9408,2,36,10,47,394,23.2,14.329999999999997,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8505,3558,1,34,18,46,157,7.880000000000001,5.2799999999999985,0,12,0,0,0,0,0,0,0,1,0,0,0,0
8507,7273,2,60,24,44,279,20.58,10.87,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8557,10573,1,66,12,445,246,19.110000000000003,10.76,0,10,0,0,0,0,1,0,0,0,0,0,0,0
8572,3300,2,42,14,242,45,9.790000000000001,2.95,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8592,5036,1,30,8,59,171,15.13,9.479999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8620,1,2,58,2,44,187,13.5,8.149999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8628,10726,1,56,24,43,288,15.840000000000002,9.93,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8638,10545,1,55,24,66,114,7.13,6.709999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
8642,7844,2,32,24,75,135,8.959999999999999,6.219999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
8661,4452,1,50,17,51,123,9.949999999999998,8.549999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,1
8665,1338,1,57,2,13,101,6.0200000000000005,7.29,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8681,1507,2,27,12,1087,315,20.62,13.68,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8688,7716,1,70,15,42,117,8.29,5.7299999999999995,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8708,9931,1,65,12,72,294,24.600000000000005,14.62,0,8,0,0,0,0,0,0,0,0,0,0,1,0
8709,7323,2,26,15,328,247,15.379999999999999,9.479999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8726,9216,2,90,12,39,117,16.449999999999996,7.739999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0,0
8749,4545,1,23,16,178,216,11.979999999999999,10.849999999999994,0,12,0,0,0,0,0,0,0,1,0,0,0,0
8750,5977,1,50,2,49,122,5.069999999999999,5.829999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
8763,5253,1,30,20,69,138,13.8,9.27,0,1,0,0,1,0,0,0,0,0,0,0,0,0
8784,6473,2,48,13,35,196,14.900000000000002,10.489999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8792,2848,1,65,21,125,76,3.01,2.9200000000000004,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8806,10430,1,36,19,151,428,31.339999999999996,17.11,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8816,6597,2,32,12,190,158,4.8,5.460000000000001,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8863,9269,1,38,13,55,168,13.690000000000003,8.339999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
8881,6238,1,31,22,181,101,8.870000000000001,6.1499999999999995,0,9,0,1,0,0,0,0,0,0,0,0,0,0
8902,3876,2,22,4,154,225,18.63,11.04,0,3,0,0,0,0,0,0,0,0,1,0,0,0
8904,11034,1,47,24,68,93,6.3100000000000005,5.619999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
8917,11274,1,45,13,607,93,8.040000000000001,3.0599999999999996,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8919,8976,2,29,30,85,140,5.79,5.71,0,7,0,0,0,0,0,0,0,0,0,1,0,0
8928,432,1,18,14,38,136,14.81,9.3,0,4,0,0,0,0,0,1,0,0,0,0,0,0
8974,6713,1,31,18,54,119,8.599999999999998,8.85,0,12,0,0,0,0,0,0,0,1,0,0,0,0
8978,11317,2,36,17,402,365,11.609999999999998,10.74,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9003,8876,1,25,14,1164,997,19.099999999999998,13.100000000000001,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9008,5340,1,54,22,47,151,8.599999999999998,5.069999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
9020,9162,1,27,17,122,96,9.09,6.45,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9037,4296,2,28,8,75,221,21.94,10.239999999999998,0,8,0,0,0,0,0,0,0,0,0,0,1,0
9059,4609,1,37,8,103,417,31.010000000000005,20.34,0,9,0,1,0,0,0,0,0,0,0,0,0,0
9075,10848,2,45,19,49,102,7.999999999999999,4.739999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
9113,1669,1,24,14,45,593,17.560000000000002,8.399999999999999,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9130,2814,2,37,21,57,137,14.430000000000001,8.659999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9140,7422,2,20,29,6,98,5.27,4.180000000000001,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9141,7686,2,38,15,37,138,9.200000000000001,8.519999999999998,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9160,1683,1,18,8,43,162,10.58,6.989999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
9165,1112,2,30,13,953,56,9.23,3.7,0,12,0,0,0,0,0,0,0,1,0,0,0,0
9166,2242,2,45,15,42,128,9.44,5.54,0,3,0,0,0,0,0,0,0,0,1,0,0,0
9167,1134,2,20,6,877,178,15.339999999999998,10.239999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
9179,11113,2,60,20,56,335,23.98,14.559999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
9202,4610,2,51,28,30,169,10.680000000000003,7.0699999999999985,0,12,0,0,0,0,0,0,0,1,0,0,0,0
9235,4580,2,20,29,72,296,26.759999999999998,18.92,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9250,11428,2,40,17,76,162,15.149999999999999,11.919999999999998,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9264,9705,2,48,8,99,139,11.94,8.79,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9270,2121,2,27,22,71,183,13.72,10.6,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9288,2444,2,35,18,85,339,24.96,14.8,0,4,0,0,0,0,0,1,0,0,0,0,0,0
9289,1468,2,29,23,654,497,36.39999999999999,14.259999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
9302,619,1,40,13,113,278,23.89,16.839999999999996,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9306,8496,1,58,20,20,762,7.140000000000001,6.109999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9324,6307,1,32,15,67,112,8.5,2.8000000000000003,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9330,436,2,70,20,467,187,18.36,12.909999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9341,2846,1,40,21,203,265,18.510000000000005,10.979999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
9351,9482,2,19,29,171,149,10.329999999999998,8.509999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9365,10118,1,32,22,702,466,28.23,16.520000000000003,0,4,0,0,0,0,0,1,0,0,0,0,0,0
9406,10608,2,45,22,266,258,18.019999999999996,11.950000000000003,0,9,0,1,0,0,0,0,0,0,0,0,0,0
9409,755,2,20,1,18,149,13.599999999999998,11.719999999999997,1,7,0,0,0,0,0,0,0,0,0,1,0,0
9428,1507,2,73,12,490,235,15.35,11.409999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9430,8904,2,30,19,63,38,2.7000000000000006,2,0,2,0,0,0,0,0,0,0,0,0,0,0,1
9431,946,1,50,27,104,170,31.029999999999998,12.81,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9447,1072,2,46,27,805,324,10.17,6.710000000000001,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9476,26,2,50,28,35,95,10.179999999999998,4.8999999999999995,0,12,0,0,0,0,0,0,0,1,0,0,0,0
9496,8870,2,50,19,34,65,9.62,6.630000000000001,0,4,0,0,0,0,0,1,0,0,0,0,0,0
9499,1892,1,60,28,148,169,15.129999999999999,8.729999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
9504,9238,1,21,11,113,258,21.82,15.579999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
9508,11832,2,35,4,33,90,5.839999999999998,5.2399999999999975,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9520,755,2,40,1,20,154,13.809999999999997,12.009999999999998,1,7,0,0,0,0,0,0,0,0,0,1,0,0
9531,1439,1,65,22,26,234,7.8100000000000005,10.73,0,9,0,1,0,0,0,0,0,0,0,0,0,0
9561,3472,1,30,23,24,130,10.9,8.129999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
9574,3633,2,58,15,68,142,9.599999999999998,7.38,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9575,11216,2,20,20,758,291,16.98,9.159999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9579,1291,1,38,21,149,132,5.959999999999999,5.39,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9620,7876,1,75,17,61,228,14.68,11.04,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9632,6943,2,30,17,30,98,10.67,8.54,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9651,4770,2,59,15,421,124,9.719999999999999,6.889999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
9686,7486,2,50,22,844,234,20.56,8.799999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
9698,10007,2,29,2,73,234,18.59,9.89,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9762,4431,2,28,20,108,169,10.02,7.4799999999999995,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9793,6256,1,28,25,58,109,8.099999999999998,6.44,0,11,0,0,0,1,0,0,0,0,0,0,0,0
9797,5395,1,62,21,40,216,19.87,12.33,0,6,0,0,0,0,0,0,1,0,0,0,0,0
9798,6622,2,46,13,790,158,13.449999999999998,8.450000000000001,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9808,8640,1,40,20,71,206,17.71,10.57,0,1,0,0,1,0,0,0,0,0,0,0,0,0
9818,11409,1,45,25,66,198,17.439999999999998,10.549999999999999,0,9,0,1,0,0,0,0,0,0,0,0,0,0
9841,387,2,62,11,508,111,9.51,8.069999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9844,1549,2,35,15,62,81,7.92,4.300000000000001,0,2,0,0,0,0,0,0,0,0,0,0,0,1
9845,7005,2,18,20,55,118,7.929999999999999,5.14,0,2,0,0,0,0,0,0,0,0,0,0,0,1
9861,321,1,45,17,168,380,28.99,16.299999999999997,0,2,0,0,0,0,0,0,0,0,0,0,0,1
9871,291,2,30,30,75,143,17.58,13.959999999999996,0,10,0,0,0,0,1,0,0,0,0,0,0,0
9913,812,2,48,1,25,130,5.249999999999999,4.75,1,7,0,0,0,0,0,0,0,0,0,1,0,0
9915,6404,1,20,6,776,202,15.089999999999996,8.059999999999997,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9916,2748,1,25,28,86,109,6.01,4.039999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9929,10415,2,48,28,367,127,6.63,4.42,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9930,451,2,45,12,831,143,10.010000000000002,7.27,0,7,0,0,0,0,0,0,0,0,0,1,0,0
9978,8050,1,33,18,95,98,6.25,6.749999999999999,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9998,6336,1,55,23,86,179,14.530000000000001,10.600000000000001,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10016,4520,2,25,13,58,325,14.67,9.35,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10028,10299,2,40,12,28,200,19.090000000000003,11.519999999999998,0,8,0,0,0,0,0,0,0,0,0,0,1,0
10034,9007,2,35,27,15,48,15.22,2.26,0,5,1,0,0,0,0,0,0,0,0,0,0,0
10073,7886,1,30,28,97,119,6.72,7.14,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10074,5400,2,40,19,108,138,10.33,7.619999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
10077,9408,1,48,10,69,515,30.63,20.38,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10082,11598,2,60,15,995,751,17.77,11.439999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
10105,7663,2,35,19,291,95,5.5,4.999999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10113,9238,1,19,11,106,231,20.939999999999998,15.109999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10124,1032,2,30,23,126,169,11.21,8.19,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10150,7740,2,29,12,155,236,22.11,12.25,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10169,9101,2,51,19,126,232,20.48,12.360000000000001,0,3,0,0,0,0,0,0,0,0,1,0,0,0
10172,7005,2,55,20,157,174,11.93,6.259999999999998,0,2,0,0,0,0,0,0,0,0,0,0,0,1
10192,9460,2,38,18,69,98,7,5.189999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10206,8975,2,28,8,399,173,13.4,7.729999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10250,7269,1,53,17,20,51,3.09,3.39,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10256,11794,1,18,20,129,224,18.6,11.74,0,2,0,0,0,0,0,0,0,0,0,0,0,1
10264,10346,2,72,15,111,121,11,5.63,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10265,7124,2,22,18,39,128,11.649999999999997,7.549999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10279,2767,2,26,21,101,208,14.239999999999998,8.510000000000002,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10283,5392,2,20,8,124,165,15.4,9.08,0,8,0,0,0,0,0,0,0,0,0,0,1,0
10286,1985,2,23,8,54,145,10.35,7.1499999999999995,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10315,8453,1,32,13,19,274,16.619999999999997,9.02,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10316,26,1,35,28,32,105,11.019999999999998,5.629999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10340,10127,1,37,20,52,227,19.509999999999998,11.99,0,7,0,0,0,0,0,0,0,0,0,1,0,0
10350,11636,1,35,28,113,278,15.360000000000001,8.16,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10351,9668,2,80,24,52,82,7.470000000000001,4.54,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10357,11019,1,32,14,91,270,35.82,18.179999999999996,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10358,6337,2,50,29,38,248,18.19,12.129999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10361,7710,1,55,19,88,237,19.58,12.86,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10362,2510,1,45,22,94,157,14.79,13.319999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10400,2767,1,60,21,95,206,14.05,8.52,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10405,6864,2,60,30,30,79,5.469999999999999,4.489999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
10421,3588,2,18,19,65,102,7.700000000000001,6.450000000000001,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10424,9619,1,38,16,87,280,22.96,13.89,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10432,7589,2,56,15,50,68,3.99,3.3999999999999995,0,2,0,0,0,0,0,0,0,0,0,0,0,1
10451,7737,1,62,22,966,589,32,19.389999999999997,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10452,10019,2,45,15,47,144,11.609999999999998,7.6899999999999995,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10488,5565,1,18,21,69,146,13.780000000000001,9.809999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
10493,89,1,25,16,73,266,22.61,14.099999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10519,2465,1,22,16,160,261,16.439999999999998,10.789999999999997,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10537,8637,2,28,24,26,83,6.109999999999999,4.96,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10558,1161,2,28,12,90,137,12.639999999999999,8.389999999999999,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10559,3801,2,19,27,31,78,9.76,4.92,0,5,1,0,0,0,0,0,0,0,0,0,0,0
10575,196,2,55,23,131,95,7.449999999999999,4.72,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10581,6122,2,23,14,42,221,16.75,11.379999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10582,10204,2,60,15,27,113,4.74,4.72,0,5,1,0,0,0,0,0,0,0,0,0,0,0
10593,3989,1,28,13,52,277,23.620000000000005,12.479999999999997,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10595,4909,2,22,6,75,220,15.49,9.919999999999996,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10622,5763,1,22,16,516,259,17.349999999999998,8.54,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10640,8655,1,47,15,161,327,20.93,13.989999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10647,1161,1,36,12,87,254,29.72999999999999,18.090000000000007,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10658,6769,2,60,21,1483,281,20.950000000000003,10.689999999999996,0,6,0,0,0,0,0,0,1,0,0,0,0,0
10662,2480,2,19,22,29,144,25.659999999999997,8.66,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10673,1113,1,49,4,190,212,14.77,9.67,0,7,0,0,0,0,0,0,0,0,0,1,0,0
10690,113,2,18,29,55,101,9.44,5.76,0,3,0,0,0,0,0,0,0,0,1,0,0,0
10711,5636,2,39,15,51,76,5.17,4.93,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10712,6678,2,35,14,1041,883,21,12.14,0,7,0,0,0,0,0,0,0,0,0,1,0,0
10715,198,1,46,18,156,304,19.18,14.629999999999997,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10725,8802,2,31,18,65,64,6.409999999999999,4.239999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10739,2793,1,22,11,81,468,29.18,16.439999999999998,0,5,1,0,0,0,0,0,0,0,0,0,0,0
10742,7738,2,45,19,29,187,8.309999999999999,4.759999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10743,7659,1,23,18,21,89,4.399999999999999,5.41,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10746,1213,1,45,21,150,179,9.11,8.299999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0
10747,9524,1,42,14,44,166,14.530000000000001,9.199999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
10769,10069,2,60,8,74,219,13.379999999999999,8.89,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10780,7998,2,32,4,279,161,11.269999999999998,8.12,0,7,0,0,0,0,0,0,0,0,0,1,0,0
10796,10683,1,60,14,108,285,35.589999999999996,17.95,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10797,6255,2,21,13,30,276,22.84,13.809999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10798,11741,2,30,17,46,102,8.510000000000002,7.359999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,1
10813,9935,2,43,23,54,162,14.719999999999999,10.329999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10831,10062,1,55,20,49,402,36.949999999999996,20.200000000000003,0,4,0,0,0,0,0,1,0,0,0,0,0,0
10885,3343,1,76,24,190,155,10.56,6.43,0,11,0,0,0,1,0,0,0,0,0,0,0,0
10903,4996,2,21,18,72,104,4.17,2.55,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10922,4180,2,35,19,699,232,19.830000000000002,12.799999999999997,0,2,0,0,0,0,0,0,0,0,0,0,0,1
10931,7672,2,55,29,72,124,8.299999999999999,7.59,0,10,0,0,0,0,1,0,0,0,0,0,0,0
10959,5317,1,46,18,6,139,4.86,3.1099999999999994,0,12,0,0,0,0,0,0,0,1,0,0,0,0
10966,1092,2,40,15,34,61,4.08,5.06,0,3,0,0,0,0,0,0,0,0,1,0,0,0
11024,4485,1,50,25,108,197,18.110000000000003,20.57,0,9,0,1,0,0,0,0,0,0,0,0,0,0
11054,8553,2,37,5,54,256,13.829999999999998,9.719999999999997,0,1,0,0,1,0,0,0,0,0,0,0,0,0
11074,8967,2,70,20,29,704,6.67,5.409999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
11077,7730,2,21,18,107,147,11.909999999999998,7.54,0,6,0,0,0,0,0,0,1,0,0,0,0,0
11081,575,2,45,21,124,227,7.43,4.8500000000000005,0,5,1,0,0,0,0,0,0,0,0,0,0,0
11091,2793,2,43,11,76,406,23.94,13.549999999999997,0,5,1,0,0,0,0,0,0,0,0,0,0,0
11111,8186,2,40,10,105,115,7.81,5.739999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
11123,8173,1,40,13,10,28,1.7400000000000002,1.4800000000000002,0,8,0,0,0,0,0,0,0,0,0,0,1,0
11126,3076,2,60,23,172,169,16.77,10.219999999999995,0,11,0,0,0,1,0,0,0,0,0,0,0,0
11129,10576,2,52,22,15,168,18.68,8.83,0,11,0,0,0,1,0,0,0,0,0,0,0,0
11136,5330,2,43,8,69,106,10.75,5.6499999999999995,0,7,0,0,0,0,0,0,0,0,0,1,0,0
11145,1956,2,24,24,19,78,4.2700000000000005,2.9599999999999995,0,12,0,0,0,0,0,0,0,1,0,0,0,0
11147,8185,2,39,6,23,88,6.96,6.02,0,7,0,0,0,0,0,0,0,0,0,1,0,0
11169,10938,2,35,12,42,152,11.059999999999999,8.52,0,8,0,0,0,0,0,0,0,0,0,0,1,0
11184,5985,2,36,16,17,139,13.16,8.969999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1,0
11228,503,2,23,25,110,245,19.709999999999997,14.639999999999997,0,11,0,0,0,1,0,0,0,0,0,0,0,0
