SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_5,adm2_9,adm2_1,adm2_11,adm2_10,adm2_4,adm2_6,adm2_12,adm2_3,adm2_7,adm2_8,adm2_2
21047,6141,2,28,18,24,111,6.25,2.66,0,12,0,0,0,0,0,0,0,1,0,0,0,0
21067,1109,2,45,17,23,51,1.4100000000000001,0.77,0,2,0,0,0,0,0,0,0,0,0,0,0,1
21075,535,2,55,23,1345,224,20.720000000000002,12.48,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21081,8173,2,32,13,95,113,6.8599999999999985,4.579999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1,0
21106,3801,1,21,27,6,51,8.629999999999999,3.4799999999999995,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21115,4174,2,42,21,33,165,14.649999999999999,7.11,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21117,3566,1,30,27,364,285,15.759999999999996,10.569999999999995,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21136,9649,1,19,11,99,100,7.470000000000001,5.579999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21192,2393,2,29,23,123,142,7.680000000000001,4.51,0,6,0,0,0,0,0,0,1,0,0,0,0,0
21200,7183,1,69,11,43,69,4.99,5.07,0,12,0,0,0,0,0,0,0,1,0,0,0,0
21212,2281,1,52,24,109,197,14.269999999999998,10.269999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
21231,11298,1,62,8,278,413,28.909999999999993,16.45,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21248,3459,2,22,25,63,227,12.42,7.5,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21255,1595,2,21,8,315,131,11.480000000000002,7.879999999999997,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21260,5855,1,27,25,44,76,4.849999999999999,3.749999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21292,8925,2,21,10,54,346,21.61,9.989999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21303,11136,1,23,11,62,152,11.439999999999996,8.23,0,8,0,0,0,0,0,0,0,0,0,0,1,0
21314,5068,1,45,11,111,181,12.82,9.479999999999997,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21426,8199,2,42,25,63,595,29.560000000000006,17.310000000000002,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21428,7941,2,25,31,578,251,15.589999999999998,9.04,0,6,0,0,0,0,0,0,1,0,0,0,0,0
21433,6142,1,21,8,99,106,6.8999999999999995,5.1499999999999995,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21453,10088,2,45,17,158,201,15.049999999999997,8.519999999999996,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21457,4283,2,35,16,174,586,34.13,19.720000000000002,0,6,0,0,0,0,0,0,1,0,0,0,0,0
21475,9741,2,42,26,380,315,25.35,13.11,0,10,0,0,0,0,1,0,0,0,0,0,0,0
21494,7935,2,33,21,545,143,15.870000000000001,7.49,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21502,7715,2,44,2,39,193,14.889999999999999,9.499999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
21515,8466,1,60,25,46,181,14.549999999999997,9.78,0,6,0,0,0,0,0,0,1,0,0,0,0,0
21522,6238,2,26,22,197,89,8.530000000000001,4.979999999999999,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21536,5739,1,51,25,540,207,26.109999999999996,12.089999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21542,9284,1,35,29,1055,339,32.61,13.95,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21552,8496,1,28,20,14,538,4.279999999999999,3.6399999999999992,0,6,0,0,0,0,0,0,1,0,0,0,0,0
21554,9075,1,36,13,64,189,14.24,8.829999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21582,10938,1,40,12,47,136,9.2,8.529999999999998,0,8,0,0,0,0,0,0,0,0,0,0,1,0
21594,8870,2,19,19,106,247,32.800000000000004,17.43,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21632,563,2,47,28,227,175,16.200000000000003,8.329999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
21645,10986,1,45,20,154,313,19.060000000000002,13.32,0,2,0,0,0,0,0,0,0,0,0,0,0,1
21693,5884,2,23,20,300,256,14.849999999999998,9.600000000000001,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21703,1234,2,40,10,38,104,8.530000000000001,5.8,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21740,4372,2,60,28,11,373,4.85,4.36,0,12,0,0,0,0,0,0,0,1,0,0,0,0
21743,4174,2,75,21,18,79,6.839999999999998,3.3099999999999996,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21756,4658,2,35,19,276,232,5.59,4.739999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
21767,432,2,79,14,20,102,11.279999999999998,7.509999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21793,2788,2,20,22,409,109,4.44,4.9799999999999995,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21816,7134,2,60,6,84,200,8.2,6.83,0,11,0,0,0,1,0,0,0,0,0,0,0,0
21837,1698,2,36,25,317,183,10.51,8.200000000000001,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21844,4207,1,38,22,41,184,14.290000000000001,10.969999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21850,4903,2,18,21,80,172,9.020000000000001,6.779999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
21897,8559,1,27,11,96,47,4.48,2.7599999999999993,0,8,0,0,0,0,0,0,0,0,0,0,1,0
21911,153,2,60,1,100,181,20.860000000000007,13.489999999999997,1,7,0,0,0,0,0,0,0,0,0,1,0,0
21928,5990,2,68,21,77,203,20.12,12.899999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
21929,4362,2,22,2,8,93,5.6899999999999995,6.88,0,7,0,0,0,0,0,0,0,0,0,1,0,0
21932,10010,2,32,18,73,237,22.419999999999998,14.47,0,5,1,0,0,0,0,0,0,0,0,0,0,0
21935,2726,2,68,11,41,299,21.009999999999998,11.36,0,4,0,0,0,0,0,1,0,0,0,0,0,0
21973,9852,2,40,12,109,246,20.459999999999994,13.439999999999998,0,9,0,1,0,0,0,0,0,0,0,0,0,0
21991,8385,2,57,15,43,174,17.599999999999998,10.239999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22010,3842,1,35,16,65,76,6.85,5.159999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22044,3430,2,51,24,41,192,20.31,11.739999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22049,6103,2,33,24,1511,233,12.59,7.94,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22050,10604,1,24,15,92,196,25.27,11.549999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,1
22057,6080,1,52,23,28,182,13.169999999999998,8.769999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22078,1405,2,21,8,102,229,22.300000000000004,12.719999999999997,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22084,5855,2,46,25,77,160,10.35,7.419999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22108,11681,1,54,26,163,80,7.52,10.879999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0,0
22113,9916,1,35,24,87,109,7.17,7.270000000000001,0,12,0,0,0,0,0,0,0,1,0,0,0,0
22115,7042,1,56,20,1031,192,14.499999999999996,9.419999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
22116,6511,2,30,18,726,243,25.320000000000004,10.79,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22117,976,1,74,27,109,112,8.820000000000002,6.01,0,3,0,0,0,0,0,0,0,0,1,0,0,0
22140,5792,2,30,14,92,207,35.06000000000001,18.679999999999996,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22142,7725,1,20,12,24,103,5.13,2.12,0,9,0,1,0,0,0,0,0,0,0,0,0,0
22158,9513,2,45,25,781,360,33.14,18.650000000000002,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22168,6161,1,20,15,164,521,25.150000000000002,15.6,0,2,0,0,0,0,0,0,0,0,0,0,0,1
22182,1330,2,22,20,13,291,5.68,4.89,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22191,7470,2,54,10,64,194,11.819999999999999,9.219999999999999,0,9,0,1,0,0,0,0,0,0,0,0,0,0
22198,11412,2,19,16,47,138,6.609999999999999,6.309999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
22208,2161,2,55,2,37,177,11.350000000000001,5.6,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22218,6337,1,55,29,33,182,12.979999999999999,9.009999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
22245,10275,1,40,24,61,315,21.500000000000004,12.309999999999995,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22260,9935,1,18,23,50,162,14.76,10.959999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22296,5747,1,47,16,132,182,15.829999999999998,9.709999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22326,4935,2,65,24,40,252,20.22,12.999999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22348,9223,1,22,20,8,310,4.539999999999999,4.85,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22363,2597,2,65,10,63,188,16.509999999999994,10.839999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22365,5701,1,50,9,71,222,19.400000000000002,11.279999999999998,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22385,8406,2,18,22,55,200,14.14,9.739999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22386,10852,1,38,24,191,317,25.039999999999996,21.6,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22400,844,2,38,10,66,154,13.629999999999999,8.5,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22408,5711,2,55,24,87,226,18.439999999999998,11.829999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
22441,5492,2,18,4,59,102,8.01,7.06,0,7,0,0,0,0,0,0,0,0,0,1,0,0
22464,5036,2,55,8,59,157,14.12,7.8500000000000005,0,7,0,0,0,0,0,0,0,0,0,1,0,0
22492,4485,1,18,25,96,196,19.439999999999998,23.35,0,9,0,1,0,0,0,0,0,0,0,0,0,0
22523,4372,2,20,28,10,330,4.790000000000001,4.699999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
22542,619,2,32,13,120,278,21.589999999999996,14.25,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22545,10576,2,25,22,45,310,30.01,19.320000000000004,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22547,3231,2,38,17,102,195,14.790000000000001,11.609999999999998,0,5,1,0,0,0,0,0,0,0,0,0,0,0
22557,5623,2,60,11,28,145,14.849999999999998,9.709999999999997,0,5,1,0,0,0,0,0,0,0,0,0,0,0
22559,11128,2,47,14,35,221,8.88,5.069999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0,0
22566,4549,2,32,16,27,74,6.299999999999999,3.8299999999999996,0,1,0,0,1,0,0,0,0,0,0,0,0,0
22576,5125,2,55,30,59,263,13.11,7.84,0,3,0,0,0,0,0,0,0,0,1,0,0,0
22579,1892,2,48,28,148,134,10.58,6.36,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22592,7356,2,28,29,158,120,14.040000000000001,8.53,0,10,0,0,0,0,1,0,0,0,0,0,0,0
22595,8984,2,29,23,72,166,11.48,7.89,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22606,8348,2,58,6,89,110,9.28,5.24,0,7,0,0,0,0,0,0,0,0,0,1,0,0
22612,2798,2,28,23,72,278,36.980000000000004,13.77,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22634,6713,1,67,18,36,92,6.36,6.01,0,12,0,0,0,0,0,0,0,1,0,0,0,0
22672,7092,1,40,13,58,148,12.84,7.88,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22688,2164,1,55,25,58,137,11.99,8.860000000000001,0,9,0,1,0,0,0,0,0,0,0,0,0,0
22703,9632,2,22,16,54,109,5.94,6.509999999999998,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22728,153,1,68,1,143,237,30.38,20.29,1,7,0,0,0,0,0,0,0,0,0,1,0,0
22753,11293,2,18,25,186,245,13.659999999999995,10.95,0,11,0,0,0,1,0,0,0,0,0,0,0,0
22766,2726,2,27,11,41,291,20.369999999999997,10.399999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22786,2164,2,45,25,288,263,16.91,12.520000000000001,0,9,0,1,0,0,0,0,0,0,0,0,0,0
22804,4975,1,21,12,223,383,27.110000000000007,16.91,0,10,0,0,0,0,1,0,0,0,0,0,0,0
22829,89,2,45,16,41,107,10.020000000000003,6.2399999999999975,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22832,7048,2,27,21,53,151,12.54,8.42,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22838,4283,1,40,16,116,436,25.28,14.789999999999994,0,6,0,0,0,0,0,0,1,0,0,0,0,0
22862,5574,2,37,9,88,298,16.39,10.78,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22865,4531,2,65,17,67,159,16.52,10.059999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
22886,7905,1,61,15,176,448,38.33,17.169999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
22890,4299,2,20,18,184,102,5.129999999999999,3.9699999999999993,0,8,0,0,0,0,0,0,0,0,0,0,1,0
22909,7488,1,21,11,114,78,4.660000000000001,3.53,0,9,0,1,0,0,0,0,0,0,0,0,0,0
22941,5565,2,70,21,59,133,12.720000000000002,8.75,0,3,0,0,0,0,0,0,0,0,1,0,0,0
22969,9699,2,42,17,21,67,4.52,4.25,0,2,0,0,0,0,0,0,0,0,0,0,0,1
22978,9064,2,58,21,67,130,7.669999999999998,5.449999999999999,0,12,0,0,0,0,0,0,0,1,0,0,0,0
22981,7332,1,19,8,36,205,18.769999999999992,10.42,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23009,5985,1,42,16,93,217,19.38,13.64,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23013,6506,1,45,5,102,313,21.57,12.839999999999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23044,4429,1,18,24,767,177,17.490000000000002,12.369999999999997,0,12,0,0,0,0,0,0,0,1,0,0,0,0
23045,4906,1,30,20,59,250,23.630000000000006,14.73,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23060,4414,1,64,8,213,169,12.919999999999998,10.68,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23071,503,2,43,25,134,212,17.36,10.53,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23081,5441,2,49,19,42,158,13.939999999999994,10.379999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23083,844,1,44,10,158,288,20.75,13.26,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23088,3472,2,55,23,27,109,8.6,5.909999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23095,7194,2,20,16,68,149,12.109999999999998,8.639999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23103,4902,2,34,20,228,334,22.299999999999997,11.109999999999998,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23104,9461,2,32,12,37,144,16.959999999999997,10.079999999999998,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23112,3918,1,55,24,621,230,30.36,14.09,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23120,198,1,25,18,212,282,15.979999999999999,12.349999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
23128,471,2,48,21,102,362,16.12,9.469999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23146,4029,2,65,30,25,104,7.879999999999999,4.739999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
23147,9524,2,30,14,44,166,14.529999999999998,9.2,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23148,9773,1,45,19,88,379,29.219999999999995,14.729999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23177,7183,1,30,11,43,84,6.050000000000001,6.73,0,12,0,0,0,0,0,0,0,1,0,0,0,0
23187,2167,1,36,11,82,331,32.47,18.95,0,5,1,0,0,0,0,0,0,0,0,0,0,0
23201,1962,2,70,21,25,29,1.9300000000000002,1.59,0,3,0,0,0,0,0,0,0,0,1,0,0,0
23213,3411,1,34,11,31,269,27.06,15.74,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23221,946,2,45,27,87,158,27.75,12.399999999999997,0,10,0,0,0,0,1,0,0,0,0,0,0,0
23241,358,2,38,15,39,112,9.33,5.92,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23243,1276,2,21,25,48,96,6.89,4.66,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23253,11708,1,40,21,16,213,16.62,8.91,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23259,9461,1,40,12,42,158,17.740000000000002,10.969999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23271,2281,2,20,24,92,193,14.409999999999998,11.32,0,10,0,0,0,0,1,0,0,0,0,0,0,0
23272,36,2,30,6,60,291,26.750000000000004,15.989999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
23282,11606,2,29,25,49,229,8.950000000000001,6.699999999999997,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23292,9588,1,45,17,23,110,8.030000000000001,7.5699999999999985,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23320,1164,2,47,10,9,101,5.13,5.91,0,7,0,0,0,0,0,0,0,0,0,1,0,0
23333,2117,2,60,14,7,50,2.92,3.04,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23349,10970,1,82,13,64,286,20.83,13.349999999999998,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23376,1965,2,24,25,215,148,17.73,11.049999999999999,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23383,4294,2,55,15,68,157,11.920000000000002,8.63,0,12,0,0,0,0,0,0,0,1,0,0,0,0
23384,1611,1,70,15,84,164,10.200000000000003,7.279999999999999,0,3,0,0,0,0,0,0,0,0,1,0,0,0
23388,8185,1,55,6,47,114,8.359999999999998,7.31,0,7,0,0,0,0,0,0,0,0,0,1,0,0
23407,4068,2,45,19,121,299,30.26,19.49,0,5,1,0,0,0,0,0,0,0,0,0,0,0
23408,9649,2,36,11,99,94,7.01,4.79,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23425,4671,1,72,13,68,262,11.68,6.6,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23448,1771,2,45,25,73,116,6.629999999999999,3.4199999999999995,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23458,2394,1,56,13,50,209,11.620000000000001,7.119999999999999,0,5,1,0,0,0,0,0,0,0,0,0,0,0
23471,6099,1,63,13,49,257,10.69,7.939999999999998,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23488,7488,1,19,11,208,147,7.820000000000001,7.37,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23498,8768,1,34,22,105,455,24.080000000000005,14.440000000000001,0,10,0,0,0,0,1,0,0,0,0,0,0,0
23513,9609,1,50,17,39,65,10.73,5.38,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23560,10557,1,50,20,9,120,6.23,5.029999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23565,5524,2,48,16,74,84,8.049999999999999,3.82,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23573,1568,1,21,24,121,182,13.549999999999999,8.969999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23587,5232,1,39,29,113,115,9.47,5.14,0,3,0,0,0,0,0,0,0,0,1,0,0,0
23588,3979,2,46,11,93,98,9.38,7.01,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23596,4128,2,40,24,65,260,19.790000000000003,11.339999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23629,1915,2,50,5,131,274,13.869999999999997,8.409999999999998,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23631,733,1,19,31,62,97,8.01,6.179999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23648,2258,2,27,17,425,118,16.53,7.54,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23691,5591,2,40,24,81,111,15.28,7.009999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23705,10066,2,40,14,693,209,11.549999999999999,7.399999999999999,0,9,0,1,0,0,0,0,0,0,0,0,0,0
23719,9048,2,65,18,53,115,7.279999999999999,8.229999999999999,0,5,1,0,0,0,0,0,0,0,0,0,0,0
23728,2955,2,42,25,76,520,30.32,12.299999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23770,5887,2,24,18,316,487,20.570000000000004,14.089999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
23774,11610,2,32,29,97,101,13.97,7.719999999999999,0,10,0,0,0,0,1,0,0,0,0,0,0,0
23784,11136,2,19,11,60,145,11.139999999999999,7.96,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23791,6256,2,55,25,51,99,7.669999999999998,5.98,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23792,3335,2,18,5,309,254,17.59,8.899999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23802,1274,2,22,23,224,209,14.929999999999998,10.169999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23805,10186,2,24,28,18,150,5.989999999999999,4.4399999999999995,0,12,0,0,0,0,0,0,0,1,0,0,0,0
23830,4460,2,32,18,124,507,18.6,13.28,0,7,0,0,0,0,0,0,0,0,0,1,0,0
23833,2480,2,65,22,38,122,22.829999999999995,5.919999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23843,2767,2,45,21,87,189,13.44,7.699999999999999,0,1,0,0,1,0,0,0,0,0,0,0,0,0
23847,8276,2,34,12,95,357,25.860000000000003,15.11,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23848,7876,2,25,17,72,204,10.389999999999999,8.289999999999997,0,5,1,0,0,0,0,0,0,0,0,0,0,0
23849,7941,2,40,31,469,265,18.09,10.76,0,6,0,0,0,0,0,0,1,0,0,0,0,0
23852,1168,2,40,17,82,163,12.629999999999999,7.98,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23855,4658,1,45,19,279,267,7.859999999999999,6.899999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
23860,9749,1,40,15,25,66,6.960000000000001,4.72,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23868,528,2,48,9,36,55,11.2,6.71,0,8,0,0,0,0,0,0,0,0,0,0,1,0
23880,8322,1,62,11,487,270,21.859999999999996,9.75,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23885,9346,2,28,18,32,235,20.590000000000003,11.629999999999999,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23887,8279,1,24,16,46,396,28.41,16.92,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23892,7738,1,48,19,34,259,12.000000000000002,7.77,0,12,0,0,0,0,0,0,0,1,0,0,0,0
23923,3346,1,26,27,42,285,18.52,7.69,0,10,0,0,0,0,1,0,0,0,0,0,0,0
23926,8504,2,29,30,106,172,7.83,5.939999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
23940,1662,1,34,28,879,220,18.27,13.43,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23955,3206,1,39,22,122,247,13.77,9.06,0,11,0,0,0,1,0,0,0,0,0,0,0,0
23969,3531,2,47,19,70,367,17.730000000000004,10.469999999999997,0,2,0,0,0,0,0,0,0,0,0,0,0,1
23977,6460,2,62,17,66,392,24.020000000000003,15.87,0,4,0,0,0,0,0,1,0,0,0,0,0,0
23983,2745,2,26,6,144,114,7.37,6.539999999999999,0,7,0,0,0,0,0,0,0,0,0,1,0,0
24000,2745,1,32,6,164,150,10.040000000000001,8.929999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
24009,3103,2,79,8,9,122,6.579999999999999,5.519999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
24067,7847,1,43,10,203,96,8.61,5.959999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0,0
24071,10204,1,36,15,38,165,6.759999999999999,7.449999999999999,0,5,1,0,0,0,0,0,0,0,0,0,0,0
24075,547,2,18,16,26,118,13.620000000000001,7.75,0,12,0,0,0,0,0,0,0,1,0,0,0,0
24101,2593,2,22,20,868,300,16.49,10.01,0,7,0,0,0,0,0,0,0,0,0,1,0,0
24112,3934,2,35,20,98,184,13.93,8.339999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
24114,816,2,52,27,96,68,4.449999999999999,3.4699999999999998,0,3,0,0,0,0,0,0,0,0,1,0,0,0
24115,6364,1,38,24,147,331,22.110000000000003,16.37,0,10,0,0,0,0,1,0,0,0,0,0,0,0
24137,4573,2,70,11,51,84,4.87,3.76,0,12,0,0,0,0,0,0,0,1,0,0,0,0
24142,634,1,23,24,148,153,11.149999999999997,7.089999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
24167,2814,1,35,21,89,150,14.649999999999999,8.649999999999999,0,6,0,0,0,0,0,0,1,0,0,0,0,0
24168,1246,2,50,29,121,224,16.97,9.81,0,3,0,0,0,0,0,0,0,0,1,0,0,0
24189,10080,2,21,22,79,105,12.84,8.229999999999997,0,4,0,0,0,0,0,1,0,0,0,0,0,0
24196,11136,2,45,11,56,141,10.989999999999995,7.899999999999999,0,8,0,0,0,0,0,0,0,0,0,0,1,0
24215,10573,1,20,12,424,264,20.85,12.759999999999998,0,10,0,0,0,0,1,0,0,0,0,0,0,0
24219,1102,2,19,21,83,172,14.73,8.29,0,6,0,0,0,0,0,0,1,0,0,0,0,0
24220,6649,2,22,26,381,167,14.95,11.09,0,7,0,0,0,0,0,0,0,0,0,1,0,0
24229,4545,1,18,16,178,210,11.200000000000001,9.469999999999997,0,12,0,0,0,0,0,0,0,1,0,0,0,0
24230,4684,2,40,13,87,223,19.42,12.179999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
24241,3531,1,27,19,149,143,15.200000000000001,8.399999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,1
24269,2074,2,19,22,55,152,9.559999999999999,6.89,0,5,1,0,0,0,0,0,0,0,0,0,0,0
24305,9118,1,53,21,98,188,13.93,9.239999999999998,0,12,0,0,0,0,0,0,0,1,0,0,0,0
24306,7273,1,30,24,60,345,24.34,12.95,0,9,0,1,0,0,0,0,0,0,0,0,0,0
24333,1353,2,33,18,14,109,10.699999999999998,7.1099999999999985,0,6,0,0,0,0,0,0,1,0,0,0,0,0
24337,2670,1,30,23,22,156,11.32,9.509999999999998,0,11,0,0,0,1,0,0,0,0,0,0,0,0
24350,11794,1,55,20,126,226,19.37,11.389999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,1
24353,471,1,27,21,193,257,12.34,8.579999999999997,0,6,0,0,0,0,0,0,1,0,0,0,0,0
24357,6404,2,40,6,947,227,14.93,7.509999999999998,0,7,0,0,0,0,0,0,0,0,0,1,0,0
24368,2258,2,55,17,249,84,10.769999999999998,4.62,0,11,0,0,0,1,0,0,0,0,0,0,0,0
24372,3531,2,21,19,195,520,22.140000000000004,12.22,0,2,0,0,0,0,0,0,0,0,0,0,0,1
24375,4086,2,56,21,92,212,12.469999999999999,10.419999999999998,0,4,0,0,0,0,0,1,0,0,0,0,0,0
