SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY.x,WEEK_DAY,PREG_LACT.x,BREASTFEEDING.x,sum_VITA_RAE_mcg,CONSUMPTION_DAY.y,PREG_LACT.y,BREASTFEEDING.y,sum_FOLDFE_mcg,CONSUMPTION_DAY.x.x,PREG_LACT.x.x,BREASTFEEDING.x.x,sum_IRON_mg,CONSUMPTION_DAY.y.y,PREG_LACT.y.y,BREASTFEEDING.y.y,sum_ZINC_mg,CONSUMPTION_DAY,PREG_LACT,BREASTFEEDING,sum_VITB12_mcg,WEEKEND,adm2_,adm2_8,adm2_9,adm2_2,adm2_1,adm2_6,adm2_3,adm2_7,adm2_4,adm2_5
3734,4634,2,30,10,5,1,NA,63,10,1,NA,254,10,1,NA,19.939999999999998,10,1,NA,12.729999999999999,10,1,NA,2.4246,0,2,0,0,1,0,0,0,0,0,0
3749,11484,2,26,14,2,1,NA,27,14,1,NA,209,14,1,NA,14.88,14,1,NA,11.36,14,1,NA,0,0,9,0,1,0,0,0,0,0,0,0
3759,9578,2,20,22,7,1,NA,4,22,1,NA,111,22,1,NA,9.120000000000001,22,1,NA,6.059999999999999,22,1,NA,0.29969999999999997,1,2,0,0,1,0,0,0,0,0,0
3796,9169,2,25,26,2,1,NA,8,26,1,NA,139,26,1,NA,15.87,26,1,NA,10.299999999999999,26,1,NA,0.4851,0,4,0,0,0,0,0,0,0,1,0
3830,2399,2,57,9,2,NA,NA,77,9,NA,NA,184,9,NA,NA,19.299999999999997,9,NA,NA,14.43,9,0,NA,0,0,8,1,0,0,0,0,0,0,0,0
3849,7254,2,23,13,5,1,NA,60,13,1,NA,279,13,1,NA,21.23,13,1,NA,15.279999999999996,13,1,NA,0.32130000000000003,0,1,0,0,0,1,0,0,0,0,0
3877,11357,2,68,16,4,NA,NA,94,16,NA,NA,156,16,NA,NA,8.47,16,NA,NA,5.76,16,0,NA,0.162,0,5,0,0,0,0,0,0,0,0,1
3934,9360,2,30,9,4,1,NA,72,9,1,NA,250,9,1,NA,34.51,9,1,NA,23.409999999999997,9,1,NA,3.3720000000000003,0,7,0,0,0,0,0,0,1,0,0
3978,10810,2,18,2,3,1,NA,25,2,1,NA,71,2,1,NA,6.949999999999999,2,1,NA,5.36,2,1,NA,0,0,4,0,0,0,0,0,0,0,1,0
4010,7052,2,18,29,5,1,NA,37,29,1,NA,117,29,1,NA,14.329999999999998,29,1,NA,7.98,29,1,NA,0.4203,0,4,0,0,0,0,0,0,0,1,0
4037,6185,2,31,14,2,1,NA,113,14,1,NA,175,14,1,NA,12.379999999999999,14,1,NA,7.88,14,1,NA,1.2483,0,2,0,0,1,0,0,0,0,0,0
4050,4854,2,18,20,1,1,NA,2,20,1,NA,129,20,1,NA,10.15,20,1,NA,8.01,20,1,NA,0.4329,1,5,0,0,0,0,0,0,0,0,1
4072,4052,2,20,28,5,1,NA,3,28,1,NA,69,28,1,NA,9.139999999999999,28,1,NA,5.879999999999999,28,1,NA,0,0,4,0,0,0,0,0,0,0,1,0
4103,11779,2,52,8,1,NA,NA,16,8,NA,NA,128,8,NA,NA,10.66,8,NA,NA,7.040000000000001,8,0,NA,0,1,8,1,0,0,0,0,0,0,0,0
4159,11595,2,42,9,2,1,NA,35,9,1,NA,257,9,1,NA,17.98,9,1,NA,13.010000000000002,9,1,NA,1.9224,0,5,0,0,0,0,0,0,0,0,1
4201,5109,2,38,25,2,1,NA,49,25,1,NA,264,25,1,NA,31.589999999999996,25,1,NA,22.090000000000003,25,1,NA,5.4255,0,7,0,0,0,0,0,0,1,0,0
4243,7209,2,68,23,3,NA,NA,399,23,NA,NA,436,23,NA,NA,28.84,23,NA,NA,14.18,23,0,NA,0.3753,0,3,0,0,0,0,0,1,0,0,0
4252,846,2,45,26,2,1,NA,4,26,1,NA,131,26,1,NA,13.5,26,1,NA,8.249999999999998,26,1,NA,5.0847,0,4,0,0,0,0,0,0,0,1,0
4326,299,2,78,22,4,NA,NA,378,22,NA,NA,236,22,NA,NA,12.339999999999998,22,NA,NA,7.65,22,0,NA,0,0,8,1,0,0,0,0,0,0,0,0
4339,3790,2,18,25,1,1,NA,36,25,1,NA,232,25,1,NA,14.300000000000002,25,1,NA,9.599999999999998,25,1,NA,0.0696,1,5,0,0,0,0,0,0,0,0,1
4388,5592,2,36,3,5,1,NA,26,3,1,NA,116,3,1,NA,9.000000000000002,3,1,NA,5.96,3,1,NA,0,0,1,0,0,0,1,0,0,0,0,0
4466,11857,2,52,3,5,NA,NA,9,3,NA,NA,124,3,NA,NA,9.84,3,NA,NA,6.999999999999999,3,0,NA,0,0,1,0,0,0,1,0,0,0,0,0
4528,2178,2,40,10,7,1,NA,58,10,1,NA,143,10,1,NA,11.48,10,1,NA,7.739999999999998,10,1,NA,1.0753,1,1,0,0,0,1,0,0,0,0,0
4558,5380,2,20,6,6,1,NA,97,6,1,NA,188,6,1,NA,12.91,6,1,NA,9.069999999999999,6,1,NA,1.225,0,8,1,0,0,0,0,0,0,0,0
4583,6610,2,22,16,1,1,NA,5,16,1,NA,94,16,1,NA,9.39,16,1,NA,6.6000000000000005,16,1,NA,0,1,8,1,0,0,0,0,0,0,0,0
4587,9580,2,42,3,5,1,NA,564,3,1,NA,186,3,1,NA,16.25,3,1,NA,8.169999999999998,3,1,NA,0,0,1,0,0,0,1,0,0,0,0,0
4651,7843,2,35,9,4,1,NA,53,9,1,NA,140,9,1,NA,29.569999999999993,9,1,NA,6.959999999999999,9,1,NA,0.32130000000000003,0,7,0,0,0,0,0,0,1,0,0
4741,6060,2,56,22,2,NA,NA,103,22,NA,NA,403,22,NA,NA,19.909999999999997,22,NA,NA,12.85,22,0,NA,1.6003,0,3,0,0,0,0,0,1,0,0,0
4741,6060,2,56,22,3,NA,NA,0,22,NA,NA,0,22,NA,NA,0.02,22,NA,NA,0,22,0,NA,0,0,3,0,0,0,0,0,1,0,0,0
4767,8120,2,32,9,4,1,NA,2,9,1,NA,121,9,1,NA,14.12,9,1,NA,9.91,9,1,NA,0.5670000000000001,0,9,0,1,0,0,0,0,0,0,0
4768,4612,2,65,20,3,NA,NA,1,20,NA,NA,27,20,NA,NA,2.87,20,NA,NA,2.07,20,0,NA,0.6498,0,4,0,0,0,0,0,0,0,1,0
4795,7538,2,40,28,6,1,NA,2090,28,1,NA,364,28,1,NA,25.410000000000004,28,1,NA,11.5,28,1,NA,1.26,0,4,0,0,0,0,0,0,0,1,0
4808,11885,2,50,14,2,NA,NA,96,14,NA,NA,216,14,NA,NA,18.35,14,NA,NA,10.51,14,0,NA,0.14700000000000002,0,2,0,0,1,0,0,0,0,0,0
4820,6933,2,38,4,4,1,NA,3,4,1,NA,158,4,1,NA,15.979999999999999,4,1,NA,10.579999999999997,4,1,NA,0,0,8,1,0,0,0,0,0,0,0,0
4874,787,2,62,30,1,NA,NA,774,30,NA,NA,455,30,NA,NA,15.170000000000002,30,NA,NA,9.96,30,0,NA,0,1,4,0,0,0,0,0,0,0,1,0
4877,1225,2,57,21,3,NA,NA,33,21,NA,NA,228,21,NA,NA,15.32,21,NA,NA,10.099999999999996,21,0,NA,1.9584,0,8,1,0,0,0,0,0,0,0,0
4899,3332,2,23,14,6,1,NA,49,14,1,NA,167,14,1,NA,15.109999999999998,14,1,NA,9.559999999999999,14,1,NA,1.3543,0,1,0,0,0,1,0,0,0,0,0
4911,10862,2,18,6,4,1,NA,5,6,1,NA,209,6,1,NA,19.95,6,1,NA,13.01,6,1,NA,0,0,3,0,0,0,0,0,1,0,0,0
4912,10626,2,28,5,5,1,NA,30,5,1,NA,301,5,1,NA,24.889999999999993,5,1,NA,17.919999999999995,5,1,NA,0.1764,0,5,0,0,0,0,0,0,0,0,1
4952,9293,2,18,18,5,1,NA,58,18,1,NA,257,18,1,NA,31.64,18,1,NA,19.230000000000004,18,1,NA,1.8,0,6,0,0,0,0,1,0,0,0,0
5012,7472,2,28,4,2,1,NA,168,4,1,NA,107,4,1,NA,12.280000000000001,4,1,NA,8.620000000000001,4,1,NA,2.4039,0,3,0,0,0,0,0,1,0,0,0
5021,6785,2,65,3,5,NA,NA,182,3,NA,NA,173,3,NA,NA,11.71,3,NA,NA,7.12,3,0,NA,0,0,7,0,0,0,0,0,0,1,0,0
5068,1589,2,33,25,7,1,NA,64,25,1,NA,100,25,1,NA,9.669999999999998,25,1,NA,6.49,25,1,NA,0,1,1,0,0,0,1,0,0,0,0,0
5073,7574,2,18,21,1,1,NA,3,21,1,NA,80,21,1,NA,4.749999999999999,21,1,NA,3.9899999999999998,21,1,NA,0,1,6,0,0,0,0,1,0,0,0,0
5098,6329,2,58,9,4,NA,NA,2,9,NA,NA,135,9,NA,NA,50.269999999999996,9,NA,NA,11.48,9,0,NA,0,0,7,0,0,0,0,0,0,1,0,0
5126,80,2,45,10,2,1,NA,7,10,1,NA,859,10,1,NA,11.379999999999999,10,1,NA,8.22,10,1,NA,1.8095,0,8,1,0,0,0,0,0,0,0,0
5165,10159,2,70,19,6,NA,NA,123,19,NA,NA,104,19,NA,NA,10.149999999999997,19,NA,NA,7.349999999999997,19,0,NA,0,0,3,0,0,0,0,0,1,0,0,0
5194,5029,2,60,6,3,NA,NA,23,6,NA,NA,303,6,NA,NA,20.25,6,NA,NA,15.01,6,0,NA,0,0,1,0,0,0,1,0,0,0,0,0
5224,4797,2,63,11,4,NA,NA,158,11,NA,NA,124,11,NA,NA,11.87,11,NA,NA,7.5699999999999985,11,0,NA,0.6354,0,8,1,0,0,0,0,0,0,0,0
5230,4111,2,26,14,2,1,NA,85,14,1,NA,153,14,1,NA,11.89,14,1,NA,5.93,14,1,NA,2.115,0,6,0,0,0,0,1,0,0,0,0
5258,59,2,18,10,7,1,NA,40,10,1,NA,255,10,1,NA,13.04,10,1,NA,8.76,10,1,NA,0.5353,1,1,0,0,0,1,0,0,0,0,0
5286,5961,2,28,1,3,1,NA,138,1,1,NA,189,1,1,NA,12.709999999999999,1,1,NA,8.589999999999998,1,1,NA,0.2574,0,1,0,0,0,1,0,0,0,0,0
5296,5491,2,56,11,6,NA,NA,6,11,NA,NA,139,11,NA,NA,11.87,11,NA,NA,8.649999999999999,11,0,NA,0.7497,0,3,0,0,0,0,0,1,0,0,0
5298,5019,2,32,4,6,1,NA,6,4,1,NA,169,4,1,NA,16.01,4,1,NA,10.77,4,1,NA,0,0,3,0,0,0,0,0,1,0,0,0
5333,9418,2,32,21,6,1,NA,46,21,1,NA,134,21,1,NA,13.13,21,1,NA,10.940000000000001,21,1,NA,1.6920000000000002,0,3,0,0,0,0,0,1,0,0,0
5396,11482,2,27,27,5,1,NA,65,27,1,NA,226,27,1,NA,17.89,27,1,NA,11.53,27,1,NA,0,0,3,0,0,0,0,0,1,0,0,0
5401,6606,2,22,1,3,1,NA,47,1,1,NA,116,1,1,NA,10.120000000000001,1,1,NA,6.21,1,1,NA,0.4626,0,3,0,0,0,0,0,1,0,0,0
5470,9765,2,40,5,5,1,NA,21,5,1,NA,152,5,1,NA,11.83,5,1,NA,8.43,5,1,NA,0.3105,0,5,0,0,0,0,0,0,0,0,1
5588,8855,2,22,31,3,1,NA,73,31,1,NA,216,31,1,NA,24.86,31,1,NA,16.330000000000002,31,1,NA,0,0,7,0,0,0,0,0,0,1,0,0
5589,8868,2,20,15,7,1,NA,30,15,1,NA,149,15,1,NA,13.24,15,1,NA,9.76,15,1,NA,2.3985,1,8,1,0,0,0,0,0,0,0,0
5591,11863,2,35,21,5,1,NA,2079,21,1,NA,144,21,1,NA,13.159999999999998,21,1,NA,9.209999999999997,21,1,NA,2.6367,0,9,0,1,0,0,0,0,0,0,0
5602,10094,2,47,25,1,1,NA,31,25,1,NA,222,25,1,NA,18.91,25,1,NA,12.919999999999996,25,1,NA,0.5625,1,5,0,0,0,0,0,0,0,0,1
5624,11770,2,32,12,5,1,NA,266,12,1,NA,290,12,1,NA,14.510000000000002,12,1,NA,9.189999999999998,12,1,NA,0,0,8,1,0,0,0,0,0,0,0,0
5717,10309,2,60,23,7,NA,NA,718,23,NA,NA,181,23,NA,NA,33.18,23,NA,NA,13.429999999999998,23,0,NA,0,1,7,0,0,0,0,0,0,1,0,0
5724,4619,2,62,4,5,NA,NA,11,4,NA,NA,207,4,NA,NA,17.430000000000003,4,NA,NA,12.09,4,0,NA,0,0,4,0,0,0,0,0,0,0,1,0
5770,8568,2,45,22,7,1,NA,4,22,1,NA,145,22,1,NA,12.029999999999998,22,1,NA,9.159999999999998,22,1,NA,0,1,2,0,0,1,0,0,0,0,0,0
5782,7494,2,56,8,5,NA,NA,9,8,NA,NA,112,8,NA,NA,9.38,8,NA,NA,6.25,8,0,NA,0,0,1,0,0,0,1,0,0,0,0,0
5805,6143,2,32,9,6,1,NA,83,9,1,NA,92,9,1,NA,4.319999999999999,9,1,NA,2.7899999999999996,9,1,NA,0,0,9,0,1,0,0,0,0,0,0,0
5824,5058,2,37,25,6,1,NA,62,25,1,NA,108,25,1,NA,9.600000000000001,25,1,NA,7.579999999999998,25,1,NA,0,0,6,0,0,0,0,1,0,0,0,0
5833,3329,2,23,1,3,1,NA,7,1,1,NA,103,1,1,NA,6.359999999999999,1,1,NA,4.83,1,1,NA,0.09270000000000002,0,1,0,0,0,1,0,0,0,0,0
5866,10901,2,19,12,5,1,NA,24,12,1,NA,55,12,1,NA,3.6999999999999993,12,1,NA,2.849999999999999,12,1,NA,0.2313,0,8,1,0,0,0,0,0,0,0,0
5880,9545,2,25,10,5,1,NA,25,10,1,NA,78,10,1,NA,5.759999999999999,10,1,NA,3.7199999999999998,10,1,NA,0.6066,0,6,0,0,0,0,1,0,0,0,0
5883,3496,2,18,9,2,1,NA,9,9,1,NA,246,9,1,NA,25.049999999999997,9,1,NA,19.52,9,1,NA,0,0,5,0,0,0,0,0,0,0,0,1
5903,4152,2,22,14,2,1,NA,10,14,1,NA,185,14,1,NA,17.88,14,1,NA,12.529999999999998,14,1,NA,0,0,2,0,0,1,0,0,0,0,0,0
5960,3741,2,69,23,7,NA,NA,485,23,NA,NA,323,23,NA,NA,27.180000000000003,23,NA,NA,14.829999999999998,23,0,NA,0.3672,1,7,0,0,0,0,0,0,1,0,0
5968,5587,2,42,19,4,1,NA,39,19,1,NA,76,19,1,NA,6.099999999999998,19,1,NA,4.159999999999999,19,1,NA,0.6326999999999999,0,3,0,0,0,0,0,1,0,0,0
5975,8868,2,36,15,7,1,NA,31,15,1,NA,230,15,1,NA,24.040000000000003,15,1,NA,18.23,15,1,NA,2.3985,1,8,1,0,0,0,0,0,0,0,0
6008,8654,2,53,22,2,NA,NA,11,22,NA,NA,146,22,NA,NA,14.65,22,NA,NA,9.079999999999998,22,0,NA,0,0,3,0,0,0,0,0,1,0,0,0
6052,4577,2,18,26,4,1,NA,327,26,1,NA,170,26,1,NA,10.48,26,1,NA,6.26,26,1,NA,1.746,0,4,0,0,0,0,0,0,0,1,0
6062,10375,2,18,21,2,1,NA,45,21,1,NA,115,21,1,NA,9.06,21,1,NA,6.3500000000000005,21,1,NA,0.064,0,5,0,0,0,0,0,0,0,0,1
6066,2429,2,31,25,6,1,NA,152,25,1,NA,264,25,1,NA,11.2,25,1,NA,7.129999999999999,25,1,NA,1.4545,0,6,0,0,0,0,1,0,0,0,0
6096,684,2,45,22,2,1,NA,20,22,1,NA,213,22,1,NA,15.72,22,1,NA,10.19,22,1,NA,5.9364,0,6,0,0,0,0,1,0,0,0,0
6177,5192,2,50,20,2,NA,NA,40,20,NA,NA,198,20,NA,NA,15.710000000000003,20,NA,NA,10.94,20,0,NA,2.9177999999999997,0,8,1,0,0,0,0,0,0,0,0
6202,1745,2,26,19,6,1,NA,39,19,1,NA,137,19,1,NA,9.870000000000001,19,1,NA,6.489999999999999,19,1,NA,0.423,0,3,0,0,0,0,0,1,0,0,0
6215,4219,2,33,15,7,1,NA,4,15,1,NA,248,15,1,NA,26.209999999999997,15,1,NA,17.69,15,1,NA,0,1,1,0,0,0,1,0,0,0,0,0
6228,11182,2,45,22,5,1,NA,18,22,1,NA,123,22,1,NA,8.609999999999998,22,1,NA,5.6,22,1,NA,0.45,0,2,0,0,1,0,0,0,0,0,0
6229,2053,2,20,18,1,1,NA,60,18,1,NA,163,18,1,NA,13.290000000000001,18,1,NA,9.989999999999998,18,1,NA,0.6894,1,9,0,1,0,0,0,0,0,0,0
6235,10140,2,18,18,5,1,NA,25,18,1,NA,180,18,1,NA,18.05,18,1,NA,12.169999999999998,18,1,NA,0,0,6,0,0,0,0,1,0,0,0,0
6316,7284,2,52,13,1,NA,NA,7,13,NA,NA,95,13,NA,NA,7.55,13,NA,NA,4.4399999999999995,13,0,NA,0.4302,1,2,0,0,1,0,0,0,0,0,0
6340,8951,2,42,8,7,1,NA,14,8,1,NA,159,8,1,NA,10.129999999999999,8,1,NA,7.679999999999999,8,1,NA,2.2698,1,8,1,0,0,0,0,0,0,0,0
6383,9665,2,30,4,2,1,NA,18,4,1,NA,174,4,1,NA,12.55,4,1,NA,11.18,4,1,NA,0,0,3,0,0,0,0,0,1,0,0,0
6430,3254,2,23,26,2,1,NA,7,26,1,NA,124,26,1,NA,7.9799999999999995,26,1,NA,6.049999999999999,26,1,NA,0.3564,0,4,0,0,0,0,0,0,0,1,0
6444,5042,2,58,10,5,NA,NA,5,10,NA,NA,168,10,NA,NA,17.51,10,NA,NA,13.08,10,0,NA,0,0,2,0,0,1,0,0,0,0,0,0
6476,5022,2,25,18,7,1,NA,139,18,1,NA,186,18,1,NA,10.55,18,1,NA,7.209999999999999,18,1,NA,2.3480999999999996,1,8,1,0,0,0,0,0,0,0,0
6507,6521,2,18,4,6,1,NA,6,4,1,NA,93,4,1,NA,5.55,4,1,NA,4.43,4,1,NA,0,0,3,0,0,0,0,0,1,0,0,0
6519,5262,2,32,23,4,1,NA,1,23,1,NA,149,23,1,NA,15.71,23,1,NA,12.559999999999999,23,1,NA,2.1249,0,6,0,0,0,0,1,0,0,0,0
6622,8548,2,42,10,2,1,NA,0,10,1,NA,62,10,1,NA,6.79,10,1,NA,5.49,10,1,NA,0,0,8,1,0,0,0,0,0,0,0,0
6630,6425,2,35,2,5,1,NA,124,2,1,NA,238,2,1,NA,27.250000000000004,2,1,NA,17.979999999999997,2,1,NA,1.1925,0,7,0,0,0,0,0,0,1,0,0
6672,5465,2,20,16,1,1,NA,159,16,1,NA,165,16,1,NA,12.899999999999999,16,1,NA,8.780000000000001,16,1,NA,0,1,8,1,0,0,0,0,0,0,0,0
6700,6066,2,60,1,4,NA,NA,34,1,NA,NA,127,1,NA,NA,15.59,1,NA,NA,10.539999999999997,1,0,NA,0.2961,0,7,0,0,0,0,0,0,1,0,0
6724,11323,2,58,4,5,NA,NA,88,4,NA,NA,174,4,NA,NA,12.969999999999999,4,NA,NA,10.29,4,0,NA,0.36,0,4,0,0,0,0,0,0,0,1,0
6735,10302,2,52,9,6,NA,NA,23,9,NA,NA,126,9,NA,NA,15.14,9,NA,NA,7.739999999999998,9,0,NA,1.2275999999999998,0,9,0,1,0,0,0,0,0,0,0
6765,8710,2,37,3,3,1,NA,59,3,1,NA,74,3,1,NA,7.869999999999999,3,1,NA,4.759999999999999,3,1,NA,0.28350000000000003,0,8,1,0,0,0,0,0,0,0,0
6807,4123,2,40,21,4,1,NA,19,21,1,NA,164,21,1,NA,12.87,21,1,NA,9.959999999999999,21,1,NA,0,0,9,0,1,0,0,0,0,0,0,0
6833,5109,2,60,25,2,NA,NA,18,25,NA,NA,325,25,NA,NA,34.03,25,NA,NA,23.39,25,0,NA,0.3645000000000001,0,7,0,0,0,0,0,0,1,0,0
7102,2409,2,32,10,5,1,NA,21,10,1,NA,152,10,1,NA,19.409999999999997,10,1,NA,8.59,10,1,NA,0,0,2,0,0,1,0,0,0,0,0,0
7166,5095,2,55,8,1,NA,NA,82,8,NA,NA,148,8,NA,NA,9.849999999999998,8,NA,NA,6.83,8,0,NA,0.45,1,8,1,0,0,0,0,0,0,0,0
7187,8923,2,42,23,7,1,NA,398,23,1,NA,412,23,1,NA,20.81,23,1,NA,14.21,23,1,NA,1.395,1,7,0,0,0,0,0,0,1,0,0
7373,2923,2,43,2,1,1,NA,270,2,1,NA,116,2,1,NA,11.339999999999998,2,1,NA,7.3,2,1,NA,0.054,1,4,0,0,0,0,0,0,0,1,0
7398,3807,2,35,30,1,1,NA,14,30,1,NA,147,30,1,NA,11.21,30,1,NA,9.339999999999998,30,1,NA,0,1,1,0,0,0,1,0,0,0,0,0
7407,5526,2,33,20,3,1,NA,7,20,1,NA,173,20,1,NA,21.709999999999997,20,1,NA,14.639999999999999,20,1,NA,0,0,4,0,0,0,0,0,0,0,1,0
7423,4725,2,33,8,5,1,NA,127,8,1,NA,270,8,1,NA,13.950000000000001,8,1,NA,9.77,8,1,NA,0,0,1,0,0,0,1,0,0,0,0,0
7425,3174,2,20,14,2,1,NA,29,14,1,NA,273,14,1,NA,15.159999999999998,14,1,NA,9.69,14,1,NA,0.4032,0,2,0,0,1,0,0,0,0,0,0
7469,2991,2,70,29,3,NA,NA,3,29,NA,NA,121,29,NA,NA,14.24,29,NA,NA,9.32,29,0,NA,0,0,6,0,0,0,0,1,0,0,0,0
7480,6037,2,55,17,1,NA,NA,21,17,NA,NA,303,17,NA,NA,26.400000000000006,17,NA,NA,18.450000000000006,17,0,NA,0.45,1,6,0,0,0,0,1,0,0,0,0
7491,5446,2,24,30,1,1,NA,2,30,1,NA,181,30,1,NA,21.35,30,1,NA,14.799999999999999,30,1,NA,0,1,1,0,0,0,1,0,0,0,0,0
7566,5835,2,18,15,7,1,NA,67,15,1,NA,220,15,1,NA,16.43,15,1,NA,10.48,15,1,NA,0.1224,1,8,1,0,0,0,0,0,0,0,0
7597,3483,2,51,21,3,NA,NA,86,21,NA,NA,144,21,NA,NA,8.399999999999999,21,NA,NA,5.549999999999997,21,0,NA,0,0,8,1,0,0,0,0,0,0,0,0
7720,2396,2,57,31,3,NA,NA,4,31,NA,NA,111,31,NA,NA,36.72,31,NA,NA,10.729999999999999,31,0,NA,0,0,7,0,0,0,0,0,0,1,0,0
7746,8261,2,47,22,2,1,NA,14,22,1,NA,190,22,1,NA,12.899999999999999,22,1,NA,8.879999999999999,22,1,NA,4.5,0,6,0,0,0,0,1,0,0,0,0
7767,11478,2,65,21,4,NA,NA,8,21,NA,NA,101,21,NA,NA,8.39,21,NA,NA,6.15,21,0,NA,0.7731,0,4,0,0,0,0,0,0,0,1,0
7846,8853,2,35,6,3,1,NA,7,6,1,NA,65,6,1,NA,5.9399999999999995,6,1,NA,4.57,6,1,NA,0.32130000000000003,0,1,0,0,0,1,0,0,0,0,0
7870,9390,2,29,10,7,1,NA,97,10,1,NA,259,10,1,NA,14.850000000000001,10,1,NA,9.629999999999999,10,1,NA,0.7003999999999999,1,1,0,0,0,1,0,0,0,0,0
7876,7721,2,60,23,4,NA,NA,25,23,NA,NA,116,23,NA,NA,8.309999999999999,23,NA,NA,5.129999999999999,23,0,NA,0.45,0,6,0,0,0,0,1,0,0,0,0
7924,2654,2,34,23,6,1,NA,225,23,1,NA,244,23,1,NA,22.24,23,1,NA,15.569999999999997,23,1,NA,0,0,2,0,0,1,0,0,0,0,0,0
7956,8830,2,58,20,3,NA,NA,2,20,NA,NA,106,20,NA,NA,13.110000000000001,20,NA,NA,9.069999999999999,20,0,NA,0,0,9,0,1,0,0,0,0,0,0,0
7980,6066,2,32,1,4,1,NA,43,1,1,NA,126,1,1,NA,14,1,1,NA,9.489999999999997,1,1,NA,0.6543000000000001,0,7,0,0,0,0,0,0,1,0,0
8021,5638,2,65,23,6,NA,NA,13,23,NA,NA,272,23,NA,NA,22.490000000000002,23,NA,NA,17.05,23,0,NA,0,0,2,0,0,1,0,0,0,0,0,0
8027,3849,2,52,13,6,NA,NA,40,13,NA,NA,235,13,NA,NA,20.450000000000003,13,NA,NA,13.249999999999998,13,0,NA,3.4497,0,8,1,0,0,0,0,0,0,0,0
8074,4415,2,32,1,3,1,NA,9,1,1,NA,113,1,1,NA,11.120000000000003,1,1,NA,7.93,1,1,NA,2.16,0,3,0,0,0,0,0,1,0,0,0
8092,4444,2,37,10,5,1,NA,25,10,1,NA,140,10,1,NA,12.46,10,1,NA,7.83,10,1,NA,0,0,6,0,0,0,0,1,0,0,0,0
8165,10667,2,49,23,4,1,NA,1,23,1,NA,175,23,1,NA,22.24,23,1,NA,16.5,23,1,NA,1.8,0,6,0,0,0,0,1,0,0,0,0
8180,224,2,45,24,2,1,NA,3,24,1,NA,82,24,1,NA,6.68,24,1,NA,4.959999999999999,24,1,NA,0,0,2,0,0,1,0,0,0,0,0,0
8183,2537,2,20,25,7,1,NA,4,25,1,NA,58,25,1,NA,4.91,25,1,NA,3.8099999999999987,25,1,NA,0,1,1,0,0,0,1,0,0,0,0,0
8191,11456,2,21,31,3,1,NA,46,31,1,NA,49,31,1,NA,5.079999999999999,31,1,NA,3.0499999999999994,31,1,NA,0.207,0,7,0,0,0,0,0,0,1,0,0
8201,6309,2,60,20,5,NA,NA,3,20,NA,NA,95,20,NA,NA,11.249999999999998,20,NA,NA,6.76,20,0,NA,1.0584,0,5,0,0,0,0,0,0,0,0,1
8205,10917,2,40,23,5,1,NA,1,23,1,NA,34,23,1,NA,4.29,23,1,NA,2.88,23,1,NA,2.25,0,1,0,0,0,1,0,0,0,0,0
8210,6407,2,26,18,7,1,NA,481,18,1,NA,279,18,1,NA,15.599999999999998,18,1,NA,7.47,18,1,NA,0.4851,1,8,1,0,0,0,0,0,0,0,0
8283,2734,2,18,3,5,1,NA,0,3,1,NA,63,3,1,NA,7.510000000000001,3,1,NA,5.479999999999999,3,1,NA,0.14490000000000003,0,1,0,0,0,1,0,0,0,0,0
8289,8419,2,38,19,4,1,NA,7,19,1,NA,84,19,1,NA,5.81,19,1,NA,4.14,19,1,NA,0,0,3,0,0,0,0,0,1,0,0,0
8353,3426,2,50,19,4,NA,NA,97,19,NA,NA,178,19,NA,NA,14.599999999999998,19,NA,NA,10.24,19,0,NA,0,0,3,0,0,0,0,0,1,0,0,0
8358,5328,2,28,6,6,1,NA,26,6,1,NA,108,6,1,NA,5.81,6,1,NA,3.96,6,1,NA,0,0,5,0,0,0,0,0,0,0,0,1
8365,4404,2,45,25,2,1,NA,1,25,1,NA,124,25,1,NA,12.23,25,1,NA,9.53,25,1,NA,5.1075,0,7,0,0,0,0,0,0,1,0,0
8417,1646,2,70,8,7,NA,NA,27,8,NA,NA,172,8,NA,NA,18.22,8,NA,NA,8.94,8,0,NA,0,1,8,1,0,0,0,0,0,0,0,0
8445,2962,2,45,27,3,1,NA,3,27,1,NA,142,27,1,NA,17.959999999999997,27,1,NA,12.209999999999997,27,1,NA,0.33390000000000003,0,7,0,0,0,0,0,0,1,0,0
8467,1350,2,60,9,6,NA,NA,6,9,NA,NA,103,9,NA,NA,11.290000000000001,9,NA,NA,7.1,9,0,NA,0,0,9,0,1,0,0,0,0,0,0,0
8548,2228,2,38,22,3,1,NA,12,22,1,NA,91,22,1,NA,11.09,22,1,NA,7.319999999999999,22,1,NA,0,0,5,0,0,0,0,0,0,0,0,1
8549,6553,2,32,5,2,1,NA,49,5,1,NA,127,5,1,NA,10.78,5,1,NA,7.03,5,1,NA,0,0,9,0,1,0,0,0,0,0,0,0
8562,11494,2,32,7,2,1,NA,49,7,1,NA,274,7,1,NA,30.34,7,1,NA,20.86,7,1,NA,1.26,0,7,0,0,0,0,0,0,1,0,0
8590,4985,2,40,2,5,1,NA,81,2,1,NA,123,2,1,NA,8.059999999999999,2,1,NA,5.529999999999999,2,1,NA,2.07,0,7,0,0,0,0,0,0,1,0,0
