SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY.x,WEEK_DAY,PREG_LACT.x,BREASTFEEDING.x,sum_VITA_RAE_mcg,CONSUMPTION_DAY.y,PREG_LACT.y,BREASTFEEDING.y,sum_FOLDFE_mcg,CONSUMPTION_DAY.x.x,PREG_LACT.x.x,BREASTFEEDING.x.x,sum_IRON_mg,CONSUMPTION_DAY.y.y,PREG_LACT.y.y,BREASTFEEDING.y.y,sum_ZINC_mg,CONSUMPTION_DAY,PREG_LACT,BREASTFEEDING,sum_VITB12_mcg,WEEKEND,adm2_,adm2_9,adm2_14,adm2_15,adm2_12,adm2_1,adm2_3,adm2_8,adm2_10,adm2_11,adm2_4,adm2_13,adm2_7,adm2_2,adm2_5,adm2_6
10018,11375,2,75,25,7,NA,NA,24,25,NA,NA,43,25,NA,NA,2.49,25,NA,NA,2.0100000000000002,25,0,NA,0.8703,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10024,10935,2,37,9,4,1,NA,47,9,1,NA,75,9,1,NA,5.909999999999999,9,1,NA,5.169999999999998,9,1,NA,3.2913,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10032,1531,2,56,30,6,NA,NA,80,30,NA,NA,946,30,NA,NA,8.83,30,NA,NA,7.129999999999999,30,0,NA,1.995,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10049,3967,2,20,17,4,1,NA,82,17,1,NA,170,17,1,NA,6.77,17,1,NA,6.03,17,1,NA,1.7415,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10084,8814,2,20,17,2,1,NA,39,17,1,NA,44,17,1,NA,3.1399999999999997,17,1,NA,3.289999999999999,17,1,NA,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10107,677,2,22,8,4,1,NA,39,8,1,NA,81,8,1,NA,5.7299999999999995,8,1,NA,5.169999999999998,8,1,NA,0.7290000000000001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10128,6501,2,39,11,2,1,NA,87,11,1,NA,558,11,1,NA,9.019999999999996,11,1,NA,6.349999999999998,11,1,NA,3.5172,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10338,5047,2,39,19,3,1,NA,161,19,1,NA,158,19,1,NA,15.559999999999999,19,1,NA,11.249999999999998,19,1,NA,8.571,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10371,11437,2,55,13,3,NA,NA,53,13,NA,NA,115,13,NA,NA,6.159999999999999,13,NA,NA,6.01,13,0,NA,0,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10407,7958,2,54,25,5,NA,NA,60,25,NA,NA,150,25,NA,NA,10.909999999999998,25,NA,NA,5.54,25,0,NA,1.1916000000000002,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10438,758,2,25,17,4,1,NA,59,17,1,NA,119,17,1,NA,6.85,17,1,NA,6.09,17,1,NA,1.2114,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10444,4890,2,53,25,2,NA,NA,14,25,NA,NA,145,25,NA,NA,16.54,25,NA,NA,8.92,25,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10450,7500,2,60,25,4,NA,NA,1,25,NA,NA,95,25,NA,NA,11.030000000000001,25,NA,NA,7.390000000000001,25,0,NA,8.3,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10490,6735,2,65,26,7,NA,NA,546,26,NA,NA,233,26,NA,NA,12.189999999999998,26,NA,NA,9.529999999999998,26,0,NA,4.1955,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10526,6297,2,33,26,7,1,NA,124,26,1,NA,107,26,1,NA,5.33,26,1,NA,4.87,26,1,NA,1.0775000000000001,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10535,10485,2,33,11,6,1,NA,86,11,1,NA,133,11,1,NA,7.91,11,1,NA,6.21,11,1,NA,1.2717,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10543,918,2,33,27,4,1,NA,93,27,1,NA,124,27,1,NA,8.089999999999998,27,1,NA,5.009999999999998,27,1,NA,1.008,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10563,3838,2,19,28,7,1,NA,24,28,1,NA,97,28,1,NA,5.5699999999999985,28,1,NA,4.929999999999999,28,1,NA,2.664,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10566,9347,2,23,23,3,1,NA,66,23,1,NA,139,23,1,NA,5.709999999999999,23,1,NA,4.909999999999999,23,1,NA,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10650,5359,2,42,11,6,1,NA,56,11,1,NA,126,11,1,NA,7.2,11,1,NA,5.94,11,1,NA,0.4563,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10706,5,2,32,9,4,1,NA,507,9,1,NA,178,9,1,NA,11.260000000000002,9,1,NA,7.409999999999999,9,1,NA,0.10620000000000002,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10777,10655,2,44,26,7,1,NA,107,26,1,NA,202,26,1,NA,10.4,26,1,NA,7.51,26,1,NA,1.7946,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10784,4134,2,32,18,5,1,NA,36,18,1,NA,111,18,1,NA,5.369999999999999,18,1,NA,4.909999999999998,18,1,NA,3.3301,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10802,8139,2,45,22,5,1,NA,125,22,1,NA,88,22,1,NA,4.920000000000001,22,1,NA,3.6900000000000004,22,1,NA,1.2431999999999999,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10833,10012,2,28,13,4,1,NA,52,13,1,NA,81,13,1,NA,3.98,13,1,NA,4.109999999999999,13,1,NA,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10872,5070,2,27,27,4,1,NA,67,27,1,NA,118,27,1,NA,6.079999999999999,27,1,NA,6.169999999999998,27,1,NA,1.3482000000000005,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10887,7018,2,44,30,3,1,NA,65,30,1,NA,77,30,1,NA,7.22,30,1,NA,5.32,30,1,NA,1.8,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10911,9170,2,35,18,1,1,NA,106,18,1,NA,226,18,1,NA,22.33,18,1,NA,5.5,18,1,NA,0.252,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10933,5815,2,49,3,3,1,NA,261,3,1,NA,478,3,1,NA,20.369999999999997,3,1,NA,13.15,3,1,NA,4.0041,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10993,2346,2,41,17,1,1,NA,17,17,1,NA,81,17,1,NA,3.2800000000000002,17,1,NA,3.0700000000000003,17,1,NA,3.3597,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10998,9572,2,21,17,1,1,NA,587,17,1,NA,173,17,1,NA,8.659999999999997,17,1,NA,4.63,17,1,NA,0.6363,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11090,4673,2,65,27,4,NA,NA,17,27,NA,NA,63,27,NA,NA,3.3999999999999995,27,NA,NA,3.5899999999999994,27,0,NA,1.215,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11133,11146,2,30,30,6,1,NA,79,30,1,NA,53,30,1,NA,3.36,30,1,NA,4.2,30,1,NA,2.9699999999999998,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11138,9452,2,45,30,6,1,NA,202,30,1,NA,201,30,1,NA,8.61,30,1,NA,7.969999999999999,30,1,NA,2.16,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11189,1317,2,23,11,6,1,NA,13,11,1,NA,33,11,1,NA,2.84,11,1,NA,2.9199999999999986,11,1,NA,0.5724,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11193,1982,2,40,28,4,1,NA,63,28,1,NA,186,28,1,NA,8.450000000000001,28,1,NA,6.52,28,1,NA,1.746,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11195,2704,2,36,14,2,1,NA,102,14,1,NA,186,14,1,NA,16.28,14,1,NA,11.059999999999999,14,1,NA,0,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11202,611,2,30,13,3,1,NA,121,13,1,NA,163,13,1,NA,9.870000000000001,13,1,NA,8.089999999999998,13,1,NA,4.149,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11212,10913,2,42,22,7,1,NA,111,22,1,NA,144,22,1,NA,10.729999999999999,22,1,NA,7.219999999999999,22,1,NA,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11297,5270,2,26,10,5,1,NA,47,10,1,NA,103,10,1,NA,6.129999999999999,10,1,NA,5.8599999999999985,10,1,NA,0.6030000000000001,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11334,6654,2,45,24,1,1,NA,63,24,1,NA,117,24,1,NA,6.789999999999998,24,1,NA,5.449999999999999,24,1,NA,1.3842,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11430,5418,2,32,10,5,1,NA,53,10,1,NA,272,10,1,NA,9.790000000000001,10,1,NA,7.4399999999999995,10,1,NA,0.2493,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11465,849,2,44,22,3,1,NA,224,22,1,NA,183,22,1,NA,6.94,22,1,NA,6.23,22,1,NA,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11555,4862,2,32,5,7,1,NA,31,5,1,NA,115,5,1,NA,6.02,5,1,NA,7.099999999999998,5,1,NA,0.504,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11558,4565,2,45,22,4,1,NA,110,22,1,NA,168,22,1,NA,8.040000000000001,22,1,NA,6.429999999999999,22,1,NA,0.45,0,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11560,974,2,40,2,4,1,NA,69,2,1,NA,110,2,1,NA,10.359999999999998,2,1,NA,7.179999999999997,2,1,NA,0.6426000000000001,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11633,10103,2,23,9,4,1,NA,66,9,1,NA,173,9,1,NA,4.980000000000001,9,1,NA,4.2299999999999995,9,1,NA,0.6048,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11645,5237,2,60,25,5,NA,NA,50,25,NA,NA,145,25,NA,NA,9.240000000000002,25,NA,NA,5.699999999999998,25,0,NA,0.5543,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11672,10032,2,45,2,4,1,NA,187,2,1,NA,279,2,1,NA,8.73,2,1,NA,7.08,2,1,NA,1.08,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11723,9192,2,55,18,1,NA,NA,495,18,NA,NA,114,18,NA,NA,5.819999999999999,18,NA,NA,4.389999999999999,18,0,NA,0.09,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11765,6910,2,42,20,1,1,NA,142,20,1,NA,172,20,1,NA,12.68,20,1,NA,8.329999999999997,20,1,NA,2.2590000000000003,1,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11781,2377,2,45,28,2,1,NA,201,28,1,NA,126,28,1,NA,5.799999999999999,28,1,NA,5.299999999999999,28,1,NA,0.7308,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11790,4518,2,45,21,5,1,NA,102,21,1,NA,185,21,1,NA,10.569999999999999,21,1,NA,7.08,21,1,NA,4.5246,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11838,3990,2,29,5,4,1,NA,81,5,1,NA,377,5,1,NA,13.260000000000002,5,1,NA,7.419999999999999,5,1,NA,12.6792,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11847,11406,2,44,5,3,1,NA,74,5,1,NA,230,5,1,NA,6.2,5,1,NA,2.9400000000000004,5,1,NA,3.9812999999999996,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11862,5832,2,30,8,5,1,NA,147,8,1,NA,94,8,1,NA,18.01,8,1,NA,6.2799999999999985,8,1,NA,1.926,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11895,7387,2,55,26,7,NA,NA,738,26,NA,NA,183,26,NA,NA,10.149999999999997,26,NA,NA,9.119999999999997,26,0,NA,0.7128,1,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11954,10233,2,24,19,4,1,NA,128,19,1,NA,123,19,1,NA,5.64,19,1,NA,5.5600000000000005,19,1,NA,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11968,11362,2,36,24,1,1,NA,71,24,1,NA,133,24,1,NA,8.530000000000001,24,1,NA,6.159999999999999,24,1,NA,0.9,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11998,4961,2,70,7,3,NA,NA,5,7,NA,NA,212,7,NA,NA,5.669999999999999,7,NA,NA,1.6,7,0,NA,9.1699,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12111,8672,2,52,29,5,NA,NA,153,29,NA,NA,135,29,NA,NA,6.819999999999999,29,NA,NA,4.829999999999999,29,0,NA,1.3698,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12157,6749,2,38,27,3,1,NA,69,27,1,NA,117,27,1,NA,5.28,27,1,NA,4.53,27,1,NA,0.0208,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12211,7369,2,41,27,7,1,NA,178,27,1,NA,106,27,1,NA,4.779999999999999,27,1,NA,4.799999999999999,27,1,NA,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12251,837,2,40,15,3,1,NA,95,15,1,NA,777,15,1,NA,11.03,15,1,NA,7.369999999999998,15,1,NA,5.0315,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12257,9151,2,34,29,3,1,NA,26,29,1,NA,85,29,1,NA,5.409999999999998,29,1,NA,4.249999999999998,29,1,NA,0.0945,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12274,2860,2,42,8,2,1,NA,64,8,1,NA,103,8,1,NA,4.06,8,1,NA,3.9899999999999993,8,1,NA,1.8261,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12285,4355,2,32,28,7,1,NA,45,28,1,NA,997,28,1,NA,7.93,28,1,NA,6.7299999999999995,28,1,NA,9.652999999999999,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12302,8767,2,43,10,2,1,NA,213,10,1,NA,157,10,1,NA,6.830000000000001,10,1,NA,5.64,10,1,NA,5.1754,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12326,1433,2,70,5,3,NA,NA,109,5,NA,NA,105,5,NA,NA,4.92,5,NA,NA,5.17,5,0,NA,1.08,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12342,3135,2,25,3,3,1,NA,178,3,1,NA,158,3,1,NA,8.249999999999998,3,1,NA,5.62,3,1,NA,2.2905,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12346,3012,2,22,29,6,1,NA,131,29,1,NA,126,29,1,NA,6.7299999999999995,29,1,NA,5.4,29,1,NA,0.675,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12347,6090,2,45,1,3,1,NA,486,1,1,NA,102,1,1,NA,7.31,1,1,NA,5.609999999999999,1,1,NA,0.7569,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12352,5929,2,32,17,2,1,NA,53,17,1,NA,85,17,1,NA,4.550000000000001,17,1,NA,4.2299999999999995,17,1,NA,0,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12371,8305,2,35,18,6,1,NA,396,18,1,NA,180,18,1,NA,11.049999999999999,18,1,NA,8.379999999999997,18,1,NA,1.5795,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12378,8369,2,25,13,1,1,NA,198,13,1,NA,230,13,1,NA,8.019999999999998,13,1,NA,6.37,13,1,NA,2.3850000000000002,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12522,6514,2,32,23,7,1,NA,33,23,1,NA,121,23,1,NA,10.399999999999999,23,1,NA,7.889999999999999,23,1,NA,1.134,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12531,581,2,26,8,3,1,NA,69,8,1,NA,211,8,1,NA,13.02,8,1,NA,7.909999999999999,8,1,NA,1.35,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12615,9519,2,39,10,2,1,NA,36,10,1,NA,440,10,1,NA,14.219999999999999,10,1,NA,5.87,10,1,NA,19.7611,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12651,7985,2,44,13,3,1,NA,349,13,1,NA,177,13,1,NA,10.590000000000002,13,1,NA,7.830000000000001,13,1,NA,2.2925,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12677,10002,2,56,21,5,NA,NA,133,21,NA,NA,247,21,NA,NA,6.92,21,NA,NA,5.42,21,0,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12709,318,2,87,4,2,NA,NA,8801,4,NA,NA,224,4,NA,NA,9.02,4,NA,NA,6.149999999999999,4,0,NA,34.1415,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12737,546,2,49,27,3,1,NA,126,27,1,NA,157,27,1,NA,9.17,27,1,NA,5.989999999999999,27,1,NA,0.8703,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12789,9387,2,30,10,2,1,NA,36,10,1,NA,406,10,1,NA,13.829999999999998,10,1,NA,5.119999999999998,10,1,NA,14.749600000000001,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12800,7480,2,39,13,4,1,NA,66,13,1,NA,358,13,1,NA,26.950000000000003,13,1,NA,8.749999999999998,13,1,NA,1.017,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12817,3683,2,50,31,3,NA,NA,79,31,NA,NA,170,31,NA,NA,9.89,31,NA,NA,9.360000000000001,31,0,NA,0.9,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12860,2128,2,29,14,6,1,NA,102,14,1,NA,198,14,1,NA,9.56,14,1,NA,8.149999999999999,14,1,NA,1.8,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12861,10586,2,20,8,5,1,NA,54,8,1,NA,166,8,1,NA,9.909999999999997,8,1,NA,5.4799999999999995,8,1,NA,0.6030000000000001,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12897,2881,2,52,5,4,NA,NA,118,5,NA,NA,106,5,NA,NA,5.1499999999999995,5,NA,NA,5.749999999999999,5,0,NA,1.9737,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12964,1804,2,20,28,4,1,NA,32,28,1,NA,96,28,1,NA,4.200000000000001,28,1,NA,4.0200000000000005,28,1,NA,0.1818,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13071,8718,2,60,8,1,NA,NA,11,8,NA,NA,32,8,NA,NA,2.04,8,NA,NA,2.54,8,0,NA,0,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13081,1035,2,40,7,2,1,NA,67,7,1,NA,144,7,1,NA,5.449999999999998,7,1,NA,4.169999999999998,7,1,NA,0.8442000000000001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13093,10527,2,54,30,6,NA,NA,23,30,NA,NA,83,30,NA,NA,5.119999999999998,30,NA,NA,5.499999999999997,30,0,NA,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13187,10735,2,34,23,6,1,NA,206,23,1,NA,170,23,1,NA,7.199999999999999,23,1,NA,6.1,23,1,NA,2.3661000000000003,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13224,7687,2,27,3,6,1,NA,12,3,1,NA,96,3,1,NA,4.719999999999998,3,1,NA,3.98,3,1,NA,1.7937,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13231,10180,2,50,13,1,NA,NA,39,13,NA,NA,60,13,NA,NA,19.41,13,NA,NA,3.7199999999999993,13,0,NA,3.2967,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13260,243,2,63,1,1,NA,NA,57,1,NA,NA,96,1,NA,NA,5.489999999999998,1,NA,NA,5.219999999999998,1,0,NA,1.0368000000000002,1,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13279,11433,2,38,17,1,1,NA,87,17,1,NA,276,17,1,NA,11.43,17,1,NA,8.52,17,1,NA,1.6470000000000002,1,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13305,2878,2,30,5,4,1,NA,107,5,1,NA,88,5,1,NA,5.4399999999999995,5,1,NA,5.309999999999999,5,1,NA,1.08,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13307,2570,2,29,13,1,1,NA,74,13,1,NA,271,13,1,NA,17.319999999999997,13,1,NA,12.209999999999997,13,1,NA,0,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13312,5213,2,21,3,1,1,NA,61,3,1,NA,108,3,1,NA,5.429999999999998,3,1,NA,5.559999999999999,3,1,NA,1.1232,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13313,4511,2,31,31,5,1,NA,130,31,1,NA,74,31,1,NA,3.79,31,1,NA,4.6000000000000005,31,1,NA,1.8809999999999998,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13338,11726,2,22,10,2,1,NA,156,10,1,NA,262,10,1,NA,12.33,10,1,NA,8.840000000000002,10,1,NA,3.42,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13416,2077,2,32,6,2,1,NA,561,6,1,NA,143,6,1,NA,6.749999999999999,6,1,NA,5.679999999999998,6,1,NA,2.5569,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13477,10966,2,65,1,2,NA,NA,67,1,NA,NA,180,1,NA,NA,12.699999999999998,1,NA,NA,9.08,1,0,NA,4.788,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13582,10368,2,30,22,5,1,NA,151,22,1,NA,479,22,1,NA,13.319999999999997,22,1,NA,6.990000000000001,22,1,NA,17.3661,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13594,8442,2,50,18,5,NA,NA,18,18,NA,NA,103,18,NA,NA,6.29,18,NA,NA,5.720000000000001,18,0,NA,1.215,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13601,2957,2,65,18,1,NA,NA,628,18,NA,NA,98,18,NA,NA,5.139999999999999,18,NA,NA,4.430000000000001,18,0,NA,0.6030000000000001,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13647,10984,2,38,8,3,1,NA,74,8,1,NA,437,8,1,NA,16.049999999999997,8,1,NA,7.739999999999998,8,1,NA,16.044,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13674,8857,2,32,4,6,1,NA,51,4,1,NA,82,4,1,NA,6.53,4,1,NA,4.95,4,1,NA,0.6822,0,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13684,3433,2,65,26,7,NA,NA,52,26,NA,NA,142,26,NA,NA,6.37,26,NA,NA,5.969999999999998,26,0,NA,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13706,6434,2,23,27,7,1,NA,116,27,1,NA,288,27,1,NA,13.010000000000002,27,1,NA,10.17,27,1,NA,1.7963999999999998,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13727,5026,2,19,27,3,1,NA,38,27,1,NA,96,27,1,NA,4.760000000000001,27,1,NA,4.739999999999999,27,1,NA,3.3246000000000002,0,11,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13787,8478,2,29,13,1,1,NA,32,13,1,NA,100,13,1,NA,5.979999999999998,13,1,NA,4.5299999999999985,13,1,NA,0.4203,1,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13798,2520,2,35,27,4,1,NA,68,27,1,NA,192,27,1,NA,7.569999999999999,27,1,NA,7.869999999999999,27,1,NA,0.918,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13807,11545,2,60,30,5,NA,NA,57,30,NA,NA,124,30,NA,NA,5.48,30,NA,NA,4.12,30,0,NA,0.5238,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
13890,5082,2,45,25,7,1,NA,51,25,1,NA,123,25,1,NA,6.729999999999998,25,1,NA,5.31,25,1,NA,0.8964,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13920,11375,2,30,25,7,1,NA,69,25,1,NA,105,25,1,NA,7.17,25,1,NA,5.329999999999998,25,1,NA,0.8703,1,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13942,5332,2,45,22,7,1,NA,295,22,1,NA,180,22,1,NA,9.75,22,1,NA,5.14,22,1,NA,1.08,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13992,8499,2,35,2,6,1,NA,83,2,1,NA,248,2,1,NA,64.11999999999999,2,1,NA,8.27,2,1,NA,1.818,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13997,9344,2,31,17,5,1,NA,785,17,1,NA,218,17,1,NA,10.290000000000001,17,1,NA,8.010000000000002,17,1,NA,1.8117000000000005,0,10,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14110,5475,2,22,23,6,1,NA,236,23,1,NA,198,23,1,NA,7.79,23,1,NA,6.429999999999999,23,1,NA,3.1887,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14111,11807,2,26,19,3,1,NA,93,19,1,NA,137,19,1,NA,7.44,19,1,NA,4.929999999999998,19,1,NA,0.6876000000000001,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14150,2136,2,39,14,6,1,NA,67,14,1,NA,129,14,1,NA,6.259999999999999,14,1,NA,5.2,14,1,NA,0.8981999999999999,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14183,5879,2,50,11,6,NA,NA,118,11,NA,NA,178,11,NA,NA,10.04,11,NA,NA,7.13,11,0,NA,1.8252,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14218,7385,2,37,29,5,1,NA,136,29,1,NA,154,29,1,NA,7.050000000000001,29,1,NA,5.389999999999999,29,1,NA,1.1232,0,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14259,7436,2,47,3,6,1,NA,46,3,1,NA,125,3,1,NA,6.85,3,1,NA,5.7700000000000005,3,1,NA,0.8828999999999999,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14273,2455,2,25,11,6,1,NA,71,11,1,NA,166,11,1,NA,7.929999999999999,11,1,NA,7.51,11,1,NA,0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14319,4392,2,52,18,1,NA,NA,50,18,NA,NA,92,18,NA,NA,6.24,18,NA,NA,6.060000000000001,18,0,NA,0.36,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14336,11118,2,25,26,7,1,NA,32,26,1,NA,90,26,1,NA,5.18,26,1,NA,5.219999999999999,26,1,NA,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14344,5227,2,60,30,3,NA,NA,56,30,NA,NA,126,30,NA,NA,7.739999999999999,30,NA,NA,6.379999999999999,30,0,NA,1.35,0,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
