SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_9,adm2_11,adm2_10,adm2_4,adm2_5,adm2_3,adm2_7,adm2_8,adm2_12,adm2_6,adm2_2,adm2_1
6459,755,1,25,1,29,225,19.900000000000002,17.170000000000005,0.36,1,7,0,0,0,0,0,0,1,0,0,0,0,0
6484,9478,1,48,13,114,108,3.34,3.1,0.2425,0,7,0,0,0,0,0,0,1,0,0,0,0,0
6515,6715,1,45,20,138,319,24.19,16.250000000000004,2.26,0,5,0,0,0,0,1,0,0,0,0,0,0,0
6578,2817,1,30,25,87,166,10.179999999999996,9.26,0.9,0,9,1,0,0,0,0,0,0,0,0,0,0,0
6603,1974,1,35,24,58,216,16.860000000000003,13.159999999999998,0.2403,0,10,0,0,1,0,0,0,0,0,0,0,0,0
6680,9060,1,48,17,89,125,6.44,5.219999999999999,0.981,0,2,0,0,0,0,0,0,0,0,0,0,1,0
6732,10069,1,35,8,83,259,15.160000000000002,10.77,0.14400000000000002,0,11,0,1,0,0,0,0,0,0,0,0,0,0
6803,4816,1,60,17,95,114,14.79,7.449999999999998,0.198,0,2,0,0,0,0,0,0,0,0,0,0,1,0
6818,4469,1,35,24,42,73,3.48,3.4299999999999997,2.178,0,9,1,0,0,0,0,0,0,0,0,0,0,0
6913,8975,1,27,8,532,173,13.379999999999994,7.659999999999999,0.117,0,11,0,1,0,0,0,0,0,0,0,0,0,0
6923,7654,1,58,10,136,95,13.24,6.06,18.6,0,12,0,0,0,0,0,0,0,0,1,0,0,0
6930,579,1,22,29,114,192,18.17,16.389999999999997,5.667,0,3,0,0,0,0,0,1,0,0,0,0,0,0
6941,1072,1,55,27,974,331,11.55,7.75,0.878,0,5,0,0,0,0,1,0,0,0,0,0,0,0
7036,4135,1,28,11,36,123,7.209999999999998,4.84,0.738,0,5,0,0,0,0,1,0,0,0,0,0,0,0
7040,9478,1,28,13,105,101,2.96,3,0.9669,0,7,0,0,0,0,0,0,1,0,0,0,0,0
7050,4892,1,36,25,23,90,8.32,5.79,0.45,0,9,1,0,0,0,0,0,0,0,0,0,0,0
7079,8775,1,30,10,10,113,7.020000000000001,6.299999999999999,1.6829999999999998,0,7,0,0,0,0,0,0,1,0,0,0,0,0
7131,3991,1,21,22,178,316,32.050000000000004,18.16,0.9753000000000001,0,11,0,1,0,0,0,0,0,0,0,0,0,0
7143,1985,1,32,8,60,163,12.100000000000001,6.879999999999998,0.297,0,11,0,1,0,0,0,0,0,0,0,0,0,0
7243,11761,1,26,21,242,162,18.669999999999998,12.169999999999995,4.233,0,10,0,0,1,0,0,0,0,0,0,0,0,0
7262,5686,1,27,27,171,161,13.029999999999998,8.709999999999999,1.5057,0,11,0,1,0,0,0,0,0,0,0,0,0,0
7298,7120,1,44,16,86,266,31.07,16.11,0.252,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7305,7836,1,70,20,31,103,6.379999999999999,5.01,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7337,4996,1,45,18,43,97,5.3100000000000005,3.08,1.2024,0,10,0,0,1,0,0,0,0,0,0,0,0,0
7358,1549,1,40,15,59,68,3.78,2.9899999999999998,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
7367,7309,1,18,11,24,132,11.629999999999997,7.609999999999997,0.2916,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7427,8276,1,42,12,99,331,22.75,13.54,0.4554,0,8,0,0,0,0,0,0,0,1,0,0,0,0
7439,10105,1,56,16,229,166,10.849999999999998,7.619999999999999,2.158,0,6,0,0,0,0,0,0,0,0,0,1,0,0
7467,2832,1,27,27,103,238,21.240000000000002,12.649999999999999,0.8460000000000001,0,3,0,0,0,0,0,1,0,0,0,0,0,0
7482,5969,1,25,13,54,136,9.719999999999997,6.93,0.2403,0,6,0,0,0,0,0,0,0,0,0,1,0,0
7486,3611,1,37,2,69,260,11.309999999999999,7.75,1.4220000000000002,0,7,0,0,0,0,0,0,1,0,0,0,0,0
7518,1870,1,55,29,67,192,17.99,12.149999999999997,0.252,0,10,0,0,1,0,0,0,0,0,0,0,0,0
7520,1656,1,18,20,48,137,11.510000000000002,7.089999999999999,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7549,9854,1,21,18,414,108,6.8199999999999985,6.709999999999999,0.7272,0,5,0,0,0,0,1,0,0,0,0,0,0,0
7570,2543,1,30,10,159,109,9.849999999999998,4.619999999999999,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0
7581,528,1,62,9,36,55,11.200000000000001,6.709999999999999,0.5958000000000001,0,8,0,0,0,0,0,0,0,1,0,0,0,0
7590,11849,1,24,14,66,134,7.419999999999999,7.059999999999998,0.279,0,8,0,0,0,0,0,0,0,1,0,0,0,0
7667,7381,1,62,21,89,131,9.6,6.489999999999999,0.234,0,11,0,1,0,0,0,0,0,0,0,0,0,0
7760,11215,1,58,27,36,114,10.22,6.06,0.1773,0,10,0,0,1,0,0,0,0,0,0,0,0,0
7764,4573,1,18,11,63,104,6.619999999999998,5.07,0.594,0,12,0,0,0,0,0,0,0,0,1,0,0,0
7821,7725,1,45,12,36,145,7.619999999999999,2.8099999999999996,0.3123,0,9,1,0,0,0,0,0,0,0,0,0,0,0
7824,11794,1,23,20,137,243,20.35,12.95,3.4856,0,2,0,0,0,0,0,0,0,0,0,0,1,0
7827,9549,1,45,25,37,205,16.14,10.769999999999998,0.5949,0,4,0,0,0,1,0,0,0,0,0,0,0,0
7932,198,1,23,18,225,316,17.779999999999998,13.659999999999998,0.7236000000000001,0,10,0,0,1,0,0,0,0,0,0,0,0,0
7936,8643,1,36,6,203,251,15.5,12.609999999999996,0.5813999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0
7942,6073,1,75,21,420,273,13.369999999999996,8.690000000000001,0.5589,0,12,0,0,0,0,0,0,0,0,1,0,0,0
7997,436,1,42,20,414,142,13.219999999999999,9.03,0.5976,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8048,3989,1,34,13,53,297,25.62,13.479999999999999,0.46,0,6,0,0,0,0,0,0,0,0,0,1,0,0
8053,7514,1,22,6,60,196,14.82,9.069999999999997,0.477,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8055,11861,1,45,20,8,207,5.360000000000001,6.539999999999998,1.9539,0,6,0,0,0,0,0,0,0,0,0,1,0,0
8062,1539,1,65,19,348,317,11.68,9.8,2.6172,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8079,4817,1,19,17,10,97,7.349999999999999,5.03,0.369,0,11,0,1,0,0,0,0,0,0,0,0,0,0
8086,6944,1,24,6,134,302,21.45,12.519999999999998,0.27,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8099,10239,1,21,2,32,108,9.76,5.4,0.05939999999999999,0,6,0,0,0,0,0,0,0,0,0,1,0,0
8117,1367,1,22,21,45,201,27.750000000000004,14.639999999999999,1.5,0,4,0,0,0,1,0,0,0,0,0,0,0,0
8161,4906,1,68,20,66,317,27.250000000000007,14.280000000000001,0.531,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8188,11598,1,27,15,1024,793,20.040000000000003,12.950000000000001,0.6273000000000001,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8215,9779,1,72,25,211,287,14.85,9.37,0.945,0,11,0,1,0,0,0,0,0,0,0,0,0,0
8230,11485,1,64,20,114,174,15.9,9.11,0.28800000000000003,0,2,0,0,0,0,0,0,0,0,0,0,1,0
8241,5003,1,25,8,6727,194,14.59,12.620000000000001,8.043,0,8,0,0,0,0,0,0,0,1,0,0,0,0
8255,8173,1,42,13,180,201,12.260000000000002,8.04,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
8269,3755,1,54,18,76,224,17.009999999999998,10.129999999999997,0.35009999999999997,0,10,0,0,1,0,0,0,0,0,0,0,0,0
8271,11464,1,30,20,75,222,21.38,12.309999999999999,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
8282,5881,1,20,27,80,253,21.49,13.739999999999998,0.117,0,3,0,0,0,0,0,1,0,0,0,0,0,0
8330,5254,1,18,22,44,126,4.830000000000001,5.499999999999998,0.504,0,9,1,0,0,0,0,0,0,0,0,0,0,0
8425,7470,1,60,10,76,217,12.3,9.45,2.4822,0,9,1,0,0,0,0,0,0,0,0,0,0,0
8482,604,1,32,29,76,262,19.82,11.67,0.435,0,3,0,0,0,0,0,1,0,0,0,0,0,0
8505,3558,1,34,18,46,157,7.880000000000001,5.2799999999999985,7.414299999999999,0,12,0,0,0,0,0,0,0,0,1,0,0,0
8557,10573,1,66,12,445,246,19.110000000000003,10.76,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
8592,5036,1,30,8,59,171,15.13,9.479999999999999,2.2734,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8628,10726,1,56,24,43,288,15.840000000000002,9.93,0.4536,0,11,0,1,0,0,0,0,0,0,0,0,0,0
8638,10545,1,55,24,66,114,7.13,6.709999999999999,0.4878,0,12,0,0,0,0,0,0,0,0,1,0,0,0
8661,4452,1,50,17,51,123,9.949999999999998,8.549999999999999,0.28800000000000003,0,2,0,0,0,0,0,0,0,0,0,0,1,0
8665,1338,1,57,2,13,101,6.0200000000000005,7.29,0.414,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8688,7716,1,70,15,42,117,8.29,5.7299999999999995,0.5418000000000001,0,4,0,0,0,1,0,0,0,0,0,0,0,0
8708,9931,1,65,12,72,294,24.600000000000005,14.62,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
8749,4545,1,23,16,178,216,11.979999999999999,10.849999999999994,1.4634000000000003,0,12,0,0,0,0,0,0,0,0,1,0,0,0
8750,5977,1,50,2,49,122,5.069999999999999,5.829999999999999,0.198,0,6,0,0,0,0,0,0,0,0,0,1,0,0
8763,5253,1,30,20,69,138,13.8,9.27,0.72,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8792,2848,1,65,21,125,76,3.01,2.9200000000000004,0.622,0,3,0,0,0,0,0,1,0,0,0,0,0,0
8806,10430,1,36,19,151,428,31.339999999999996,17.11,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
8863,9269,1,38,13,55,168,13.690000000000003,8.339999999999998,0.9271,0,6,0,0,0,0,0,0,0,0,0,1,0,0
8881,6238,1,31,22,181,101,8.870000000000001,6.1499999999999995,0.37800000000000006,0,9,1,0,0,0,0,0,0,0,0,0,0,0
8904,11034,1,47,24,68,93,6.3100000000000005,5.619999999999999,0.8625,0,12,0,0,0,0,0,0,0,0,1,0,0,0
8917,11274,1,45,13,607,93,8.040000000000001,3.0599999999999996,2.3229,0,7,0,0,0,0,0,0,1,0,0,0,0,0
8928,432,1,18,14,38,136,14.81,9.3,0.945,0,4,0,0,0,1,0,0,0,0,0,0,0,0
8974,6713,1,31,18,54,119,8.599999999999998,8.85,2.4912,0,12,0,0,0,0,0,0,0,0,1,0,0,0
9003,8876,1,25,14,1164,997,19.099999999999998,13.100000000000001,1.602,0,7,0,0,0,0,0,0,1,0,0,0,0,0
9008,5340,1,54,22,47,151,8.599999999999998,5.069999999999999,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0
9020,9162,1,27,17,122,96,9.09,6.45,0.63,0,5,0,0,0,0,1,0,0,0,0,0,0,0
9059,4609,1,37,8,103,417,31.010000000000005,20.34,0.5337,0,9,1,0,0,0,0,0,0,0,0,0,0,0
9113,1669,1,24,14,45,593,17.560000000000002,8.399999999999999,22.919399999999996,0,5,0,0,0,0,1,0,0,0,0,0,0,0
9160,1683,1,18,8,43,162,10.58,6.989999999999999,0.297,0,11,0,1,0,0,0,0,0,0,0,0,0,0
9302,619,1,40,13,113,278,23.89,16.839999999999996,0.513,0,6,0,0,0,0,0,0,0,0,0,1,0,0
9306,8496,1,58,20,20,762,7.140000000000001,6.109999999999999,7.85385,0,6,0,0,0,0,0,0,0,0,0,1,0,0
9324,6307,1,32,15,67,112,8.5,2.8000000000000003,0.23490000000000005,0,6,0,0,0,0,0,0,0,0,0,1,0,0
9341,2846,1,40,21,203,265,18.510000000000005,10.979999999999999,0.916,0,3,0,0,0,0,0,1,0,0,0,0,0,0
9365,10118,1,32,22,702,466,28.23,16.520000000000003,0.693,0,4,0,0,0,1,0,0,0,0,0,0,0,0
9431,946,1,50,27,104,170,31.029999999999998,12.81,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
9499,1892,1,60,28,148,169,15.129999999999999,8.729999999999999,0.4554,0,11,0,1,0,0,0,0,0,0,0,0,0,0
9504,9238,1,21,11,113,258,21.82,15.579999999999998,9.2835,0,9,1,0,0,0,0,0,0,0,0,0,0,0
9531,1439,1,65,22,26,234,7.8100000000000005,10.73,0.945,0,9,1,0,0,0,0,0,0,0,0,0,0,0
9561,3472,1,30,23,24,130,10.9,8.129999999999999,0.2268,0,4,0,0,0,1,0,0,0,0,0,0,0,0
9579,1291,1,38,21,149,132,5.959999999999999,5.39,1.1448,0,10,0,0,1,0,0,0,0,0,0,0,0,0
9620,7876,1,75,17,61,228,14.68,11.04,1.0692,0,5,0,0,0,0,1,0,0,0,0,0,0,0
9793,6256,1,28,25,58,109,8.099999999999998,6.44,0.28800000000000003,0,11,0,1,0,0,0,0,0,0,0,0,0,0
9797,5395,1,62,21,40,216,19.87,12.33,3.6990000000000003,0,6,0,0,0,0,0,0,0,0,0,1,0,0
9808,8640,1,40,20,71,206,17.71,10.57,0.45,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9818,11409,1,45,25,66,198,17.439999999999998,10.549999999999999,1.3370000000000002,0,9,1,0,0,0,0,0,0,0,0,0,0,0
9861,321,1,45,17,168,380,28.99,16.299999999999997,1.5120000000000002,0,2,0,0,0,0,0,0,0,0,0,0,1,0
9915,6404,1,20,6,776,202,15.089999999999996,8.059999999999997,0.685,0,7,0,0,0,0,0,0,1,0,0,0,0,0
9916,2748,1,25,28,86,109,6.01,4.039999999999999,1.35,0,7,0,0,0,0,0,0,1,0,0,0,0,0
9978,8050,1,33,18,95,98,6.25,6.749999999999999,0.9927,0,5,0,0,0,0,1,0,0,0,0,0,0,0
9998,6336,1,55,23,86,179,14.530000000000001,10.600000000000001,0.37800000000000006,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10073,7886,1,30,28,97,119,6.72,7.14,0.6372,0,10,0,0,1,0,0,0,0,0,0,0,0,0
10077,9408,1,48,10,69,515,30.63,20.38,0.7290000000000001,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10113,9238,1,19,11,106,231,20.939999999999998,15.109999999999998,9.2835,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10250,7269,1,53,17,20,51,3.09,3.39,0.243,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10256,11794,1,18,20,129,224,18.6,11.74,3.4856,0,2,0,0,0,0,0,0,0,0,0,0,1,0
10315,8453,1,32,13,19,274,16.619999999999997,9.02,0.4554,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10316,26,1,35,28,32,105,11.019999999999998,5.629999999999999,0.3024,0,12,0,0,0,0,0,0,0,0,1,0,0,0
10340,10127,1,37,20,52,227,19.509999999999998,11.99,0.4848,0,7,0,0,0,0,0,0,1,0,0,0,0,0
10350,11636,1,35,28,113,278,15.360000000000001,8.16,2.268,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10357,11019,1,32,14,91,270,35.82,18.179999999999996,3.2228,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10361,7710,1,55,19,88,237,19.58,12.86,0.018,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10362,2510,1,45,22,94,157,14.79,13.319999999999999,5.368499999999999,0,12,0,0,0,0,0,0,0,0,1,0,0,0
10400,2767,1,60,21,95,206,14.05,8.52,0.1368,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10424,9619,1,38,16,87,280,22.96,13.89,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10451,7737,1,62,22,966,589,32,19.389999999999997,1.134,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10488,5565,1,18,21,69,146,13.780000000000001,9.809999999999999,0.198,0,3,0,0,0,0,0,1,0,0,0,0,0,0
10493,89,1,25,16,73,266,22.61,14.099999999999998,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10519,2465,1,22,16,160,261,16.439999999999998,10.789999999999997,0.7915999999999999,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10593,3989,1,28,13,52,277,23.620000000000005,12.479999999999997,0.46,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10622,5763,1,22,16,516,259,17.349999999999998,8.54,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10640,8655,1,47,15,161,327,20.93,13.989999999999998,4.1861999999999995,0,6,0,0,0,0,0,0,0,0,0,1,0,0
10647,1161,1,36,12,87,254,29.72999999999999,18.090000000000007,0.7013999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10673,1113,1,49,4,190,212,14.77,9.67,1.395,0,7,0,0,0,0,0,0,1,0,0,0,0,0
10715,198,1,46,18,156,304,19.18,14.629999999999997,0.7236000000000001,0,10,0,0,1,0,0,0,0,0,0,0,0,0
10739,2793,1,22,11,81,468,29.18,16.439999999999998,0.4824,0,5,0,0,0,0,1,0,0,0,0,0,0,0
10743,7659,1,23,18,21,89,4.399999999999999,5.41,0.2367,0,12,0,0,0,0,0,0,0,0,1,0,0,0
10746,1213,1,45,21,150,179,9.11,8.299999999999999,0.513,0,1,0,0,0,0,0,0,0,0,0,0,0,1
10747,9524,1,42,14,44,166,14.530000000000001,9.199999999999998,0.6048,0,9,1,0,0,0,0,0,0,0,0,0,0,0
10796,10683,1,60,14,108,285,35.589999999999996,17.95,0.423,0,10,0,0,1,0,0,0,0,0,0,0,0,0
10831,10062,1,55,20,49,402,36.949999999999996,20.200000000000003,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
10885,3343,1,76,24,190,155,10.56,6.43,0.6543000000000001,0,11,0,1,0,0,0,0,0,0,0,0,0,0
10959,5317,1,46,18,6,139,4.86,3.1099999999999994,5.2349,0,12,0,0,0,0,0,0,0,0,1,0,0,0
11024,4485,1,50,25,108,197,18.110000000000003,20.57,8.46,0,9,1,0,0,0,0,0,0,0,0,0,0,0
11123,8173,1,40,13,10,28,1.7400000000000002,1.4800000000000002,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
11275,10645,1,44,15,154,228,28.329999999999995,12.859999999999998,0.2925,0,6,0,0,0,0,0,0,0,0,0,1,0,0
11312,4930,1,35,20,19,33,1.5100000000000002,1.0100000000000002,0.099,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11320,6229,1,42,19,138,163,13.629999999999999,9.38,0.297,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11326,7063,1,30,12,172,189,10.97,8.940000000000001,0.7020000000000001,0,10,0,0,1,0,0,0,0,0,0,0,0,0
11328,11886,1,34,9,90,273,12.89,9.869999999999997,1.3050000000000002,0,8,0,0,0,0,0,0,0,1,0,0,0,0
11331,7458,1,65,15,134,236,20.000000000000004,11.479999999999997,0.1431,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11335,2431,1,35,1,70,112,8.589999999999998,8.899999999999999,0,1,7,0,0,0,0,0,0,1,0,0,0,0,0
11351,8217,1,53,15,16,101,4.920000000000001,4.61,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0
11394,7737,1,25,22,963,557,30.25,17.270000000000003,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11407,6462,1,75,17,1273,173,20.93,6.78,1.2672,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11418,2037,1,50,26,88,188,13.040000000000001,10.25,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
11447,3300,1,46,14,242,53,10.59,3.35,0.6246,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11453,10239,1,28,2,33,97,7.969999999999999,5.26,0.05939999999999999,0,6,0,0,0,0,0,0,0,0,0,1,0,0
11467,11019,1,60,14,83,202,26,12.129999999999999,3.2228,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11544,6443,1,36,24,2985,257,20.019999999999996,16.589999999999996,4.503,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11596,11349,1,38,19,290,180,12.240000000000002,11.089999999999998,0.666,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11609,3755,1,38,18,49,89,8.08,4.619999999999999,0.35009999999999997,0,10,0,0,1,0,0,0,0,0,0,0,0,0
11667,4429,1,54,24,780,198,20.78,14.690000000000001,4.704000000000001,0,12,0,0,0,0,0,0,0,0,1,0,0,0
11917,9132,1,29,20,161,121,11.309999999999999,7.7,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
11931,7876,1,30,17,78,266,17.02,13.47,1.0692,0,5,0,0,0,0,1,0,0,0,0,0,0,0
11955,10138,1,64,19,825,167,20.790000000000003,11.609999999999998,4.282,0,2,0,0,0,0,0,0,0,0,0,0,1,0
11964,3076,1,71,23,172,169,16.770000000000003,10.219999999999995,0.37800000000000006,0,11,0,1,0,0,0,0,0,0,0,0,0,0
11991,10433,1,66,14,81,145,22.55,11.45,0.015,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12037,9350,1,29,18,11,127,6.1899999999999995,7.309999999999999,0.49950000000000006,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12050,11412,1,62,16,47,144,6.699999999999999,6.52,3.0906,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12079,10013,1,38,19,81,139,11.98,6.949999999999999,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
12085,3268,1,65,24,74,48,2.0300000000000002,1.97,0.7,0,9,1,0,0,0,0,0,0,0,0,0,0,0
12105,5145,1,35,14,68,219,15.79,9.14,0.153,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12138,3900,1,38,17,395,202,11.149999999999999,8.11,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12204,8975,1,70,8,468,173,13.42,7.93,0.117,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12206,3801,1,44,27,25,79,9.61,5.68,1.227,0,5,0,0,0,0,1,0,0,0,0,0,0,0
12237,5134,1,32,14,70,198,21.57,11.819999999999999,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12333,11673,1,26,28,27,99,7.779999999999999,7.009999999999999,0.5022,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12353,3006,1,52,26,73,81,3.8599999999999994,4.939999999999999,2.1037999999999997,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12377,1537,1,31,16,329,303,27.29,14.749999999999998,0.27,0,4,0,0,0,1,0,0,0,0,0,0,0,0
12402,6872,1,21,28,173,177,12.9,7.4799999999999995,0.882,0,3,0,0,0,0,0,1,0,0,0,0,0,0
12407,5955,1,38,11,122,3946,22.44,13.739999999999998,11.8585,0,9,1,0,0,0,0,0,0,0,0,0,0,0
12431,4128,1,44,24,11,172,17.99,10.030000000000001,0.909,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12520,3989,1,66,13,30,101,8.589999999999998,3.929999999999999,0.42810000000000004,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12541,432,1,60,14,21,116,10.52,7.57,1.9638,0,4,0,0,0,1,0,0,0,0,0,0,0,0
12552,5831,1,38,9,31,173,16.09,9.719999999999999,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
12569,9639,1,60,20,43,177,17.089999999999996,11.979999999999999,0.8382000000000001,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12571,10850,1,23,7,115,274,20.16,15.209999999999997,0.3879,1,11,0,1,0,0,0,0,0,0,0,0,0,0
12574,450,1,50,11,74,282,20.63,13.529999999999998,0.8081999999999999,0,5,0,0,0,0,1,0,0,0,0,0,0,0
12608,7705,1,43,6,59,160,13.799999999999999,10.149999999999999,0.19079999999999997,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12621,1282,1,30,18,99,96,7.35,4.47,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
12624,10373,1,40,21,106,199,13.04,8.219999999999999,0.8926,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12684,7124,1,55,18,38,148,13.53,8.729999999999999,0.315,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12692,10773,1,36,29,80,263,12.120000000000001,9.969999999999999,1.935,0,5,0,0,0,0,1,0,0,0,0,0,0,0
12696,2356,1,64,24,237,156,7.9099999999999975,7.399999999999999,1.2276,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12794,3820,1,45,6,300,208,18.8,11.49,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12814,10164,1,42,13,49,184,13.41,8.41,0.2916,0,2,0,0,0,0,0,0,0,0,0,0,1,0
12839,8150,1,55,6,505,329,17.11,10.6,1.2060000000000002,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12890,2941,1,50,12,794,155,5.76,2.81,0.1935,0,10,0,0,1,0,0,0,0,0,0,0,0,0
12898,2204,1,55,15,103,195,10.899999999999999,8.43,2.005,0,12,0,0,0,0,0,0,0,0,1,0,0,0
12911,7941,1,45,31,463,250,17.47,10.109999999999996,0.252,0,6,0,0,0,0,0,0,0,0,0,1,0,0
12924,7470,1,26,10,59,191,12.04,9.759999999999996,2.4822,0,9,1,0,0,0,0,0,0,0,0,0,0,0
12931,5686,1,20,27,123,125,10.719999999999997,7.6099999999999985,0.5760000000000001,0,11,0,1,0,0,0,0,0,0,0,0,0,0
12965,7750,1,27,26,18,138,13.559999999999997,10.189999999999998,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
12994,7252,1,65,4,161,112,6.5,6.029999999999999,0.37800000000000006,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13021,10148,1,50,16,241,246,19.990000000000002,11.409999999999997,1.1916000000000002,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13039,2593,1,25,20,1028,374,23.259999999999994,14.199999999999998,0.4554,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13074,5571,1,49,22,52,198,18.160000000000004,9.780000000000001,0.37440000000000007,0,11,0,1,0,0,0,0,0,0,0,0,0,0
13103,10881,1,23,4,74,119,14.239999999999998,6.709999999999999,0.8055,0,3,0,0,0,0,0,1,0,0,0,0,0,0
13110,9705,1,22,8,94,140,11.980000000000002,8.98,0.45,0,7,0,0,0,0,0,0,1,0,0,0,0,0
13124,3011,1,45,11,71,464,38.099999999999994,22.169999999999998,0.4554,0,5,0,0,0,0,1,0,0,0,0,0,0,0
13210,7519,1,32,18,95,293,18.019999999999996,9.119999999999997,0.5823,0,1,0,0,0,0,0,0,0,0,0,0,0,1
13237,11009,1,38,19,45,234,18.32,12.33,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
13268,10457,1,49,16,77,354,23.139999999999997,12.609999999999998,0.459,0,12,0,0,0,0,0,0,0,0,1,0,0,0
13323,4170,1,22,10,285,286,21.209999999999994,14.760000000000002,1.1925,0,9,1,0,0,0,0,0,0,0,0,0,0,0
13328,10287,1,20,29,110,222,17.609999999999996,12.229999999999999,0.2232,0,10,0,0,1,0,0,0,0,0,0,0,0,0
13357,358,1,45,15,43,161,13.909999999999998,8.259999999999998,0.3879,0,6,0,0,0,0,0,0,0,0,0,1,0,0
13362,3242,1,24,19,55,188,16.83,12.599999999999998,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
13371,5366,1,45,19,64,202,15.42,11.700000000000001,0.8496000000000001,0,5,0,0,0,0,1,0,0,0,0,0,0,0
13392,3910,1,42,18,45,113,11.379999999999999,6.979999999999999,0.405,0,11,0,1,0,0,0,0,0,0,0,0,0,0
