SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_9,adm2_11,adm2_10,adm2_4,adm2_5,adm2_3,adm2_7,adm2_8,adm2_12,adm2_6,adm2_2,adm2_1
1989,2492,1,65,27,205,167,20.31,12.33,1.7982000000000002,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2002,5995,1,36,30,45,164,10.23,8.040000000000001,0.86,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2034,500,1,58,18,53,75,5.53,4.339999999999998,0.38159999999999994,0,10,0,0,1,0,0,0,0,0,0,0,0,0
2074,5346,1,55,2,47,177,14.569999999999997,10.28,0.4554,0,3,0,0,0,0,0,1,0,0,0,0,0,0
2115,11109,1,45,6,574,213,9.82,6.769999999999999,1.243,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2148,5386,1,20,20,155,270,14.6,9.88,0.45,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2244,3533,1,45,21,65,170,10.170000000000002,6.049999999999999,0.37440000000000007,0,6,0,0,0,0,0,0,0,0,0,1,0,0
2303,11819,1,30,6,88,178,16.859999999999996,12.069999999999997,4.851,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2318,5711,1,20,24,29,59,4.879999999999999,4.809999999999999,0.3168,0,10,0,0,1,0,0,0,0,0,0,0,0,0
2324,4468,1,50,29,49,208,14.82,10.18,4.356,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2382,7193,1,61,19,188,157,14.539999999999997,10.609999999999998,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2404,387,1,80,11,508,111,9.649999999999999,8.069999999999999,0.0828,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2417,10847,1,32,18,24,106,13.629999999999997,8.659999999999997,0.1206,0,12,0,0,0,0,0,0,0,0,1,0,0,0
2420,6493,1,75,25,24,142,10.78,6.37,0.585,0,6,0,0,0,0,0,0,0,0,0,1,0,0
2484,2547,1,53,27,599,107,15.169999999999998,8.049999999999999,0.8460000000000001,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2497,7042,1,21,20,880,185,14.249999999999998,10.31,0.3033,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2501,715,1,40,20,313,139,11.190000000000001,7.01,0.37800000000000006,0,1,0,0,0,0,0,0,0,0,0,0,0,1
2535,430,1,18,16,27,77,7.76,5.909999999999999,0.317,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2594,11792,1,39,30,32,81,3.9799999999999995,3.3400000000000003,3.5949999999999998,0,5,0,0,0,0,1,0,0,0,0,0,0,0
2596,5330,1,54,8,83,165,16.91,10.349999999999998,0.3186,0,7,0,0,0,0,0,0,1,0,0,0,0,0
2598,5392,1,50,8,77,147,13.139999999999999,8.28,0.252,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2665,2770,1,62,14,474,276,12.449999999999998,8.719999999999999,3.137,0,9,1,0,0,0,0,0,0,0,0,0,0,0
2699,3364,1,42,21,126,172,13.119999999999997,9.419999999999998,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
2748,8077,1,60,11,109,233,16.770000000000003,10.789999999999997,1.7137,0,8,0,0,0,0,0,0,0,1,0,0,0,0
2771,19,1,40,21,60,272,22.08,13.68,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
2773,1161,1,70,12,66,244,29.25,17.98,0.7013999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0
2845,2946,1,23,13,148,387,20.23,12.209999999999999,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2849,341,1,19,22,103,242,18.710000000000008,12.609999999999998,0.2691,0,10,0,0,1,0,0,0,0,0,0,0,0,0
2871,886,1,18,20,56,230,24.359999999999996,15.409999999999998,1.4418,0,2,0,0,0,0,0,0,0,0,0,0,1,0
2875,10287,1,60,29,101,168,14.070000000000002,9.76,0.2232,0,10,0,0,1,0,0,0,0,0,0,0,0,0
2933,1655,1,37,25,5,112,11.729999999999997,6.379999999999999,0,0,11,0,1,0,0,0,0,0,0,0,0,0,0
2971,2452,1,35,21,75,181,14.859999999999998,12.949999999999998,0.7272,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3028,3765,1,72,23,200,361,24.589999999999996,14.120000000000001,0.9918,0,11,0,1,0,0,0,0,0,0,0,0,0,0
3075,2939,1,39,11,33,91,6.16,7.17,1.3455,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3082,3934,1,43,20,122,206,15.03,9.1,0.63,0,4,0,0,0,1,0,0,0,0,0,0,0,0
3118,2759,1,56,17,71,158,9.069999999999999,8.44,0.6264,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3143,9002,1,45,13,119,190,38.21,18.520000000000003,0.6408,0,5,0,0,0,0,1,0,0,0,0,0,0,0
3164,9147,1,18,26,6,122,6.999999999999999,3.51,4.9327,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3187,1111,1,32,21,34,140,5.040000000000001,4.849999999999999,0.72,0,5,0,0,0,0,1,0,0,0,0,0,0,0
3208,1507,1,35,12,422,200,10.98,8.749999999999998,1.4409,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3221,8925,1,50,10,26,167,18.139999999999997,6.859999999999999,0.55,0,9,1,0,0,0,0,0,0,0,0,0,0,0
3227,2400,1,30,25,145,213,8.46,6.29,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3259,3755,1,25,18,99,289,19.36,11.329999999999998,0.35009999999999997,0,10,0,0,1,0,0,0,0,0,0,0,0,0
3271,7740,1,38,12,192,243,18.310000000000002,11.559999999999999,1.67,0,10,0,0,1,0,0,0,0,0,0,0,0,0
3329,5254,1,22,22,52,140,5.279999999999999,5.919999999999999,0.504,0,9,1,0,0,0,0,0,0,0,0,0,0,0
3350,8169,1,35,18,39,138,8.359999999999998,9.759999999999998,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3351,1897,1,34,18,100,186,19.89,12.069999999999999,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
3359,11251,1,18,16,37,152,11.04,8.1,0,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3372,9655,1,47,12,146,176,5.49,6.479999999999999,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3543,6935,1,51,17,88,95,13.48,9.68,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
3561,8631,1,40,1,341,91,12.530000000000001,6.459999999999999,0.297,1,7,0,0,0,0,0,0,1,0,0,0,0,0
3580,2427,1,33,19,1187,574,9.929999999999998,5.880000000000001,2.0025,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3663,2115,1,35,8,29,144,14.470000000000002,9.090000000000002,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3670,9984,1,28,16,221,483,29.469999999999995,16.630000000000003,0.7915999999999999,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3679,3977,1,48,22,140,205,15.200000000000001,6.89,4.0487,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3694,5986,1,68,2,122,257,18.52,8.82,0.234,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3752,1234,1,58,10,38,143,13.709999999999997,8.61,0.7946000000000001,0,9,1,0,0,0,0,0,0,0,0,0,0,0
3801,7092,1,35,13,108,283,21.1,13.430000000000001,2.5403000000000002,0,6,0,0,0,0,0,0,0,0,0,1,0,0
3836,7098,1,54,22,170,255,15.280000000000001,10.49,0.712,0,10,0,0,1,0,0,0,0,0,0,0,0,0
3847,6554,1,36,18,1970,194,12.97,8.599999999999998,0,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3927,6649,1,60,26,339,247,25.990000000000006,17.49,0.207,0,7,0,0,0,0,0,0,1,0,0,0,0,0
3951,72,1,51,15,36,77,5.209999999999999,5.599999999999999,0,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3957,3966,1,63,22,4856,228,22.05,16.870000000000005,6.03,0,9,1,0,0,0,0,0,0,0,0,0,0,0
3969,2204,1,25,15,99,190,11.419999999999998,8.870000000000001,2.005,0,12,0,0,0,0,0,0,0,0,1,0,0,0
3970,6473,1,26,13,43,239,18.250000000000004,13.869999999999997,0.2313,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4041,10266,1,18,20,304,343,11.799999999999999,8.309999999999999,0.37800000000000006,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4055,6823,1,27,2,74,68,2.9299999999999993,2.4499999999999993,0.315,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4066,869,1,19,28,26,144,13.279999999999998,8.239999999999998,0.8136000000000001,0,12,0,0,0,0,0,0,0,0,1,0,0,0
4087,3205,1,19,23,56,180,15.679999999999998,10.01,0.06570000000000001,0,6,0,0,0,0,0,0,0,0,0,1,0,0
4122,6935,1,19,17,73,68,9.349999999999998,6.559999999999999,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
4125,2891,1,35,15,1278,344,29.81,18.94,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0
4128,5626,1,52,4,64,135,15.759999999999998,6.849999999999999,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0
4209,10847,1,68,18,31,156,18.97,12.67,0.1206,0,12,0,0,0,0,0,0,0,0,1,0,0,0
4214,6717,1,68,12,77,203,24.390000000000004,11.02,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
4224,4775,1,52,25,21,52,20.53,8.159999999999997,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4288,7614,1,21,20,28,140,9.189999999999998,6.1499999999999995,0.37800000000000006,0,11,0,1,0,0,0,0,0,0,0,0,0,0
4360,9732,1,38,11,52,334,33.68,16.97,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
4382,9020,1,55,7,21,278,21.019999999999996,14.559999999999997,1.4274,1,9,1,0,0,0,0,0,0,0,0,0,0,0
4391,5763,1,55,16,239,84,7.710000000000001,3.9199999999999995,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4392,11832,1,65,4,32,99,7.1499999999999995,6.009999999999999,0.468,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4405,934,1,64,6,334,171,15.989999999999998,8.319999999999999,0.4653,0,3,0,0,0,0,0,1,0,0,0,0,0,0
4451,1494,1,20,8,65,157,11.729999999999997,8.329999999999998,0.6324,0,11,0,1,0,0,0,0,0,0,0,0,0,0
4459,8205,1,43,18,979,237,15.08,10.430000000000001,1.3604,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4463,5010,1,46,19,35,325,31.28,19.119999999999997,2.4966,0,5,0,0,0,0,1,0,0,0,0,0,0,0
4484,1892,1,26,28,132,110,8.11,5.12,0.4554,0,11,0,1,0,0,0,0,0,0,0,0,0,0
4485,7197,1,30,21,70,152,7.78,7.559999999999999,0.477,0,10,0,0,1,0,0,0,0,0,0,0,0,0
4545,10204,1,70,15,34,131,4.819999999999999,4.77,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0
4552,4207,1,75,22,32,162,12.87,9.26,0.18900000000000003,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4615,10088,1,32,17,165,215,15.469999999999995,8.98,2.2166,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4626,7730,1,53,18,152,198,15.209999999999999,9.72,0.7,0,6,0,0,0,0,0,0,0,0,0,1,0,0
4645,7730,1,18,18,85,167,14.93,10.290000000000001,1.26,0,6,0,0,0,0,0,0,0,0,0,1,0,0
4657,6807,1,20,25,120,200,18.909999999999997,12.01,4.434,0,6,0,0,0,0,0,0,0,0,0,1,0,0
4692,9489,1,23,1,322,130,15.379999999999999,7.14,0,1,6,0,0,0,0,0,0,0,0,0,1,0,0
4727,6218,1,22,21,83,282,14.889999999999999,8.88,0.342,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4731,7048,1,39,21,126,267,13.08,7.059999999999999,0.8094,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4737,7722,1,20,23,66,372,20.26,13.859999999999996,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4743,7252,1,30,4,179,126,7.26,6.940000000000001,0.37800000000000006,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4781,9886,1,52,13,21,85,7.649999999999999,4.27,1.3302,0,5,0,0,0,0,1,0,0,0,0,0,0,0
4786,2951,1,70,4,56,239,10.280000000000001,7.979999999999999,0.522,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4793,1175,1,55,26,103,295,18.470000000000002,11.679999999999998,0.945,0,7,0,0,0,0,0,0,1,0,0,0,0,0
4817,3472,1,28,23,24,95,7.149999999999999,6.119999999999999,0.2268,0,4,0,0,0,1,0,0,0,0,0,0,0,0
4845,8093,1,38,10,115,213,16.56,10.679999999999998,0.333,0,11,0,1,0,0,0,0,0,0,0,0,0,0
4847,7315,1,38,27,20,48,3.3,3.25,1.0230000000000001,0,5,0,0,0,0,1,0,0,0,0,0,0,0
4873,4329,1,60,13,39,1170,18.240000000000002,10.94,13.205,0,12,0,0,0,0,0,0,0,0,1,0,0,0
4887,614,1,35,14,39,159,15.560000000000002,8.389999999999999,0.021,0,10,0,0,1,0,0,0,0,0,0,0,0,0
4928,3664,1,55,2,151,152,8.07,5.349999999999999,0.171,0,6,0,0,0,0,0,0,0,0,0,1,0,0
4959,9956,1,65,5,185,143,10.12,7.009999999999999,1.0708,0,1,0,0,0,0,0,0,0,0,0,0,0,1
4976,11363,1,65,4,183,261,22.490000000000002,14.169999999999998,1.7820000000000005,0,3,0,0,0,0,0,1,0,0,0,0,0,0
5003,6577,1,70,28,41,199,14.589999999999998,8.779999999999998,1.4877,0,11,0,1,0,0,0,0,0,0,0,0,0,0
5038,6958,1,35,15,84,198,13.990000000000002,9.53,0.945,0,2,0,0,0,0,0,0,0,0,0,0,1,0
5168,8594,1,29,15,30,138,8.32,8.53,6.339600000000001,0,2,0,0,0,0,0,0,0,0,0,0,1,0
5198,9172,1,43,28,37,1104,9.559999999999999,7.1899999999999995,10.0944,0,12,0,0,0,0,0,0,0,0,1,0,0,0
5248,451,1,50,12,951,156,10.780000000000001,7.46,1.17,0,7,0,0,0,0,0,0,1,0,0,0,0,0
5287,8337,1,26,19,60,467,28.380000000000003,16.85,0.7263000000000001,0,2,0,0,0,0,0,0,0,0,0,0,1,0
5326,7672,1,22,29,92,159,10.100000000000001,10.719999999999999,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
5347,2204,1,40,15,101,192,10.75,8.36,2.005,0,12,0,0,0,0,0,0,0,0,1,0,0,0
5409,7715,1,45,2,41,200,14.649999999999997,9.089999999999998,0.2268,0,3,0,0,0,0,0,1,0,0,0,0,0,0
5440,4734,1,19,11,26,225,16.79,8.92,0.5271,0,9,1,0,0,0,0,0,0,0,0,0,0,0
5444,10287,1,30,29,110,157,11.41,8.96,0.2232,0,10,0,0,1,0,0,0,0,0,0,0,0,0
5451,7665,1,28,27,71,162,16.990000000000002,10.399999999999999,1.2141000000000002,0,10,0,0,1,0,0,0,0,0,0,0,0,0
5485,6899,1,30,29,691,237,30.990000000000002,12.829999999999998,0.612,0,5,0,0,0,0,1,0,0,0,0,0,0,0
5570,2783,1,57,11,74,138,8.020000000000001,5.43,2.9943,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5578,9852,1,22,12,138,251,17.76,12.139999999999999,0.477,0,9,1,0,0,0,0,0,0,0,0,0,0,0
5610,3658,1,70,23,22,132,9.690000000000001,6.6899999999999995,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5659,4119,1,41,10,194,64,6.999999999999998,4.219999999999999,0.8901,0,9,1,0,0,0,0,0,0,0,0,0,0,0
5663,535,1,62,23,1701,262,24.27,13.55,4.429,0,4,0,0,0,1,0,0,0,0,0,0,0,0
5729,8186,1,48,10,79,80,5.959999999999999,3.7099999999999995,0.14,0,11,0,1,0,0,0,0,0,0,0,0,0,0
5849,5422,1,25,15,152,135,7.420000000000001,5.8599999999999985,0.829,0,3,0,0,0,0,0,1,0,0,0,0,0,0
5889,9857,1,40,23,31,258,16.900000000000002,9.620000000000001,0.243,0,9,1,0,0,0,0,0,0,0,0,0,0,0
5897,4541,1,21,13,59,181,14.899999999999999,7.879999999999999,0.4076999999999999,0,6,0,0,0,0,0,0,0,0,0,1,0,0
5959,7188,1,24,18,56,193,12.84,12.889999999999999,0.5364,0,12,0,0,0,0,0,0,0,0,1,0,0,0
6148,7974,1,37,27,54,192,26.639999999999997,13.54,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0
6165,3842,1,68,16,91,89,8.3,6.460000000000001,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
6183,5886,1,18,2,21,57,4.179999999999998,3.64,0.414,0,6,0,0,0,0,0,0,0,0,0,1,0,0
6203,8497,1,60,2,37,116,8.379999999999999,7.98,0.207,0,7,0,0,0,0,0,0,1,0,0,0,0,0
6265,6944,1,60,6,113,228,15.599999999999998,9.110000000000001,0.27,0,7,0,0,0,0,0,0,1,0,0,0,0,0
6271,7441,1,59,28,403,80,5.39,3.75,1.152,0,7,0,0,0,0,0,0,1,0,0,0,0,0
6286,1274,1,19,23,386,287,23,14.93,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0
6290,9223,1,25,20,5,276,4.56,5.219999999999999,2.6838,0,6,0,0,0,0,0,0,0,0,0,1,0,0
6299,9473,1,31,27,73,308,30.189999999999998,18.09,2.5182,0,11,0,1,0,0,0,0,0,0,0,0,0,0
6306,1611,1,23,15,54,148,9.360000000000001,6.559999999999999,1.5997999999999999,0,3,0,0,0,0,0,1,0,0,0,0,0,0
6312,9049,1,28,14,84,103,9.71,8.87,3.96,0,8,0,0,0,0,0,0,0,1,0,0,0,0
6315,10299,1,45,12,30,152,14.270000000000001,9.429999999999998,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0
6354,2951,1,28,4,48,238,10.53,7.819999999999998,0.522,0,7,0,0,0,0,0,0,1,0,0,0,0,0
6374,7713,1,28,17,29,95,9.479999999999999,4.909999999999999,0.342,0,2,0,0,0,0,0,0,0,0,0,0,1,0
