SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_9,adm2_4,adm2_14,adm2_15,adm2_11,adm2_10,adm2_12,adm2_2,adm2_7,adm2_1,adm2_3,adm2_8,adm2_13,adm2_5,adm2_6
9805,6124,2,46,22,2336,217,12.789999999999997,8.319999999999999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9865,335,2,50,2,1169,133,13.44,7.98,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9869,10233,1,30,19,128,123,5.64,5.5600000000000005,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
9881,2249,1,61,26,34,171,8.389999999999999,6.099999999999998,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9883,372,2,21,17,77,70,3.8599999999999994,3.3999999999999995,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9921,6157,1,19,30,289,246,12.98,8.08,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9922,5375,1,18,30,63,120,5.780000000000001,6.5200000000000005,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9942,165,1,45,3,133,124,11.269999999999996,5.3599999999999985,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9969,7749,1,44,29,62,125,9.65,7.7299999999999995,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9989,7648,2,18,8,42,125,9.83,4.069999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9999,10527,2,27,30,431,199,9.51,8.559999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10018,11375,2,75,25,24,43,2.49,2.0100000000000002,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10024,10935,2,37,9,47,75,5.909999999999999,5.169999999999998,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10029,8754,1,31,11,108,389,15.329999999999998,7.3100000000000005,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10032,1531,2,56,30,80,946,8.83,7.129999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10044,11545,1,65,30,72,163,6.79,4.989999999999998,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
10049,3967,2,20,17,82,170,6.77,6.03,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10060,4626,1,75,12,64,250,9.020000000000001,7.279999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10070,6655,1,45,28,15,115,6.909999999999999,5.859999999999999,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10084,8814,2,20,17,39,44,3.1399999999999997,3.289999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10086,5227,1,28,30,82,180,9.809999999999995,8.169999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10107,677,2,22,8,39,81,5.7299999999999995,5.169999999999998,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10128,6501,2,39,11,87,558,9.019999999999996,6.349999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10153,8268,1,80,30,30,118,5.8199999999999985,5.000000000000001,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10161,7436,1,51,3,50,130,12.530000000000001,5.57,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10193,6157,1,46,30,289,246,12.979999999999997,8.079999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10251,11371,1,55,18,49,130,7.090000000000001,7.299999999999997,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10258,8781,1,29,27,247,279,9.540000000000001,8.71,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10295,2424,1,32,7,135,149,12.64,11.049999999999999,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10305,2818,1,55,26,15,187,4.929999999999999,2.03,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10311,1637,1,28,10,103,185,9,7.389999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10329,2150,1,46,30,41,74,6.640000000000001,3.9999999999999996,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10333,10102,1,28,29,55,101,6.13,5.339999999999997,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10338,5047,2,39,19,161,158,15.559999999999999,11.249999999999998,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10371,11437,2,55,13,53,115,6.159999999999999,6.01,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10380,246,1,20,22,40,120,6.16,5.579999999999999,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10407,7958,2,54,25,60,150,10.909999999999998,5.54,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
10417,6291,1,63,17,72,117,8.849999999999998,6.51,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10438,758,2,25,17,59,119,6.85,6.09,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10444,4890,2,53,25,14,145,16.54,8.92,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10450,7500,2,60,25,1,95,11.030000000000001,7.390000000000001,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10463,8434,1,35,23,55,241,17.800000000000004,12.179999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10485,5728,1,55,8,39,137,12.33,5.1099999999999985,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10490,6735,2,65,26,546,233,12.189999999999998,9.529999999999998,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10507,3239,1,30,13,621,137,7.51,7.5600000000000005,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10526,6297,2,33,26,124,107,5.33,4.87,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
10535,10485,2,33,11,86,133,7.91,6.21,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10542,314,1,71,13,49,167,5.509999999999999,4.229999999999999,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10543,918,2,33,27,93,124,8.089999999999998,5.009999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10563,3838,2,19,28,24,97,5.5699999999999985,4.929999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10566,9347,2,23,23,66,139,5.709999999999999,4.909999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10586,5026,1,51,27,57,139,9.78,7.179999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10613,2469,1,52,4,198,187,9.009999999999998,7.599999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10632,1766,1,25,8,264,237,14.360000000000003,9.589999999999996,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10645,2515,1,39,2,57,165,8.389999999999999,5.72,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10650,5359,2,42,11,56,126,7.2,5.94,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
10701,6094,1,49,2,86,194,11.16,7.429999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10706,5,2,32,9,507,178,11.260000000000002,7.409999999999999,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10777,10655,2,44,26,107,202,10.4,7.51,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10784,4134,2,32,18,36,111,5.369999999999999,4.909999999999998,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10802,8139,2,45,22,125,88,4.920000000000001,3.6900000000000004,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
10816,4774,1,65,3,3413,224,14.639999999999999,8.43,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10833,10012,2,28,13,52,81,3.98,4.109999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
10846,702,1,65,17,41,172,7.82,5.46,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
10872,5070,2,27,27,67,118,6.079999999999999,6.169999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
10887,7018,2,44,30,65,77,7.22,5.32,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
10911,9170,2,35,18,106,226,22.33,5.5,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
10933,5815,2,49,3,261,478,20.369999999999997,13.15,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
10974,3644,1,57,17,19,112,8.149999999999999,5.419999999999998,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10993,2346,2,41,17,17,81,3.2800000000000002,3.0700000000000003,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
10998,9572,2,21,17,587,173,8.659999999999997,4.63,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11001,7388,1,29,27,13,67,3.829999999999999,2.0599999999999996,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11090,4673,2,65,27,17,63,3.3999999999999995,3.5899999999999994,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11100,5070,1,32,27,71,121,6.1499999999999995,6.239999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11114,4831,1,60,26,87,216,8.44,6.2700000000000005,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11133,11146,2,30,30,79,53,3.36,4.2,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11138,9452,2,45,30,202,201,8.61,7.969999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11156,1403,1,47,13,506,430,27.2,11.51,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11189,1317,2,23,11,13,33,2.84,2.9199999999999986,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11191,10078,1,18,29,28,118,7.42,3.88,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11193,1982,2,40,28,63,186,8.450000000000001,6.52,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11195,2704,2,36,14,102,186,16.28,11.059999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11202,611,2,30,13,121,163,9.870000000000001,8.089999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11208,3819,1,27,17,23,102,4.709999999999999,4.2799999999999985,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11212,10913,2,42,22,111,144,10.729999999999999,7.219999999999999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11244,1840,1,27,29,15,134,4.69,3.8600000000000003,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11276,10898,1,30,8,104,149,7.89,6.510000000000001,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11278,8758,1,60,30,13,64,6.7299999999999995,5.209999999999998,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11280,11628,1,60,27,62,90,8.96,5.1099999999999985,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11283,10257,1,35,2,232,188,10.98,8.719999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11290,10760,1,27,27,160,170,8.33,8.389999999999999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11297,5270,2,26,10,47,103,6.129999999999999,5.8599999999999985,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11299,7598,1,35,2,129,155,18.52,14.769999999999998,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11318,11531,1,62,4,235,137,8.659999999999998,5.8999999999999995,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11334,6654,2,45,24,63,117,6.789999999999998,5.449999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11350,4598,1,19,28,27,49,3.49,3.3699999999999997,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
11430,5418,2,32,10,53,272,9.790000000000001,7.4399999999999995,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11463,4047,1,26,6,206,343,16.56,12.520000000000003,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11465,849,2,44,22,224,183,6.94,6.23,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11473,1189,1,58,3,75,111,7.3,6.9799999999999995,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11555,4862,2,32,5,31,115,6.02,7.099999999999998,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11558,4565,2,45,22,110,168,8.040000000000001,6.429999999999999,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
11560,974,2,40,2,69,110,10.359999999999998,7.179999999999997,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
11580,6076,2,20,4,31,43,4.23,3.2100000000000004,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11614,84,1,28,27,433,438,18.980000000000004,12.639999999999999,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
11633,10103,2,23,9,66,173,4.980000000000001,4.2299999999999995,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11640,2068,1,65,10,62,166,12.81,10.729999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11645,5237,2,60,25,50,145,9.240000000000002,5.699999999999998,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
11672,10032,2,45,2,187,279,8.73,7.08,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11684,10883,1,47,29,27,167,4.139999999999999,4.489999999999998,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
11720,4926,1,65,10,81,113,5.940000000000001,5.010000000000001,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11723,9192,2,55,18,495,114,5.819999999999999,4.389999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11725,7953,1,31,8,441,134,12.420000000000003,7.099999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11752,3433,1,23,26,46,109,4.879999999999999,4.049999999999998,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
11758,10368,1,84,22,113,285,8.37,5.41,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
11765,6910,2,42,20,142,172,12.68,8.329999999999997,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
11781,2377,2,45,28,201,126,5.799999999999999,5.299999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11790,4518,2,45,21,102,185,10.569999999999999,7.08,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11796,7890,1,40,12,852,234,16.799999999999997,11.219999999999997,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11825,6773,1,36,12,5242,231,13.559999999999999,12.66,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11828,2851,1,61,10,35,110,7.38,6.379999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11838,3990,2,29,5,81,377,13.260000000000002,7.419999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
11847,11406,2,44,5,74,230,6.2,2.9400000000000004,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11862,5832,2,30,8,147,94,18.01,6.2799999999999985,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11895,7387,2,55,26,738,183,10.149999999999997,9.119999999999997,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11915,6535,1,42,2,79,4248,10.75,9.399999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
11951,3695,1,39,17,78,169,8.16,8.659999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11954,10233,2,24,19,128,123,5.64,5.5600000000000005,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
11968,11362,2,36,24,71,133,8.530000000000001,6.159999999999999,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11998,4961,2,70,7,5,212,5.669999999999999,1.6,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12028,1496,1,31,15,129,99,5.609999999999999,4.579999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12055,10954,2,27,25,47,143,5.4399999999999995,5.889999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12111,8672,2,52,29,153,135,6.819999999999999,4.829999999999999,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12128,11807,1,31,19,149,212,11.360000000000001,7.4399999999999995,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12142,3758,1,32,27,347,233,11.429999999999996,7.4399999999999995,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12157,6749,2,38,27,69,117,5.28,4.53,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
12169,8047,1,39,23,151,206,9.069999999999999,8.56,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12203,1182,1,48,7,37,536,14.299999999999999,5.36,1,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12211,7369,2,41,27,178,106,4.779999999999999,4.799999999999999,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12215,1209,1,60,2,29,128,14.209999999999997,9.839999999999998,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12238,4143,1,67,4,66,109,7.4799999999999995,6.4399999999999995,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12249,5179,1,45,6,695,1776,10.01,8.05,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12251,837,2,40,15,95,777,11.03,7.369999999999998,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12257,9151,2,34,29,26,85,5.409999999999998,4.249999999999998,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12266,3783,1,26,10,670,155,6.239999999999998,3.8499999999999988,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12274,2860,2,42,8,64,103,4.06,3.9899999999999993,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12285,4355,2,32,28,45,997,7.93,6.7299999999999995,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12302,8767,2,43,10,213,157,6.830000000000001,5.64,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12326,1433,2,70,5,109,105,4.92,5.17,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12328,9856,1,70,9,158,101,4.509999999999999,4.039999999999998,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12342,3135,2,25,3,178,158,8.249999999999998,5.62,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12346,3012,2,22,29,131,126,6.7299999999999995,5.4,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12347,6090,2,45,1,486,102,7.31,5.609999999999999,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12352,5929,2,32,17,53,85,4.550000000000001,4.2299999999999995,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12371,8305,2,35,18,396,180,11.049999999999999,8.379999999999997,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12378,8369,2,25,13,198,230,8.019999999999998,6.37,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12405,11294,1,80,25,35,91,33.17,5.879999999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12424,7079,1,20,17,55,154,8.299999999999999,6.86,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12469,3341,1,31,14,95,143,8.38,8.88,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12484,6772,1,35,27,103,189,6.9799999999999995,7.409999999999998,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12485,3886,1,55,8,42,192,7.88,6.8100000000000005,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12492,9838,1,60,17,766,151,5.8,5.489999999999998,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12503,9061,1,55,19,22,189,11.290000000000001,10.68,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12508,3987,1,60,5,148,154,8.120000000000001,6.229999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12522,6514,2,32,23,33,121,10.399999999999999,7.889999999999999,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12531,581,2,26,8,69,211,13.02,7.909999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12536,7777,1,24,19,250,271,15.59,9.95,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12566,3942,1,18,3,58,125,6.779999999999999,6.81,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12570,3054,1,40,4,98,139,11.25,8.469999999999999,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12585,11504,1,33,22,20,47,2.27,2.05,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12590,9052,1,67,5,59,231,14.799999999999999,8.629999999999999,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12615,9519,2,39,10,36,440,14.219999999999999,5.87,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12636,9985,1,45,17,13,58,3.3000000000000003,3.74,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
12651,7985,2,44,13,349,177,10.590000000000002,7.830000000000001,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12655,11706,1,56,24,201,137,7.03,6.0699999999999985,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12656,121,1,22,1,159,240,11.469999999999999,11.790000000000001,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
12677,10002,2,56,21,133,247,6.92,5.42,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12698,3760,1,45,13,655,254,14.749999999999998,7.389999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12709,318,2,87,4,8801,224,9.02,6.149999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12714,8231,1,56,13,157,107,8.97,8.739999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12737,546,2,49,27,126,157,9.17,5.989999999999999,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12750,2958,1,50,18,82,190,12.469999999999999,6.9399999999999995,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12756,7953,2,21,8,540,139,13.190000000000001,6.529999999999999,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12762,10648,1,38,5,104,102,6.79,6.299999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12766,8751,1,60,29,67,132,7.85,6.880000000000001,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12775,4365,1,40,9,77,122,7.45,4.609999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12789,9387,2,30,10,36,406,13.829999999999998,5.119999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12800,7480,2,39,13,66,358,26.950000000000003,8.749999999999998,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12817,3683,2,50,31,79,170,9.89,9.360000000000001,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12827,11069,1,60,23,42,172,17.650000000000002,8.920000000000002,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12855,8252,1,65,9,165,144,6.94,5.15,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12860,2128,2,29,14,102,198,9.56,8.149999999999999,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12861,10586,2,20,8,54,166,9.909999999999997,5.4799999999999995,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12897,2881,2,52,5,118,106,5.1499999999999995,5.749999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12914,9783,1,65,2,379,214,9.75,7.0299999999999985,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12921,5091,1,43,24,168,183,9.48,7.6499999999999995,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12964,1804,2,20,28,32,96,4.200000000000001,4.0200000000000005,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12989,9844,1,52,8,117,185,16.740000000000002,10.25,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12998,6398,1,49,15,66,85,20.04,5.179999999999999,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13018,67,1,62,12,68,202,7.789999999999998,5.319999999999999,0,15,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13071,8718,2,60,8,11,32,2.04,2.54,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13081,1035,2,40,7,67,144,5.449999999999998,4.169999999999998,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13093,10527,2,54,30,23,83,5.119999999999998,5.499999999999997,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13137,178,2,28,4,13,256,7.31,7.02,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13138,11382,1,36,13,129,192,8.370000000000001,8.3,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13145,3066,2,26,28,704,136,10.14,7.08,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13153,11437,1,60,13,61,141,7.67,7.72,0,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
13187,10735,2,34,23,206,170,7.199999999999999,6.1,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13224,7687,2,27,3,12,96,4.719999999999998,3.98,0,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13231,10180,2,50,13,39,60,19.41,3.7199999999999993,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13233,3421,1,40,23,124,223,10.219999999999997,8.989999999999998,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13260,243,2,63,1,57,96,5.489999999999998,5.219999999999998,1,13,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13279,11433,2,38,17,87,276,11.43,8.52,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13301,8718,1,30,8,84,104,5.109999999999999,5.299999999999998,0,12,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
13305,2878,2,30,5,107,88,5.4399999999999995,5.309999999999999,0,11,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13307,2570,2,29,13,74,271,17.319999999999997,12.209999999999997,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13312,5213,2,21,3,61,108,5.429999999999998,5.559999999999999,0,10,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
