SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_7,adm2_1,adm2_2,adm2_4,adm2_3,adm2_6,adm2_8,adm2_5
2259,8715,1,40,21,23,103,7.38,6.3,0,8,0,0,0,0,0,0,1,0
2291,7186,2,45,8,20,163,8.64,4.389999999999999,0,6,0,0,0,0,0,1,0,0
2301,3302,1,38,26,715,77,18.17,4.31,0,1,0,1,0,0,0,0,0,0
2309,10104,2,48,26,20,103,8.77,6.129999999999999,0,1,0,1,0,0,0,0,0,0
2312,3949,1,70,8,0,71,5.380000000000001,5.79,0,1,0,1,0,0,0,0,0,0
2320,2663,1,61,26,253,324,21.74,11.370000000000001,0,7,1,0,0,0,0,0,0,0
2332,4687,1,21,24,52,81,7.949999999999999,6.07,0,5,0,0,0,0,0,0,0,1
2369,4838,1,59,6,88,192,9.81,6.49,0,3,0,0,0,0,1,0,0,0
2372,5900,2,36,21,402,116,9.01,5.889999999999999,0,8,0,0,0,0,0,0,1,0
2399,6012,2,19,30,15,141,8.58,5.8999999999999995,0,6,0,0,0,0,0,1,0,0
2418,4048,1,27,23,28,136,8.559999999999999,5.86,0,5,0,0,0,0,0,0,0,1
2435,8806,1,52,22,15,663,16.02,7.209999999999999,0,8,0,0,0,0,0,0,1,0
2463,7459,2,60,29,809,101,15.059999999999997,7.469999999999998,0,3,0,0,0,0,1,0,0,0
2469,1417,2,36,29,15,110,7.12,5.309999999999999,0,1,0,1,0,0,0,0,0,0
2471,128,1,37,23,1,97,10.04,6.86,0,5,0,0,0,0,0,0,0,1
2512,9821,1,30,23,3,197,18.369999999999997,13.629999999999999,0,7,1,0,0,0,0,0,0,0
2537,11780,1,38,26,335,160,18.27,10.4,0,7,1,0,0,0,0,0,0,0
2543,6607,1,42,19,203,102,8.83,5.27,0,8,0,0,0,0,0,0,1,0
2547,3858,2,38,3,247,171,8.81,5.73,0,7,1,0,0,0,0,0,0,0
2551,9755,2,50,6,10,68,8.75,5.339999999999999,0,6,0,0,0,0,0,1,0,0
2580,2644,2,36,1,44,148,31.74,4.8999999999999995,1,6,0,0,0,0,0,1,0,0
2582,9831,2,66,29,31,220,10.17,6.93,0,7,1,0,0,0,0,0,0,0
2583,3027,1,24,30,2,148,18.959999999999997,10.62,0,1,0,1,0,0,0,0,0,0
2586,4512,2,19,7,4,154,7.7,6.619999999999999,1,1,0,1,0,0,0,0,0,0
2627,5167,2,25,7,363,341,17.6,7.97,1,3,0,0,0,0,1,0,0,0
2666,3393,2,20,6,437,238,10.950000000000001,4.09,0,6,0,0,0,0,0,1,0,0
2667,10429,1,34,7,19,99,9.47,6.17,1,6,0,0,0,0,0,1,0,0
2679,4136,2,48,26,25,78,7.340000000000001,5.279999999999999,0,5,0,0,0,0,0,0,0,1
2707,6304,2,20,25,976,266,15.129999999999999,6.7299999999999995,0,5,0,0,0,0,0,0,0,1
2719,7270,2,30,11,895,13,2.48,0.9800000000000001,0,1,0,1,0,0,0,0,0,0
2786,1293,2,36,8,151,167,11.93,7.6,0,3,0,0,0,0,1,0,0,0
2839,2850,2,32,23,44,93,14.72,10.39,0,3,0,0,0,0,1,0,0,0
2848,4016,1,30,12,0,20,2.9800000000000004,2.68,0,8,0,0,0,0,0,0,1,0
2855,4548,2,58,30,587,52,7.300000000000001,3.5799999999999996,0,1,0,1,0,0,0,0,0,0
2882,644,2,49,12,7,106,8.919999999999998,5.050000000000001,0,6,0,0,0,0,0,1,0,0
2894,1316,1,67,6,1922,306,18.42,12.01,0,3,0,0,0,0,1,0,0,0
2950,3949,2,61,8,0,48,3.5799999999999996,3.2399999999999993,0,1,0,1,0,0,0,0,0,0
2963,11858,1,42,15,91,123,10.28,5.9399999999999995,0,4,0,0,0,1,0,0,0,0
2966,4982,2,46,29,21,1596,6.88,5.12,0,7,1,0,0,0,0,0,0,0
2994,8000,2,65,26,284,131,8.96,5.58,0,3,0,0,0,0,1,0,0,0
3012,8807,1,69,21,565,130,16.81,4.37,0,1,0,1,0,0,0,0,0,0
3057,10714,1,75,24,660,38,16.5,3.29,0,8,0,0,0,0,0,0,1,0
3074,4301,2,18,29,265,132,14.12,7.159999999999999,0,3,0,0,0,0,1,0,0,0
3080,4848,2,30,30,27,148,10.470000000000002,6.329999999999999,0,6,0,0,0,0,0,1,0,0
3083,3414,1,39,25,0,75,5.56,5.079999999999999,0,7,1,0,0,0,0,0,0,0
3110,3134,1,51,8,8,114,10.879999999999999,7.799999999999999,0,8,0,0,0,0,0,0,1,0
3146,8502,2,38,14,5,96,8.549999999999999,6.64,0,8,0,0,0,0,0,0,1,0
3231,6140,2,22,17,1,132,8.679999999999998,7.039999999999999,0,3,0,0,0,0,1,0,0,0
3249,8125,2,19,11,11,92,5.84,4.430000000000001,0,8,0,0,0,0,0,0,1,0
3253,8806,2,48,22,15,663,16.02,7.210000000000001,0,8,0,0,0,0,0,0,1,0
3258,10467,1,60,16,39,184,14.9,8.03,0,3,0,0,0,0,1,0,0,0
3263,8379,1,60,12,4,125,9.01,6.760000000000001,0,6,0,0,0,0,0,1,0,0
3308,11599,2,42,16,17,141,16.859999999999996,8.309999999999999,0,3,0,0,0,0,1,0,0,0
3330,6723,2,29,17,172,140,7.739999999999999,6.460000000000001,0,7,1,0,0,0,0,0,0,0
3331,5594,1,39,12,680,248,22.740000000000002,11.790000000000001,0,1,0,1,0,0,0,0,0,0
3360,9415,2,30,25,2,82,6.279999999999999,5.12,0,5,0,0,0,0,0,0,0,1
3362,10079,1,62,6,30,108,31.549999999999997,7.6099999999999985,0,4,0,0,0,1,0,0,0,0
3363,6975,2,22,15,270,129,11.439999999999998,5.330000000000001,0,2,0,0,1,0,0,0,0,0
3380,5480,2,39,22,29,93,7.199999999999999,5.21,0,5,0,0,0,0,0,0,0,1
3384,9594,1,30,29,0,85,9.75,7.78,0,7,1,0,0,0,0,0,0,0
3396,8040,2,20,1,8,161,9.94,5.44,1,3,0,0,0,0,1,0,0,0
3399,3982,1,39,19,13,33,3.4899999999999998,2.68,0,8,0,0,0,0,0,0,1,0
3424,7943,1,67,12,34,203,12.5,6.129999999999999,0,1,0,1,0,0,0,0,0,0
3436,2888,2,24,13,12,101,10.52,4.96,0,7,1,0,0,0,0,0,0,0
3454,8403,1,28,24,10,72,4.7700000000000005,3.22,0,3,0,0,0,0,1,0,0,0
3472,10355,2,45,13,14,86,6.119999999999999,4.75,0,5,0,0,0,0,0,0,0,1
3485,5682,1,48,29,98,431,25.17,10.05,0,3,0,0,0,0,1,0,0,0
3494,1718,2,39,22,44,78,6.660000000000001,5.6899999999999995,0,5,0,0,0,0,0,0,0,1
3506,10104,2,22,26,20,103,8.770000000000001,6.13,0,1,0,1,0,0,0,0,0,0
3508,42,1,38,29,375,285,15.73,8.94,0,3,0,0,0,0,1,0,0,0
3512,3926,2,45,1,1,77,7.239999999999998,4.709999999999999,1,3,0,0,0,0,1,0,0,0
3513,10410,2,35,24,103,93,7.989999999999999,4.23,0,4,0,0,0,1,0,0,0,0
3515,11156,2,65,28,40,72,6.869999999999999,5.22,0,3,0,0,0,0,1,0,0,0
3516,10096,1,40,1,170,155,9.780000000000001,5.460000000000001,1,1,0,1,0,0,0,0,0,0
3519,6894,2,26,24,0,86,7.199999999999999,4.84,0,3,0,0,0,0,1,0,0,0
3521,3285,1,54,3,3,99,7.319999999999998,4.6899999999999995,0,7,1,0,0,0,0,0,0,0
3538,10196,1,32,20,0,75,8.64,7.05,0,7,1,0,0,0,0,0,0,0
3547,2914,2,39,25,30,76,4.2,3.9799999999999995,0,4,0,0,0,1,0,0,0,0
3564,10017,1,34,9,3,139,10.639999999999999,6.88,0,1,0,1,0,0,0,0,0,0
3569,3988,2,45,16,2,110,5.9,4.4,0,2,0,0,1,0,0,0,0,0
3584,564,2,52,11,41,102,9.209999999999999,5.59,0,2,0,0,1,0,0,0,0,0
3595,2927,1,61,14,896,154,26.029999999999998,8.04,0,2,0,0,1,0,0,0,0,0
3597,8035,1,23,8,10,238,9.430000000000001,6.739999999999999,0,1,0,1,0,0,0,0,0,0
3636,10500,2,24,8,74,134,10.129999999999999,7.229999999999999,0,2,0,0,1,0,0,0,0,0
3637,156,2,35,28,37,76,7.76,4.2,0,6,0,0,0,0,0,1,0,0
3638,8489,1,75,11,6,89,6.4799999999999995,4.819999999999999,0,4,0,0,0,1,0,0,0,0
3654,5364,1,48,5,32,141,14.899999999999999,10.04,0,3,0,0,0,0,1,0,0,0
3668,11385,2,38,8,5,167,9.52,6.02,0,1,0,1,0,0,0,0,0,0
3738,2560,2,18,26,9,155,14.049999999999999,9.140000000000002,0,7,1,0,0,0,0,0,0,0
3743,1409,2,21,27,30,53,7.760000000000001,3.87,0,4,0,0,0,1,0,0,0,0
3753,9459,2,37,6,156,242,19.779999999999998,9.140000000000002,0,3,0,0,0,0,1,0,0,0
3761,460,2,24,10,6,107,7.680000000000001,5.989999999999998,0,6,0,0,0,0,0,1,0,0
3805,10635,2,50,9,8,55,4.31,3.42,0,8,0,0,0,0,0,0,1,0
3815,3005,1,55,21,9,160,12.500000000000002,8.03,0,1,0,1,0,0,0,0,0,0
3820,11858,2,65,15,78,87,8.78,3.76,0,4,0,0,0,1,0,0,0,0
3837,7059,1,42,16,372,94,10.76,5.68,0,5,0,0,0,0,0,0,0,1
3844,9832,1,37,2,449,307,18.779999999999998,9.32,0,1,0,1,0,0,0,0,0,0
3867,1207,1,50,17,21,219,14.029999999999998,10.09,0,7,1,0,0,0,0,0,0,0
3881,3291,2,34,29,92,113,9.829999999999998,6.99,0,1,0,1,0,0,0,0,0,0
3917,2224,2,70,13,115,64,6.93,3.6499999999999995,0,5,0,0,0,0,0,0,0,1
3920,399,1,35,25,631,169,22.470000000000002,8.219999999999999,0,3,0,0,0,0,1,0,0,0
3942,9355,2,33,17,355,49,8.78,4.66,0,2,0,0,1,0,0,0,0,0
3949,5484,2,48,24,124,60,10.529999999999998,5.01,0,8,0,0,0,0,0,0,1,0
3965,7521,2,26,1,4,125,7.56,4.48,1,6,0,0,0,0,0,1,0,0
3997,8534,1,28,26,1,255,12.03,6.32,0,5,0,0,0,0,0,0,0,1
4014,8945,1,40,7,268,249,21.039999999999996,10.409999999999998,1,3,0,0,0,0,1,0,0,0
4015,10101,2,36,23,176,83,10.34,5.26,0,8,0,0,0,0,0,0,1,0
4028,5846,1,42,8,26,80,7.839999999999999,5.7299999999999995,0,8,0,0,0,0,0,0,1,0
4079,212,2,30,13,23,90,5.469999999999999,4.45,0,2,0,0,1,0,0,0,0,0
4086,4687,2,75,24,52,70,6.4799999999999995,4.82,0,5,0,0,0,0,0,0,0,1
4101,9272,2,42,8,73,1728,12.459999999999999,8.4,0,1,0,1,0,0,0,0,0,0
4106,7579,2,31,17,87,126,12.280000000000001,6.139999999999999,0,3,0,0,0,0,1,0,0,0
4109,10176,2,23,22,0,67,5.58,4.93,0,5,0,0,0,0,0,0,0,1
4120,5703,2,40,29,48,82,11.21,6.6,0,4,0,0,0,1,0,0,0,0
4148,11717,1,28,16,1,87,6.36,5.26,0,5,0,0,0,0,0,0,0,1
4176,6356,1,39,5,55,110,11.349999999999998,6.149999999999999,0,3,0,0,0,0,1,0,0,0
4187,8693,2,36,14,170,120,26.14,5.42,0,4,0,0,0,1,0,0,0,0
4194,836,1,18,28,122,122,6.959999999999999,3.5299999999999994,0,3,0,0,0,0,1,0,0,0
4196,8121,1,34,22,455,82,14.340000000000002,6.26,0,5,0,0,0,0,0,0,0,1
4207,3514,1,55,9,22,66,4.33,4.17,0,8,0,0,0,0,0,0,1,0
4240,11511,2,33,22,89,180,11.639999999999999,7.529999999999999,0,5,0,0,0,0,0,0,0,1
4299,10441,2,29,5,4,151,11.629999999999999,6.68,0,6,0,0,0,0,0,1,0,0
4320,317,1,38,9,0,40,3.56,3.36,0,6,0,0,0,0,0,1,0,0
4322,1108,1,47,26,19,101,5.6499999999999995,4.3500000000000005,0,7,1,0,0,0,0,0,0,0
4344,770,1,43,14,55,141,15.829999999999998,9.64,0,1,0,1,0,0,0,0,0,0
4369,8939,1,18,7,40,114,6.219999999999999,4.699999999999999,1,1,0,1,0,0,0,0,0,0
4403,2315,2,42,20,8,85,4.22,3.9299999999999997,0,5,0,0,0,0,0,0,0,1
4427,1013,2,25,14,0,59,7.26,5.130000000000001,0,8,0,0,0,0,0,0,1,0
4448,10544,2,32,23,0,23,8.44,4.140000000000001,0,8,0,0,0,0,0,0,1,0
