SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_7,adm2_1,adm2_2,adm2_4,adm2_3,adm2_6,adm2_8,adm2_5
4479,11123,2,39,12,0,32,2.72,2.54,0,8,0,0,0,0,0,0,1,0
4501,2524,2,22,26,196,106,9.25,6.010000000000001,0,7,1,0,0,0,0,0,0,0
4540,216,2,40,12,0,42,2.7499999999999996,2.9499999999999997,0,8,0,0,0,0,0,0,1,0
4579,6786,1,35,24,629,85,18.500000000000004,6.279999999999999,0,5,0,0,0,0,0,0,0,1
4589,5118,2,21,29,349,61,13.48,5.18,0,4,0,0,0,1,0,0,0,0
4593,11302,1,52,31,3,67,4.8500000000000005,5.05,0,1,0,1,0,0,0,0,0,0
4619,2765,1,46,12,57,164,10.819999999999997,6.129999999999998,0,1,0,1,0,0,0,0,0,0
4620,3249,1,35,7,4,50,7.47,5.21,1,6,0,0,0,0,0,1,0,0
4644,8968,1,18,9,4,128,7.3100000000000005,7.079999999999999,0,4,0,0,0,1,0,0,0,0
4704,3642,1,22,26,616,92,15.700000000000001,5.709999999999999,0,1,0,1,0,0,0,0,0,0
4720,2111,2,35,23,1285,102,5.51,5.8,0,7,1,0,0,0,0,0,0,0
4723,2272,1,35,25,2,95,7.81,5.930000000000001,0,5,0,0,0,0,0,0,0,1
4724,489,2,33,16,9,148,16.68,8.309999999999999,0,3,0,0,0,0,1,0,0,0
4733,7709,1,35,14,195,128,5.5,4.2,0,8,0,0,0,0,0,0,1,0
4738,2927,2,28,14,896,154,25.94,8.089999999999998,0,2,0,0,1,0,0,0,0,0
4771,3509,1,26,25,0,83,5.57,5.420000000000001,0,7,1,0,0,0,0,0,0,0
4783,7181,2,32,10,379,144,9.789999999999997,5.43,0,4,0,0,0,1,0,0,0,0
4789,11395,2,32,14,165,118,7.199999999999998,4.16,0,4,0,0,0,1,0,0,0,0
4796,10448,2,32,8,2,38,5.3999999999999995,3.8,0,6,0,0,0,0,0,1,0,0
4798,1800,2,65,27,98,164,9.12,3.7899999999999996,0,4,0,0,0,1,0,0,0,0
4853,11239,2,59,29,56,122,14.499999999999998,9.219999999999999,0,4,0,0,0,1,0,0,0,0
4871,4548,1,66,30,587,43,6.640000000000001,2.55,0,1,0,1,0,0,0,0,0,0
4872,1135,2,26,4,243,215,12.420000000000002,5.079999999999999,0,6,0,0,0,0,0,1,0,0
4923,10319,2,24,9,26,84,6.81,4.54,0,1,0,1,0,0,0,0,0,0
4945,6221,2,62,6,0,81,6.57,4.03,0,6,0,0,0,0,0,1,0,0
4960,7438,1,45,21,26,192,13.52,6.8999999999999995,0,3,0,0,0,0,1,0,0,0
4962,5209,2,25,14,1,73,8.84,6.109999999999999,0,8,0,0,0,0,0,0,1,0
4990,4515,2,50,1,0,53,9.16,5.329999999999999,1,6,0,0,0,0,0,1,0,0
5008,10286,1,35,28,42,174,8.08,6.209999999999999,0,7,1,0,0,0,0,0,0,0
5014,7790,2,42,24,3,74,10.379999999999999,6.659999999999999,0,3,0,0,0,0,1,0,0,0
5025,9770,2,29,19,1566,60,5.97,2.96,0,8,0,0,0,0,0,0,1,0
5055,5087,1,41,24,1,133,6.440000000000001,4.5,0,8,0,0,0,0,0,0,1,0
5058,11188,2,34,19,10,192,9.5,4.669999999999998,0,3,0,0,0,0,1,0,0,0
5067,8582,1,20,25,87,141,9.589999999999998,6.089999999999999,0,5,0,0,0,0,0,0,0,1
5069,1066,1,30,12,2,123,11.62,7.819999999999998,0,2,0,0,1,0,0,0,0,0
5083,6296,2,40,5,22,93,9.139999999999999,6.449999999999999,0,8,0,0,0,0,0,0,1,0
5089,3598,1,42,16,158,260,22.42,13.36,0,4,0,0,0,1,0,0,0,0
5128,8919,2,30,12,0,55,4.95,4.05,0,8,0,0,0,0,0,0,1,0
5151,4116,2,65,26,13,142,11.08,7.590000000000001,0,7,1,0,0,0,0,0,0,0
5158,9525,2,24,22,0,52,4.1899999999999995,3.54,0,5,0,0,0,0,0,0,0,1
5170,8901,1,42,14,482,358,20.79,13.58,0,1,0,1,0,0,0,0,0,0
5232,6607,2,38,19,203,96,8.379999999999999,4.56,0,8,0,0,0,0,0,0,1,0
5266,6474,2,28,26,2,35,5.83,3.5799999999999996,0,1,0,1,0,0,0,0,0,0
5279,4742,1,53,9,10,112,3.9000000000000004,4.19,0,8,0,0,0,0,0,0,1,0
5282,5018,2,44,26,2,46,4.779999999999999,3.369999999999999,0,1,0,1,0,0,0,0,0,0
5321,5598,1,35,22,11,121,7.619999999999999,6.109999999999999,0,5,0,0,0,0,0,0,0,1
5336,847,1,23,23,0,96,11.319999999999997,7.67,0,5,0,0,0,0,0,0,0,1
5344,3974,2,28,6,671,51,4.460000000000001,3.84,0,8,0,0,0,0,0,0,1,0
5350,5620,2,45,18,19,98,9.309999999999999,7.02,0,5,0,0,0,0,0,0,0,1
5355,2927,2,18,14,896,122,20.759999999999998,5.09,0,2,0,0,1,0,0,0,0,0
5366,3277,2,18,20,1984,75,9.09,4.91,0,8,0,0,0,0,0,0,1,0
5370,9569,2,40,24,101,243,18.619999999999997,12.14,0,3,0,0,0,0,1,0,0,0
5386,4361,1,26,14,44,68,4.180000000000001,4.3,0,8,0,0,0,0,0,0,1,0
5391,5836,2,36,24,0,95,11.369999999999997,7.059999999999999,0,8,0,0,0,0,0,0,1,0
5404,3104,2,35,26,2675,76,9.19,3.12,0,1,0,1,0,0,0,0,0,0
5413,8656,2,25,19,395,215,13.259999999999998,6.01,0,3,0,0,0,0,1,0,0,0
5415,8879,2,41,9,45,174,15.340000000000002,9.18,0,4,0,0,0,1,0,0,0,0
5417,7564,2,55,13,852,256,8.169999999999998,5.180000000000001,0,2,0,0,1,0,0,0,0,0
5438,10291,1,30,20,1,81,6.86,5.669999999999999,0,5,0,0,0,0,0,0,0,1
5441,3837,2,41,2,28,192,16.569999999999997,9.77,0,3,0,0,0,0,1,0,0,0
5443,3022,2,30,12,0,56,5.37,4.09,0,8,0,0,0,0,0,0,1,0
5511,9067,1,30,21,0,34,2.67,2.9600000000000004,0,8,0,0,0,0,0,0,1,0
5552,10539,1,49,16,17,322,21.439999999999998,10.649999999999999,0,3,0,0,0,0,1,0,0,0
5558,9831,1,20,29,31,235,11.84,8.549999999999999,0,7,1,0,0,0,0,0,0,0
5586,2191,2,60,24,13,82,11.389999999999999,6.7,0,3,0,0,0,0,1,0,0,0
5596,400,1,47,29,72,92,6.470000000000001,4.199999999999999,0,4,0,0,0,1,0,0,0,0
5598,8307,1,45,23,6,108,23.32,8.56,0,3,0,0,0,0,1,0,0,0
5621,3556,2,65,28,2,60,5.69,2.8899999999999997,0,6,0,0,0,0,0,1,0,0
5644,4670,1,30,28,4,85,10.929999999999998,7.3999999999999995,0,3,0,0,0,0,1,0,0,0
5660,4313,1,22,2,0,121,7.470000000000001,4.63,0,6,0,0,0,0,0,1,0,0
5719,4971,2,30,11,1,47,2.82,3.7399999999999998,0,1,0,1,0,0,0,0,0,0
5720,240,2,25,30,147,91,9.43,6.279999999999999,0,6,0,0,0,0,0,1,0,0
5722,21,2,26,5,62,122,6.21,4.43,0,7,1,0,0,0,0,0,0,0
5812,5284,2,29,8,10,141,7.26,6.050000000000001,0,1,0,1,0,0,0,0,0,0
5856,9370,2,60,30,19,293,16.709999999999997,9.629999999999997,0,6,0,0,0,0,0,1,0,0
5867,10905,2,50,22,10,76,5.03,5.09,0,1,0,1,0,0,0,0,0,0
5871,11012,1,44,7,3,120,7.4399999999999995,5.92,1,1,0,1,0,0,0,0,0,0
5879,11842,1,19,23,91,113,7.979999999999999,6.979999999999999,0,7,1,0,0,0,0,0,0,0
5898,8502,1,40,14,6,126,12.790000000000001,9.629999999999999,0,8,0,0,0,0,0,0,1,0
5915,11550,2,48,28,4,243,10.069999999999999,5.009999999999999,0,3,0,0,0,0,1,0,0,0
5921,942,2,36,24,185,132,15.319999999999999,9.12,0,3,0,0,0,0,1,0,0,0
5936,11070,2,26,8,4,39,2.22,2.6999999999999997,0,6,0,0,0,0,0,1,0,0
5946,6457,2,30,16,11,78,6.489999999999999,4.68,0,5,0,0,0,0,0,0,0,1
5951,3759,2,25,14,5,76,8.530000000000001,5.06,0,4,0,0,0,1,0,0,0,0
5962,1108,2,45,26,19,101,5.649999999999999,4.3500000000000005,0,7,1,0,0,0,0,0,0,0
5973,8969,1,55,20,0,66,9.729999999999999,6.18,0,8,0,0,0,0,0,0,1,0
5985,4554,2,29,13,32,100,6.069999999999999,5.57,0,5,0,0,0,0,0,0,0,1
5996,3042,1,75,13,12,215,13.569999999999999,7.690000000000001,0,4,0,0,0,1,0,0,0,0
6018,10428,2,30,1,23,206,11.97,6.24,1,6,0,0,0,0,0,1,0,0
6045,3046,2,24,23,6,129,7.91,6.119999999999999,0,8,0,0,0,0,0,0,1,0
6054,3488,2,37,21,192,268,16.689999999999998,9.53,0,3,0,0,0,0,1,0,0,0
6071,9826,1,45,14,0,84,6.3,5.559999999999999,0,2,0,0,1,0,0,0,0,0
6090,2894,2,64,22,241,125,7.379999999999999,4.58,0,7,1,0,0,0,0,0,0,0
6119,7467,1,28,9,0,78,4.559999999999999,4.759999999999999,0,8,0,0,0,0,0,0,1,0
6125,6975,2,48,15,290,138,15.620000000000001,5.51,0,2,0,0,1,0,0,0,0,0
6135,8715,2,33,21,23,111,8.5,7.09,0,8,0,0,0,0,0,0,1,0
6155,1671,1,34,13,87,97,7.789999999999998,6.119999999999999,0,1,0,1,0,0,0,0,0,0
6168,9569,1,65,24,83,155,12.39,8.1,0,3,0,0,0,0,1,0,0,0
6170,6455,1,22,11,67,303,11.52,8.09,0,1,0,1,0,0,0,0,0,0
6195,9273,2,50,22,177,79,10.71,5.49,0,8,0,0,0,0,0,0,1,0
6212,8821,2,52,24,0,63,4.24,4.24,0,8,0,0,0,0,0,0,1,0
6213,3805,1,19,12,28,212,19.55,12.97,0,6,0,0,0,0,0,1,0,0
6222,7594,1,39,28,20,102,7.749999999999999,5.449999999999999,0,3,0,0,0,0,1,0,0,0
6242,6528,2,41,21,15,72,5.8999999999999995,4.369999999999999,0,8,0,0,0,0,0,0,1,0
6269,11474,2,21,23,0,16,2.85,0.8500000000000001,0,1,0,1,0,0,0,0,0,0
6270,9866,1,55,5,598,190,14.25,7.31,0,8,0,0,0,0,0,0,1,0
6283,11134,1,36,13,1,122,13.15,8.76,0,7,1,0,0,0,0,0,0,0
6295,2914,1,41,25,48,103,5.890000000000001,5.249999999999999,0,4,0,0,0,1,0,0,0,0
6320,4865,1,30,25,25,91,7.57,6.239999999999999,0,7,1,0,0,0,0,0,0,0
6321,4946,2,65,18,1,76,7.04,4.73,0,5,0,0,0,0,0,0,0,1
6327,1730,1,40,22,16,279,18.93,11.11,0,8,0,0,0,0,0,0,1,0
6333,4476,2,31,13,224,191,12.889999999999999,5.599999999999999,0,4,0,0,0,1,0,0,0,0
6346,2659,2,32,26,497,58,13.080000000000002,3.6999999999999997,0,5,0,0,0,0,0,0,0,1
6347,9912,2,21,16,0,56,5.389999999999999,3.8699999999999997,0,2,0,0,1,0,0,0,0,0
6357,4842,1,19,25,5,85,9.719999999999999,6.72,0,4,0,0,0,1,0,0,0,0
6368,10355,1,52,13,14,86,6.12,4.749999999999999,0,5,0,0,0,0,0,0,0,1
6376,7790,2,21,24,3,74,10.379999999999999,6.659999999999999,0,3,0,0,0,0,1,0,0,0
6378,10795,2,24,9,12,100,8.43,5.47,0,6,0,0,0,0,0,1,0,0
6392,6290,2,72,10,134,172,12.8,6.22,0,2,0,0,1,0,0,0,0,0
6407,5472,2,62,16,16,130,11.52,6.3100000000000005,0,3,0,0,0,0,1,0,0,0
6411,1826,1,46,6,38,248,13.54,9.209999999999999,0,3,0,0,0,0,1,0,0,0
6447,4666,2,38,24,58,222,16.139999999999997,7.6000000000000005,0,3,0,0,0,0,1,0,0,0
6458,9604,1,45,28,26,107,10.56,4.75,0,6,0,0,0,0,0,1,0,0
6466,3371,2,38,22,2,73,6.069999999999999,5.02,0,5,0,0,0,0,0,0,0,1
6470,7130,2,31,12,1,70,4.7299999999999995,4.79,0,2,0,0,1,0,0,0,0,0
6510,11064,1,27,16,519,81,11.22,5.25,0,5,0,0,0,0,0,0,0,1
6540,879,2,27,17,0,56,8.51,5.38,0,5,0,0,0,0,0,0,0,1
6555,9505,2,44,10,335,201,7.029999999999999,4.359999999999999,0,1,0,1,0,0,0,0,0,0
6564,7735,2,55,3,0,74,6.94,5.34,0,7,1,0,0,0,0,0,0,0
6582,5484,2,23,24,165,55,12.09,4.9799999999999995,0,8,0,0,0,0,0,0,1,0
6589,4250,1,20,1,3,106,9.19,5.859999999999999,1,1,0,1,0,0,0,0,0,0
6595,4459,1,51,9,63,278,21.31,13.329999999999998,0,4,0,0,0,1,0,0,0,0
6636,9086,2,18,7,4,138,8.510000000000002,5.69,1,1,0,1,0,0,0,0,0,0
6664,11076,2,44,18,7,89,3.1799999999999997,3.53,0,5,0,0,0,0,0,0,0,1
6677,4548,1,38,30,587,64,9.06,4.640000000000001,0,1,0,1,0,0,0,0,0,0
6691,4499,1,50,30,29,132,10.129999999999999,7.249999999999998,0,6,0,0,0,0,0,1,0,0
6693,240,2,58,30,147,91,9.43,6.279999999999999,0,6,0,0,0,0,0,1,0,0
6697,10414,2,32,2,389,98,14.139999999999999,4.989999999999999,0,1,0,1,0,0,0,0,0,0
6708,3891,2,57,10,43,147,14.680000000000001,8.88,0,2,0,0,1,0,0,0,0,0
6712,2875,2,21,22,18,97,19.200000000000003,7.5,0,8,0,0,0,0,0,0,1,0
6716,11099,2,20,14,5,69,7.9399999999999995,6.86,0,4,0,0,0,1,0,0,0,0
6728,10348,1,41,6,760,292,20.99,12.889999999999997,0,3,0,0,0,0,1,0,0,0
6757,10096,2,36,1,128,120,8.41,4.59,1,1,0,1,0,0,0,0,0,0
6772,5588,1,56,9,13,38,4.779999999999999,2.69,0,2,0,0,1,0,0,0,0,0
6784,3520,1,35,9,12,116,7.779999999999999,5.470000000000001,0,2,0,0,1,0,0,0,0,0
6790,1565,2,39,10,34,264,10.989999999999998,6.609999999999999,0,6,0,0,0,0,0,1,0,0
6801,3461,2,53,26,7,57,6.72,4.22,0,1,0,1,0,0,0,0,0,0
6813,693,1,26,26,16,98,5.17,5.26,0,7,1,0,0,0,0,0,0,0
6814,2006,2,55,13,10,72,3.9000000000000004,4.08,0,7,1,0,0,0,0,0,0,0
6854,10905,1,55,22,10,78,5.139999999999999,5.13,0,1,0,1,0,0,0,0,0,0
6862,3277,2,49,20,1984,75,9.09,4.91,0,8,0,0,0,0,0,0,1,0
6871,1377,1,33,7,4,95,4.18,3.45,1,1,0,1,0,0,0,0,0,0
6905,6804,1,38,12,25,85,5.71,4.93,0,2,0,0,1,0,0,0,0,0
6909,1744,1,65,6,5,79,6.659999999999998,5.0200000000000005,0,6,0,0,0,0,0,1,0,0
6920,9633,2,47,3,0,116,5.09,4.28,0,7,1,0,0,0,0,0,0,0
6945,2296,1,40,30,15,189,16.640000000000004,9.229999999999999,0,6,0,0,0,0,0,1,0,0
6963,6739,1,50,20,0,126,6.77,5.83,0,5,0,0,0,0,0,0,0,1
6968,5017,2,65,9,4,71,4.47,4.33,0,2,0,0,1,0,0,0,0,0
6996,6518,2,35,7,1,69,7.16,5.329999999999998,1,6,0,0,0,0,0,1,0,0
6999,8629,2,24,25,1,117,3.9,2.82,0,8,0,0,0,0,0,0,1,0
7026,11519,1,37,26,832,101,21.51,5.9300000000000015,0,5,0,0,0,0,0,0,0,1
7030,9218,2,50,19,14,114,6.2700000000000005,5.159999999999999,0,3,0,0,0,0,1,0,0,0
7033,828,2,30,1,57,59,4,3.69,1,1,0,1,0,0,0,0,0,0
7077,7709,2,30,14,195,124,5.2299999999999995,3.7699999999999996,0,8,0,0,0,0,0,0,1,0
7080,8001,1,34,28,35,156,14.84,9.809999999999999,0,3,0,0,0,0,1,0,0,0
7104,3514,2,70,9,17,49,3.24,2.73,0,8,0,0,0,0,0,0,1,0
7110,3926,2,18,1,1,71,6.859999999999999,4.12,1,3,0,0,0,0,1,0,0,0
7189,6512,1,30,26,857,69,20.51,3.9999999999999996,0,1,0,1,0,0,0,0,0,0
7199,9218,1,62,19,16,124,6.71,5.29,0,3,0,0,0,0,1,0,0,0
7204,2569,1,61,6,23,178,11.84,8.09,0,3,0,0,0,0,1,0,0,0
7211,4499,2,38,30,27,103,6.8,4.699999999999998,0,6,0,0,0,0,0,1,0,0
7213,3601,1,35,23,3,257,14.120000000000001,7.75,0,3,0,0,0,0,1,0,0,0
7217,9065,2,36,2,4,146,8.31,4.989999999999999,0,6,0,0,0,0,0,1,0,0
7268,8534,2,62,26,1,235,11.329999999999998,6.07,0,5,0,0,0,0,0,0,0,1
7273,1191,2,29,31,2,32,5.12,3.42,0,1,0,1,0,0,0,0,0,0
7276,6833,2,39,28,0,33,2.54,2.6899999999999995,0,7,1,0,0,0,0,0,0,0
7278,8307,2,39,23,5,79,17.79,6.029999999999999,0,3,0,0,0,0,1,0,0,0
7297,4875,1,31,6,1303,39,2.87,3.59,0,8,0,0,0,0,0,0,1,0
7310,9680,2,36,2,16,140,7.419999999999998,4.749999999999998,0,6,0,0,0,0,0,1,0,0
7311,10311,2,47,6,1,61,3.46,3.98,0,8,0,0,0,0,0,0,1,0
7317,11283,1,35,2,150,233,14.02,8.32,0,3,0,0,0,0,1,0,0,0
7318,2272,2,30,25,2,95,7.8100000000000005,5.930000000000001,0,5,0,0,0,0,0,0,0,1
7347,2501,1,38,12,0,40,2.28,2.95,0,8,0,0,0,0,0,0,1,0
7357,11572,2,60,23,15,150,11.49,6.51,0,8,0,0,0,0,0,0,1,0
7364,1798,2,22,15,0,60,4.95,4.239999999999999,0,1,0,1,0,0,0,0,0,0
7365,9878,1,22,7,11,149,14.59,7.979999999999999,1,6,0,0,0,0,0,1,0,0
7368,7270,1,35,11,895,13,2.48,0.9800000000000001,0,1,0,1,0,0,0,0,0,0
7387,3626,2,37,13,35,104,9.419999999999998,5.4799999999999995,0,4,0,0,0,1,0,0,0,0
7388,4744,2,36,1,42,61,5.8,2.46,1,3,0,0,0,0,1,0,0,0
7424,1800,2,39,27,156,245,18.37,9.589999999999998,0,4,0,0,0,1,0,0,0,0
7431,11650,2,52,29,11,166,17.07,10.229999999999999,0,3,0,0,0,0,1,0,0,0
7455,10776,2,33,12,26,294,11.39,7.559999999999999,0,6,0,0,0,0,0,1,0,0
7456,2426,1,58,14,244,215,10.789999999999997,6.72,0,1,0,1,0,0,0,0,0,0
7459,11457,2,23,18,478,79,12.239999999999998,5.1099999999999985,0,2,0,0,1,0,0,0,0,0
7466,10467,1,25,16,39,184,14.899999999999999,8.030000000000001,0,3,0,0,0,0,1,0,0,0
7488,9832,1,62,2,221,192,13.12,6.41,0,1,0,1,0,0,0,0,0,0
7497,6804,2,35,12,25,85,5.71,4.93,0,2,0,0,1,0,0,0,0,0
7502,2006,1,60,13,14,87,4.42,4.260000000000001,0,7,1,0,0,0,0,0,0,0
7505,11511,1,42,22,89,201,12.959999999999997,8.51,0,5,0,0,0,0,0,0,0,1
7521,10491,2,38,25,11,59,5.91,4.1499999999999995,0,1,0,1,0,0,0,0,0,0
7526,7099,1,34,13,0,41,4.09,3.66,0,1,0,1,0,0,0,0,0,0
7557,7232,2,53,15,261,71,14.440000000000001,7.89,0,2,0,0,1,0,0,0,0,0
7608,3629,2,18,15,0,43,3.81,3.62,0,8,0,0,0,0,0,0,1,0
7630,2169,2,24,24,1841,80,7.94,4.93,0,8,0,0,0,0,0,0,1,0
7651,1756,2,18,18,359,28,8.15,1.81,0,5,0,0,0,0,0,0,0,1
7652,742,2,40,18,4,64,3.8899999999999997,3.7699999999999996,0,5,0,0,0,0,0,0,0,1
7672,10224,2,56,14,19,48,3.27,2.9899999999999998,0,8,0,0,0,0,0,0,1,0
7673,742,2,21,18,3,55,3.3000000000000003,3.1300000000000003,0,5,0,0,0,0,0,0,0,1
7678,5299,1,18,9,111,188,13.049999999999997,6.899999999999999,0,1,0,1,0,0,0,0,0,0
7697,9745,1,40,23,0,47,5.84,4.339999999999999,0,8,0,0,0,0,0,0,1,0
7698,3104,2,18,26,1688,58,7.27,3.0500000000000003,0,1,0,1,0,0,0,0,0,0
7716,2295,1,48,2,37,163,13.319999999999997,7.609999999999999,0,3,0,0,0,0,1,0,0,0
7723,5942,2,19,5,99,114,6.7299999999999995,6.050000000000001,0,7,1,0,0,0,0,0,0,0
7730,1160,2,30,16,15,53,7.659999999999998,5.109999999999999,0,2,0,0,1,0,0,0,0,0
7751,7982,1,18,14,44,94,10.16,7.51,0,4,0,0,0,1,0,0,0,0
7756,4136,1,18,26,25,78,7.34,5.279999999999999,0,5,0,0,0,0,0,0,0,1
7758,11562,2,25,23,608,110,17.689999999999998,4.99,0,1,0,1,0,0,0,0,0,0
7804,11407,2,45,2,37,82,10.040000000000001,4.08,0,6,0,0,0,0,0,1,0,0
7816,3509,1,70,25,0,40,2.6100000000000003,2.3200000000000003,0,7,1,0,0,0,0,0,0,0
7847,10245,2,45,25,0,74,11.709999999999999,7.319999999999999,0,8,0,0,0,0,0,0,1,0
7854,2652,2,45,8,13,108,8.2,4.720000000000001,0,8,0,0,0,0,0,0,1,0
7867,10161,2,75,25,22,388,11.370000000000001,6.659999999999999,0,8,0,0,0,0,0,0,1,0
7875,6741,2,59,28,1,75,8.389999999999999,5.8999999999999995,0,7,1,0,0,0,0,0,0,0
7896,2156,1,28,17,187,222,11.76,9.109999999999998,0,3,0,0,0,0,1,0,0,0
7909,10059,2,31,13,18,164,13.549999999999999,9.169999999999998,0,2,0,0,1,0,0,0,0,0
7925,7311,1,28,1,483,332,15.219999999999999,6.729999999999998,1,3,0,0,0,0,1,0,0,0
7929,7979,2,45,31,1015,157,11.44,7.369999999999999,0,1,0,1,0,0,0,0,0,0
7952,3684,1,39,22,37,866,23.5,10.34,0,8,0,0,0,0,0,0,1,0
7953,4502,2,37,21,0,51,7.069999999999999,4.5,0,8,0,0,0,0,0,0,1,0
8014,2663,2,25,26,236,195,16.700000000000003,6.979999999999998,0,7,1,0,0,0,0,0,0,0
8016,3669,2,20,14,69,256,14.81,8.229999999999999,0,1,0,1,0,0,0,0,0,0
8025,6671,1,41,19,273,202,9.790000000000001,6.15,0,7,1,0,0,0,0,0,0,0
8044,11562,1,30,23,608,110,17.689999999999998,4.99,0,1,0,1,0,0,0,0,0,0
8049,6199,1,34,15,148,107,8.350000000000001,5.17,0,4,0,0,0,1,0,0,0,0
8081,3461,1,60,26,7,57,6.720000000000001,4.219999999999999,0,1,0,1,0,0,0,0,0,0
8150,5055,2,65,22,52,70,6.069999999999999,5.109999999999999,0,7,1,0,0,0,0,0,0,0
8151,2063,2,60,22,166,120,15.169999999999998,6.85,0,8,0,0,0,0,0,0,1,0
8179,4482,1,37,23,326,231,11.76,8.02,0,7,1,0,0,0,0,0,0,0
8193,6304,1,40,25,1096,341,23.24,11.81,0,5,0,0,0,0,0,0,0,1
8197,7007,2,50,25,14,76,6.83,5.339999999999999,0,3,0,0,0,0,1,0,0,0
8207,4843,1,35,9,0,49,5.05,4.47,0,8,0,0,0,0,0,0,1,0
8239,4843,2,27,9,0,47,4.8500000000000005,4.16,0,8,0,0,0,0,0,0,1,0
8247,3502,2,35,16,22,175,12.27,6.069999999999999,0,3,0,0,0,0,1,0,0,0
8251,852,2,23,12,0,51,5.7,4.26,0,4,0,0,0,1,0,0,0,0
8252,4110,2,50,26,20,119,9.209999999999999,6.83,0,7,1,0,0,0,0,0,0,0
8262,2524,1,26,26,196,111,9.61,6.589999999999999,0,7,1,0,0,0,0,0,0,0
8277,5167,2,53,7,163,373,14.889999999999997,7.31,1,3,0,0,0,0,1,0,0,0
8301,1980,1,48,23,15,633,12.529999999999998,8.02,0,8,0,0,0,0,0,0,1,0
8322,11858,2,38,15,91,120,9.8,5.739999999999998,0,4,0,0,0,1,0,0,0,0
8338,4782,1,18,12,0,46,3.3000000000000003,3.73,0,8,0,0,0,0,0,0,1,0
8341,11583,1,19,8,177,114,6.9799999999999995,6.499999999999998,0,6,0,0,0,0,0,1,0,0
8362,7751,1,47,23,8,97,9.799999999999999,7.3999999999999995,0,7,1,0,0,0,0,0,0,0
8369,3746,1,33,24,2255,125,11.120000000000001,6.07,0,4,0,0,0,1,0,0,0,0
8370,128,2,55,23,1,80,8.11,5.76,0,5,0,0,0,0,0,0,0,1
8418,1829,1,38,9,19,137,13.090000000000002,8.56,0,8,0,0,0,0,0,0,1,0
8419,7054,2,35,22,0,113,13.07,9.29,0,7,1,0,0,0,0,0,0,0
8422,872,2,29,24,524,210,24.169999999999998,10.459999999999999,0,3,0,0,0,0,1,0,0,0
8440,11060,2,44,15,186,160,7.5,3.9499999999999993,0,4,0,0,0,1,0,0,0,0
8454,7571,2,28,10,944,112,4.359999999999999,4.869999999999999,0,6,0,0,0,0,0,1,0,0
8468,2765,2,19,12,48,132,9.19,5.109999999999999,0,1,0,1,0,0,0,0,0,0
8474,6031,2,60,28,181,196,10.299999999999999,5.369999999999999,0,6,0,0,0,0,0,1,0,0
8496,6199,2,27,15,149,107,8.370000000000001,5.180000000000001,0,4,0,0,0,1,0,0,0,0
8513,8807,2,61,21,747,93,18.69,3.35,0,1,0,1,0,0,0,0,0,0
8519,3067,1,46,2,197,142,9.049999999999999,4.529999999999999,0,1,0,1,0,0,0,0,0,0
8528,7135,2,32,17,442,61,12.42,6.27,0,5,0,0,0,0,0,0,0,1
8537,9912,2,46,16,0,56,5.390000000000001,3.87,0,2,0,0,1,0,0,0,0,0
8545,5860,2,25,9,730,38,3.1700000000000004,3.47,0,8,0,0,0,0,0,0,1,0
8550,12,2,45,4,51,76,7.22,4.329999999999999,0,6,0,0,0,0,0,1,0,0
8565,1391,1,41,19,1980,204,14.01,8.709999999999999,0,8,0,0,0,0,0,0,1,0
8584,10714,2,70,24,660,38,14.200000000000001,2.55,0,8,0,0,0,0,0,0,1,0
8589,10673,1,50,31,1013,122,9.06,5.379999999999999,0,1,0,1,0,0,0,0,0,0
8607,5765,2,31,23,1,20,2.15,1.33,0,7,1,0,0,0,0,0,0,0
8649,7603,2,26,28,101,89,6.709999999999999,5.180000000000001,0,3,0,0,0,0,1,0,0,0
8655,3034,1,20,25,24,102,8.969999999999999,5.659999999999999,0,1,0,1,0,0,0,0,0,0
8663,156,1,19,28,22,49,5.720000000000001,2.73,0,6,0,0,0,0,0,1,0,0
8671,5945,1,60,23,65,185,20.910000000000007,12.370000000000003,0,3,0,0,0,0,1,0,0,0
8684,7751,2,45,23,4,84,6.16,5.98,0,7,1,0,0,0,0,0,0,0
8694,4570,2,32,14,401,477,11.580000000000002,6.2299999999999995,0,2,0,0,1,0,0,0,0,0
8705,9735,2,23,13,32,296,17.610000000000003,9.54,0,4,0,0,0,1,0,0,0,0
8757,1980,2,75,23,15,613,9.799999999999999,6.109999999999999,0,8,0,0,0,0,0,0,1,0
8779,4825,2,35,12,10,153,11.819999999999997,7.789999999999999,0,6,0,0,0,0,0,1,0,0
8790,4088,1,19,28,86,128,9.219999999999999,7.039999999999999,0,7,1,0,0,0,0,0,0,0
8861,5865,2,25,12,3,75,4.31,3,0,4,0,0,0,1,0,0,0,0
8879,3947,1,46,18,5,91,7.19,6.1,0,5,0,0,0,0,0,0,0,1
8880,10429,2,30,7,32,102,11.160000000000002,4.659999999999999,1,6,0,0,0,0,0,1,0,0
8885,7773,2,19,14,653,178,21.56,7.319999999999999,0,1,0,1,0,0,0,0,0,0
8913,4206,2,28,11,130,70,6.639999999999999,4.219999999999999,0,8,0,0,0,0,0,0,1,0
