SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_6,adm2_3,adm2_1,adm2_2,adm2_7,adm2_4,adm2_5,adm2_8
9789,4260,2,26,18,103,145,12.909999999999995,12.739999999999997,0,1,0,0,1,0,0,0,0,0
9806,5911,1,45,14,1123,318,32.809999999999995,15.46,0,7,0,0,0,0,1,0,0,0
9837,9582,2,70,26,0,20,1.08,1.52,0,6,1,0,0,0,0,0,0,0
9851,9352,1,70,25,181,141,12.249999999999998,6.139999999999999,0,5,0,0,0,0,0,0,1,0
9877,11624,1,44,25,204,284,26.860000000000007,15.579999999999998,0,3,0,1,0,0,0,0,0,0
9899,7319,2,40,25,96,82,6.6000000000000005,7.76,0,5,0,0,0,0,0,0,1,0
9938,9794,2,35,19,8,150,13.259999999999996,9.08,0,5,0,0,0,0,0,0,1,0
9952,3888,2,28,25,136,107,6.5,7.529999999999999,0,3,0,1,0,0,0,0,0,0
9967,8811,2,42,22,169,128,5.9399999999999995,5.369999999999998,0,4,0,0,0,0,0,1,0,0
9977,1947,2,22,8,125,74,6.3199999999999985,5.53,0,6,1,0,0,0,0,0,0,0
9993,4736,2,24,22,146,237,10.94,7.949999999999999,0,7,0,0,0,0,1,0,0,0
9997,1542,1,55,21,27,178,12.44,11.73,0,3,0,1,0,0,0,0,0,0
10031,1199,2,21,28,122,313,23.13,15.499999999999998,0,1,0,0,1,0,0,0,0,0
10036,8028,2,64,20,22,68,5.680000000000001,6.06,0,3,0,1,0,0,0,0,0,0
10053,8060,2,20,13,52,89,5.129999999999999,5.169999999999999,0,6,1,0,0,0,0,0,0,0
10085,10924,2,60,8,83,121,6.65,5.839999999999999,0,1,0,0,1,0,0,0,0,0
10090,8044,1,28,15,1723,109,6.51,7.550000000000001,0,5,0,0,0,0,0,0,1,0
10104,7903,1,37,20,51,93,5.77,7.089999999999999,0,1,0,0,1,0,0,0,0,0
10119,2157,2,60,25,59,110,8.659999999999998,6.419999999999999,0,5,0,0,0,0,0,0,1,0
10142,4291,2,27,3,8,82,8.159999999999998,6,0,4,0,0,0,0,0,1,0,0
10154,8560,2,50,18,21,104,5.329999999999999,5.260000000000001,0,3,0,1,0,0,0,0,0,0
10167,10924,1,65,8,57,70,3.749999999999999,2.71,0,1,0,0,1,0,0,0,0,0
10171,3085,1,46,12,201,166,8.07,7.869999999999998,0,1,0,0,1,0,0,0,0,0
10182,1371,1,40,19,82,196,7.98,6.8999999999999995,0,1,0,0,1,0,0,0,0,0
10185,5980,2,22,1,559,170,12.61,9.09,1,5,0,0,0,0,0,0,1,0
10203,11725,2,20,24,98,116,5.99,7.339999999999999,0,4,0,0,0,0,0,1,0,0
10223,9744,2,65,16,194,96,6.33,4.49,0,8,0,0,0,0,0,0,0,1
10226,3270,2,45,18,67,245,10.719999999999999,9.629999999999999,0,5,0,0,0,0,0,0,1,0
10263,565,2,40,14,83,179,6.4700000000000015,7.239999999999999,0,1,0,0,1,0,0,0,0,0
10281,6815,2,41,22,23,118,8.63,8.119999999999997,0,6,1,0,0,0,0,0,0,0
10282,1788,1,24,9,333,495,19.869999999999997,15.790000000000001,0,2,0,0,0,1,0,0,0,0
10288,219,2,20,13,181,144,8.09,8.4,0,5,0,0,0,0,0,0,1,0
10297,232,1,42,23,131,102,3.36,4.140000000000001,0,5,0,0,0,0,0,0,1,0
10324,10232,2,25,29,130,196,8.46,7.35,0,2,0,0,0,1,0,0,0,0
10330,9653,2,32,13,599,223,12.15,7.01,0,8,0,0,0,0,0,0,0,1
10337,2601,2,40,18,53,125,8.59,5.85,0,3,0,1,0,0,0,0,0,0
10364,5349,1,50,31,201,223,14.159999999999997,8.87,0,3,0,1,0,0,0,0,0,0
10381,4879,2,65,29,104,103,8.629999999999999,4.7,0,4,0,0,0,0,0,1,0,0
10382,6670,2,35,18,186,178,15.909999999999998,10.069999999999997,0,3,0,1,0,0,0,0,0,0
10384,11725,2,18,24,185,158,8.09,6.229999999999999,0,4,0,0,0,0,0,1,0,0
10413,8211,1,32,6,74,157,14,9.809999999999999,0,4,0,0,0,0,0,1,0,0
10457,4601,2,57,20,0,55,3.8,6.279999999999999,0,3,0,1,0,0,0,0,0,0
10476,8626,2,22,13,97,278,11.770000000000001,9.3,0,2,0,0,0,1,0,0,0,0
10478,9204,2,19,24,32,164,15.94,11.7,0,3,0,1,0,0,0,0,0,0
10480,8610,1,48,10,56,55,3.18,1.9600000000000002,0,1,0,0,1,0,0,0,0,0
10506,8211,2,28,6,78,157,13.039999999999997,9.22,0,4,0,0,0,0,0,1,0,0
10527,301,1,24,16,159,165,6.5,7.37,0,1,0,0,1,0,0,0,0,0
10548,8076,2,62,31,19,65,4.04,4.880000000000001,0,4,0,0,0,0,0,1,0,0
10557,9175,2,47,19,38,104,3.9399999999999995,3.9699999999999993,0,2,0,0,0,1,0,0,0,0
10585,344,2,55,22,106,89,4.3,4.260000000000001,0,3,0,1,0,0,0,0,0,0
10597,65,2,24,29,67,102,5.24,7.009999999999999,0,4,0,0,0,0,0,1,0,0
10607,10205,2,45,15,11,62,7.26,6.279999999999999,0,8,0,0,0,0,0,0,0,1
10680,7071,1,25,18,411,173,14.219999999999999,7.3999999999999995,0,7,0,0,0,0,1,0,0,0
10681,5088,2,22,15,73,98,4.969999999999999,5.2299999999999995,0,8,0,0,0,0,0,0,0,1
10708,5207,1,32,18,188,126,12.709999999999997,8.57,0,7,0,0,0,0,1,0,0,0
10723,1043,2,35,18,52,66,4.7399999999999975,4.109999999999999,0,8,0,0,0,0,0,0,0,1
10738,7051,2,35,24,86,134,8.399999999999999,5.4399999999999995,0,8,0,0,0,0,0,0,0,1
10745,7075,1,42,6,903,162,7.43,7.34,0,4,0,0,0,0,0,1,0,0
10766,9055,2,18,27,54,180,26.099999999999998,8.499999999999996,0,6,1,0,0,0,0,0,0,0
10768,10833,2,25,8,7,43,4.979999999999999,4.57,0,6,1,0,0,0,0,0,0,0
10811,5339,1,22,14,24,115,6.82,7.390000000000001,0,7,0,0,0,0,1,0,0,0
10835,8328,2,28,7,214,189,7.980000000000001,7.19,1,2,0,0,0,1,0,0,0,0
10856,4896,2,38,9,182,265,10.540000000000001,10.649999999999999,0,2,0,0,0,1,0,0,0,0
10870,6866,1,80,15,47,50,3.1300000000000003,3.059999999999999,0,6,1,0,0,0,0,0,0,0
10892,6000,1,40,18,85,155,8.15,9.24,0,1,0,0,1,0,0,0,0,0
10898,9636,2,32,29,39,272,20.509999999999998,14.22,0,6,1,0,0,0,0,0,0,0
10902,2007,1,30,20,141,156,6.6499999999999995,7.199999999999999,0,7,0,0,0,0,1,0,0,0
10905,2546,1,26,12,130,137,8.419999999999998,9.93,0,5,0,0,0,0,0,0,1,0
10916,2073,1,56,16,164,75,4.39,5.57,0,3,0,1,0,0,0,0,0,0
10936,9117,2,50,27,15,231,32.22999999999999,9.67,0,6,1,0,0,0,0,0,0,0
10951,2114,2,38,12,48,52,2.5599999999999996,3.4,0,1,0,0,1,0,0,0,0,0
10972,11340,2,30,19,347,111,7.95,7.5,0,3,0,1,0,0,0,0,0,0
10994,1250,2,21,10,449,81,5.25,5.739999999999999,0,1,0,0,1,0,0,0,0,0
11037,9932,1,50,11,133,105,7.109999999999999,8.299999999999999,0,2,0,0,0,1,0,0,0,0
11061,10964,1,25,20,160,101,5.550000000000001,4.38,0,8,0,0,0,0,0,0,0,1
11070,5157,1,25,22,41,111,8.709999999999999,9.549999999999999,0,1,0,0,1,0,0,0,0,0
11097,2294,2,76,12,227,90,5.17,2.47,0,7,0,0,0,0,1,0,0,0
11106,6726,2,31,22,17,90,4.85,4.9399999999999995,0,8,0,0,0,0,0,0,0,1
11130,2097,2,50,12,4,53,4.3500000000000005,5.58,0,8,0,0,0,0,0,0,0,1
11131,10232,2,65,29,193,217,9.079999999999998,8.33,0,2,0,0,0,1,0,0,0,0
11141,233,2,42,24,45,176,12.509999999999998,8.819999999999999,0,6,1,0,0,0,0,0,0,0
11174,2159,2,35,21,88,125,6.699999999999998,8.459999999999996,0,1,0,0,1,0,0,0,0,0
11209,4309,2,32,29,127,179,11.87,10.36,0,6,1,0,0,0,0,0,0,0
11215,3337,1,45,16,21,153,9.599999999999998,7.9799999999999995,0,7,0,0,0,0,1,0,0,0
11216,9703,1,30,14,7,89,2.5300000000000002,3.38,0,1,0,0,1,0,0,0,0,0
11255,560,1,33,23,917,121,7.75,8.649999999999999,0,3,0,1,0,0,0,0,0,0
11256,988,2,23,12,48,112,5.42,6.759999999999999,0,7,0,0,0,0,1,0,0,0
11273,6630,1,35,12,168,119,7.46,6.94,0,5,0,0,0,0,0,0,1,0
11277,3618,2,20,28,124,316,26.029999999999998,14.629999999999999,0,3,0,1,0,0,0,0,0,0
11292,10530,2,20,15,60,72,3.83,5.46,0,5,0,0,0,0,0,0,1,0
11293,8445,2,18,18,141,85,4.3100000000000005,5.24,0,8,0,0,0,0,0,0,0,1
11310,1573,1,48,19,123,76,3.73,5.300000000000001,0,5,0,0,0,0,0,0,1,0
11353,6210,2,22,31,56,172,8.17,9.329999999999998,0,4,0,0,0,0,0,1,0,0
11391,2531,2,22,27,141,126,5.53,5.109999999999999,0,4,0,0,0,0,0,1,0,0
11414,9102,2,28,16,60,119,6.240000000000001,6.24,0,8,0,0,0,0,0,0,0,1
11416,9341,1,36,24,14,70,4.72,4.07,0,6,1,0,0,0,0,0,0,0
11421,9420,2,23,27,699,123,7.969999999999999,5.329999999999998,0,2,0,0,0,1,0,0,0,0
11422,9944,2,56,27,75,108,8.020000000000001,6.15,0,4,0,0,0,0,0,1,0,0
11423,10053,2,36,26,71,165,5.1000000000000005,6.359999999999999,0,4,0,0,0,0,0,1,0,0
11442,120,2,23,23,73,106,4.659999999999998,4.3599999999999985,0,5,0,0,0,0,0,0,1,0
11443,782,2,20,16,61,129,6.919999999999998,5.909999999999999,0,7,0,0,0,0,1,0,0,0
11450,1927,2,25,10,58,72,5.44,4.989999999999998,0,1,0,0,1,0,0,0,0,0
11477,459,2,35,14,204,142,3.95,4.109999999999999,0,1,0,0,1,0,0,0,0,0
11479,10528,1,22,21,81,206,9.54,8.959999999999999,0,7,0,0,0,0,1,0,0,0
11501,2553,1,30,2,185,175,8.41,9.25,0,2,0,0,0,1,0,0,0,0
11506,7136,2,70,26,10,106,10.070000000000002,5.629999999999998,0,3,0,1,0,0,0,0,0,0
11508,6410,2,45,17,49,95,4.5200000000000005,6.33,0,3,0,1,0,0,0,0,0,0
11510,7906,2,33,9,89,83,5.45,5.289999999999998,0,5,0,0,0,0,0,0,1,0
11527,5614,1,70,21,26,52,1.9600000000000004,2.23,0,2,0,0,0,1,0,0,0,0
11547,443,2,28,20,86,94,5.69,6.14,0,3,0,1,0,0,0,0,0,0
11549,3270,2,65,18,25,88,3.28,3.1999999999999993,0,5,0,0,0,0,0,0,1,0
11552,1958,2,25,24,85,66,5,4.26,0,3,0,1,0,0,0,0,0,0
11569,11308,2,21,18,359,174,8.44,6.45,0,7,0,0,0,0,1,0,0,0
11570,3654,2,32,27,23,142,14.29,10.360000000000001,0,6,1,0,0,0,0,0,0,0
11582,6558,1,50,5,796,146,16.969999999999995,5.4,0,4,0,0,0,0,0,1,0,0
11583,8828,1,75,23,100,254,22.199999999999996,17.91,0,3,0,1,0,0,0,0,0,0
11594,5519,2,19,27,93,90,4.489999999999999,1.26,0,4,0,0,0,0,0,1,0,0
11610,7084,1,30,24,276,251,10.329999999999998,8.069999999999999,0,8,0,0,0,0,0,0,0,1
11618,6272,2,24,27,928,88,14.74,3.42,0,6,1,0,0,0,0,0,0,0
11620,3585,2,22,19,74,71,4.22,4.02,0,2,0,0,0,1,0,0,0,0
11631,3446,2,22,12,13,72,5.95,4.8199999999999985,0,6,1,0,0,0,0,0,0,0
11649,7712,1,48,2,137,166,11.54,10.339999999999996,0,4,0,0,0,0,0,1,0,0
11687,9983,2,36,12,31,108,7.68,6.249999999999999,0,8,0,0,0,0,0,0,0,1
11691,6670,2,60,18,54,74,7.640000000000001,5.46,0,3,0,1,0,0,0,0,0,0
11694,11280,2,18,16,145,168,7.159999999999999,5.989999999999999,0,8,0,0,0,0,0,0,0,1
11711,10137,1,62,25,80,155,10.84,6.289999999999998,0,6,1,0,0,0,0,0,0,0
11717,11238,1,52,27,580,182,11.989999999999998,9.799999999999995,0,2,0,0,0,1,0,0,0,0
11724,1983,2,48,24,4,198,7.6099999999999985,4.16,0,8,0,0,0,0,0,0,0,1
11729,10803,1,38,2,92,151,11.2,7.09,0,4,0,0,0,0,0,1,0,0
11730,8628,1,30,27,40,106,5.71,6.179999999999999,0,5,0,0,0,0,0,0,1,0
11742,11605,2,25,29,84,55,4.57,4.09,0,4,0,0,0,0,0,1,0,0
11811,7565,1,37,17,57,133,11.67,5.849999999999999,0,7,0,0,0,0,1,0,0,0
11873,6744,2,29,26,168,153,10.040000000000001,10.69,0,3,0,1,0,0,0,0,0,0
11883,10480,2,31,19,136,166,9.099999999999996,7.659999999999999,0,7,0,0,0,0,1,0,0,0
11891,6814,2,22,26,54,97,6.41,6.12,0,7,0,0,0,0,1,0,0,0
11902,10446,2,30,26,60,192,9.99,9.559999999999999,0,7,0,0,0,0,1,0,0,0
11920,5926,2,53,23,110,172,7.5699999999999985,4.749999999999999,0,2,0,0,0,1,0,0,0,0
11937,3465,2,35,24,210,162,11,7.640000000000001,0,8,0,0,0,0,0,0,0,1
11967,10390,2,55,22,31,83,4.369999999999999,6.479999999999998,0,3,0,1,0,0,0,0,0,0
12000,5222,2,31,27,26,78,2.2,2.0599999999999996,0,2,0,0,0,1,0,0,0,0
12017,1627,1,31,13,11,28,1.9100000000000001,1.75,0,6,1,0,0,0,0,0,0,0
12018,969,1,45,13,129,123,6.96,6.739999999999999,0,5,0,0,0,0,0,0,1,0
12022,102,1,36,27,100,207,10.730000000000002,9.1,0,6,1,0,0,0,0,0,0,0
12029,4370,1,24,4,91,179,11.450000000000003,8.33,0,4,0,0,0,0,0,1,0,0
12041,11774,1,33,24,135,259,10.7,7.699999999999999,0,3,0,1,0,0,0,0,0,0
12052,7487,1,40,18,45,165,14.18,11.259999999999998,0,1,0,0,1,0,0,0,0,0
12057,10312,2,45,2,289,295,8.190000000000001,6.39,0,2,0,0,0,1,0,0,0,0
12058,2606,2,24,15,53,138,6.08,6.329999999999999,0,5,0,0,0,0,0,0,1,0
12062,1502,1,29,29,144,91,5.339999999999998,5.77,0,5,0,0,0,0,0,0,1,0
12073,3315,2,56,13,107,75,4.8500000000000005,6.299999999999999,0,5,0,0,0,0,0,0,1,0
12090,4500,2,40,20,15,106,4.7700000000000005,3.4599999999999995,0,2,0,0,0,1,0,0,0,0
12093,6792,2,65,1,175,139,11.299999999999999,6.9799999999999995,1,4,0,0,0,0,0,1,0,0
12100,3550,1,59,12,199,121,7.109999999999999,7.42,0,1,0,0,1,0,0,0,0,0
12119,7781,1,26,27,763,93,5.68,7.78,0,4,0,0,0,0,0,1,0,0
12132,2360,1,42,8,225,221,17.400000000000002,12.789999999999997,0,1,0,0,1,0,0,0,0,0
12164,10420,1,40,26,275,210,17.990000000000002,8.77,0,1,0,0,1,0,0,0,0,0
12168,5951,2,60,23,177,163,5.07,4.840000000000001,0,2,0,0,0,1,0,0,0,0
12176,7803,1,25,27,20,70,7.5,7.13,0,3,0,1,0,0,0,0,0,0
12182,7341,1,32,22,232,139,7.38,8.59,0,1,0,0,1,0,0,0,0,0
12183,9266,2,36,29,134,233,11.93,9.579999999999998,0,1,0,0,1,0,0,0,0,0
12190,2149,2,24,18,49,113,6.3100000000000005,6.55,0,7,0,0,0,0,1,0,0,0
12198,11536,1,18,16,162,156,8.840000000000002,8.829999999999997,0,7,0,0,0,0,1,0,0,0
12208,3736,2,24,23,116,228,9.3,9.11,0,5,0,0,0,0,0,0,1,0
12212,7892,1,35,23,3818,257,18.990000000000002,14.48,0,6,1,0,0,0,0,0,0,0
12250,11238,1,26,27,574,159,10.61,8.37,0,2,0,0,0,1,0,0,0,0
12293,3485,1,26,29,272,260,8.52,7.88,0,2,0,0,0,1,0,0,0,0
12296,10202,1,27,16,22,209,11.59,9.910000000000002,0,7,0,0,0,0,1,0,0,0
12314,1049,1,28,29,146,152,6.279999999999999,6.409999999999999,0,4,0,0,0,0,0,1,0,0
12331,4195,2,39,9,85,119,9.54,7.44,0,5,0,0,0,0,0,0,1,0
12348,10205,1,60,15,11,68,7.720000000000001,7.09,0,8,0,0,0,0,0,0,0,1
12361,6126,2,60,9,108,98,5.279999999999999,5.93,0,5,0,0,0,0,0,0,1,0
12366,11217,1,38,7,115,103,9.03,10.279999999999998,1,5,0,0,0,0,0,0,1,0
12367,7951,1,38,25,276,276,22.639999999999997,14.08,0,6,1,0,0,0,0,0,0,0
12369,5094,2,42,22,202,136,6.01,6.81,0,4,0,0,0,0,0,1,0,0
12373,10125,2,21,15,41,35,1.5499999999999998,1.6600000000000001,0,5,0,0,0,0,0,0,1,0
12390,8550,2,30,14,113,198,9.149999999999999,8.03,0,7,0,0,0,0,1,0,0,0
12391,77,2,19,18,45,158,14.719999999999995,10.339999999999998,0,1,0,0,1,0,0,0,0,0
12395,7727,2,35,18,93,74,4.109999999999999,4.45,0,7,0,0,0,0,1,0,0,0
12397,11361,2,26,13,206,75,4.03,4.13,0,5,0,0,0,0,0,0,1,0
12439,1202,2,60,7,92,114,7.89,5.689999999999997,1,4,0,0,0,0,0,1,0,0
12454,11077,1,32,23,58,275,11.499999999999998,7.539999999999999,0,1,0,0,1,0,0,0,0,0
12458,46,2,65,27,15,96,13.700000000000001,5.0699999999999985,0,6,1,0,0,0,0,0,0,0
12493,6794,2,24,19,58,101,5.630000000000001,6.069999999999999,0,3,0,1,0,0,0,0,0,0
12504,1043,2,70,18,48,54,3.919999999999999,2.9099999999999997,0,8,0,0,0,0,0,0,0,1
12505,10886,2,56,6,64,170,8.59,8.729999999999997,0,4,0,0,0,0,0,1,0,0
12525,5802,1,34,11,6,83,5.080000000000001,6.540000000000001,0,5,0,0,0,0,0,0,1,0
12540,5976,2,21,13,103,168,11.909999999999998,6.469999999999999,0,8,0,0,0,0,0,0,0,1
12553,7408,2,38,8,4206,200,14.42,13.419999999999995,0,1,0,0,1,0,0,0,0,0
12568,2541,1,65,8,34,198,10.459999999999999,7.829999999999999,0,4,0,0,0,0,0,1,0,0
12579,4447,2,22,12,15,80,4.220000000000001,5.669999999999999,0,8,0,0,0,0,0,0,0,1
12580,334,2,23,19,83,77,5.5200000000000005,4.999999999999999,0,3,0,1,0,0,0,0,0,0
12612,9066,1,28,17,219,177,12.709999999999997,8.129999999999997,0,7,0,0,0,0,1,0,0,0
12625,4291,1,80,3,21,75,6.14,4.77,0,4,0,0,0,0,0,1,0,0
12640,2789,1,50,22,150,144,6.290000000000001,6.2,0,4,0,0,0,0,0,1,0,0
12648,8133,2,25,12,80,126,8.52,11.499999999999998,0,6,1,0,0,0,0,0,0,0
12670,10219,1,62,20,131,137,5.919999999999999,6.449999999999999,0,7,0,0,0,0,1,0,0,0
12683,11735,1,39,28,70,96,5.239999999999999,5.22,0,4,0,0,0,0,0,1,0,0
12694,3728,2,22,14,142,453,8.04,6.859999999999999,0,7,0,0,0,0,1,0,0,0
12705,301,2,50,16,148,126,4.25,4.12,0,1,0,0,1,0,0,0,0,0
12719,2007,2,25,20,137,179,9.080000000000002,8.7,0,7,0,0,0,0,1,0,0,0
12741,7622,1,55,29,259,126,5.0600000000000005,5.069999999999999,0,2,0,0,0,1,0,0,0,0
12744,25,2,50,8,104,100,6.39,8.45,0,2,0,0,0,1,0,0,0,0
12765,4351,2,63,26,159,159,10.349999999999998,7.759999999999999,0,1,0,0,1,0,0,0,0,0
12796,107,1,57,22,89,82,8.629999999999999,6.72,0,4,0,0,0,0,0,1,0,0
12835,11500,2,25,24,21,66,3.8100000000000005,5.3100000000000005,0,3,0,1,0,0,0,0,0,0
12836,9636,1,38,29,42,305,23.680000000000007,15.649999999999999,0,6,1,0,0,0,0,0,0,0
12887,3816,2,25,30,230,148,5.77,5.71,0,4,0,0,0,0,0,1,0,0
12894,3728,1,20,14,119,230,7.09,5.42,0,7,0,0,0,0,1,0,0,0
12906,1450,2,56,17,21,60,3.9899999999999998,5.889999999999999,0,3,0,1,0,0,0,0,0,0
12917,523,1,40,29,191,113,6.730000000000001,9.08,0,6,1,0,0,0,0,0,0,0
12933,8187,1,60,30,37,103,7.099999999999999,4.819999999999999,0,3,0,1,0,0,0,0,0,0
12944,1320,2,25,19,82,145,10.37,11.58,0,3,0,1,0,0,0,0,0,0
12973,1753,1,32,24,41,155,9.399999999999997,7.149999999999999,0,6,1,0,0,0,0,0,0,0
12980,8474,2,26,20,383,270,8.55,6.71,0,1,0,0,1,0,0,0,0,0
12981,3167,1,26,23,118,59,3.38,3.52,0,2,0,0,0,1,0,0,0,0
13006,5193,2,26,28,124,138,11.6,7.08,0,4,0,0,0,0,0,1,0,0
13033,9914,1,38,18,11,38,3.54,3.89,0,7,0,0,0,0,1,0,0,0
13034,6630,2,65,12,158,120,8.949999999999998,7.159999999999998,0,5,0,0,0,0,0,0,1,0
13041,11361,2,85,13,255,100,5.39,5.109999999999999,0,5,0,0,0,0,0,0,1,0
13063,1045,2,50,19,17,87,3.85,3.84,0,7,0,0,0,0,1,0,0,0
13070,66,2,28,18,187,178,8.669999999999998,8.399999999999999,0,8,0,0,0,0,0,0,0,1
13075,3276,2,19,15,69,128,6.02,6.19,0,1,0,0,1,0,0,0,0,0
13113,9099,1,50,30,74,109,9.66,6.26,0,4,0,0,0,0,0,1,0,0
13121,10833,1,34,8,25,53,5.599999999999999,5.2,0,6,1,0,0,0,0,0,0,0
13148,9775,1,50,23,53,85,4.869999999999998,5.649999999999998,0,7,0,0,0,0,1,0,0,0
13168,6724,2,26,20,158,118,5.180000000000001,4.17,0,7,0,0,0,0,1,0,0,0
13190,5236,2,40,23,125,238,18.78,11.549999999999999,0,6,1,0,0,0,0,0,0,0
13202,9148,1,30,7,287,170,13.149999999999999,11.55,1,5,0,0,0,0,0,0,1,0
13203,6101,1,35,23,135,360,17.85,7.47,0,8,0,0,0,0,0,0,0,1
13207,6571,2,65,31,20,43,2.3,3.51,0,4,0,0,0,0,0,1,0,0
13211,6630,2,30,12,158,125,9.28,7.729999999999999,0,5,0,0,0,0,0,0,1,0
13228,6977,2,19,12,92,101,4.38,4.829999999999999,0,1,0,0,1,0,0,0,0,0
13238,7319,1,45,25,99,97,8.129999999999999,9.52,0,5,0,0,0,0,0,0,1,0
13271,7584,1,31,26,71,106,7.0200000000000005,6.51,0,3,0,1,0,0,0,0,0,0
13274,6841,1,42,4,55,75,5.039999999999999,7.470000000000001,0,4,0,0,0,0,0,1,0,0
13286,7887,2,24,24,102,121,9.600000000000001,5.49,0,4,0,0,0,0,0,1,0,0
13290,544,1,60,9,269,391,24.09,15.03,0,8,0,0,0,0,0,0,0,1
13302,104,1,28,16,79,218,10.329999999999998,11.479999999999999,0,8,0,0,0,0,0,0,0,1
13324,10359,2,27,25,27,127,5.8999999999999995,5.649999999999999,0,2,0,0,0,1,0,0,0,0
13340,8914,2,48,18,125,127,6.890000000000001,5.769999999999999,0,7,0,0,0,0,1,0,0,0
13367,2872,2,46,24,75,65,3.2800000000000002,3.59,0,3,0,1,0,0,0,0,0,0
13370,9681,1,40,16,49,172,11.630000000000003,9.57,0,7,0,0,0,0,1,0,0,0
13407,3375,1,29,29,67,101,7.689999999999998,5.76,0,6,1,0,0,0,0,0,0,0
13456,11230,2,30,29,70,87,9.83,13.159999999999998,0,1,0,0,1,0,0,0,0,0
13468,184,2,30,31,67,34,1.62,2.1199999999999997,0,2,0,0,0,1,0,0,0,0
13472,639,2,48,7,151,124,5.569999999999999,6.649999999999999,1,8,0,0,0,0,0,0,0,1
13474,77,2,22,18,34,118,9.219999999999999,7.659999999999998,0,1,0,0,1,0,0,0,0,0
13478,1542,1,20,21,27,172,11.969999999999999,10.94,0,3,0,1,0,0,0,0,0,0
13484,7210,1,45,31,582,451,13.11,8.82,0,3,0,1,0,0,0,0,0,0
13487,4453,1,35,20,168,211,13.009999999999998,13.28,0,3,0,1,0,0,0,0,0,0
13495,120,1,50,23,90,127,5.5200000000000005,5.23,0,5,0,0,0,0,0,0,1,0
13509,10113,1,40,16,199,202,7.4399999999999995,6.890000000000001,0,7,0,0,0,0,1,0,0,0
13510,9870,2,26,25,184,73,3.8800000000000003,4.43,0,5,0,0,0,0,0,0,1,0
13518,8743,2,60,17,21,71,2.69,3.3999999999999995,0,7,0,0,0,0,1,0,0,0
13523,7215,1,33,23,173,264,7.869999999999999,7.209999999999998,0,2,0,0,0,1,0,0,0,0
13573,2595,2,30,18,2254,205,10.239999999999998,11.25,0,7,0,0,0,0,1,0,0,0
13580,9987,1,43,15,159,147,6.3,6.46,0,5,0,0,0,0,0,0,1,0
13585,11509,1,55,22,122,123,6.779999999999999,8.299999999999999,0,3,0,1,0,0,0,0,0,0
13627,11692,2,22,18,204,187,6.22,6.379999999999999,0,8,0,0,0,0,0,0,0,1
13635,1088,2,46,21,110,106,6.5,5.96,0,5,0,0,0,0,0,0,1,0
13650,2637,2,22,22,1023,138,10.17,7.53,0,3,0,1,0,0,0,0,0,0
13691,10203,2,34,14,183,150,11.14,11.4,0,5,0,0,0,0,0,0,1,0
13701,9511,1,59,24,60,99,4.459999999999999,2.3600000000000003,0,4,0,0,0,0,0,1,0,0
13715,938,1,68,14,188,176,9.17,6.619999999999999,0,7,0,0,0,0,1,0,0,0
13758,10516,2,51,26,158,75,3.6999999999999997,4.96,0,6,1,0,0,0,0,0,0,0
13769,482,2,40,14,179,110,6.27,6.849999999999999,0,1,0,0,1,0,0,0,0,0
13777,7821,1,40,16,51,154,9.39,10,0,7,0,0,0,0,1,0,0,0
13779,5171,2,35,21,116,105,5.109999999999999,6.25,0,2,0,0,0,1,0,0,0,0
13780,1947,1,50,8,133,90,7.340000000000001,7.059999999999999,0,6,1,0,0,0,0,0,0,0
13795,3218,2,74,21,13,56,4.87,4.24,0,2,0,0,0,1,0,0,0,0
13808,9983,1,65,12,30,85,7.71,5.779999999999999,0,8,0,0,0,0,0,0,0,1
13813,1065,2,25,14,1100,154,7.990000000000002,8.549999999999999,0,1,0,0,1,0,0,0,0,0
13831,1680,1,65,29,155,122,9.46,5.549999999999999,0,6,1,0,0,0,0,0,0,0
13836,188,1,41,19,232,135,6.819999999999999,7.92,0,5,0,0,0,0,0,0,1,0
13847,10702,2,70,17,22,85,7.969999999999999,5.889999999999999,0,5,0,0,0,0,0,0,1,0
13872,6497,2,48,14,182,121,8.2,5.74,0,7,0,0,0,0,1,0,0,0
13885,7782,1,35,25,189,316,5.779999999999999,6.43,0,7,0,0,0,0,1,0,0,0
13900,10388,1,28,22,81,181,10.149999999999999,10.669999999999998,0,3,0,1,0,0,0,0,0,0
13916,2243,1,26,1,95,135,7.699999999999999,9.29,1,4,0,0,0,0,0,1,0,0
13923,3615,1,35,27,28,64,4.53,5.9,0,4,0,0,0,0,0,1,0,0
13929,279,2,35,22,133,192,10.740000000000002,12.07,0,3,0,1,0,0,0,0,0,0
13960,9202,2,40,14,106,154,7.119999999999999,6.89,0,1,0,0,1,0,0,0,0,0
13978,2264,2,77,26,72,109,17.43,6.24,0,6,1,0,0,0,0,0,0,0
13985,2137,2,44,9,154,151,7.9399999999999995,7.669999999999999,0,8,0,0,0,0,0,0,0,1
13993,11773,1,62,22,3,122,6.64,7.369999999999999,0,1,0,0,1,0,0,0,0,0
13994,10588,2,27,19,63,146,12.549999999999999,5.389999999999999,0,5,0,0,0,0,0,0,1,0
