SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,WEEKEND,adm2_,adm2_4,adm2_3,adm2_8,adm2_11,adm2_7,adm2_6,adm2_2,adm2_1,adm2_10,adm2_9,adm2_5
3257,9756,2,45,23,3810,232,17.330000000000002,7.17,0,4,1,0,0,0,0,0,0,0,0,0,0
3276,3678,1,58,23,160,197,12.6,7.710000000000001,0,7,0,0,0,0,1,0,0,0,0,0,0
3281,58,1,54,19,870,375,17.360000000000003,7.489999999999999,0,10,0,0,0,0,0,0,0,0,1,0,0
3289,11282,2,19,20,87,40,12.149999999999999,2.59,0,7,0,0,0,0,1,0,0,0,0,0,0
3302,2359,1,58,15,414,130,10.75,6.2,0,5,0,0,0,0,0,0,0,0,0,0,1
3310,348,2,78,13,225,588,5.26,1.8,0,5,0,0,0,0,0,0,0,0,0,0,1
3314,11434,2,58,28,151,246,12.809999999999999,8.25,0,1,0,0,0,0,0,0,0,1,0,0,0
3353,1937,2,46,5,60,372,16.479999999999997,8.849999999999998,0,6,0,0,0,0,0,1,0,0,0,0,0
3395,945,2,62,21,61,605,8.74,6.459999999999997,0,9,0,0,0,0,0,0,0,0,0,1,0
3397,6707,2,60,18,32,138,8.52,4.849999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0
3400,6078,2,40,19,15,56,9.54,4.439999999999999,0,11,0,0,0,1,0,0,0,0,0,0,0
3405,1819,2,47,25,54,129,11.569999999999999,7.939999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0
3406,7475,1,77,14,21,603,4.78,2.8800000000000003,0,4,1,0,0,0,0,0,0,0,0,0,0
3407,11616,2,30,15,32,224,7.009999999999999,4.669999999999998,0,1,0,0,0,0,0,0,0,1,0,0,0
3459,7632,1,60,4,35,278,8.75,5.7299999999999995,0,6,0,0,0,0,0,1,0,0,0,0,0
3466,2237,1,27,13,37,4140,8.97,11.43,0,5,0,0,0,0,0,0,0,0,0,0,1
3467,225,2,30,12,30,520,5.82,4.2700000000000005,0,10,0,0,0,0,0,0,0,0,1,0,0
3468,5509,2,73,25,45,3303,6.98,4.679999999999999,0,7,0,0,0,0,1,0,0,0,0,0,0
3493,8607,2,34,17,130,115,7.510000000000001,4.249999999999999,0,1,0,0,0,0,0,0,0,1,0,0,0
3537,11204,1,39,16,35,216,9.409999999999998,6.749999999999999,0,4,1,0,0,0,0,0,0,0,0,0,0
3541,11072,1,39,23,609,1623,21.78,9.550000000000002,0,8,0,0,1,0,0,0,0,0,0,0,0
3548,2908,2,23,28,33,191,8.15,5.25,0,1,0,0,0,0,0,0,0,1,0,0,0
3556,10559,2,18,25,1,64,2.3500000000000005,2.42,0,7,0,0,0,0,1,0,0,0,0,0,0
3563,32,2,65,8,48,682,7.559999999999999,2.9999999999999996,0,6,0,0,0,0,0,1,0,0,0,0,0
3601,11056,2,40,16,184,106,6.750000000000001,3.98,0,7,0,0,0,0,1,0,0,0,0,0,0
3630,9328,1,54,26,33,104,6.889999999999999,4.33,0,4,1,0,0,0,0,0,0,0,0,0,0
3631,7540,1,53,14,43,629,8.469999999999999,6.829999999999999,0,3,0,1,0,0,0,0,0,0,0,0,0
3652,8208,1,48,16,98,198,13.48,9.189999999999996,0,5,0,0,0,0,0,0,0,0,0,0,1
3661,10825,2,31,22,14,174,4.12,2.9899999999999993,0,8,0,0,1,0,0,0,0,0,0,0,0
3662,11241,1,45,22,22,1596,2.97,2.7699999999999996,0,6,0,0,0,0,0,1,0,0,0,0,0
3672,3678,2,22,23,120,175,9.459999999999999,7,0,7,0,0,0,0,1,0,0,0,0,0,0
