SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_5,adm2_1,adm2_6,adm2_12,adm2_4,adm2_9,adm2_10,adm2_11,adm2_2,adm2_3,adm2_7,adm2_8
2863,2492,2,58,27,235,245,25.029999999999998,15.16,2.5704,0,11,0,0,0,0,0,0,0,1,0,0,0,0
2864,10866,2,20,23,33,71,6.4799999999999995,3.5899999999999985,0.252,0,4,0,0,0,0,1,0,0,0,0,0,0,0
2924,994,2,50,22,33,182,14.95,8.57,0.42840000000000006,0,10,0,0,0,0,0,0,1,0,0,0,0,0
2958,1133,2,19,10,338,174,7.639999999999998,4.789999999999999,1.1779,0,9,0,0,0,0,0,1,0,0,0,0,0,0
2991,4545,2,58,16,165,162,8.469999999999999,7.559999999999999,1.4634000000000003,0,12,0,0,0,1,0,0,0,0,0,0,0,0
2993,10372,2,56,24,37,124,6.949999999999999,4.2299999999999995,2.559,0,12,0,0,0,1,0,0,0,0,0,0,0,0
3020,10413,2,67,13,88,93,11.330000000000002,12.669999999999998,5.25,0,2,0,0,0,0,0,0,0,0,1,0,0,0
3022,19,2,32,21,47,210,16.89,10.679999999999998,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3033,9238,2,40,11,74,176,16.939999999999998,11.539999999999997,6.2835,0,9,0,0,0,0,0,1,0,0,0,0,0,0
3089,10283,2,40,27,159,405,30.49,20.04,6.95,0,5,1,0,0,0,0,0,0,0,0,0,0,0
3112,6444,2,31,20,342,212,15.809999999999997,10.689999999999998,0.4788,0,2,0,0,0,0,0,0,0,0,1,0,0,0
3121,263,2,20,17,15,69,4.67,3.53,0.8520000000000001,0,2,0,0,0,0,0,0,0,0,1,0,0,0
3129,7252,2,28,4,132,89,5.149999999999999,4.899999999999998,0.37800000000000006,0,7,0,0,0,0,0,0,0,0,0,0,1,0
3198,8151,2,50,21,264,118,14.079999999999998,5.629999999999999,0.486,0,1,0,1,0,0,0,0,0,0,0,0,0,0
3241,7120,2,67,16,70,225,27.25,14.219999999999999,0.153,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3252,3080,2,38,17,478,174,20.86,8.479999999999999,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3264,5422,2,39,15,28,58,2.82,1.9200000000000002,0.504,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3278,6577,2,58,28,53,192,13.1,8.119999999999997,2.5595999999999997,0,11,0,0,0,0,0,0,0,1,0,0,0,0
3285,2494,2,39,21,50,72,5.36,6.35,1.5651000000000002,0,12,0,0,0,1,0,0,0,0,0,0,0,0
3321,3533,2,36,21,65,156,8.669999999999998,5.299999999999999,0.37440000000000007,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3369,251,2,42,20,520,160,10.78,6.569999999999999,0.4266,0,7,0,0,0,0,0,0,0,0,0,0,1,0
3376,4588,2,43,13,72,136,5.8100000000000005,5.66,0.37800000000000006,0,12,0,0,0,1,0,0,0,0,0,0,0,0
3404,6244,2,34,14,641,206,25.849999999999998,8.83,0.0135,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3408,9301,2,33,17,119,289,27.879999999999995,17.98,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0
3418,6370,2,35,26,616,221,18.96,9.89,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3461,9916,2,56,24,81,84,5.8,5.579999999999999,3.1415,0,12,0,0,0,1,0,0,0,0,0,0,0,0
3473,871,2,60,30,110,162,12.620000000000001,7.319999999999999,0.135,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3489,11820,2,30,22,143,247,20.02,11.18,1.5799999999999998,0,5,1,0,0,0,0,0,0,0,0,0,0,0
3551,1345,2,38,13,103,301,17.77,10.579999999999998,4.1136,0,5,1,0,0,0,0,0,0,0,0,0,0,0
3606,4541,2,19,13,59,183,20.07,8.849999999999998,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3610,321,2,30,17,124,249,19.110000000000003,10.2,0.522,0,2,0,0,0,0,0,0,0,0,1,0,0,0
3669,4329,2,52,13,34,1150,15.3,9.209999999999997,12.765,0,12,0,0,0,1,0,0,0,0,0,0,0,0
3680,10346,2,40,15,95,112,10.709999999999999,5.48,2.6001,0,9,0,0,0,0,0,1,0,0,0,0,0,0
3701,6899,2,66,29,649,215,29.039999999999992,11.539999999999997,0.612,0,5,1,0,0,0,0,0,0,0,0,0,0,0
3712,3745,2,28,22,67,321,27.550000000000004,16.57,0.968,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3719,5137,2,35,25,97,277,18.05,11.92,1.1520000000000001,0,9,0,0,0,0,0,1,0,0,0,0,0,0
3764,9482,2,50,29,203,142,11.370000000000001,7.879999999999998,0.7533,0,10,0,0,0,0,0,0,1,0,0,0,0,0
3768,2832,2,53,27,103,191,15.54,9.319999999999999,0.693,0,3,0,0,0,0,0,0,0,0,0,1,0,0
3775,7987,2,45,18,892,196,10.92,5.09,0.1035,0,11,0,0,0,0,0,0,0,1,0,0,0,0
3806,1276,2,80,25,73,109,7.370000000000001,4.8,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3831,10373,2,32,21,132,238,14.310000000000002,10.92,1.2328000000000001,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3851,11876,2,60,26,889,256,14.58,6.59,6.4327,0,12,0,0,0,1,0,0,0,0,0,0,0,0
3880,99,2,21,18,295,327,13.15,9.589999999999996,1.4274,0,7,0,0,0,0,0,0,0,0,0,0,1,0
3922,6989,2,32,21,648,179,13.489999999999998,10.35,0.4779,0,6,0,0,1,0,0,0,0,0,0,0,0,0
3936,4414,2,63,8,153,135,10.149999999999999,8.709999999999999,1.2240000000000002,0,8,0,0,0,0,0,0,0,0,0,0,0,1
3939,3258,2,44,26,106,115,6.050000000000001,7.1,0.2304,0,10,0,0,0,0,0,0,1,0,0,0,0,0
3943,9500,2,48,14,64,201,19.259999999999998,9.879999999999999,2.025,0,4,0,0,0,0,1,0,0,0,0,0,0,0
3974,3933,2,52,12,330,163,14.49,7.0600000000000005,0.8064,0,9,0,0,0,0,0,1,0,0,0,0,0,0
3993,10294,2,34,23,146,226,20.940000000000005,10.509999999999996,0.1917,0,6,0,0,1,0,0,0,0,0,0,0,0,0
4063,9779,2,64,25,87,159,10.96,6.619999999999999,0.945,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4090,7614,2,46,20,19,116,9.63,6.069999999999999,0.37800000000000006,0,11,0,0,0,0,0,0,0,1,0,0,0,0
