SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_VITA_RAE_mcg,sum_FOLDFE_mcg,sum_IRON_mg,sum_ZINC_mg,sum_VITB12_mcg,WEEKEND,adm2_,adm2_5,adm2_1,adm2_6,adm2_12,adm2_4,adm2_9,adm2_10,adm2_11,adm2_2,adm2_3,adm2_7,adm2_8
4212,7600,2,28,4,78,164,13.410000000000002,9.38,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0
4302,8070,2,42,22,54,302,23.720000000000002,13.719999999999999,0.5239,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4330,8497,2,55,2,39,101,6.269999999999999,6.499999999999999,0.207,0,7,0,0,0,0,0,0,0,0,0,0,1,0
4337,8638,2,36,13,55,189,11.11,7.939999999999999,0.8586000000000001,0,8,0,0,0,0,0,0,0,0,0,0,0,1
4376,2603,2,22,25,187,216,11.749999999999998,7.259999999999999,1.2949,0,4,0,0,0,0,1,0,0,0,0,0,0,0
4413,5125,2,30,30,54,270,14.199999999999998,8.12,0.126,0,3,0,0,0,0,0,0,0,0,0,1,0,0
4417,2770,2,49,14,483,241,11.040000000000003,7.049999999999998,2.8899999999999997,0,9,0,0,0,0,0,1,0,0,0,0,0,0
4425,9350,2,25,18,11,113,5.209999999999999,5.629999999999999,0.49950000000000006,0,12,0,0,0,1,0,0,0,0,0,0,0,0
4474,3264,2,45,16,136,429,35.82000000000001,19.900000000000002,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
4500,7381,2,25,21,89,129,9.469999999999999,6.279999999999999,0.234,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4541,10433,2,25,14,74,141,22.219999999999995,11.209999999999999,0.015,0,10,0,0,0,0,0,0,1,0,0,0,0,0
4564,10590,2,53,1,195,214,22.609999999999996,13.049999999999999,3.69,1,6,0,0,1,0,0,0,0,0,0,0,0,0
4607,436,2,35,20,623,213,19.8,13.449999999999998,0.5976,0,7,0,0,0,0,0,0,0,0,0,0,1,0
4614,7302,2,35,8,48,56,4.28,2.87,0.369,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4641,387,2,32,11,562,104,8.739999999999998,6.94,0.0828,0,7,0,0,0,0,0,0,0,0,0,0,1,0
4671,7625,2,30,18,68,216,17.6,10.34,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
4702,4906,2,53,20,48,208,21.3,12.529999999999996,0.531,0,1,0,1,0,0,0,0,0,0,0,0,0,0
4756,10287,2,25,29,81,168,13.66,8.59,0.2232,0,10,0,0,0,0,0,0,1,0,0,0,0,0
4811,3300,2,75,14,370,51,11.110000000000003,2.95,0.6246,0,4,0,0,0,0,1,0,0,0,0,0,0,0
4821,1961,2,65,17,823,167,10.44,4.889999999999999,0.6147,0,12,0,0,0,1,0,0,0,0,0,0,0,0
4829,6983,2,55,13,114,1137,16.639999999999997,10.52,8.262,0,2,0,0,0,0,0,0,0,0,1,0,0,0
4837,1834,2,56,19,95,253,19.389999999999997,11.93,0.198,0,3,0,0,0,0,0,0,0,0,0,1,0,0
4867,461,2,34,11,23,191,15.579999999999998,10.719999999999999,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
4868,7443,2,42,16,111,89,7.630000000000001,5.25,0.9949999999999999,0,8,0,0,0,0,0,0,0,0,0,0,0,1
4893,11523,2,45,20,34,33,2.4899999999999998,3.1699999999999995,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
4894,3953,2,40,17,18,66,6.33,5.79,0.35790000000000005,0,7,0,0,0,0,0,0,0,0,0,0,1,0
4915,3887,2,40,8,316,187,16.610000000000003,9.540000000000001,0.14400000000000002,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4922,9489,2,45,1,233,115,12.349999999999998,6.09,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
4930,7705,2,70,6,56,121,8.979999999999999,6.64,0.19079999999999997,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4940,11409,2,19,25,24,60,3.5100000000000002,2.579999999999999,0.9970000000000001,0,9,0,0,0,0,0,1,0,0,0,0,0,0
4948,4434,2,35,24,486,301,19.919999999999995,13.81,1.4176,0,11,0,0,0,0,0,0,0,1,0,0,0,0
4951,11652,2,18,25,170,153,7.209999999999999,6.749999999999998,1.062,0,9,0,0,0,0,0,1,0,0,0,0,0,0
4970,432,2,51,14,53,178,17.61,13.689999999999996,1.9638,0,4,0,0,0,0,1,0,0,0,0,0,0,0
4987,4469,2,26,24,70,146,7.100000000000001,6.619999999999998,2.178,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5042,9451,2,19,21,56,125,9.319999999999999,4.7700000000000005,0.117,0,3,0,0,0,0,0,0,0,0,0,1,0,0
5050,1537,2,23,16,124,191,16.66,10.34,0.27,0,4,0,0,0,0,1,0,0,0,0,0,0,0
5113,11485,2,55,20,28,57,4.129999999999999,2.6999999999999993,0.28800000000000003,0,2,0,0,0,0,0,0,0,0,1,0,0,0
5131,1965,2,54,25,275,167,19.410000000000004,11.83,4.794,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5167,2341,2,28,11,49,223,12.680000000000001,7.249999999999998,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
5188,3966,2,55,22,5458,228,22.900000000000002,15.929999999999998,6.66,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5236,7470,2,26,10,59,195,12.25,10.189999999999998,2.1672000000000002,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5249,1381,2,61,26,1081,294,10.219999999999997,4.829999999999999,1.96065,0,12,0,0,0,1,0,0,0,0,0,0,0,0
5259,4207,2,32,22,32,167,13.299999999999997,10.09,0.18900000000000003,0,4,0,0,0,0,1,0,0,0,0,0,0,0
5277,3096,2,45,21,707,211,19.130000000000003,9.389999999999997,2.7264,0,6,0,0,1,0,0,0,0,0,0,0,0,0
5284,4485,2,23,25,48,141,15.04,17.19,6.549,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5346,1484,2,40,19,426,191,20.68,13.159999999999998,0,0,11,0,0,0,0,0,0,0,1,0,0,0,0
5358,9187,2,38,25,46,149,12.629999999999999,9.249999999999998,0.594,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5360,3427,2,28,21,181,213,11.750000000000002,8.72,5.7469,0,5,1,0,0,0,0,0,0,0,0,0,0,0
5379,5010,2,75,19,15,160,16.83,8.58,0.38159999999999994,0,5,1,0,0,0,0,0,0,0,0,0,0,0
5420,4429,2,40,24,760,154,15.689999999999998,9.99,3.156,0,12,0,0,0,1,0,0,0,0,0,0,0,0
5468,8295,2,18,24,174,188,13.280000000000001,11.329999999999998,0.28800000000000003,0,9,0,0,0,0,0,1,0,0,0,0,0,0
5510,5903,2,19,13,16,471,4.36,4.759999999999999,4.428,0,12,0,0,0,1,0,0,0,0,0,0,0,0
5544,1576,2,68,7,146,190,14.079999999999998,9.190000000000001,0.4581,1,9,0,0,0,0,0,1,0,0,0,0,0,0
5607,2431,2,30,1,90,124,9.34,8.76,0,1,7,0,0,0,0,0,0,0,0,0,0,1,0
5627,3456,2,32,21,104,328,23.350000000000005,13.969999999999997,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
5674,11363,2,25,4,138,308,27.53,18.199999999999996,1.1880000000000002,0,3,0,0,0,0,0,0,0,0,0,1,0,0
5687,5881,2,18,27,69,190,15.13,10.080000000000002,0.117,0,3,0,0,0,0,0,0,0,0,0,1,0,0
5802,1669,2,20,14,34,254,9.419999999999998,5.97,7.6398,0,5,1,0,0,0,0,0,0,0,0,0,0,0
5845,7882,2,42,21,80,194,12.200000000000001,8.76,0.477,0,1,0,1,0,0,0,0,0,0,0,0,0,0
5850,7713,2,18,17,62,195,16.12,9.81,0.342,0,2,0,0,0,0,0,0,0,0,1,0,0,0
5954,606,2,55,18,11,86,4.51,5.119999999999999,0.4117499999999999,0,12,0,0,0,1,0,0,0,0,0,0,0,0
6017,9127,2,35,27,80,176,13.430000000000001,9.969999999999997,0.3024,0,10,0,0,0,0,0,0,1,0,0,0,0,0
6021,2134,2,40,19,23,175,19.49,12.49,0.441,0,3,0,0,0,0,0,0,0,0,0,1,0,0
6063,2593,2,60,20,519,183,15.7,9.270000000000001,0.4554,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6069,9508,2,32,18,323,528,23.189999999999994,13.55,0.2545,0,12,0,0,0,1,0,0,0,0,0,0,0,0
6075,4494,2,35,21,187,92,9.54,4.389999999999999,0.252,0,3,0,0,0,0,0,0,0,0,0,1,0,0
6082,5990,2,25,21,81,203,20.919999999999995,12.769999999999998,0.3546,0,12,0,0,0,1,0,0,0,0,0,0,0,0
6094,6463,2,18,8,14,211,19.89,11.629999999999999,0.14400000000000002,0,11,0,0,0,0,0,0,0,1,0,0,0,0
6152,11761,2,21,21,236,186,20.130000000000003,11.789999999999997,4.2168,0,10,0,0,0,0,0,0,1,0,0,0,0,0
6206,9048,2,28,18,202,165,17.76,9.809999999999999,3.177,0,5,1,0,0,0,0,0,0,0,0,0,0,0
6250,4498,2,33,13,103,168,9.079999999999998,7.3900000000000015,0.2403,0,6,0,0,1,0,0,0,0,0,0,0,0,0
6253,1887,2,26,1,81,209,18.029999999999998,10.510000000000002,0.597,1,6,0,0,1,0,0,0,0,0,0,0,0,0
6349,5134,2,35,14,63,149,13.21,8.21,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
6356,8122,2,42,14,525,406,8.77,5.88,0.3627,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6369,1611,2,65,15,84,163,10.32,7.3599999999999985,2.265,0,3,0,0,0,0,0,0,0,0,0,1,0,0
6421,602,2,40,20,51,155,11.759999999999998,7.359999999999999,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
6469,5386,2,43,20,128,233,13.270000000000003,8.339999999999998,0.45,0,5,1,0,0,0,0,0,0,0,0,0,0,0
6478,353,2,40,14,48,155,8.51,5.36,0.4104,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6487,9346,2,60,18,29,176,14.84,7.9799999999999995,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
6500,7063,2,45,12,159,189,12.700000000000001,8.43,0.7020000000000001,0,10,0,0,0,0,0,0,1,0,0,0,0,0
6526,9438,2,20,30,70,118,9.629999999999999,7.31,1.8,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6529,11657,2,20,15,29,64,2.4,2.969999999999999,0.2382,0,2,0,0,0,0,0,0,0,0,1,0,0,0
6544,10881,2,40,4,12,46,9.260000000000002,3.4199999999999995,0.9468,0,3,0,0,0,0,0,0,0,0,0,1,0,0
6547,7492,2,27,22,20,364,15.120000000000001,11.010000000000002,0.9684,0,11,0,0,0,0,0,0,0,1,0,0,0,0
6559,9284,2,30,29,872,283,26.529999999999994,11.110000000000001,4.451,0,5,1,0,0,0,0,0,0,0,0,0,0,0
6599,10019,2,19,15,51,105,6.930000000000001,6.3999999999999995,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0
6659,9859,2,42,30,63,138,11.490000000000002,7.839999999999999,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6668,10264,2,70,14,747,460,25.12,14.530000000000001,1.278,0,7,0,0,0,0,0,0,0,0,0,0,1,0
6701,9668,2,44,24,91,228,20.999999999999996,12.269999999999998,0.5813999999999999,0,10,0,0,0,0,0,0,1,0,0,0,0,0
6709,7332,2,48,8,54,208,20.28,11.139999999999997,0.396,0,11,0,0,0,0,0,0,0,1,0,0,0,0
6715,3954,2,35,21,46,154,14.659999999999998,7.250000000000001,0.2367,0,6,0,0,1,0,0,0,0,0,0,0,0,0
6754,1999,2,40,29,114,100,5.12,4.41,1.3311000000000002,0,10,0,0,0,0,0,0,1,0,0,0,0,0
6782,1961,2,42,17,842,248,15.46,10.189999999999998,0.6147,0,12,0,0,0,1,0,0,0,0,0,0,0,0
6788,11561,2,62,15,132,244,16.34,10.2,1.3601999999999999,0,3,0,0,0,0,0,0,0,0,0,1,0,0
6808,2307,2,35,21,70,201,17.18,11.299999999999999,0.0424,0,6,0,0,1,0,0,0,0,0,0,0,0,0
6827,9362,2,53,28,295,452,30.650000000000006,16.24,3.79,0,11,0,0,0,0,0,0,0,1,0,0,0,0
6887,10726,2,45,24,54,264,15.580000000000002,9.2,0.3546,0,11,0,0,0,0,0,0,0,1,0,0,0,0
6922,3459,2,50,25,49,220,14.700000000000001,8.709999999999999,0.63,0,9,0,0,0,0,0,1,0,0,0,0,0,0
6948,7725,2,38,12,31,134,7.119999999999999,2.36,0.3123,0,9,0,0,0,0,0,1,0,0,0,0,0,0
6979,9984,2,25,16,221,453,26.5,14.770000000000001,0.7915999999999999,0,6,0,0,1,0,0,0,0,0,0,0,0,0
7001,11091,2,24,16,9,143,12.939999999999998,7.739999999999998,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7006,9077,2,30,2,5687,172,11.49,11.92,5.91,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7029,6147,2,42,12,24,452,8.68,6.009999999999999,3.5775,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7042,11009,2,32,19,38,179,13.620000000000001,9.98,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7071,6718,2,60,14,553,174,9.159999999999998,7.08,0.9714,0,9,0,0,0,0,0,1,0,0,0,0,0,0
7078,2661,2,31,26,115,105,12.670000000000002,9.879999999999999,12.15,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7100,6506,2,38,5,102,313,21.580000000000002,12.849999999999998,1.3566000000000003,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7115,2759,2,54,17,71,158,9.07,8.44,0.6264,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7130,4996,2,74,18,37,45,0.88,0.8300000000000001,1.2024,0,10,0,0,0,0,0,0,1,0,0,0,0,0
7145,7142,2,38,18,769,145,18.69,7.09,0.28800000000000003,0,5,1,0,0,0,0,0,0,0,0,0,0,0
7177,1277,2,22,1,244,144,15.230000000000002,9.18,0.738,1,7,0,0,0,0,0,0,0,0,0,0,1,0
7183,10062,2,60,20,44,323,29.31,16.54,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7192,9020,2,25,7,35,361,21.769999999999996,16.08,2.736,1,9,0,0,0,0,0,1,0,0,0,0,0,0
7212,9269,2,33,13,30,126,10.53,6.8999999999999995,0.6021000000000001,0,6,0,0,1,0,0,0,0,0,0,0,0,0
7238,5792,2,60,14,52,104,14.370000000000001,7.849999999999999,4.059,0,8,0,0,0,0,0,0,0,0,0,0,0,1
7239,8466,2,55,25,55,166,13.45,8.909999999999998,0.653,0,6,0,0,1,0,0,0,0,0,0,0,0,0
7255,6229,2,75,19,38,90,7.51,5.55,0.297,0,2,0,0,0,0,0,0,0,0,1,0,0,0
7293,3909,2,20,25,53,131,10.83,8.82,0.945,0,11,0,0,0,0,0,0,0,1,0,0,0,0
7295,8003,2,56,28,66,121,6.19,6.399999999999999,1.5659999999999998,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7307,2653,2,36,29,63,394,24,14.619999999999997,1.602,0,5,1,0,0,0,0,0,0,0,0,0,0,0
7326,9079,2,52,29,93,145,12.809999999999999,8.93,0.045,0,10,0,0,0,0,0,0,1,0,0,0,0,0
7329,2955,2,23,25,61,169,15.219999999999999,7.87,0.1512,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7333,2188,2,62,28,25,60,8.61,3.71,1.26,0,10,0,0,0,0,0,0,1,0,0,0,0,0
7336,10718,2,37,27,31,62,3.1799999999999997,2.7,0.24840000000000004,0,11,0,0,0,0,0,0,0,1,0,0,0,0
7399,10287,2,55,29,85,137,12.209999999999997,7.219999999999999,0.2232,0,10,0,0,0,0,0,0,1,0,0,0,0,0
7418,10494,2,24,28,121,234,18.669999999999998,13.6,1.053,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7422,7941,2,48,31,524,311,21.819999999999997,12.379999999999997,0.252,0,6,0,0,1,0,0,0,0,0,0,0,0,0
7426,4993,2,28,18,28,80,4.83,5.01,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7475,11013,2,33,30,697,172,18.419999999999998,5.819999999999999,0.396,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7479,355,2,45,13,459,165,37.970000000000006,23.240000000000006,21.69,0,5,1,0,0,0,0,0,0,0,0,0,0,0
7494,5267,2,62,10,84,165,13.66,8.25,0.7560000000000001,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7553,3910,2,40,18,48,117,11.629999999999999,7.18,0.405,0,11,0,0,0,0,0,0,0,1,0,0,0,0
7556,5864,2,28,24,34,127,12.12,4.239999999999998,1.3865999999999998,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7623,700,2,38,11,27,146,10.79,7.789999999999999,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7635,4196,2,40,13,11,433,4.630000000000001,5.2700000000000005,3.618,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7647,8775,2,21,10,15,166,10.379999999999999,9.75,0.738,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7661,8777,2,38,19,14,79,6.82,8.26,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7675,8698,2,70,20,13,524,7.369999999999999,6.019999999999999,4.95855,0,6,0,0,1,0,0,0,0,0,0,0,0,0
7686,4610,2,80,28,19,101,6.630000000000001,4.199999999999998,1.8723999999999998,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7689,7714,2,26,18,530,199,17.889999999999997,9.159999999999997,0.297,0,5,1,0,0,0,0,0,0,0,0,0,0,0
7699,10422,2,24,12,43,54,4.13,2.89,0.279,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7733,3057,2,46,30,30,120,8.299999999999999,4.95,0.09,0,3,0,0,0,0,0,0,0,0,0,1,0,0
7770,3755,2,23,18,81,181,12.73,7.859999999999999,0.35009999999999997,0,10,0,0,0,0,0,0,1,0,0,0,0,0
7791,1915,2,23,5,131,270,13.370000000000001,8.279999999999998,0.5382,0,1,0,1,0,0,0,0,0,0,0,0,0,0
7817,9106,2,28,24,137,68,4.45,4.359999999999999,0.8001,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7828,10545,2,45,24,54,86,5.33,4.819999999999999,0.4878,0,12,0,0,0,1,0,0,0,0,0,0,0,0
7906,1353,2,20,18,11,84,8.32,5.579999999999999,2.3706,0,6,0,0,1,0,0,0,0,0,0,0,0,0
7915,4497,2,33,21,57,200,13.54,8.739999999999998,1.044,0,11,0,0,0,0,0,0,0,1,0,0,0,0
7921,7514,2,43,6,72,236,15.88,9.41,0.477,0,7,0,0,0,0,0,0,0,0,0,0,1,0
7930,11544,2,67,14,26,135,27.46,9.8,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7947,8383,2,34,6,475,520,30.83,22.94000000000001,0.7587,0,9,0,0,0,0,0,1,0,0,0,0,0,0
7958,8631,2,36,1,326,94,12.520000000000001,6.88,0.297,1,7,0,0,0,0,0,0,0,0,0,0,1,0
7961,7617,2,38,18,179,135,12.569999999999997,6.98,0.17550000000000002,0,4,0,0,0,0,1,0,0,0,0,0,0,0
7967,7488,2,38,11,208,147,7.819999999999999,7.369999999999998,0.6318,0,9,0,0,0,0,0,1,0,0,0,0,0,0
7982,9489,2,20,1,290,140,15.849999999999998,7.699999999999999,0,1,6,0,0,1,0,0,0,0,0,0,0,0,0
8010,2891,2,32,15,1267,285,25.929999999999993,16.7,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
8061,9342,2,25,18,555,261,19.88,10.519999999999998,1.2177,0,1,0,1,0,0,0,0,0,0,0,0,0,0
8064,11832,2,65,4,35,109,7.550000000000001,6.539999999999999,0.468,0,7,0,0,0,0,0,0,0,0,0,0,1,0
8088,5208,2,42,26,4149,153,11.709999999999997,8.569999999999999,5.1419999999999995,0,7,0,0,0,0,0,0,0,0,0,0,1,0
8134,6574,2,27,17,443,155,15.549999999999999,8.93,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
8172,7332,2,20,8,43,128,12.089999999999998,6.999999999999999,0.396,0,11,0,0,0,0,0,0,0,1,0,0,0,0
8189,8708,2,24,23,401,146,18.37,9.02,0.945,0,11,0,0,0,0,0,0,0,1,0,0,0,0
8196,1962,2,49,21,77,106,8.22,5.789999999999999,0.07200000000000001,0,3,0,0,0,0,0,0,0,0,0,1,0,0
8228,4286,2,70,23,25,145,11.189999999999998,8.66,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
8263,7522,2,32,9,199,187,10.12,9.540000000000001,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
8281,5808,2,40,8,155,79,6.54,5.569999999999998,0,0,9,0,0,0,0,0,1,0,0,0,0,0,0
8303,1903,2,67,6,19,104,7.55,6.109999999999999,0.7020000000000001,0,11,0,0,0,0,0,0,0,1,0,0,0,0
8340,263,2,70,17,13,46,2.5500000000000003,2.63,0.537,0,2,0,0,0,0,0,0,0,0,1,0,0,0
8392,11162,2,33,6,152,279,18.72,12.409999999999998,0.1494,0,9,0,0,0,0,0,1,0,0,0,0,0,0
8404,11034,2,43,24,47,86,7.22,5.34,0.8625,0,12,0,0,0,1,0,0,0,0,0,0,0,0
8405,4688,2,45,19,131,194,25.489999999999995,17.509999999999998,12.490200000000002,0,5,1,0,0,0,0,0,0,0,0,0,0,0
8429,4519,2,26,20,5,152,3.75,4.24,1.33155,0,6,0,0,1,0,0,0,0,0,0,0,0,0
8443,11124,2,48,28,63,124,5.629999999999999,5.839999999999998,0.8987,0,10,0,0,0,0,0,0,1,0,0,0,0,0
8457,1611,2,20,15,101,161,9.45,6.969999999999998,3.5574,0,3,0,0,0,0,0,0,0,0,0,1,0,0
8495,9408,2,36,10,47,394,23.2,14.329999999999997,0.7290000000000001,0,9,0,0,0,0,0,1,0,0,0,0,0,0
8507,7273,2,60,24,44,279,20.58,10.87,1.0458,0,9,0,0,0,0,0,1,0,0,0,0,0,0
8572,3300,2,42,14,242,45,9.790000000000001,2.95,0.6246,0,4,0,0,0,0,1,0,0,0,0,0,0,0
8620,1,2,58,2,44,187,13.5,8.149999999999999,0.4644,0,3,0,0,0,0,0,0,0,0,0,1,0,0
8642,7844,2,32,24,75,135,8.959999999999999,6.219999999999998,0.3087,0,11,0,0,0,0,0,0,0,1,0,0,0,0
8681,1507,2,27,12,1087,315,20.62,13.68,0.4959,0,7,0,0,0,0,0,0,0,0,0,0,1,0
8709,7323,2,26,15,328,247,15.379999999999999,9.479999999999999,2.2006,0,3,0,0,0,0,0,0,0,0,0,1,0,0
8726,9216,2,90,12,39,117,16.449999999999996,7.739999999999999,0.1089,0,10,0,0,0,0,0,0,1,0,0,0,0,0
8784,6473,2,48,13,35,196,14.900000000000002,10.489999999999997,0.2313,0,4,0,0,0,0,1,0,0,0,0,0,0,0
8816,6597,2,32,12,190,158,4.8,5.460000000000001,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
8902,3876,2,22,4,154,225,18.63,11.04,0.5292,0,3,0,0,0,0,0,0,0,0,0,1,0,0
8919,8976,2,29,30,85,140,5.79,5.71,1.2060000000000002,0,7,0,0,0,0,0,0,0,0,0,0,1,0
8978,11317,2,36,17,402,365,11.609999999999998,10.74,0.1989,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9037,4296,2,28,8,75,221,21.94,10.239999999999998,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1
9075,10848,2,45,19,49,102,7.999999999999999,4.739999999999999,0.387,0,3,0,0,0,0,0,0,0,0,0,1,0,0
9130,2814,2,37,21,57,137,14.430000000000001,8.659999999999998,1.0323,0,6,0,0,1,0,0,0,0,0,0,0,0,0
9140,7422,2,20,29,6,98,5.27,4.180000000000001,0.45,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9141,7686,2,38,15,37,138,9.200000000000001,8.519999999999998,0.9,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9165,1112,2,30,13,953,56,9.23,3.7,2.639,0,12,0,0,0,1,0,0,0,0,0,0,0,0
9166,2242,2,45,15,42,128,9.44,5.54,0.45,0,3,0,0,0,0,0,0,0,0,0,1,0,0
9167,1134,2,20,6,877,178,15.339999999999998,10.239999999999998,0.387,0,11,0,0,0,0,0,0,0,1,0,0,0,0
9179,11113,2,60,20,56,335,23.98,14.559999999999997,0.279,0,4,0,0,0,0,1,0,0,0,0,0,0,0
9202,4610,2,51,28,30,169,10.680000000000003,7.0699999999999985,2.9316999999999998,0,12,0,0,0,1,0,0,0,0,0,0,0,0
9235,4580,2,20,29,72,296,26.759999999999998,18.92,0.4887,0,10,0,0,0,0,0,0,1,0,0,0,0,0
9250,11428,2,40,17,76,162,15.149999999999999,11.919999999999998,9.3744,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9264,9705,2,48,8,99,139,11.94,8.79,0.45,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9270,2121,2,27,22,71,183,13.72,10.6,0.2646,0,10,0,0,0,0,0,0,1,0,0,0,0,0
9288,2444,2,35,18,85,339,24.96,14.8,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0
9289,1468,2,29,23,654,497,36.39999999999999,14.259999999999998,0.2943,0,11,0,0,0,0,0,0,0,1,0,0,0,0
9330,436,2,70,20,467,187,18.36,12.909999999999998,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9351,9482,2,19,29,171,149,10.329999999999998,8.509999999999998,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
9406,10608,2,45,22,266,258,18.019999999999996,11.950000000000003,3.2770000000000006,0,9,0,0,0,0,0,1,0,0,0,0,0,0
9409,755,2,20,1,18,149,13.599999999999998,11.719999999999997,0.36,1,7,0,0,0,0,0,0,0,0,0,0,1,0
9428,1507,2,73,12,490,235,15.35,11.409999999999998,0.4959,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9430,8904,2,30,19,63,38,2.7000000000000006,2,0.54,0,2,0,0,0,0,0,0,0,0,1,0,0,0
9447,1072,2,46,27,805,324,10.17,6.710000000000001,0.878,0,5,1,0,0,0,0,0,0,0,0,0,0,0
9476,26,2,50,28,35,95,10.179999999999998,4.8999999999999995,0.3024,0,12,0,0,0,1,0,0,0,0,0,0,0,0
9496,8870,2,50,19,34,65,9.62,6.630000000000001,3.132000000000001,0,4,0,0,0,0,1,0,0,0,0,0,0,0
9508,11832,2,35,4,33,90,5.839999999999998,5.2399999999999975,0.468,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9520,755,2,40,1,20,154,13.809999999999997,12.009999999999998,0.36,1,7,0,0,0,0,0,0,0,0,0,0,1,0
9574,3633,2,58,15,68,142,9.599999999999998,7.38,0.8838000000000001,0,6,0,0,1,0,0,0,0,0,0,0,0,0
9575,11216,2,20,20,758,291,16.98,9.159999999999998,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
9632,6943,2,30,17,30,98,10.67,8.54,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9651,4770,2,59,15,421,124,9.719999999999999,6.889999999999999,0,0,12,0,0,0,1,0,0,0,0,0,0,0,0
9686,7486,2,50,22,844,234,20.56,8.799999999999999,0.2502,0,4,0,0,0,0,1,0,0,0,0,0,0,0
9698,10007,2,29,2,73,234,18.59,9.89,0.27,0,6,0,0,1,0,0,0,0,0,0,0,0,0
9762,4431,2,28,20,108,169,10.02,7.4799999999999995,0,0,10,0,0,0,0,0,0,1,0,0,0,0,0
9798,6622,2,46,13,790,158,13.449999999999998,8.450000000000001,0.3186,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9841,387,2,62,11,508,111,9.51,8.069999999999999,0.0828,0,7,0,0,0,0,0,0,0,0,0,0,1,0
9844,1549,2,35,15,62,81,7.92,4.300000000000001,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0
