SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_4,adm2_11,adm2_10,adm2_2,adm2_7,adm2_14,adm2_9,adm2_15,adm2_3,adm2_13,adm2_12,adm2_5,adm2_8,adm2_6,adm2_1
23142,438,1,40,24,1431,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23183,7554,1,38,9,3046,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23218,9018,1,40,10,2755,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23227,6179,1,47,4,1994,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23233,11504,1,20,22,2285,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23264,9431,1,30,17,1643,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23284,11517,1,24,6,2101,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23294,2688,1,29,18,1518,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23309,10352,1,34,31,2843,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
23338,8673,1,53,3,2377,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23433,766,1,25,30,2705,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
23568,9479,1,35,18,2297,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
23591,2970,1,30,2,2706,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
23604,8200,1,42,2,2439,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
23680,831,1,65,28,1947,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
23716,2834,1,39,25,1853,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23724,9968,1,63,28,2587,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23800,7447,1,27,27,2187,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
23890,1532,1,35,27,2196,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23917,8873,1,61,23,1643,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23935,3894,1,27,27,2141,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
23942,10799,1,40,2,3234,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24132,6959,1,60,1,2156,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
24197,3068,1,44,8,1650,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
24275,8787,1,55,28,2768,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24287,9527,1,35,3,2893,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24308,10660,1,52,13,1904,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24392,3709,1,30,3,2044,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24425,8928,1,22,4,3351,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24482,5741,1,40,27,2405,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24488,2989,1,22,11,1492,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24606,9387,1,42,10,1960,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
24612,9061,1,24,19,1257,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24613,10120,1,51,27,1739,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24674,7995,1,20,13,2119,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
24675,2244,1,37,18,1998,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24680,7687,1,37,3,1963,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24736,6295,1,28,29,2090,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24758,7787,1,45,1,2579,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
24835,3996,1,34,19,2366,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
24870,5812,1,40,29,1665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
24908,4226,1,34,27,1764,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24913,8863,1,25,2,797,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24942,1859,1,29,6,2229,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
24946,6219,1,49,22,3309,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24983,3136,1,36,29,1307,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25015,10578,1,25,9,1295,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25085,4787,1,49,10,2747,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25086,2038,1,30,18,1817,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
25115,2203,1,53,30,1761,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25121,7447,1,24,27,1723,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25147,1797,1,62,20,2155,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25168,4940,1,28,23,1142,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25277,1061,1,60,26,1840,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
25306,1209,1,21,2,1782,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25376,363,1,42,6,516,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25426,11316,1,38,2,1993,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
25440,3778,1,65,19,2320,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25447,5023,1,56,13,1617,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25527,5332,1,56,22,2776,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25533,11609,1,64,10,2451,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
25540,1552,1,65,15,2289,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
25563,5642,1,73,29,1981,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
25619,316,1,32,5,1723,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25626,11174,1,34,22,2437,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25674,1982,1,20,28,1991,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25699,9918,1,53,16,664,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25708,9572,1,24,17,1374,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
25915,9973,1,19,21,2074,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
25996,5673,1,27,27,1989,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26030,1094,1,20,4,1823,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26122,3959,1,50,29,2593,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26148,2183,1,38,1,2143,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
26277,9774,1,35,11,3238,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26338,2750,1,42,12,1925,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26357,6689,1,30,10,2686,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26377,11684,1,23,10,1622,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
26414,1982,1,46,28,1274,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26454,8897,1,25,3,1234,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26461,6923,1,40,31,1871,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26518,11889,1,29,9,1761,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26524,10723,1,51,30,2276,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26565,6295,1,58,29,2182,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
26625,8041,1,49,11,2604,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26684,4036,1,22,16,1950,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26765,4698,1,58,30,1880,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26771,7479,1,52,5,1403,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
26800,14,1,30,23,1369,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26804,5329,1,58,10,2908,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26859,11430,1,25,8,2076,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
26881,8222,1,48,23,1924,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26885,9192,1,27,18,2502,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
26898,7973,1,48,3,1687,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26905,6563,1,50,4,2675,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27038,8139,1,24,22,1696,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27042,3943,1,29,17,1805,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27077,4536,1,41,28,2366,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27081,7100,1,35,28,1651,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27148,3923,1,18,4,1750,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27161,10032,1,26,2,2601,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27236,1383,1,67,3,1193,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27241,3547,1,70,4,2149,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27244,8857,1,42,4,2507,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
27282,4698,1,20,30,1871,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27330,10078,1,44,29,1986,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27363,4010,1,34,3,1608,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27563,7868,1,37,3,1739,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27566,9443,1,34,25,3804,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27583,9803,1,36,14,2306,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27603,4747,1,33,6,2393,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27619,7747,1,28,21,2378,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
27630,6978,1,75,20,2091,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27633,2203,1,23,30,1761,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27637,11243,1,63,8,1312,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
27692,758,1,38,17,1858,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27712,5654,1,32,8,2153,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
27722,7702,1,85,24,1346,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27782,8408,1,30,2,2440,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
27801,7995,1,42,13,2232,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
27864,316,1,30,5,716,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27889,2816,1,36,14,2241,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27903,2440,1,38,15,2940,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
27911,5429,1,55,13,2791,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27928,6025,1,59,30,2517,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27954,6514,1,35,23,3313,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
27990,4771,1,22,7,2538,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28009,826,1,70,30,1577,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28015,7478,1,62,27,2699,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28028,4862,1,36,5,1895,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28034,734,1,48,3,1723,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28058,9017,1,30,9,734,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28161,6174,1,40,9,2176,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28209,8305,1,40,18,2117,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
28274,11458,1,58,29,1905,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
28307,11643,1,37,27,3027,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28374,10737,1,31,6,1931,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28421,10060,1,62,19,1586,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28425,10885,1,45,14,1877,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28453,6202,1,61,1,1651,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28537,5263,1,24,22,1659,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28610,8369,1,33,13,2223,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28637,11422,1,52,28,1263,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28647,7611,1,56,25,1713,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
28697,7936,1,29,5,1851,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
28737,9344,1,37,17,2195,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28768,2957,1,37,18,2218,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
28814,3441,1,44,1,2172,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
28822,10583,1,48,2,2232,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
28823,3838,1,18,28,2214,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29035,4563,1,60,23,3172,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29059,4652,1,58,19,1620,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29102,10031,1,40,28,2636,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29127,5332,1,23,22,2092,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29161,9651,1,60,6,1758,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29174,9345,1,60,23,1950,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29263,10074,1,75,29,1495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
29277,1433,1,40,5,1527,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29361,4700,1,56,24,2252,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29420,10884,1,55,19,2266,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29512,8608,1,59,4,3147,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29525,4747,1,70,6,1386,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29582,10746,1,65,8,1702,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
29619,1606,1,44,5,2599,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29623,2860,1,53,8,2749,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29626,6119,1,23,8,3611,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29628,1722,1,37,16,3154,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29655,5024,1,20,22,2265,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29675,9973,1,54,21,1460,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29705,2881,1,37,5,1648,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29711,134,1,70,2,1945,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
29752,1433,1,20,5,1292,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29781,8139,1,55,22,1599,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29866,11050,1,40,13,1768,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29901,4738,1,60,22,2050,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29909,580,1,85,10,2249,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29953,9530,1,30,22,2034,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
29960,8759,1,23,21,1458,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
29984,3115,1,32,5,2077,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
29998,567,1,49,8,1970,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30070,11371,1,26,18,786,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
30121,5596,1,53,17,1457,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30429,3267,1,38,2,1980,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
30543,2679,1,58,27,2421,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30556,11901,1,61,20,2139,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30566,10447,1,20,10,1160,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
30585,121,1,55,1,1929,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30590,10967,1,24,13,1252,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30597,849,1,47,22,2066,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30622,10476,1,45,29,1486,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
30626,1394,1,29,6,2560,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30689,7930,1,47,27,1319,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
30721,3166,1,24,27,2140,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30748,914,1,60,25,2219,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30773,11118,1,28,26,1561,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30808,6993,1,54,2,2643,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30871,7138,1,18,11,1606,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30948,9564,1,55,25,2863,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
30962,6297,1,36,26,1717,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
30971,3761,1,29,10,2459,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
30986,1557,1,19,6,2260,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31083,9819,1,30,27,1934,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31096,7478,1,30,27,2133,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31108,11252,1,35,17,2367,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31161,8759,1,19,21,2154,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31167,10501,1,55,4,2309,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
31246,9239,1,46,8,3480,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
31278,10260,1,67,26,1977,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31295,8885,1,33,17,1479,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31313,3366,1,45,25,2354,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
31355,1172,1,40,24,1762,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
31390,7018,1,50,30,1456,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31422,9565,1,39,22,2080,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
31552,8997,1,27,2,1297,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
31576,4054,1,19,12,2834,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
31839,2688,1,62,18,1682,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31877,9584,1,47,5,2367,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
31985,502,1,26,7,1234,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32012,3904,1,55,8,2462,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32023,6346,1,40,13,2387,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32027,1418,1,60,3,2198,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32082,9706,1,40,30,3031,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32095,6259,1,29,31,1506,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32241,1220,1,28,11,1403,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32254,2763,1,20,10,1714,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32305,1622,1,29,17,1739,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32318,9111,1,42,10,2028,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32340,3922,1,45,10,2905,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32405,10180,1,25,13,2059,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32472,5425,1,53,4,3297,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32490,1521,1,35,29,2559,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
32500,10180,1,55,13,1710,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
32607,10527,1,56,30,1420,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32609,11548,1,41,24,2044,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
32631,3037,1,29,17,1955,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
32643,5047,1,43,19,2129,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32688,2366,1,24,17,2264,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
32771,9519,1,22,10,1559,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
32774,7447,1,67,27,1598,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32807,6204,1,19,23,1812,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
32937,10306,1,18,15,2085,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33069,5425,1,22,4,3146,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33083,10950,1,38,19,2362,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33090,10002,1,69,21,2222,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33131,6918,1,20,20,1627,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33256,1089,1,37,9,2106,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
33267,1840,1,55,29,2261,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
33299,4388,1,25,27,2330,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
33314,5397,1,32,20,1842,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33356,3475,1,65,23,2201,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
33357,1804,1,22,28,1072,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33465,5713,1,43,30,2246,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33477,4141,1,20,1,1018,1,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
33706,6100,1,36,2,2696,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
33785,8689,1,60,13,1682,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
33884,6032,1,20,25,2754,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
33946,10321,1,60,4,2186,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34032,5713,1,20,30,3089,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34060,3981,1,19,30,1354,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34088,9596,1,40,10,1956,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34089,335,1,40,2,2615,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34252,5511,1,65,10,1860,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34266,5115,1,47,25,2707,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34330,2136,1,49,14,1757,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
34362,4904,1,31,19,1408,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34377,7172,1,52,27,3053,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34424,3284,1,59,18,2895,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
34428,5347,1,38,6,2514,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34438,3983,1,43,9,2124,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34523,11782,1,24,22,1720,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
34618,10578,1,52,9,1431,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
34672,8361,1,42,20,2824,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
34678,5384,1,45,30,2005,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34690,8478,1,35,13,1628,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
34756,10738,1,55,26,2730,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34768,11531,1,34,4,2015,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
34770,5384,1,20,30,1816,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34801,5989,1,26,27,1630,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34807,2395,1,40,26,2349,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
34819,7932,1,45,29,1292,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34832,9136,1,55,6,2695,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34853,3317,1,62,11,2146,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34913,7146,1,23,9,2080,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
