SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_4,adm2_11,adm2_10,adm2_2,adm2_7,adm2_14,adm2_9,adm2_15,adm2_3,adm2_13,adm2_12,adm2_5,adm2_8,adm2_6,adm2_1
12503,9061,1,55,19,2873,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12508,3987,1,60,5,1976,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12536,7777,1,24,19,2378,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12566,3942,1,18,3,1911,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12570,3054,1,40,4,3403,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12585,11504,1,33,22,588,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12590,9052,1,67,5,2085,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12636,9985,1,45,17,1233,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
12655,11706,1,56,24,1664,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12656,121,1,22,1,3478,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
12698,3760,1,45,13,2176,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12714,8231,1,56,13,2396,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12750,2958,1,50,18,2427,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12762,10648,1,38,5,2155,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
12766,8751,1,60,29,2243,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
12775,4365,1,40,9,1452,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12827,11069,1,60,23,2614,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
12855,8252,1,65,9,1413,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
12914,9783,1,65,2,1662,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12921,5091,1,43,24,2281,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
12989,9844,1,52,8,2222,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12998,6398,1,49,15,1689,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13018,67,1,62,12,1014,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13138,11382,1,36,13,2436,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13153,11437,1,60,13,2186,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13233,3421,1,40,23,2774,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13301,8718,1,30,8,1669,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13349,781,1,62,14,1406,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13351,11517,1,32,6,1174,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
13401,7587,1,62,30,1792,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13457,5023,1,27,13,1808,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
13502,10081,1,20,12,1553,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13553,5560,1,48,6,2476,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13629,302,1,29,30,1994,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13640,6865,1,43,14,2867,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13692,2326,1,55,29,1802,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
13728,10170,1,55,19,1939,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13818,2439,1,45,10,2167,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13870,1430,1,52,22,2531,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
13926,1245,1,52,3,2460,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
13931,5924,1,40,24,2653,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13946,2380,1,32,14,1762,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
13974,2958,1,22,18,2690,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14006,4747,1,40,6,2172,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14047,9760,1,73,12,2277,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14077,9674,1,48,25,2122,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14143,5629,1,31,23,2909,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
14160,3760,1,29,13,1903,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14177,2366,1,22,17,1436,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14226,4251,1,20,4,1600,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
14229,2277,1,51,22,2252,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14252,7445,1,34,21,1311,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14305,11398,1,45,20,1727,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14313,1422,1,39,19,2158,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
14366,10954,1,60,25,1252,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14425,9520,1,62,30,2006,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
14445,10719,1,32,27,2318,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
14456,10110,1,40,1,1451,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
14501,4551,1,18,14,2215,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14516,10902,1,45,28,3041,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14620,9519,1,40,10,2117,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
14693,4047,1,65,6,2829,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14697,677,1,46,8,2238,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
14747,1757,1,18,30,2022,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14782,9873,1,40,9,1667,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
14828,5213,1,52,3,2155,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14893,3792,1,70,15,3293,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
14908,1778,1,40,13,1869,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15000,5628,1,51,3,2035,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15060,10011,1,64,25,2025,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
15117,8442,1,57,18,2566,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15177,9697,1,70,4,1985,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15214,5181,1,34,12,2273,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15220,10207,1,45,30,1959,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15265,11722,1,30,28,1183,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15330,4217,1,30,23,2366,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15391,1863,1,50,22,2470,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
15395,7973,1,19,3,1566,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15441,3166,1,54,27,2160,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
15510,2881,1,55,5,2703,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
15521,9760,1,38,12,2244,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15603,632,1,49,3,2852,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
15604,4748,1,35,6,2665,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
15616,605,1,30,10,2465,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15625,3913,1,56,27,1430,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
15640,2976,1,45,17,2420,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15643,730,1,30,11,2970,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15698,4940,1,58,23,2080,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15743,11138,1,55,8,2908,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15769,2289,1,60,29,1559,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15836,6204,1,21,23,2257,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15854,6363,1,40,31,2430,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15858,9151,1,42,29,2099,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15859,9973,1,22,21,1156,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15863,8993,1,47,24,2165,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15952,8659,1,80,1,1250,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15967,7864,1,50,27,1982,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
15984,6260,1,50,1,2507,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16044,2089,1,34,27,2449,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16051,9096,1,48,10,2134,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16065,7288,1,68,23,1638,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16071,3433,1,38,26,2270,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16073,7112,1,29,30,3838,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16135,6557,1,37,21,2229,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16157,903,1,47,3,2699,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16196,10966,1,70,1,2294,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16260,7079,1,45,17,1802,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16262,10012,1,34,13,1936,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16316,5630,1,43,18,1955,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16320,9568,1,39,9,1986,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16348,2077,1,34,6,1921,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16369,6476,1,70,31,1684,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16385,6608,1,55,2,3082,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16395,5378,1,38,6,1679,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16403,2550,1,54,2,2023,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16410,1596,1,37,10,1907,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16419,2374,1,47,31,2472,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
16447,4251,1,25,4,2198,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16448,2857,1,45,29,2430,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16455,8194,1,39,8,2170,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16467,11588,1,63,14,2150,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16483,2582,1,49,26,2338,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16584,3066,1,36,28,2711,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16615,5444,1,43,20,2338,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16642,9441,1,63,24,1376,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16660,3400,1,70,3,1124,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
16668,11243,1,30,8,1755,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16716,3819,1,25,17,1988,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16719,2599,1,68,13,2238,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16729,5024,1,45,22,1231,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16774,3331,1,45,19,2051,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16821,1973,1,40,2,2805,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16855,9567,1,84,12,1845,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16888,3981,1,47,30,2176,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16891,7023,1,38,26,1753,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16934,3819,1,66,17,1299,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16940,1527,1,42,4,2285,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16948,10849,1,75,10,2137,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16952,11483,1,68,21,2062,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
16983,3960,1,57,18,484,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17028,1793,1,45,4,2215,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
17067,10040,1,55,31,2445,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17115,408,1,35,1,845,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17147,1422,1,18,19,1359,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17171,11343,1,70,24,1887,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17235,2147,1,45,29,890,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17250,6716,1,29,29,2686,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17284,5922,1,30,2,1905,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17333,9559,1,40,8,2819,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17351,1709,1,48,8,1817,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17358,6028,1,65,30,1652,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17426,272,1,45,8,1321,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
17473,8897,1,64,3,1056,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17514,10407,1,20,3,1501,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
17520,10806,1,60,28,2015,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17530,11433,1,61,17,3098,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17545,11008,1,86,26,1801,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17592,10738,1,19,26,2272,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
17607,5839,1,50,21,2119,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17611,10962,1,37,27,1361,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17712,10482,1,30,4,2327,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17719,10984,1,46,8,1326,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
17722,2225,1,70,23,1580,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
17775,5257,1,46,11,1826,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17862,1998,1,36,30,2732,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17912,1666,1,22,18,2305,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
17982,8361,1,20,20,2942,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18028,607,1,55,27,2742,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18139,11375,1,41,25,2546,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18185,1757,1,52,30,2787,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18214,9090,1,65,31,2262,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18232,3662,1,46,21,2232,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18261,7036,1,45,24,1657,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
18282,2839,1,51,9,2055,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18295,2328,1,38,2,2717,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18354,1540,1,35,17,2356,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18358,84,1,62,27,2561,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
18375,1205,1,28,21,1792,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
18407,7958,1,57,25,1473,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
18410,2860,1,27,8,1656,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18472,10447,1,60,10,1795,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18499,3373,1,40,25,3515,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
18702,2520,1,75,27,1465,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18719,8758,1,29,30,1604,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
18738,2758,1,65,10,1537,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18815,8022,1,29,13,3197,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18827,6534,1,56,26,2068,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
18833,10849,1,19,10,1980,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18960,3957,1,47,26,2897,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
18978,7985,1,50,13,2220,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
18979,10920,1,38,30,3044,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18994,6187,1,36,27,2183,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18995,6112,1,32,4,2241,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19107,7162,1,49,30,2139,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19110,1057,1,65,14,1949,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19202,3454,1,34,4,2211,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19299,1383,1,23,3,2626,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19308,6076,1,30,4,1054,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
19323,10481,1,18,9,1518,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19337,2550,1,25,2,2058,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19415,9758,1,25,13,3298,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19442,5672,1,38,18,1980,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19486,4160,1,52,22,2360,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19490,9906,1,31,7,635,1,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19570,3873,1,42,27,2606,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
19621,7723,1,65,21,2197,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19724,316,1,66,5,2062,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19762,5363,1,45,29,890,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
19764,10018,1,60,2,1510,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19768,7388,1,63,27,2112,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19781,8937,1,38,24,2157,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
19803,7440,1,52,24,1523,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19809,8893,1,75,2,1769,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19942,918,1,41,27,1711,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19989,2746,1,60,18,2644,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
19994,10610,1,60,13,2268,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20066,5724,1,42,8,2746,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20078,9078,1,32,11,2379,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20112,7146,1,27,9,2805,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20190,6883,1,37,14,2369,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20215,7175,1,34,22,1202,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20378,3223,1,60,26,1592,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
20388,7966,1,33,5,2619,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20401,6219,1,19,22,2315,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20480,10321,1,23,4,3151,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20541,9452,1,25,30,2107,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
20569,10498,1,70,18,1494,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20774,6749,1,40,27,801,0,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20790,666,1,27,10,2958,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20798,8461,1,32,8,1829,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20827,10060,1,18,19,1635,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
20850,5817,1,37,8,1907,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20874,4215,1,60,16,2072,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
20885,677,1,23,8,2742,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
20951,7648,1,27,8,1350,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20967,8422,1,48,24,1957,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21041,2570,1,32,13,1073,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21055,10764,1,30,2,2030,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21056,611,1,33,13,2507,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21169,4941,1,40,29,2394,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21176,2746,1,20,18,3087,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
21315,1911,1,19,10,2563,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
21341,2324,1,65,24,1653,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21349,11166,1,35,18,2033,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21368,4551,1,21,14,2764,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21452,1643,1,30,14,1418,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21710,5940,1,23,28,1704,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21727,2999,1,55,11,2688,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21771,7289,1,20,11,1576,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21783,1214,1,19,1,1849,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
21788,11688,1,30,29,2326,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
21791,6090,1,21,1,1216,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21792,2200,1,27,13,2090,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21831,7873,1,40,27,2075,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21838,7083,1,40,8,2413,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21890,581,1,33,8,1368,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
21942,11783,1,18,4,671,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21947,9782,1,32,21,2381,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21983,10554,1,24,14,1990,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
21989,8470,1,57,13,2153,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22062,7788,1,72,25,2029,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22106,5231,1,34,17,1599,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
22109,5507,1,65,31,2369,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22123,8087,1,42,2,3031,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22130,6096,1,40,5,1522,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22135,580,1,45,10,1855,0,15,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
22138,3794,1,24,17,2085,0,14,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
22155,1103,1,47,22,2080,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22183,1245,1,18,3,1657,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22215,4831,1,32,26,2020,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22374,1500,1,52,12,1782,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22397,3400,1,31,3,2229,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22403,6921,1,49,24,2872,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
22420,3922,1,22,10,2748,0,9,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
22444,9491,1,73,23,1371,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
22478,5507,1,29,31,1832,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22616,7375,1,43,20,2647,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22679,4125,1,45,24,1641,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22687,1057,1,28,14,2325,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22794,1131,1,27,31,1782,0,7,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22814,512,1,38,3,1323,0,13,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22866,7946,1,22,14,1391,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22985,4261,1,40,30,1146,0,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
