SUBJECT,HOUSEHOLD,SEX,AGE_YEAR,CONSUMPTION_DAY,sum_ENERGY_kcal,WEEKEND,adm2_,adm2_2,adm2_4,adm2_3,adm2_5,adm2_7,adm2_6,adm2_11,adm2_10,adm2_8,adm2_1,adm2_9
7607,6129,1,45,19,1880,0,11,0,0,0,0,0,0,1,0,0,0,0
7633,7608,1,43,18,2484,0,8,0,0,0,0,0,0,0,0,1,0,0
7712,6834,1,38,23,2460,0,2,1,0,0,0,0,0,0,0,0,0,0
7779,5912,1,33,7,2211,1,2,1,0,0,0,0,0,0,0,0,0,0
7808,2757,1,36,24,2191,0,6,0,0,0,0,0,1,0,0,0,0,0
7832,2009,1,80,27,1042,0,3,0,0,1,0,0,0,0,0,0,0,0
7834,289,1,26,1,2551,1,7,0,0,0,0,1,0,0,0,0,0,0
7844,7417,1,42,19,1930,0,11,0,0,0,0,0,0,1,0,0,0,0
7886,7641,1,30,1,2229,1,6,0,0,0,0,0,1,0,0,0,0,0
7972,6432,1,32,17,2472,0,10,0,0,0,0,0,0,0,1,0,0,0
7984,6600,1,58,18,1594,0,7,0,0,0,0,1,0,0,0,0,0,0
8132,11,1,50,20,2577,0,1,0,0,0,0,0,0,0,0,0,1,0
8133,60,1,50,12,2406,0,3,0,0,1,0,0,0,0,0,0,0,0
8142,10522,1,40,26,2349,0,5,0,0,0,1,0,0,0,0,0,0,0
8147,10197,1,46,28,2483,0,8,0,0,0,0,0,0,0,0,1,0,0
8185,7430,1,19,10,2347,0,9,0,0,0,0,0,0,0,0,0,0,1
8204,9573,1,19,18,2034,0,4,0,1,0,0,0,0,0,0,0,0,0
8227,1138,1,25,11,1805,0,5,0,0,0,1,0,0,0,0,0,0,0
8286,9299,1,25,14,2193,0,1,0,0,0,0,0,0,0,0,0,1,0
8312,11344,1,30,25,1910,0,8,0,0,0,0,0,0,0,0,1,0,0
8381,10290,1,49,3,1966,0,7,0,0,0,0,1,0,0,0,0,0,0
8387,2067,1,28,21,2201,0,5,0,0,0,1,0,0,0,0,0,0,0
8397,5581,1,40,29,1890,0,6,0,0,0,0,0,1,0,0,0,0,0
8398,8860,1,55,20,1910,0,11,0,0,0,0,0,0,1,0,0,0,0
8456,5033,1,35,28,1992,0,3,0,0,1,0,0,0,0,0,0,0,0
8510,9371,1,41,22,2402,0,2,1,0,0,0,0,0,0,0,0,0,0
8575,1415,1,35,25,1962,0,2,1,0,0,0,0,0,0,0,0,0,0
8595,2019,1,36,18,1412,0,4,0,1,0,0,0,0,0,0,0,0,0
8625,5353,1,47,7,2367,1,10,0,0,0,0,0,0,0,1,0,0,0
8629,4681,1,53,28,2160,0,1,0,0,0,0,0,0,0,0,0,1,0
8634,6868,1,44,20,2577,0,7,0,0,0,0,1,0,0,0,0,0,0
8650,1525,1,30,20,2300,0,11,0,0,0,0,0,0,1,0,0,0,0
8697,9144,1,78,22,2021,0,1,0,0,0,0,0,0,0,0,0,1,0
8721,1099,1,33,20,1553,0,1,0,0,0,0,0,0,0,0,0,1,0
8725,7806,1,56,9,1953,0,2,1,0,0,0,0,0,0,0,0,0,0
8733,11195,1,55,19,1865,0,8,0,0,0,0,0,0,0,0,1,0,0
8776,11087,1,50,28,2216,0,3,0,0,1,0,0,0,0,0,0,0,0
8787,8397,1,65,28,2229,0,3,0,0,1,0,0,0,0,0,0,0,0
8853,4009,1,40,23,2696,0,11,0,0,0,0,0,0,1,0,0,0,0
9019,9022,1,33,21,2739,0,5,0,0,0,1,0,0,0,0,0,0,0
9030,10116,1,23,12,2439,0,9,0,0,0,0,0,0,0,0,0,0,1
9041,7569,1,42,23,2249,0,6,0,0,0,0,0,1,0,0,0,0,0
9102,5195,1,36,13,2636,0,10,0,0,0,0,0,0,0,1,0,0,0
9174,5536,1,36,18,2171,0,11,0,0,0,0,0,0,1,0,0,0,0
9177,1399,1,33,6,2806,0,2,1,0,0,0,0,0,0,0,0,0,0
9181,5516,1,25,18,1387,0,4,0,1,0,0,0,0,0,0,0,0,0
9186,4713,1,38,13,1684,0,1,0,0,0,0,0,0,0,0,0,1,0
9214,1137,1,50,1,2049,1,7,0,0,0,0,1,0,0,0,0,0,0
9239,11811,1,27,12,2565,0,5,0,0,0,1,0,0,0,0,0,0,0
9247,3613,1,42,19,1950,0,11,0,0,0,0,0,0,1,0,0,0,0
9269,3701,1,45,10,2027,0,9,0,0,0,0,0,0,0,0,0,0,1
9313,1817,1,65,26,2758,0,2,1,0,0,0,0,0,0,0,0,0,0
9318,7025,1,30,28,2403,0,4,0,1,0,0,0,0,0,0,0,0,0
9349,2698,1,70,30,2082,0,3,0,0,1,0,0,0,0,0,0,0,0
9434,850,1,50,19,2555,0,7,0,0,0,0,1,0,0,0,0,0,0
9578,9302,1,60,30,2144,0,1,0,0,0,0,0,0,0,0,0,1,0
9628,4297,1,45,12,2900,0,1,0,0,0,0,0,0,0,0,0,1,0
9652,7552,1,21,26,2236,0,5,0,0,0,1,0,0,0,0,0,0,0
9820,3358,1,23,23,2256,0,2,1,0,0,0,0,0,0,0,0,0,0
9823,2909,1,43,10,2372,0,5,0,0,0,1,0,0,0,0,0,0,0
9843,519,1,32,24,2569,0,2,1,0,0,0,0,0,0,0,0,0,0
9954,7355,1,30,20,2168,0,11,0,0,0,0,0,0,1,0,0,0,0
9963,4945,1,43,26,2161,0,5,0,0,0,1,0,0,0,0,0,0,0
9985,6533,1,51,10,1873,0,4,0,1,0,0,0,0,0,0,0,0,0
10007,2967,1,40,17,2182,0,4,0,1,0,0,0,0,0,0,0,0,0
10062,8851,1,50,12,1181,0,3,0,0,1,0,0,0,0,0,0,0,0
10067,1621,1,37,27,2518,0,5,0,0,0,1,0,0,0,0,0,0,0
10099,5050,1,30,25,2151,0,2,1,0,0,0,0,0,0,0,0,0,0
10144,474,1,60,22,2391,0,11,0,0,0,0,0,0,1,0,0,0,0
10176,2823,1,50,24,1746,0,8,0,0,0,0,0,0,0,0,1,0,0
10177,3455,1,28,16,2492,0,4,0,1,0,0,0,0,0,0,0,0,0
10189,6026,1,32,14,1868,0,1,0,0,0,0,0,0,0,0,0,1,0
10344,4574,1,25,8,1766,0,2,1,0,0,0,0,0,0,0,0,0,0
10370,465,1,35,23,2395,0,8,0,0,0,0,0,0,0,0,1,0,0
10373,9618,1,30,18,2515,0,9,0,0,0,0,0,0,0,0,0,0,1
10394,5315,1,46,12,2378,0,9,0,0,0,0,0,0,0,0,0,0,1
10514,823,1,32,11,1523,0,9,0,0,0,0,0,0,0,0,0,0,1
10561,377,1,40,21,2147,0,5,0,0,0,1,0,0,0,0,0,0,0
10578,5368,1,35,25,2661,0,5,0,0,0,1,0,0,0,0,0,0,0
10619,7471,1,22,6,2323,0,2,1,0,0,0,0,0,0,0,0,0,0
10628,9575,1,50,22,1587,0,8,0,0,0,0,0,0,0,0,1,0,0
10702,6708,1,52,21,3065,0,7,0,0,0,0,1,0,0,0,0,0,0
10736,11840,1,68,19,1480,0,4,0,1,0,0,0,0,0,0,0,0,0
10751,5482,1,30,17,2658,0,4,0,1,0,0,0,0,0,0,0,0,0
10834,8889,1,45,25,2637,0,2,1,0,0,0,0,0,0,0,0,0,0
10877,8587,1,70,19,847,0,8,0,0,0,0,0,0,0,0,1,0,0
10879,3604,1,70,21,2088,0,5,0,0,0,1,0,0,0,0,0,0,0
10926,4050,1,35,28,2786,0,3,0,0,1,0,0,0,0,0,0,0,0
10939,6711,1,35,18,2593,0,7,0,0,0,0,1,0,0,0,0,0,0
11072,7980,1,65,5,2149,0,9,0,0,0,0,0,0,0,0,0,0,1
11164,2019,1,23,18,1061,0,4,0,1,0,0,0,0,0,0,0,0,0
11232,2919,1,21,19,2120,0,8,0,0,0,0,0,0,0,0,1,0,0
11300,987,1,50,2,2180,0,1,0,0,0,0,0,0,0,0,0,1,0
11307,1694,1,28,27,2454,0,5,0,0,0,1,0,0,0,0,0,0,0
11409,3649,1,45,7,2568,1,10,0,0,0,0,0,0,0,1,0,0,0
11431,6542,1,32,15,2113,0,10,0,0,0,0,0,0,0,1,0,0,0
11439,11219,1,64,31,1723,0,7,0,0,0,0,1,0,0,0,0,0,0
11485,6947,1,40,3,2191,0,10,0,0,0,0,0,0,0,1,0,0,0
11514,1889,1,30,12,2285,0,4,0,1,0,0,0,0,0,0,0,0,0
11682,2076,1,52,25,2502,0,5,0,0,0,1,0,0,0,0,0,0,0
11702,7257,1,26,26,2875,0,2,1,0,0,0,0,0,0,0,0,0,0
11792,9986,1,36,11,2029,0,9,0,0,0,0,0,0,0,0,0,0,1
11798,10532,1,46,27,2177,0,1,0,0,0,0,0,0,0,0,0,1,0
11821,1602,1,25,23,2161,0,8,0,0,0,0,0,0,0,0,1,0,0
11842,6358,1,56,22,2132,0,1,0,0,0,0,0,0,0,0,0,1,0
11863,1056,1,55,2,2348,0,9,0,0,0,0,0,0,0,0,0,0,1
11942,4649,1,33,20,2052,0,11,0,0,0,0,0,0,1,0,0,0,0
11974,7004,1,21,20,2178,0,9,0,0,0,0,0,0,0,0,0,0,1
11980,7955,1,32,18,2213,0,4,0,1,0,0,0,0,0,0,0,0,0
11989,7601,1,30,29,3082,0,5,0,0,0,1,0,0,0,0,0,0,0
12034,2371,1,26,29,2106,0,3,0,0,1,0,0,0,0,0,0,0,0
12042,2113,1,30,14,2484,0,1,0,0,0,0,0,0,0,0,0,1,0
12070,4059,1,38,29,1837,0,6,0,0,0,0,0,1,0,0,0,0,0
12077,2708,1,45,12,2274,0,5,0,0,0,1,0,0,0,0,0,0,0
12086,9488,1,48,29,2307,0,3,0,0,1,0,0,0,0,0,0,0,0
12092,7613,1,39,19,1354,0,8,0,0,0,0,0,0,0,0,1,0,0
12148,9407,1,55,22,2497,0,1,0,0,0,0,0,0,0,0,0,1,0
12172,4140,1,43,26,2681,0,3,0,0,1,0,0,0,0,0,0,0,0
12207,3744,1,30,22,2211,0,8,0,0,0,0,0,0,0,0,1,0,0
12271,1062,1,48,10,2392,0,4,0,1,0,0,0,0,0,0,0,0,0
12305,11333,1,25,7,2415,1,10,0,0,0,0,0,0,0,1,0,0,0
12322,3603,1,20,24,2309,0,8,0,0,0,0,0,0,0,0,1,0,0
12416,1378,1,53,26,2150,0,11,0,0,0,0,0,0,1,0,0,0,0
12436,1786,1,60,24,1963,0,2,1,0,0,0,0,0,0,0,0,0,0
12457,8105,1,55,18,2394,0,8,0,0,0,0,0,0,0,0,1,0,0
12459,8852,1,21,19,2889,0,11,0,0,0,0,0,0,1,0,0,0,0
12471,1504,1,32,4,2289,0,10,0,0,0,0,0,0,0,1,0,0,0
12544,793,1,36,25,2101,0,2,1,0,0,0,0,0,0,0,0,0,0
12562,4952,1,60,28,2190,0,5,0,0,0,1,0,0,0,0,0,0,0
12600,765,1,60,28,2442,0,8,0,0,0,0,0,0,0,0,1,0,0
12630,9740,1,35,22,2473,0,8,0,0,0,0,0,0,0,0,1,0,0
12631,3681,1,38,10,2778,0,5,0,0,0,1,0,0,0,0,0,0,0
12662,11716,1,52,15,1988,0,10,0,0,0,0,0,0,0,1,0,0,0
12663,3686,1,32,27,2217,0,3,0,0,1,0,0,0,0,0,0,0,0
12707,8105,1,23,18,2394,0,8,0,0,0,0,0,0,0,0,1,0,0
12731,6953,1,70,27,2091,0,5,0,0,0,1,0,0,0,0,0,0,0
12760,1694,1,20,27,2187,0,5,0,0,0,1,0,0,0,0,0,0,0
12805,10572,1,32,25,2484,0,2,1,0,0,0,0,0,0,0,0,0,0
12837,10465,1,18,25,1973,0,8,0,0,0,0,0,0,0,0,1,0,0
12955,3608,1,52,13,2258,0,5,0,0,0,1,0,0,0,0,0,0,0
13083,8108,1,56,20,1783,0,1,0,0,0,0,0,0,0,0,0,1,0
13111,1251,1,30,25,2688,0,8,0,0,0,0,0,0,0,0,1,0,0
13141,8394,1,50,30,2165,0,1,0,0,0,0,0,0,0,0,0,1,0
13164,8991,1,56,18,2321,0,9,0,0,0,0,0,0,0,0,0,0,1
13281,5247,1,29,3,2497,0,7,0,0,0,0,1,0,0,0,0,0,0
13350,6027,1,25,12,2156,0,9,0,0,0,0,0,0,0,0,0,0,1
13386,1623,1,40,15,1951,0,11,0,0,0,0,0,0,1,0,0,0,0
13420,7794,1,35,26,2006,0,8,0,0,0,0,0,0,0,0,1,0,0
13431,6790,1,28,8,2462,0,3,0,0,1,0,0,0,0,0,0,0,0
13466,10894,1,30,26,2765,0,3,0,0,1,0,0,0,0,0,0,0,0
13528,1546,1,35,16,2041,0,4,0,1,0,0,0,0,0,0,0,0,0
13529,5277,1,50,10,2124,0,3,0,0,1,0,0,0,0,0,0,0,0
13566,5974,1,37,6,2161,0,2,1,0,0,0,0,0,0,0,0,0,0
13578,18,1,55,27,2008,0,3,0,0,1,0,0,0,0,0,0,0,0
13603,11743,1,28,5,2362,0,10,0,0,0,0,0,0,0,1,0,0,0
13623,5842,1,45,13,2275,0,1,0,0,0,0,0,0,0,0,0,1,0
13663,865,1,42,15,2099,0,11,0,0,0,0,0,0,1,0,0,0,0
13667,3321,1,19,26,2020,0,3,0,0,1,0,0,0,0,0,0,0,0
13676,8079,1,20,2,2271,0,1,0,0,0,0,0,0,0,0,0,1,0
13707,5172,1,65,25,1997,0,6,0,0,0,0,0,1,0,0,0,0,0
13725,9138,1,38,26,2493,0,5,0,0,0,1,0,0,0,0,0,0,0
13773,5610,1,38,15,2049,0,10,0,0,0,0,0,0,0,1,0,0,0
13849,6451,1,58,1,2044,1,7,0,0,0,0,1,0,0,0,0,0,0
13853,1167,1,60,24,2721,0,2,1,0,0,0,0,0,0,0,0,0,0
13858,10519,1,41,29,2189,0,7,0,0,0,0,1,0,0,0,0,0,0
13913,1602,1,70,23,1531,0,8,0,0,0,0,0,0,0,0,1,0,0
14051,3976,1,40,16,1968,0,9,0,0,0,0,0,0,0,0,0,0,1
14085,1731,1,55,8,1746,0,2,1,0,0,0,0,0,0,0,0,0,0
14109,10477,1,35,10,1977,0,3,0,0,1,0,0,0,0,0,0,0,0
14129,8826,1,30,18,1873,0,4,0,1,0,0,0,0,0,0,0,0,0
14145,4642,1,35,24,2631,0,2,1,0,0,0,0,0,0,0,0,0,0
14154,9333,1,18,20,1601,0,9,0,0,0,0,0,0,0,0,0,0,1
14157,5485,1,36,22,1687,0,11,0,0,0,0,0,0,1,0,0,0,0
14197,6341,1,40,28,1393,0,1,0,0,0,0,0,0,0,0,0,1,0
14239,5957,1,45,8,1859,0,2,1,0,0,0,0,0,0,0,0,0,0
14260,11752,1,19,15,2380,0,1,0,0,0,0,0,0,0,0,0,1,0
14287,9719,1,45,15,1719,0,10,0,0,0,0,0,0,0,1,0,0,0
14332,736,1,25,19,2295,0,8,0,0,0,0,0,0,0,0,1,0,0
14430,8012,1,40,17,2373,0,10,0,0,0,0,0,0,0,1,0,0,0
14448,5518,1,65,30,2543,0,3,0,0,1,0,0,0,0,0,0,0,0
14503,8065,1,60,25,1838,0,6,0,0,0,0,0,1,0,0,0,0,0
14536,624,1,60,20,1626,0,1,0,0,0,0,0,0,0,0,0,1,0
14568,924,1,28,19,1349,0,4,0,1,0,0,0,0,0,0,0,0,0
14670,555,1,55,1,2296,1,7,0,0,0,0,1,0,0,0,0,0,0
14722,4803,1,26,9,2098,0,1,0,0,0,0,0,0,0,0,0,1,0
14724,4805,1,46,29,2263,0,6,0,0,0,0,0,1,0,0,0,0,0
14791,6251,1,35,18,2372,0,9,0,0,0,0,0,0,0,0,0,0,1
14809,8845,1,44,23,2651,0,5,0,0,0,1,0,0,0,0,0,0,0
14854,4320,1,47,24,2420,0,2,1,0,0,0,0,0,0,0,0,0,0
14877,254,1,30,23,2308,0,2,1,0,0,0,0,0,0,0,0,0,0
14978,11619,1,38,12,1797,0,4,0,1,0,0,0,0,0,0,0,0,0
14999,9171,1,42,11,2117,0,9,0,0,0,0,0,0,0,0,0,0,1
15019,3924,1,31,2,2426,0,1,0,0,0,0,0,0,0,0,0,1,0
15051,9570,1,47,14,2282,0,10,0,0,0,0,0,0,0,1,0,0,0
15067,6417,1,50,6,1964,0,10,0,0,0,0,0,0,0,1,0,0,0
15104,522,1,52,14,2249,0,9,0,0,0,0,0,0,0,0,0,0,1
15115,1197,1,52,10,1957,0,9,0,0,0,0,0,0,0,0,0,0,1
15150,11868,1,85,21,1724,0,1,0,0,0,0,0,0,0,0,0,1,0
15182,499,1,70,11,1862,0,9,0,0,0,0,0,0,0,0,0,0,1
15269,4805,1,20,29,2117,0,6,0,0,0,0,0,1,0,0,0,0,0
15275,7070,1,44,10,2749,0,5,0,0,0,1,0,0,0,0,0,0,0
15311,8598,1,33,2,2202,0,1,0,0,0,0,0,0,0,0,0,1,0
15323,7004,1,27,20,2178,0,9,0,0,0,0,0,0,0,0,0,0,1
15372,5479,1,48,24,2080,0,2,1,0,0,0,0,0,0,0,0,0,0
15516,7975,1,40,22,2062,0,2,1,0,0,0,0,0,0,0,0,0,0
15536,3082,1,70,1,1783,1,7,0,0,0,0,1,0,0,0,0,0,0
15638,11764,1,38,17,2421,0,4,0,1,0,0,0,0,0,0,0,0,0
15649,1615,1,23,13,2335,0,1,0,0,0,0,0,0,0,0,0,1,0
15652,3403,1,52,24,2380,0,2,1,0,0,0,0,0,0,0,0,0,0
15708,717,1,45,18,2370,0,9,0,0,0,0,0,0,0,0,0,0,1
15728,10435,1,50,16,2409,0,9,0,0,0,0,0,0,0,0,0,0,1
15757,276,1,24,28,2204,0,5,0,0,0,1,0,0,0,0,0,0,0
15762,1504,1,55,4,2289,0,10,0,0,0,0,0,0,0,1,0,0,0
15912,8662,1,60,22,1947,0,8,0,0,0,0,0,0,0,0,1,0,0
15930,5407,1,24,23,3006,0,5,0,0,0,1,0,0,0,0,0,0,0
15949,7620,1,36,30,2139,0,3,0,0,1,0,0,0,0,0,0,0,0
15963,8257,1,58,24,2014,0,8,0,0,0,0,0,0,0,0,1,0,0
15994,1895,1,40,21,2750,0,5,0,0,0,1,0,0,0,0,0,0,0
15996,5558,1,50,11,2436,0,9,0,0,0,0,0,0,0,0,0,0,1
16012,6044,1,60,25,2699,0,5,0,0,0,1,0,0,0,0,0,0,0
16030,501,1,40,13,2598,0,10,0,0,0,0,0,0,0,1,0,0,0
16037,7825,1,65,25,2300,0,5,0,0,0,1,0,0,0,0,0,0,0
16069,3226,1,28,7,2711,1,10,0,0,0,0,0,0,0,1,0,0,0
16083,7877,1,42,23,2342,0,2,1,0,0,0,0,0,0,0,0,0,0
16137,5516,1,18,18,1225,0,4,0,1,0,0,0,0,0,0,0,0,0
16204,5602,1,35,16,2064,0,11,0,0,0,0,0,0,1,0,0,0,0
16250,1928,1,40,26,1535,0,3,0,0,1,0,0,0,0,0,0,0,0
16288,5407,1,27,23,3006,0,5,0,0,0,1,0,0,0,0,0,0,0
16352,3829,1,35,19,1896,0,8,0,0,0,0,0,0,0,0,1,0,0
16362,10182,1,42,18,2351,0,8,0,0,0,0,0,0,0,0,1,0,0
16450,8966,1,39,24,1978,0,6,0,0,0,0,0,1,0,0,0,0,0
16523,2320,1,45,3,2642,0,10,0,0,0,0,0,0,0,1,0,0,0
16569,5930,1,30,31,1638,0,7,0,0,0,0,1,0,0,0,0,0,0
16581,7806,1,26,9,1953,0,2,1,0,0,0,0,0,0,0,0,0,0
16621,9332,1,55,13,2099,0,11,0,0,0,0,0,0,1,0,0,0,0
16708,751,1,32,10,2585,0,3,0,0,1,0,0,0,0,0,0,0,0
16722,2961,1,45,19,2014,0,11,0,0,0,0,0,0,1,0,0,0,0
16744,8417,1,60,18,1733,0,7,0,0,0,0,1,0,0,0,0,0,0
16875,5953,1,22,19,2394,0,11,0,0,0,0,0,0,1,0,0,0,0
16954,4723,1,30,25,2307,0,11,0,0,0,0,0,0,1,0,0,0,0
16988,7916,1,40,19,1932,0,7,0,0,0,0,1,0,0,0,0,0,0
17004,10792,1,55,28,2620,0,1,0,0,0,0,0,0,0,0,0,1,0
17127,3518,1,19,29,1848,0,4,0,1,0,0,0,0,0,0,0,0,0
17129,4781,1,36,6,2072,0,2,1,0,0,0,0,0,0,0,0,0,0
17153,4772,1,29,26,2336,0,5,0,0,0,1,0,0,0,0,0,0,0
17154,1187,1,38,26,2086,0,5,0,0,0,1,0,0,0,0,0,0,0
17199,10998,1,33,16,2003,0,11,0,0,0,0,0,0,1,0,0,0,0
17203,7736,1,35,13,1942,0,5,0,0,0,1,0,0,0,0,0,0,0
17260,8195,1,38,25,2630,0,6,0,0,0,0,0,1,0,0,0,0,0
17335,8391,1,22,9,2061,0,3,0,0,1,0,0,0,0,0,0,0,0
17371,3742,1,27,6,2279,0,2,1,0,0,0,0,0,0,0,0,0,0
17444,10874,1,46,27,2556,0,5,0,0,0,1,0,0,0,0,0,0,0
17481,10067,1,45,10,1838,0,9,0,0,0,0,0,0,0,0,0,0,1
17495,11229,1,76,29,1854,0,6,0,0,0,0,0,1,0,0,0,0,0
17542,6275,1,50,27,2358,0,5,0,0,0,1,0,0,0,0,0,0,0
17573,497,1,29,20,2195,0,9,0,0,0,0,0,0,0,0,0,0,1
17618,10619,1,50,12,2185,0,9,0,0,0,0,0,0,0,0,0,0,1
17657,3330,1,40,7,2283,1,2,1,0,0,0,0,0,0,0,0,0,0
17691,1943,1,18,2,2055,0,1,0,0,0,0,0,0,0,0,0,1,0
17710,10802,1,32,18,2800,0,9,0,0,0,0,0,0,0,0,0,0,1
17750,5390,1,38,19,2474,0,11,0,0,0,0,0,0,1,0,0,0,0
17760,5748,1,40,13,1995,0,1,0,0,0,0,0,0,0,0,0,1,0
17865,1838,1,50,12,1991,0,3,0,0,1,0,0,0,0,0,0,0,0
17997,9299,1,52,14,2244,0,1,0,0,0,0,0,0,0,0,0,1,0
18002,8313,1,35,25,2708,0,2,1,0,0,0,0,0,0,0,0,0,0
18021,1177,1,31,2,1864,0,1,0,0,0,0,0,0,0,0,0,1,0
18025,16,1,24,22,2305,0,8,0,0,0,0,0,0,0,0,1,0,0
18073,11546,1,24,1,2054,1,7,0,0,0,0,1,0,0,0,0,0,0
18080,11333,1,50,7,2306,1,10,0,0,0,0,0,0,0,1,0,0,0
18147,6598,1,55,25,2094,0,5,0,0,0,1,0,0,0,0,0,0,0
18247,7624,1,45,20,1782,0,8,0,0,0,0,0,0,0,0,1,0,0
18283,3105,1,55,2,2269,0,6,0,0,0,0,0,1,0,0,0,0,0
18366,330,1,35,23,2062,0,8,0,0,0,0,0,0,0,0,1,0,0
18398,5877,1,60,17,2425,0,4,0,1,0,0,0,0,0,0,0,0,0
18679,3617,1,45,22,2553,0,2,1,0,0,0,0,0,0,0,0,0,0
18729,955,1,35,24,2184,0,5,0,0,0,1,0,0,0,0,0,0,0
18734,543,1,37,18,2340,0,8,0,0,0,0,0,0,0,0,1,0,0
18816,7462,1,30,22,2546,0,2,1,0,0,0,0,0,0,0,0,0,0
18853,2912,1,65,28,1815,0,4,0,1,0,0,0,0,0,0,0,0,0
18912,8262,1,18,10,2429,0,3,0,0,1,0,0,0,0,0,0,0,0
18922,6537,1,55,29,2778,0,3,0,0,1,0,0,0,0,0,0,0,0
18941,4253,1,62,2,1543,0,6,0,0,0,0,0,1,0,0,0,0,0
18964,7859,1,25,26,1986,0,8,0,0,0,0,0,0,0,0,1,0,0
19015,6886,1,35,23,2347,0,5,0,0,0,1,0,0,0,0,0,0,0
19127,139,1,42,30,1901,0,1,0,0,0,0,0,0,0,0,0,1,0
19169,1129,1,43,19,2652,0,8,0,0,0,0,0,0,0,0,1,0,0
19197,10700,1,52,22,2630,0,8,0,0,0,0,0,0,0,0,1,0,0
19228,6178,1,50,11,2218,0,4,0,1,0,0,0,0,0,0,0,0,0
19281,3773,1,21,10,2371,0,3,0,0,1,0,0,0,0,0,0,0,0
19393,10945,1,45,12,2097,0,5,0,0,0,1,0,0,0,0,0,0,0
19400,2420,1,58,22,2047,0,11,0,0,0,0,0,0,1,0,0,0,0
19412,9971,1,21,23,1740,0,5,0,0,0,1,0,0,0,0,0,0,0
19434,2383,1,42,12,1733,0,9,0,0,0,0,0,0,0,0,0,0,1
19538,4760,1,60,18,2156,0,11,0,0,0,0,0,0,1,0,0,0,0
19559,6427,1,28,5,2054,0,2,1,0,0,0,0,0,0,0,0,0,0
19623,3351,1,46,26,1924,0,11,0,0,0,0,0,0,1,0,0,0,0
19712,8023,1,33,23,2943,0,5,0,0,0,1,0,0,0,0,0,0,0
19777,4912,1,32,29,2490,0,3,0,0,1,0,0,0,0,0,0,0,0
19813,68,1,75,11,1280,0,9,0,0,0,0,0,0,0,0,0,0,1
19825,927,1,21,18,2307,0,9,0,0,0,0,0,0,0,0,0,0,1
19902,1675,1,58,20,2224,0,1,0,0,0,0,0,0,0,0,0,1,0
19926,5725,1,19,30,1737,0,7,0,0,0,0,1,0,0,0,0,0,0
20050,11584,1,52,18,2435,0,11,0,0,0,0,0,0,1,0,0,0,0
20204,6732,1,46,20,2227,0,11,0,0,0,0,0,0,1,0,0,0,0
20245,1128,1,55,20,2042,0,8,0,0,0,0,0,0,0,0,1,0,0
20265,2620,1,55,9,2585,0,4,0,1,0,0,0,0,0,0,0,0,0
20389,3952,1,42,8,2051,0,2,1,0,0,0,0,0,0,0,0,0,0
20479,11716,1,24,15,1988,0,10,0,0,0,0,0,0,0,1,0,0,0
20490,11202,1,19,19,1809,0,11,0,0,0,0,0,0,1,0,0,0,0
20548,10478,1,46,14,1929,0,1,0,0,0,0,0,0,0,0,0,1,0
20560,197,1,30,15,2151,0,1,0,0,0,0,0,0,0,0,0,1,0
20604,555,1,26,1,2296,1,7,0,0,0,0,1,0,0,0,0,0,0
20697,7264,1,43,23,2875,0,11,0,0,0,0,0,0,1,0,0,0,0
20734,11295,1,30,21,2412,0,1,0,0,0,0,0,0,0,0,0,1,0
20784,6070,1,75,24,1721,0,5,0,0,0,1,0,0,0,0,0,0,0
20806,8998,1,40,22,2531,0,11,0,0,0,0,0,0,1,0,0,0,0
20861,1809,1,60,22,2258,0,11,0,0,0,0,0,0,1,0,0,0,0
20873,380,1,40,22,1996,0,8,0,0,0,0,0,0,0,0,1,0,0
20931,5099,1,28,28,2359,0,3,0,0,1,0,0,0,0,0,0,0,0
20975,11421,1,50,20,2024,0,11,0,0,0,0,0,0,1,0,0,0,0
21002,2708,1,18,12,2250,0,5,0,0,0,1,0,0,0,0,0,0,0
21039,2176,1,48,9,2327,0,1,0,0,0,0,0,0,0,0,0,1,0
21070,10156,1,60,28,2091,0,5,0,0,0,1,0,0,0,0,0,0,0
21097,10860,1,30,28,2839,0,3,0,0,1,0,0,0,0,0,0,0,0
21160,5442,1,24,23,2080,0,5,0,0,0,1,0,0,0,0,0,0,0
21163,10325,1,57,20,1863,0,9,0,0,0,0,0,0,0,0,0,0,1
21216,5814,1,56,13,3124,0,10,0,0,0,0,0,0,0,1,0,0,0
21302,5665,1,23,26,2671,0,5,0,0,0,1,0,0,0,0,0,0,0
21503,7058,1,35,19,2389,0,11,0,0,0,0,0,0,1,0,0,0,0
21523,6753,1,65,28,2111,0,6,0,0,0,0,0,1,0,0,0,0,0
21562,9174,1,42,16,2022,0,9,0,0,0,0,0,0,0,0,0,0,1
21575,673,1,45,28,2469,0,5,0,0,0,1,0,0,0,0,0,0,0
21621,463,1,30,30,2237,0,7,0,0,0,0,1,0,0,0,0,0,0
21638,10839,1,48,12,1996,0,5,0,0,0,1,0,0,0,0,0,0,0
21667,8262,1,42,10,2214,0,3,0,0,1,0,0,0,0,0,0,0,0
21668,7828,1,25,20,2280,0,8,0,0,0,0,0,0,0,0,1,0,0
21707,4013,1,65,28,2300,0,5,0,0,0,1,0,0,0,0,0,0,0
21717,866,1,41,1,2129,1,6,0,0,0,0,0,1,0,0,0,0,0
21867,11748,1,33,26,1829,0,8,0,0,0,0,0,0,0,0,1,0,0
