"","inad_diff","land_own_share","ed_some_share","ed_prim_share","ed_sec_share","ed_mid_share","ed_ssec_share","ed_grad_share","st_share","sc_share","ptg_share","inc_source_cultiv_share","inc_source_manlab_share","inc_source_domest_share","inc_source_forage_share","inc_source_enterpr_share","inc_source_beg_share","inc_source_other_share","house_type1","house_type2","house_type3","house_own1","house_own2","house_own3","house_own4","house_own5","house_own6","secc_pov_rate_rural","secc_pov_rate_tend_rural","lit_m","lit_f","hindu","muslim","christian","sikh","buddhist","jain","other_rel","religion_ns"
"1",0.014628205128179,0.20519592604273,0.629647829595387,0.455574532707164,0.146570422650164,0.273042207011937,0.0733462979640725,0.0354655280892615,0.0161373070799054,0.0709368026978084,0.00341475232728319,0.277595008260169,0.62565233150224,0.0186205123598278,0.00222165994141668,0.00782513217449674,0.00106993946462594,0.0670154160589896,0.997809882953228,0.0021392263116069,5.08907351653636e-05,0.684235122837333,0.311125949730261,0.00463892743240552,0,0,0,0.11824016128574,0.0696048392755265,0.669826647670723,0.541706915235289,0.86288018792863,0.114523612093998,0.018364655112624,0.000156307125497641,6.60827245232172e-05,0.000671465950108975,6.79240388288177e-05,0.00326976502578965
"2",0.00031141774891708,0.556628478207175,0.580867277668563,0.474697342998005,0.181176499167639,0.321032005768671,0.0821403283124957,0.0309773843180054,0.0172600514711997,0.0497793341658023,3.24944628352164e-05,0.343233220988551,0.459803638325528,0.0204933532365872,0.00135355851612049,0.0309475069932518,0.00129578731608802,0.142872935859995,0.997899237355604,0.00188178438941216,0.00021897825498416,0.756186672553135,0.243636825131594,0.00017650231527082,0,0,0,0.115139376346392,0.0675227214033116,0.625992922004163,0.45272463380429,0.869456840234096,0.112896961976575,0.0113081909795575,0.000431544911000868,0.000182640092203576,0.000150661592305116,7.15395307006786e-05,0.00550162068356186
"3",-0.000220322631309955,0.425289261468099,0.592959007697498,0.482387441375915,0.202261282696422,0.332801607375328,0.106266702852631,0.046476968137966,0.0377818789472636,0.0558732580406664,0.00015217521782385,0.229494897901179,0.614383703382236,0.0262453964080641,0.00146048678249291,0.0173873305316972,0.00244323543489681,0.108584950519518,0.993697068007116,0.00513544548739207,0.00116748650549168,0.710525027391512,0.288144949608084,0.0013300230004041,0,0,0,0.0844399706390652,0.0448199094060187,0.659606471747476,0.48597109257928,0.931329574075279,0.0540717476938405,0.0100392426183262,0.000268573028790054,6.90780148755636e-05,7.16576917796302e-05,3.78352612596448e-05,0.00411229161584942
"4",0.00804166666665495,0.374878737296012,0.584611313268353,0.485634131522268,0.223929948890478,0.34158108789801,0.100990233459447,0.0423684038413034,0.0234345892231617,0.0366872641780937,0,0.169722374451602,0.268348449449804,0.0121550901575993,0.00177353820052031,0.0469337071204392,0.00127042350987672,0.499796417524323,0.997475494379711,0.00250293298212614,2.15726381624964e-05,0.643911776902299,0.352132482864927,0.00395574023277441,0,0,0,0.0914692332078199,0.0578710782042115,0.631847188761603,0.460981599054043,0.832280355186598,0.15348670401966,0.00770302606282593,0.000923830073275364,0.000723934724369791,0.000212437802170236,5.72249430200268e-05,0.00461248718807997
"5",0.00616120695677495,0.470813972031749,0.610884887297995,0.499753947306567,0.218923789500672,0.347719711447703,0.10329790078778,0.0416440082105759,0.0266530931330109,0.0625779124171796,0.00084313492447685,0.340870821903242,0.456549055086977,0.0309092906128761,0.0022488120766263,0.029244011158422,0.00256441435038267,0.13761359540075,0.998374117910585,0.00157683198169205,4.90501077233668e-05,0.602206496746906,0.396638560383934,0.00115494286916081,0,0,0,0.0914644515263178,0.050006487903365,0.721502490921908,0.612252492841136,0.841811596980105,0.116584518669121,0.0271935138984519,0.00152206800370265,0.000385331282009069,0.000667580310232273,0.00030754760332816,0.0115278432530494
"6",-0.000651665692573005,0.473493842481395,0.663256463162819,0.495304781290636,0.203408476166767,0.32209737431915,0.119202282442502,0.0526338806455941,0.00058542503533161,0.0680232963140818,0.00018473421634589,0.344772168388203,0.496627204177174,0.0244069076728736,0.00123651865983749,0.011016461482598,0.0017449857659974,0.120195755121355,0.990239240401865,0.00963892603039902,0.00012183356773563,0.901771119487669,0.0702341763875834,0.00723363796608725,0.0091828384842392,0.00799817872896373,0.00358004894545738,0.384728172885498,0.275202502961123,0.702259111113807,0.519519348228432,0.856853538842175,0.133809822028819,0.00231459438924988,0.000735087769681232,0.000737438975707171,0.000377368567163292,5.1222702707968e-05,0.00512092672449626
"7",-0.000951287518449107,0.731599298741545,0.637419590496622,0.4775875927687,0.222006140409431,0.344078180067863,0.134045616696251,0.0744641857018757,0.00068829123915998,0.0788012395132576,6.19165491456677e-06,0.43100791143825,0.479160692220218,0.0163517817318197,0.00066937912135999,0.00655851864605923,0.00128930150510614,0.0649624164086222,0.997628582404215,0.00234467109898874,2.67464967962425e-05,0.973148525403022,0.0129107894547514,0.00695049035751931,0.00398346810635818,0.00197664255404167,0.00103008412430757,0.389252207855982,0.268635345030387,0.698341320180467,0.540088470642222,0.82808454773534,0.167513244988924,0.00105759735233672,0.000362402247310967,0.000757750153468386,9.80029092267862e-05,1.37621106573785e-05,0.00211269250273574
"8",-0.001301652892558,0.601799251312707,0.522840348194924,0.313531226562895,0.110669191859334,0.201641583943124,0.0595531871560429,0.0275043757591364,0.00031602707002432,0.091109316007911,0.00032115676002413,0.50911706481516,0.411768461321033,0.0128708875702433,0.00038896032708563,0.00748376640601543,0.00201013962246933,0.0563607218316307,0.996737667476297,0.00323401490991334,2.83176137895991e-05,0.944915556297828,0.0285934999827069,0.00738383397007822,0.00436368820410932,0.0134854731821826,0.00125794836309464,0.367440254790597,0.263056712651438,0.591959453403574,0.43893446685367,0.768376351205677,0.226057664322895,0.00148955791380928,0.000640966860173233,0.00047627824586078,0.000924955047982043,6.4710051433757e-05,0.00196951635216866
"9",-0.026374400247623,0.462734595674206,0.523322502608517,0.343375611047497,0.0975672678903989,0.190477364789126,0.0473310481835685,0.0194365865917545,0.00042590076588568,0.0398883496386461,0.00187311381082338,0.382689162507856,0.537756601548934,0.0111391011554486,0.00102123853761114,0.00357543442191409,0.00138588792868309,0.062432575745633,0.997173698653573,0.00282630134642713,0,0.953141313784726,0.0259801875035906,0.00397306919856518,0.00641864472889893,0.00946750782818129,0.00101927695603815,0.375943506810084,0.257953789647866,0.56950287678699,0.406114907298725,0.636362307988182,0.345415916296324,0.00333201524427323,0.00633649397451959,0.000982609542080574,0.000209290662017162,7.6207878006249e-05,0.00728515841459738
"10",0.00116260162601691,0.673486020268149,0.597352444523357,0.395093665669401,0.173342194596859,0.280105823490993,0.101539176448333,0.050685641687757,0.00076920435204099,0.0737270179587989,5.42796394811012e-06,0.405799109601709,0.471873810760071,0.0169603135169547,0.00015614964916735,0.0076288350485629,0.00185392019441912,0.0957278620712012,0.99395630593861,0.0057699886606939,0.00027370540069596,0.850404642561062,0.0628721081813949,0.0226140360267596,0.00488522540492904,0.0570786786628642,0.00214530916299026,0.411516384091319,0.289066894641936,0.665544906909024,0.505677878233534,0.847541234384839,0.148039899700364,0.0013051417323217,0.000773777051844681,0.000298260296657704,0.000144880849665479,7.48685954975241e-05,0.00182193738881002
